_id , fermi2fgl_name ,  other_name , RA, Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
447 , 2FGL J0642.9+0319 , , 100.73292 , 3.325 , 209 , -0.38 , , (6.2+/-1.7) e-10 , 2.43 , 0.235 , (30.2+/-6.9) e-9 , (10.8+/-2) e-9 , (9.8+/-3.4) e-10 , < 3.99e-10 , < 9.07e-11 , Unassociated , N , 26.78
448 , 2FGL J0643.2+0858 , PMN J0643+0857 , 100.81458 , 8.98164 , 204 , 2.28 , , (35.5+/-3.4) e-10 , 2.491 , 0.089 , (4.2+/-1.1) e-8 , (15.5+/-1.8) e-9 , (33.3+/-4.3) e-10 , (4.1+/-1.1) e-10 , < 9.67e-11 , FSRQ , N , 124.599
449 , 2FGL J0644.2-6713 , PKS 0644-671 , 101.0525 , -67.22033 , 277.53 , -25.56 , , (24.6+/-2.1) e-10 , 2.159 , 0.055 , (29.9+/-5.4) e-9 , (80.4+/-8.7) e-10 , (17.2+/-2.2) e-10 , (5.4+/-1) e-10 , < 1.65e-10 , AGU , N , 99.627
450 , 2FGL J0647.7+0032 , , 101.93208 , 0.53664 , 212.03 , -0.59 , , (11.9+/-2.5) e-10 , 2.357 , 0.209 , (23+/-5) e-9 , (13.3+/-1.8) e-9 , (10.6+/-3.5) e-10 , < 2.58e-10 , < 1.75e-10 , Unassociated , N , 20.315
451 , 2FGL J0648.9+1516 , VER J0648+152 , 102.225 , 15.28103 , 198.99 , 6.35 , , (15.6+/-2) e-10 , 1.737 , 0.106 , (23.5+/-6.5) e-9 , < 3.12e-9 , (7.3+/-1.9) e-10 , (5.7+/-1.1) e-10 , (21.8+/-6.3) e-11 , BL Lac , P , 13.044
452 , 2FGL J0648.7-1739 , TXS 0646-176 , 102.19667 , -17.66578 , 228.47 , -8.53 , , (13+/-2.1) e-10 , 2.295 , 0.101 , (23.9+/-9) e-9 , (4.4+/-1.4) e-9 , (11.1+/-2.9) e-10 , (21.7+/-8.4) e-11 , < 1.24e-10 , FSRQ , N , 102.813
453 , 2FGL J0647.7-5132 , 1RXS J064710.1-513546 , 101.94083 , -51.54253 , 261 , -21.47 , , (3+/-1.1) e-10 , 1.545 , 0.314 , < 1.28e-8 , < 2.03e-9 , < 3.89e-10 , < 1.95e-10 , < 1.57e-10 , AGU , N , 22.963
454 , 2FGL J0647.8-6102 , PMN J0647-6058 , 101.95583 , -61.03547 , 270.94 , -23.94 , , (7.5+/-1.4) e-10 , 2.189 , 0.131 , < 1.76e-8 , (30.6+/-7.7) e-10 , < 7.54e-10 , (16+/-6.4) e-11 , < 1.38e-10 , AGU , N , 20.628
455 , 2FGL J0650.7+2505 , 1ES 0647+250 , 102.69875 , 25.09644 , 190.24 , 11.02 , , (17.8+/-2) e-10 , 1.595 , 0.083 , < 1.36e-8 , < 3.07e-9 , (9.2+/-1.9) e-10 , (5.6+/-1.1) e-10 , (36.4+/-7.6) e-11 , BL Lac , N , 27.246
456 , 2FGL J0649.7-3138 , 1RXS J064933.8-313914 , 102.4375 , -31.64403 , 241.52 , -14.18 , , (6.5+/-1.6) e-10 , 1.692 , 0.175 , < 1.25e-8 , < 1.90e-9 , (4.1+/-1.6) e-10 , (16.3+/-7.3) e-11 , (9.5+/-4.3) e-11 , AGU , N , 33.268
457 , 2FGL J0650.4-1632 , PKS 0648-16 , 102.61875 , -16.54786 , 227.64 , -7.67 , , (8.9+/-2.1) e-10 , 2.302 , 0.123 , < 1.81e-8 , (5.8+/-1.5) e-9 , (9+/-2.7) e-10 , < 2.16e-10 , < 9.82e-11 , AGU , N , 17.652
458 , 2FGL J0653.7+2818 , NVSS J065345+282010 , 103.43542 , 28.30564 , 187.53 , 12.95 , , (5.5+/-1.2) e-10 , 1.898 , 0.151 , < 5.94e-9 , < 2.35e-9 , (3.4+/-1.3) e-10 , (21.8+/-7.1) e-11 , < 7.62e-11 , AGU , N , 16.738
459 , 2FGL J0654.2+4514 , B3 0650+453 , 103.5675 , 45.24361 , 171.19 , 19.36 , , (34.5+/-2.3) e-10 , 2.278 , 0.039 , (40.6+/-4.4) e-9 , (131+/-9.9) e-10 , (28.5+/-2.7) e-10 , (5.9+/-1) e-10 , (7+/-3.4) e-11 , FSRQ , N , 588.981
460 , 2FGL J0654.5+5043 , GB6 J0654+5042 , 103.64875 , 50.71806 , 165.68 , 21.14 , , (28+/-2.1) e-10 , 2.038 , 0.048 , (14.8+/-3.9) e-9 , (76.3+/-8.1) e-10 , (23+/-2.4) e-10 , (6.5+/-1) e-10 , (12.8+/-4.3) e-11 , FSRQ , N , 107.205
461 , 2FGL J0656.2-0320 , TXS 0653-033 , 104.0575 , -3.34039 , 216.45 , -0.46 , , (35.5+/-3.5) e-10 , 2.172 , 0.088 , (53.6+/-7.6) e-9 , (19.3+/-1.9) e-9 , (28.9+/-4.2) e-10 , (6+/-1.3) e-10 , < 7.05e-11 , FSRQ , N , 117.65
462 , 2FGL J0658.4+0633 , , 104.61208 , 6.5555 , 207.88 , 4.53 , , (6.6+/-1.6) e-10 , 2.313 , 0.148 , < 1.86e-8 , < 5.54e-9 , < 8.16e-10 , (19.8+/-7.7) e-11 , < 7.19e-11 , Unassociated , N , 17.66
463 , 2FGL J0659.7+1417 , PSR J0659+1414 , 104.93292 , 14.29386 , 201.05 , 8.26 , , (6+/-2.2) e-10 , 1.561 , 0.354 , (53.9+/-6) e-9 , (10.5+/-1.1) e-9 , (7.7+/-2.1) e-10 , < 8.97e-11 , < 7.68e-11 , Pulsar , N , 22.789
464 , 2FGL J0700.3+1710 , TXS 0657+172 , 105.07625 , 17.18117 , 198.47 , 9.64 , , (6.5+/-1.3) e-10 , 2.501 , 0.131 , (22+/-6.2) e-9 , (40.5+/-9.3) e-10 , < 6.23e-10 , < 1.96e-10 , < 8.67e-11 , AGU , N , 44.372
465 , 2FGL J0706.5+7741 , NVSS J070651+774137 , 106.64458 , 77.69911 , 136.76 , 27.26 , , (10.3+/-1.3) e-10 , 1.998 , 0.085 , < 8.52e-9 , (22.9+/-5.6) e-10 , (9.6+/-1.6) e-10 , (26.9+/-6.6) e-11 , < 9.35e-11 , AGU , N , 34.257
466 , 2FGL J0700.3-6611 , PKS 0700-661 , 105.08917 , -66.18481 , 276.77 , -23.78 , , (39.3+/-2.5) e-10 , 2.005 , 0.043 , (19.3+/-5.4) e-9 , (100+/-9.2) e-10 , (30.7+/-2.8) e-10 , (8.5+/-1.2) e-10 , (24.9+/-6.2) e-11 , BL Lac , N , 30.317
467 , 2FGL J0701.7-4630 , PKS 0700-465 , 105.44583 , -46.51614 , 256.76 , -17.66 , , (14.9+/-2) e-10 , 2.163 , 0.121 , (24.4+/-4.3) e-9 , (60.2+/-8.7) e-10 , (15.3+/-2.3) e-10 , < 2.96e-10 , < 4.80e-11 , FSRQ , N , 94.954
468 , 2FGL J0702.7-1951 , TXS 0700-197 , 105.68542 , -19.86094 , 231.93 , -6.53 , , (10+/-2.1) e-10 , 1.864 , 0.117 , < 7.92e-9 , < 2.07e-9 , (12.8+/-2.8) e-10 , (3+/-1) e-10 , < 1.22e-10 , AGU , N , 22.62
469 , 2FGL J0703.1-3912 , NVSS J070312-391418 , 105.77708 , -39.21006 , 249.81 , -14.67 , , (5.2+/-1.4) e-10 , 1.967 , 0.158 , < 7.48e-9 , < 2.66e-9 , < 8.46e-10 , (12.9+/-6) e-11 , < 8.66e-11 , AGU , N , 15.399
470 , 2FGL J0705.3-1043c , , 106.34417 , -10.72033 , 224.05 , -1.82 , , (12.2+/-2.8) e-10 , 2.371 , 0.12 , < 2.25e-8 , (8.4+/-2.2) e-9 , < 1.78e-9 , < 3.76e-10 , < 1.31e-10 , Unassociated , N , 23.037
471 , 2FGL J0706.5+3744 , GB6 J0706+3744 , 106.63875 , 37.74156 , 179.49 , 18.99 , , (10.4+/-1.6) e-10 , 1.729 , 0.107 , < 8.67e-9 , < 2.29e-9 , (7.3+/-1.7) e-10 , (26+/-7.7) e-11 , (15.8+/-5.2) e-11 , BL Lac , N , 19.113
472 , 2FGL J0706.7-4845 , PMN J0705-4847 , 106.6975 , -48.75878 , 259.27 , -17.68 , , (8.6+/-1.5) e-10 , 2.267 , 0.111 , < 1.39e-8 , (47.4+/-8.8) e-10 , (6.6+/-1.7) e-10 , (16.6+/-6.7) e-11 , < 8.18e-11 , AGU , N , 29.68
473 , 2FGL J0709.0+2236 , GB6 J0708+2241 , 107.27417 , 22.60006 , 194.34 , 13.79 , , (5.7+/-1.3) e-10 , 2.267 , 0.146 , (15.2+/-4.8) e-9 , < 2.77e-9 , (6.2+/-1.7) e-10 , < 1.87e-10 , < 7.22e-11 , AGU , N , 45.634
474 , 2FGL J0708.5-1020c , , 107.12542 , -10.34914 , 224.07 , -0.97 , , (14.4+/-4) e-10 , 2.814 , 0.39 , < 3.92e-8 , (8.4+/-2.2) e-9 , (12.5+/-3.9) e-10 , < 2.24e-10 , < 1.04e-10 , Unassociated , N , 27.515
475 , 2FGL J0710.5+5908 , 1H 0658+595 , 107.62875 , 59.13936 , 157.4 , 25.42 , , (8.1+/-1.3) e-10 , 1.534 , 0.125 , < 1.28e-8 , < 1.75e-9 , (4.9+/-1.3) e-10 , (16.8+/-5.5) e-11 , (21.2+/-5.2) e-11 , BL Lac , P , 29.856
476 , 2FGL J0709.3-0256 , PMN J0709-0255 , 107.34208 , -2.94847 , 217.6 , 2.63 , , (13+/-2.6) e-10 , 2.698 , 0.191 , (30.3+/-5.8) e-9 , (10.1+/-1.4) e-9 , (8+/-2.6) e-10 , (20.3+/-8.1) e-11 , < 5.78e-11 , AGU , N , 34.141
477 , 2FGL J0710.8+4733 , S4 0707+47 , 107.70208 , 47.56178 , 169.75 , 22.78 , , (8.3+/-1.4) e-10 , 2.486 , 0.096 , (21.9+/-4.5) e-9 , (48+/-8.1) e-10 , (8.5+/-1.8) e-10 , < 2.16e-10 , < 4.48e-11 , BL Lac , N , 53.77
478 , 2FGL J0712.9+5032 , GB6 J0712+5033 , 108.22792 , 50.53658 , 166.72 , 23.88 , , (17.3+/-1.8) e-10 , 2.057 , 0.069 , < 9.72e-9 , (54.3+/-7.4) e-10 , (12+/-2) e-10 , (35.6+/-8.2) e-11 , (11.4+/-4.5) e-11 , BL Lac , N , 50.536
479 , 2FGL J0714.0+1933 , MG2 J071354+1934 , 108.51208 , 19.56536 , 197.67 , 13.6 , , (51.9+/-3) e-10 , 2.012 , 0.058 , (43.9+/-4.6) e-9 , (17.9+/-1.1) e-9 , (41.6+/-3.3) e-10 , (7.5+/-1.2) e-10 , (9.1+/-4.1) e-11 , FSRQ , N , 313.397
480 , 2FGL J0713.5-0952 , , 108.39 , -9.874 , 224.23 , 0.36 , , (12.3+/-3.1) e-10 , 2.683 , 0.224 , (30+/-8.7) e-9 , (8.6+/-1.8) e-9 , (15.3+/-3.7) e-10 , < 1.86e-10 , < 6.84e-11 , Unassociated , N , 22.629
481 , 2FGL J0719.3+3306 , B2 0716+33 , 109.82708 , 33.10789 , 185.05 , 19.84 , , (82.9+/-3.5) e-10 , 1.897 , 0.043 , (49.1+/-4) e-9 , (20.1+/-1) e-9 , (65.8+/-3.8) e-10 , (15.1+/-1.6) e-10 , (32.8+/-7.2) e-11 , FSRQ , N , 302.965
482 , 2FGL J0721.9+7120 , S5 0716+71 , 110.47542 , 71.34956 , 143.97 , 28.02 , 1AGL J0722+7125 , (183+/-4.3) e-10 , 2.007 , 0.021 , (135+/-4.3) e-9 , (48.4+/-1.2) e-9 , (136+/-4.6) e-10 , (43.7+/-2.3) e-10 , (8.5+/-1) e-10 , BL Lac , P , 859.733
483 , 2FGL J0718.7-4320 , PMN J0718-4319 , 109.67958 , -43.34275 , 254.93 , -13.66 , , (24.7+/-2.2) e-10 , 1.884 , 0.063 , < 1.30e-8 , (50.3+/-8.8) e-10 , (16.4+/-2.5) e-10 , (5.9+/-1.1) e-10 , (27.1+/-6.7) e-11 , BL Lac , N , 21.951
484 , 2FGL J0719.2-5000 , , 109.80542 , -50.01519 , 261.28 , -16.28 , , (7.5+/-1.5) e-10 , 2.212 , 0.128 , < 1.98e-8 , (25.9+/-8.5) e-10 , < 8.67e-10 , (18.8+/-7) e-11 , < 5.57e-11 , Unassociated , N , 38.385
485 , 2FGL J0721.2-0223 , 1RXS J072114.5-022047 , 110.31958 , -2.39531 , 218.48 , 5.53 , , (4.4+/-1.5) e-10 , 1.662 , 0.247 , < 1.05e-8 , < 1.62e-9 , < 5.54e-10 , < 2.40e-10 , (9.7+/-4.5) e-11 , AGU , N , 19.669
486 , 2FGL J0721.5+0404c , PMN J0721+0406 , 110.37958 , 4.06761 , 212.72 , 8.54 , , (5.6+/-1.4) e-10 , 2.515 , 0.133 , < 2.66e-8 , < 4.79e-9 , (5.6+/-2) e-10 , < 8.27e-11 , < 8.11e-11 , FSRQ , N , 38.844
487 , 2FGL J0723.9+2901 , , 110.99667 , 29.03114 , 189.48 , 19.35 , , (7.2+/-1.4) e-10 , 2.403 , 0.126 , (16.8+/-4.4) e-9 , (33.6+/-7.3) e-10 , (4.3+/-1.5) e-10 , (14.1+/-5.8) e-11 , < 1.09e-10 , Unassociated , N , 62.421
488 , 2FGL J0725.3+1426 , 4C +14.23 , 111.33083 , 14.44292 , 203.62 , 13.92 , , (96.3+/-3.8) e-10 , 2.036 , 0.037 , (92.1+/-5.2) e-9 , (29.1+/-1.3) e-9 , (74.2+/-4.2) e-10 , (18+/-1.8) e-10 , (30.1+/-7.2) e-11 , FSRQ , N , 1738.471
489 , 2FGL J0725.6+2159 , TXS 0723+220 , 111.4 , 21.99 , 196.49 , 17.05 , , (5.4+/-1.2) e-10 , 2.588 , 0.137 , (21.3+/-5) e-9 , (36.4+/-8.1) e-10 , < 6.49e-10 , < 8.55e-11 , < 1.58e-10 , FSRQ , N , 40.277
490 , 2FGL J0725.8-0549 , , 111.45083 , -5.82131 , 222.05 , 4.93 , , (4.2+/-1.5) e-10 , 1.775 , 0.244 , < 1.30e-8 , < 2.93e-9 , < 6.29e-10 , (14.2+/-6.6) e-11 , < 1.54e-10 , Unassociated , N , 25.399
491 , 2FGL J0726.0-0053 , PKS 0723-008 , 111.51042 , -0.89944 , 217.7 , 7.27 , , (10.8+/-1.6) e-10 , 2.269 , 0.104 , (17.1+/-6) e-9 , (36.2+/-9.4) e-10 , (7.5+/-1.9) e-10 , (18.7+/-7.2) e-11 , < 1.56e-10 , AGU , N , 32.273
492 , 2FGL J0727.0-4726 , PMN J0726-4728 , 111.765 , -47.44675 , 259.4 , -14.05 , , (10.6+/-1.8) e-10 , 2.343 , 0.095 , (18.8+/-5.5) e-9 , (46.7+/-10) e-10 , (9.8+/-2.3) e-10 , < 2.59e-10 , < 9.15e-11 , FSRQ , N , 23.9
493 , 2FGL J0729.9+3304 , 1RXS J073026.0+330727 , 112.48583 , 33.07622 , 185.88 , 21.93 , , (5.3+/-1.3) e-10 , 1.892 , 0.176 , < 6.77e-9 , < 2.65e-9 , (3.8+/-1.5) e-10 , < 1.73e-10 , (8.5+/-3.9) e-11 , BL Lac , N , 23.912
494 , 2FGL J0730.2-1141 , PKS 0727-11 , 112.57208 , -11.69553 , 227.77 , 3.12 , , (220+/-5.8) e-10 , 2.108 , 0.024 , (276+/-8.1) e-9 , (86.4+/-2.2) e-9 , (180+/-6.7) e-10 , (32.7+/-2.5) e-10 , (5.8+/-1) e-10 , FSRQ , N , 311.749
495 , 2FGL J0733.9+5023 , TXS 0730+504 , 113.48458 , 50.39969 , 167.67 , 27.12 , , (6.5+/-1.2) e-10 , 2.355 , 0.116 , < 1.60e-8 , (38.2+/-7.2) e-10 , (5.7+/-1.5) e-10 , < 2.24e-10 , < 5.46e-11 , FSRQ , N , 83.043
496 , 2FGL J0730.6-6607 , PMN J0730-6602 , 112.67417 , -66.11803 , 277.66 , -20.83 , , (3.1+/-1.2) e-10 , 1.337 , 0.28 , < 9.09e-9 , < 2.20e-9 , < 1.95e-10 , (14.4+/-6.2) e-11 , (9+/-4) e-11 , AGU , N , 26.782
497 , 2FGL J0745.9+8512 , NVSS J074715+851208 , 116.48542 , 85.2085 , 128.21 , 28.15 , , (32.7+/-9.2) e-11 , 1.679 , 0.184 , < 4.07e-9 , < 9.37e-10 , < 4.51e-10 , (11.5+/-4.8) e-11 , < 1.05e-10 , AGU , N , 17.893
498 , 2FGL J0734.6-1558 , LAT PSR J0734-1559 , 113.66958 , -15.97247 , 232.03 , 2 , , (58.1+/-3.9) e-10 , 1.787 , 0.104 , (69+/-7.2) e-9 , (24.9+/-1.7) e-9 , (46.7+/-4.4) e-10 , (6.2+/-1.3) e-10 , < 8.58e-11 , Pulsar , N , 24.487
499 , 2FGL J0738.0+1742 , PKS 0735+17 , 114.52333 , 17.70261 , 201.84 , 18.06 , , (51.6+/-2.8) e-10 , 2.047 , 0.035 , (33.7+/-4.4) e-9 , (136+/-9.6) e-10 , (33.3+/-2.9) e-10 , (13.3+/-1.5) e-10 , (39.4+/-8) e-11 , BL Lac , N , 33.907
500 , 2FGL J0737.1-3235 , , 114.29333 , -32.58739 , 246.85 , -5.57 , , (13.3+/-2.4) e-10 , 2.334 , 0.106 , < 3.66e-8 , (5+/-1.4) e-9 , (14.5+/-3.1) e-10 , < 3.98e-10 , < 9.30e-11 , Unassociated , N , 50.95
501 , 2FGL J0734.2-7706 , PKS 0736-770 , 113.57042 , -77.11544 , 289.04 , -24.06 , , (10.1+/-1.7) e-10 , 2.371 , 0.1 , < 2.16e-8 , (6.3+/-1) e-9 , (8.5+/-2.2) e-10 , < 2.62e-10 , < 9.40e-11 , AGU , N , 54.241
502 , 2FGL J0739.2+0138 , PKS 0736+01 , 114.81875 , 1.64806 , 216.95 , 11.38 , , (25.4+/-2.3) e-10 , 2.229 , 0.078 , (55.6+/-4.8) e-9 , (14.9+/-1.1) e-9 , (18.4+/-2.5) e-10 , (41.4+/-9.4) e-11 , < 9.47e-11 , FSRQ , N , 86.584
503 , 2FGL J0745.5+7910 , , 116.39875 , 79.17839 , 134.99 , 29.14 , , (40.8+/-9.2) e-11 , 2.229 , 0.139 , < 7.58e-9 , (18.7+/-5.1) e-10 , (3+/-1.1) e-10 , < 1.85e-10 , < 5.12e-11 , Unassociated , N , 29.282
504 , 2FGL J0742.6+5442 , GB6 J0742+5444 , 115.65167 , 54.71278 , 163.06 , 29.08 , , (25.2+/-1.9) e-10 , 2.308 , 0.047 , (39.5+/-4.9) e-9 , (91.5+/-8.1) e-10 , (24.8+/-2.4) e-10 , (35.9+/-8.1) e-11 , < 7.85e-11 , FSRQ , N , 205.648
505 , 2FGL J0745.0+7436 , MS 0737.9+7441 , 116.27417 , 74.6015 , 140.21 , 29.63 , , (6.3+/-1.1) e-10 , 1.799 , 0.137 , < 1.21e-8 , (17.2+/-5) e-10 , (2.7+/-1.1) e-10 , (20+/-6.1) e-11 , (8.6+/-3.6) e-11 , BL Lac , N , 25.329
506 , 2FGL J0742.4-2821 , PSR J0742-2822 , 115.62417 , -28.36597 , 243.72 , -2.51 , , (16.4+/-3) e-10 , 1.287 , 0.513 , < 1.66e-8 , (7.2+/-1.6) e-9 , (12+/-3.3) e-10 , < 4.19e-10 , < 1.04e-10 , Pulsar , N , 17.147
507 , 2FGL J0742.7-3113 , , 115.6775 , -31.22461 , 246.23 , -3.88 , , (10.7+/-2.2) e-10 , 2.272 , 0.133 , < 3.05e-8 , (5.8+/-1.5) e-9 , < 1.25e-9 , < 3.59e-10 , < 1.81e-10 , Unassociated , N , 14.337
508 , 2FGL J0744.1-2523 , , 116.0475 , -25.39933 , 241.34 , -0.7 , , (30+/-3.4) e-10 , 2.415 , 0.135 , (19.5+/-5.2) e-9 , (11.2+/-1.5) e-9 , (23+/-3.8) e-10 , (4.4+/-1.2) e-10 , < 6.28e-11 , Unassociated , N , 18.778
509 , 2FGL J0737.5-8246 , , 114.385 , -82.77411 , 295.08 , -25.47 , , (2.8+/-1.2) e-10 , 1.349 , 0.298 , < 5.16e-9 , < 2.39e-9 , < 2.44e-10 , < 2.24e-10 , (10+/-4.3) e-11 , Unassociated , N , 19.561
510 , 2FGL J0746.0-0222 , , 116.5225 , -2.36889 , 221.39 , 11.02 , , (6.9+/-1.4) e-10 , 1.666 , 0.147 , < 1.01e-8 , < 1.48e-9 , < 7.24e-10 , (23.8+/-7.5) e-11 , (11.3+/-4.7) e-11 , Unassociated , N , 13.865
511 , 2FGL J0746.6+2549 , B2 0743+25 , 116.6675 , 25.82922 , 194.58 , 22.94 , , (5.8+/-1.2) e-10 , 2.846 , 0.105 , (31.6+/-4.7) e-9 , (46.5+/-8.2) e-10 , (4.2+/-1.5) e-10 , < 2.59e-10 , < 4.65e-11 , FSRQ , N , 48.229
512 , 2FGL J0746.5-0713 , PMN J0746-0709 , 116.63667 , -7.21708 , 225.76 , 8.79 , , (6.3+/-1.5) e-10 , 1.994 , 0.146 , < 9.09e-9 , < 3.20e-9 , (4.5+/-1.7) e-10 , (21.6+/-7.6) e-11 , < 9.17e-11 , AGU , N , 24.157
513 , 2FGL J0747.7+4501 , B3 0745+453 , 116.94917 , 45.02897 , 174.13 , 28.4 , , (4.8+/-1.2) e-10 , 2.243 , 0.157 , < 8.72e-9 , (24.4+/-6.6) e-10 , < 5.71e-10 , (15.4+/-6.4) e-11 , < 4.95e-11 , FSRQ , N , 22.208
514 , 2FGL J0747.2-1654 , TXS 0745-165 , 116.80583 , -16.90486 , 234.33 , 4.16 , , (6.6+/-1.6) e-10 , 2.531 , 0.13 , < 2.81e-8 , (4.9+/-1.2) e-9 , (6.5+/-2.2) e-10 , < 1.53e-10 , < 4.99e-11 , AGU , N , 33.672
515 , 2FGL J0746.5-4758 , CRATES J0746-4754 , 116.64583 , -47.97233 , 261.39 , -11.35 , , (5.9+/-1.5) e-10 , 1.949 , 0.166 , < 1.67e-8 , < 2.89e-9 , (5.7+/-2) e-10 , < 2.29e-10 , (8.5+/-4.1) e-11 , AGU , N , 18.361
516 , 2FGL J0747.5-3305 , PKS 0745-330 , 116.88833 , -33.09156 , 248.37 , -3.92 , , (25.6+/-4) e-10 , 2.689 , 0.298 , < 1.59e-8 , (9.5+/-1.7) e-9 , (24.7+/-4.4) e-10 , < 4.15e-10 , < 7.64e-11 , AGU , N , 30.584
517 , 2FGL J0748.5-2204 , , 117.13875 , -22.07486 , 238.96 , 1.83 , , (9+/-2) e-10 , 2.491 , 0.12 , (25.4+/-7.2) e-9 , < 7.29e-9 , < 1.28e-9 , < 2.52e-10 , < 1.11e-10 , Unassociated , N , 20.068
518 , 2FGL J0750.6+1230 , OI 280 , 117.65208 , 12.51422 , 208.13 , 18.7 , , (14.8+/-1.7) e-10 , 2.424 , 0.068 , (32.9+/-4.7) e-9 , (67.4+/-8.5) e-10 , (10.4+/-2) e-10 , (27.8+/-7.7) e-11 , < 9.37e-11 , FSRQ , N , 120.004
519 , 2FGL J0751.1+1809 , PSR J0751+1807 , 117.77917 , 18.15194 , 202.7 , 21.08 , , (25.9+/-2.4) e-10 , 1.104 , 0.243 , < 1.05e-8 , (40.6+/-6.8) e-10 , (20+/-2.4) e-10 , (5.2+/-1) e-10 , < 5.47e-11 , Pulsar , N , 25.415
520 , 2FGL J0753.0+5352 , 4C +54.15 , 118.26375 , 53.86903 , 164.21 , 30.51 , , (11.8+/-1.5) e-10 , 2.014 , 0.09 , < 1.25e-8 , (37.5+/-6.6) e-10 , (7.1+/-1.5) e-10 , (22.7+/-6.7) e-11 , (10.6+/-3.9) e-11 , BL Lac , N , 25.335
521 , 2FGL J0753.2+1937 , , 118.32 , 19.62264 , 201.45 , 22.12 , , (26.4+/-9.4) e-11 , 2.891 , 0.193 , (28.8+/-6) e-9 , < 3.61e-9 , < 4.03e-10 , < 7.89e-11 , < 9.81e-11 , Unassociated , N , 35.318
522 , 2FGL J0753.2-1634 , , 118.3175 , -16.57578 , 234.78 , 5.58 , , (5.8+/-1.5) e-10 , 2.122 , 0.182 , < 3.02e-8 , < 2.03e-9 , (5.1+/-1.8) e-10 , < 2.67e-10 , < 9.93e-11 , Unassociated , N , 20.843
523 , 2FGL J0754.8+4824 , GB1 0751+485 , 118.71458 , 48.40986 , 170.53 , 30.16 , , (11.3+/-1.5) e-10 , 2.195 , 0.088 , (14.7+/-3.7) e-9 , (33.7+/-6.9) e-10 , (8+/-1.7) e-10 , (29.3+/-7.5) e-11 , < 1.11e-10 , BL Lac , N , 30
524 , 2FGL J0754.4-1147 , TXS 0752-116 , 118.60333 , -11.78639 , 230.75 , 8.23 , , (14.1+/-1.9) e-10 , 1.979 , 0.091 , < 1.59e-8 , (32.3+/-8.8) e-10 , (10.1+/-2.2) e-10 , (35.1+/-9.3) e-11 , (9+/-4.2) e-11 , BL Lac , N , 22.869
525 , 2FGL J0757.1+0957 , PKS 0754+100 , 119.2875 , 9.96269 , 211.29 , 19.07 , , (20.5+/-2) e-10 , 2.192 , 0.061 , (25.7+/-4.3) e-9 , (70.6+/-7.9) e-10 , (13.2+/-2.1) e-10 , (36.1+/-8.7) e-11 , (10.4+/-4.6) e-11 , BL Lac , N , 68.125
526 , 2FGL J0756.3-6433 , , 119.07667 , -64.563 , 277.26 , -17.77 , , (3.5+/-1.5) e-10 , 1.779 , 0.321 , < 6.36e-9 , < 3.63e-9 , < 4.98e-10 , < 1.31e-10 , < 1.47e-10 , Unassociated , N , 19.652
527 , 2FGL J0758.0-2615c , , 119.50083 , -26.25669 , 243.66 , 1.53 , , (9.1+/-2) e-10 , 2.347 , 0.114 , < 2.77e-8 , (6.1+/-1.3) e-9 , (10+/-2.8) e-10 , < 2.88e-10 , < 7.10e-11 , Unassociated , N , 16.536
528 , 2FGL J0758.8-1448 , , 119.72333 , -14.80786 , 233.94 , 7.64 , , (7+/-1.5) e-10 , 2.25 , 0.134 , < 1.72e-8 , < 4.08e-9 , (7.9+/-2) e-10 , < 2.40e-10 , < 8.56e-11 , Unassociated , N , 18.403
529 , 2FGL J0801.5+4401 , B3 0757+441 , 120.3875 , 44.02803 , 175.76 , 30.64 , , (5.7+/-1.2) e-10 , 2.26 , 0.139 , < 1.13e-8 , (22.8+/-6.5) e-10 , (6.1+/-1.5) e-10 , < 1.76e-10 , < 6.21e-11 , BL Lac , N , 28.182
530 , 2FGL J0805.3+7535 , RX J0805.4+7534 , 121.34208 , 75.58775 , 138.88 , 30.78 , , (14.5+/-1.5) e-10 , 1.677 , 0.074 , < 5.05e-9 , (16.4+/-4.7) e-10 , (8.3+/-1.5) e-10 , (45.4+/-8.4) e-11 , (23.8+/-5.5) e-11 , BL Lac , N , 69.99
531 , 2FGL J0802.6-0940 , , 120.66417 , -9.66767 , 229.92 , 11.05 , , (5.2+/-1.4) e-10 , 1.968 , 0.21 , < 1.45e-8 , < 3.60e-9 , < 6.62e-10 , < 2.52e-10 , < 1.43e-10 , Unassociated , N , 21.431
532 , 2FGL J0803.2-0339 , , 120.80333 , -3.65411 , 224.64 , 14.15 , , (12.3+/-1.6) e-10 , 1.965 , 0.1 , < 1.94e-8 , (22.9+/-7) e-10 , (7.9+/-1.7) e-10 , (32.7+/-8.4) e-11 , (9.3+/-4.3) e-11 , Unassociated , N , 48.587
533 , 2FGL J0805.5+6145 , TXS 0800+618 , 121.38667 , 61.75503 , 155.02 , 32.38 , , (9.8+/-1.2) e-10 , 2.744 , 0.067 , (37+/-4.1) e-9 , (84.2+/-7.8) e-10 , (8.2+/-1.6) e-10 , < 1.70e-10 , < 3.67e-11 , FSRQ , N , 192.504
