_id , fermi1fhl_name , other_name , Association , RA , Dec , LII , BII,Flux (E>10 GeV),Spectral index,Sqrt(TS),Flux Density,Energy Flux,Pivot Energy,Flux10-30GeV,Errors on Flux10-30GeV,Flux30-100GeV,Errors on Flux30-100GeV,Flux100-500GeV,Errors on Flux100-500GeV,Sqrt(TS)10-30GeV,Sqrt(TS)30-100GeV,Sqrt(TS)100-500GeV,Class,Z,TeV Assoc.,Tev Flag,Variability,Sed Class,Ext name
170 , 1FHL J0747.1-3315 , , J074719-331046 , 116.7786 , -33.2607 , 248.47 , -4.08 , (12.06±4.35) e-11 , 2.1509 ± 0.4905 , 4.25 , (23.94±8.63) e-13 , (6.64±3.89) e-12 , 22.7507 , 8.75e-11 , -3.339e-11 +4.219e-11 , 2.39e-11 , -1.368e-11 +2.183e-11 , < 4.96e-11 , - , 4.03 , 3.08 , 0 , agu , 0 , , N , 1 , - , 
171 , 1FHL J0753.0+5351 , 2FGL J0753.0+5352 , 4C +54.15 , 118.2694 , 53.8523 , 164.23 , 30.51 , (10.76±3.35) e-11 , 2.7801 ± 0.5597 , 6.96 , (3.89±1.21) e-12 , (3.75±1.59) e-12 , 17.7488 , 9.66e-11 , -2.83e-11 +3.464e-11 , 8.54e-12 , -6.169e-12 +1.199e-11 , < 2.94e-11 , - , 7.24 , 2.2 , 0 , bzb , 0.73 , , N , 1 , LSP , 
172 , 1FHL J0754.3-1149 , 2FGL J0754.4-1147 , TXS 0752-116 , 118.5993 , -11.8239 , 230.78 , 8.21 , (9.92±3.74) e-11 , 2.6803 ± 0.6453 , 4.53 , (3.32±1.25) e-12 , (3.65±1.93) e-12 , 18.2586 , 9.22e-11 , -3.135e-11 +3.971e-11 , 1.01e-11 , -8.321e-12 +1.612e-11 , < 3.93e-11 , - , 5.52 , 1.41 , 0 , bzb , 0 , , N , 1 , - , 
173 , 1FHL J0757.2+0955 , 2FGL J0757.1+0957 , PKS 0754+100 , 119.3224 , 9.9185 , 211.35 , 19.08 , (10.71±4.06) e-11 , 2.4593 ± 0.5515 , 5.14 , (2.8±1.06) e-12 , (4.56±2.47) e-12 , 20.148 , 7.58e-11 , -3.075e-11 +4.013e-11 , 2.42e-11 , -1.356e-11 +2.165e-11 , < 3.95e-11 , - , 4.83 , 3.46 , 0 , bzb , 0.266 , , N , 1 , ISP , 
174 , 1FHL J0803.4-0334 , 2FGL J0803.2-0339 , , 120.8595 , -3.5773 , 224.6 , 14.24 , (11.31±4.15) e-11 , 1.9551 ± 0.4352 , 6.13 , (14.87±5.43) e-13 , (7.58±4.27) e-12 , 27.9203 , 6.01e-11 , -2.749e-11 +3.696e-11 , 2.39e-11 , -1.328e-11 +2.126e-11 , 1.36e-11 , -9.629e-12 +1.873e-11 , 3.69 , 3.98 , 2.98 , , 0 , , N , 1 , , 
175 , 1FHL J0804.8-0626 , , , 121.2192 , -6.4348 , 227.35 , 13.14 , (6.84±3.18) e-11 , 2.8249 ± 0.838 , 4.18 , (2.64±1.23) e-12 , (2.33±1.46) e-12 , 17.3471 , 7.13e-11 , -2.825e-11 +3.74e-11 , < 3.65e-11 , - , < 4.02e-11 , - , 4.79 , 0 , 0 , , 0 , , N , 1 , , 
176 , 1FHL J0805.4+7534 , 2FGL J0805.3+7535 , RX J0805.4+7534 , 121.3687 , 75.5746 , 138.89 , 30.79 , (20.89±4.24) e-11 , 2.1947 ± 0.2754 , 11.97 , (44.51±9.04) e-13 , (11.05±3.59) e-12 , 22.0303 , 1.59e-10 , -3.462e-11 +4.01e-11 , 4.44e-11 , -1.656e-11 +2.169e-11 , 7.39e-12 , -5.864e-12 +1.137e-11 , 10.52 , 6.19 , 1.57 , bzb , 0.121 , , N , 1 , HSP , 
177 , 1FHL J0807.1-0543 , 2FGL J0807.1-0543 , PKS 0804-05 , 121.7823 , -5.7233 , 227 , 13.98 , (8.59±3.61) e-11 , 3.8284 ± 1.1539 , 4.39 , (6.1±2.56) e-12 , (21.26±9.99) e-13 , 14.3423 , 6.81e-11 , -2.826e-11 +3.715e-11 , 1.25e-11 , -8.795e-12 +1.701e-11 , < 3.86e-11 , - , 4.27 , 2.8 , 0 , bzb , 0 , , N , 1 , - , 
178 , 1FHL J0808.2-0749 , 2FGL J0808.2-0750 , PKS 0805-07 , 122.07 , -7.8232 , 229.01 , 13.18 , (47.43±7.93) e-11 , 3.2992 ± 0.4073 , 14.84 , (27.96±4.67) e-12 , (13.36±2.88) e-12 , 15.1032 , 4.55e-10 , -7.283e-11 +8.106e-11 , 1.21e-11 , -8.527e-12 +1.657e-11 , 1.02e-11 , -1.003e-11 +1.845e-11 , 14.64 , 2.58 , 1.03 , bzq , 1.837 , , N , 3 , LSP , 
179 , 1FHL J0809.8+5217 , 2FGL J0809.8+5218 , 1ES 0806+524 , 122.4609 , 52.2939 , 166.27 , 32.91 , (45.32±6.72) e-11 , 2.1402 ± 0.1965 , 18.16 , (8.6±1.28) e-12 , (25.22±5.95) e-12 , 23.238 , 2.78e-10 , -5.016e-11 +5.649e-11 , 1.54e-10 , -3.478e-11 +4.084e-11 , 9.93e-12 , -6.975e-12 +1.356e-11 , 13.16 , 12.39 , 2.74 , bzb , 0.137 , 1ES 0806+524 , P , 2 , HSP , 
180 , 1FHL J0811.1-7525 , 2FGL J0811.1-7527 , PMN J0810-7530 , 122.7859 , -75.4331 , 288.21 , -21.42 , (24.82±5.2) e-11 , 2.157 ± 0.2768 , 11 , (4.96±1.04) e-12 , (13.59±4.54) e-12 , 22.6936 , 1.99e-10 , -4.35e-11 +5.022e-11 , 5.04e-11 , -2.024e-11 +2.706e-11 , < 3.11e-11 , - , 9.65 , 5.65 , 0 , bzb , 0 , , N , 1 , ISP , 
181 , 1FHL J0811.4+0149 , 2FGL J0811.4+0149 , OJ 014 , 122.8606 , 1.8248 , 220.66 , 18.58 , (10.17±3.76) e-11 , 2.4525 ± 0.6113 , 5.62 , (3.32±1.22) e-12 , (4.35±2.66) e-12 , 18.4134 , 8.34e-11 , -2.929e-11 +3.769e-11 , 1.92e-11 , -1.331e-11 +2.395e-11 , < 4.05e-11 , - , 5.73 , 2.71 , 0 , bzb , 1.148 , , N , 1 , LSP , 
182 , 1FHL J0816.3-1310 , 2FGL J0816.4-1311 , PMN J0816-1311 , 124.091 , -13.1771 , 234.76 , 12.11 , (30.07±6.36) e-11 , 2.0573 ± 0.2719 , 11.74 , (5.26±1.11) e-12 , (18.14±6.25) e-12 , 24.1658 , 1.77e-10 , -4.494e-11 +5.328e-11 , 1.05e-10 , -3.178e-11 +3.97e-11 , 1.38e-11 , -9.672e-12 +1.879e-11 , 8.51 , 8.58 , 2.92 , bzb , 0 , , N , 1 , HSP , 
183 , 1FHL J0817.9+4224 , 2FGL J0818.2+4223 , S4 0814+42 , 124.4976 , 42.416 , 178.17 , 33.35 , (24.03±5.19) e-11 , 3.5413 ± 0.5448 , 10.61 , (15.78±3.41) e-12 , (6.33±1.63) e-12 , 14.6506 , 2.14e-10 , -4.552e-11 +5.253e-11 , 1.93e-11 , -1.088e-11 +1.741e-11 , < 3.21e-11 , - , 10.67 , 3.4 , 0 , bzb , 0 , , N , 1 , LSP , 
184 , 1FHL J0818.0-0935 , 2FGL J0818.2-0935 , TXS 0815-094 , 124.5075 , -9.5853 , 231.84 , 14.34 , (12.49±4.21) e-11 , 2.095 ± 0.4333 , 6.45 , (23.08±7.77) e-13 , (7.26±3.93) e-12 , 23.5374 , 8.69e-11 , -3.105e-11 +3.974e-11 , 3.85e-11 , -1.84e-11 +2.693e-11 , < 4.31e-11 , - , 5.63 , 4.55 , 0 , bzb , 0 , , N , 1 , - , 
185 , 1FHL J0822.6-4250e , , SNR G260.4-03.4 , 125.66 , -42.84 , 260.31 , -3.28 , (42.43±8.55) e-11 , 2.1399 ± 0.2605 , 6.94 , (7.92±1.59) e-12 , (23.61±7.41) e-12 , 23.4279 , 2.94e-10 , -6.884e-11 +7.716e-11 , 1.16e-10 , -3.668e-11 +4.481e-11 , 1.54e-11 , -1.352e-11 +2.378e-11 , 5.84 , 4.94 , 1.23 , snr , 0 , , N , 1 , , Puppis A
186 , 1FHL J0825.9+0308 , 2FGL J0825.9+0308 , PKS 0823+033 , 126.4779 , 3.1442 , 221.24 , 22.39 , (7.31±3.27) e-11 , 1.6286 ± 0.4984 , 4.22 , (8.61±3.8) e-13 , (7.1±5.66) e-12 , 29.5519 , 3.47e-11 , -1.717e-11 +2.524e-11 , 2.53e-11 , -1.465e-11 +2.313e-11 , < 5.31e-11 , - , 3.74 , 3.36 , 0.23 , bzb , 0.506 , , N , 1 , ISP , 
187 , 1FHL J0826.0-2230 , 2FGL J0825.9-2229 , PKS 0823-223 , 126.5021 , -22.5166 , 243.99 , 8.92 , (34.21±6.66) e-11 , 2.6103 ± 0.3386 , 12.68 , (11.39±2.22) e-12 , (13.15±3.83) e-12 , 18.3053 , 2.84e-10 , -5.636e-11 +6.447e-11 , 5.58e-11 , -2.202e-11 +2.971e-11 , < 4.20e-11 , - , 11.65 , 6.25 , 0 , bzb , 0.91 , , N , 1 , ISP , 
188 , 1FHL J0828.9+0902 , 1FGL J0828.9+0901 , , 127.2495 , 9.0356 , 215.87 , 25.75 , (5.89±2.77) e-11 , 3.5536 ± 1.197 , 4.07 , (4.17±1.96) e-12 , (15.46±8.85) e-13 , 14.343 , 5.66e-11 , -2.282e-11 +3.076e-11 , < 3.56e-11 , - , < 3.80e-11 , - , 4.96 , 0 , 0 , , 0 , , N , 1 , , 
189 , 1FHL J0832.0+0429 , 2FGL J0831.9+0429 , PKS 0829+046 , 128.0003 , 4.4844 , 220.72 , 24.36 , (11.86±4.08) e-11 , 2.6083 ± 0.5693 , 6.57 , (4.31±1.48) e-12 , (4.57±2.35) e-12 , 17.6954 , 7.38e-11 , -2.762e-11 +3.606e-11 , 4.00e-11 , -1.951e-11 +2.79e-11 , < 4.11e-11 , - , 5.34 , 4.56 , 0 , bzb , 0.174 , , N , 1 , LSP , 
190 , 1FHL J0833.1-4511e , 2FGL J0833.1-4511e , Vela-X , 128.287 , -45.1901 , 263.33 , -3.11 , (8.72±2) e-10 , 2.7099 ± 0.4263 , 4.72 , (18.74±4.02) e-12 , (31.57±8.51) e-12 , 21.5174 , 7.21e-10 , -1.799e-10 +1.913e-10 , 1.23e-10 , -4.98e-11 +5.775e-11 , 2.47e-11 , -2.45e-11 +3.516e-11 , 4.54 , 2.88 , 1.01 , PWN , 0 , Vela-X , E , 1 , , Vela X
191 , 1FHL J0835.3-4510 , 2FGL J0835.3-4510 , PSR J0835-4510 , 128.8286 , -45.1777 , 263.54 , -2.8 , (98.2±3.55) e-10 , 4.4792 ± 0.128 , 52.33 , (103.8±3.75) e-11 , (220.6±8.85) e-12 , 13.042 , 9.63e-9 , -3.42e-10 +3.492e-10 , 1.89e-10 , -4.501e-11 +5.263e-11 , < 4.31e-11 , - , 52.41 , 8.48 , 0.5 , HPSR , 0 , Vela-X , E , 1 , , 
192 , 1FHL J0841.2-3556 , 2FGL J0841.3-3556 , , 130.3003 , -35.949 , 256.88 , 3.68 , (15.59±4.74) e-11 , 2.3535 ± 0.4391 , 6.46 , (3.64±1.11) e-12 , (7.2±3.27) e-12 , 21.1338 , 1.28e-10 , -3.893e-11 +4.752e-11 , 2.95e-11 , -1.64e-11 +2.43e-11 , < 3.67e-11 , - , 6.37 , 2.87 , 0 , , 0 , , N , 1 , , 
193 , 1FHL J0845.8-5553 , , AT20G J084549-555528 , 131.455 , -55.894 , 273.12 , -7.98 , (9.09±3.55) e-11 , 2.1417 ± 0.5009 , 4.78 , (16.13±6.29) e-13 , (5.05±3.01) e-12 , 23.9742 , 5.34e-11 , -2.334e-11 +3.13e-11 , 1.48e-11 , -1.177e-11 +1.979e-11 , 1.09e-11 , -7.63e-12 +1.483e-11 , 3.71 , 1.48 , 3.12 , agu , 0 , , N , 1 , - , 
194 , 1FHL J0846.8-2338 , 2FGL J0847.0-2334 , PMN J0847-2337 , 131.7055 , -23.6404 , 247.76 , 12.15 , (8.11±3.27) e-11 , 3.8117 ± 1.2244 , 5.04 , (7.01±2.8) e-12 , (20.14±9.98) e-13 , 13.6219 , 7.87e-11 , -2.788e-11 +3.582e-11 , < 5.26e-11 , - , < 3.68e-11 , - , 5.58 , 0 , 0 , bzb , 0.059 , , N , 1 , - , 
195 , 1FHL J0847.0+1132 , 2FGL J0847.2+1134 , RX J0847.1+1133 , 131.7729 , 11.5442 , 215.46 , 30.85 , (9.64±3.64) e-11 , 1.4506 ± 0.3877 , 5.86 , (7.55±2.84) e-13 , (11.59±7.19) e-12 , 38.0256 , 2.66e-11 , -1.568e-11 +2.407e-11 , 6.37e-11 , -2.456e-11 +3.275e-11 , < 4.42e-11 , - , 2.79 , 6.07 , 0 , bzb , 0.198 , , N , 1 , HSP , 
196 , 1FHL J0850.0+4849 , 2FGL J0849.8+4852 , GB6 J0850+4855 , 132.5122 , 48.8189 , 170.59 , 39.28 , (7.97±3.12) e-11 , 2.5658 ± 0.6751 , 4.74 , (2.72±1.06) e-12 , (3.15±1.92) e-12 , 18.121 , 7.01e-11 , -2.607e-11 +3.324e-11 , 1.35e-11 , -9.26e-12 +1.643e-11 , < 4.29e-11 , - , 4.92 , 2.7 , 0 , bzb , 0 , , N , 1 , ISP , 
197 , 1FHL J0850.2-1211 , 2FGL J0850.2-1212 , BZQ J0850-1213 , 132.5536 , -12.1893 , 238.63 , 19.55 , (10.57±3.93) e-11 , 3.2811 ± 0.8433 , 5.35 , (6.17±2.29) e-12 , (2.99±1.4) e-12 , 15.1466 , 1.03e-10 , -3.406e-11 +4.271e-11 , < 3.55e-11 , - , < 3.86e-11 , - , 5.64 , 0 , 0 , bzq , 0.566 , , N , 1 , LSP , 
198 , 1FHL J0852.7-4631e , , SNR G266.2-01.2 , 133.2 , -46.52 , 266.49 , -1.24 , (12.34±1.51) e-10 , 1.7659 ± 0.1259 , 11.12 , (11.25±1.36) e-12 , (10.2±1.8) e-11 , 34.3741 , 6.92e-10 , -1.196e-10 +1.272e-10 , 4.07e-10 , -7.269e-11 +7.985e-11 , 1.19e-10 , -4.278e-11 +5.112e-11 , 7.06 , 7.89 , 3.55 , snr , 0 , RX J0852.0-4622 , E , 1 , , Vela Junior
199 , 1FHL J0852.9-3656 , 2FGL J0853.1-3659 , NVSS J085310-365820 , 133.2489 , -36.9448 , 259.14 , 4.91 , (8.01±3.48) e-11 , 1.9625 ± 0.5198 , 4.14 , (10.78±4.66) e-13 , (5.33±3.58) e-12 , 27.573 , 3.99e-11 , -2.4e-11 +3.253e-11 , 3.52e-11 , -1.687e-11 +2.469e-11 , < 4.24e-11 , - , 2 , 4.51 , 0 , agu , 0 , , N , 1 , - , 
200 , 1FHL J0854.8+2004 , 2FGL J0854.8+2005 , OJ 287 , 133.7116 , 20.0789 , 206.85 , 35.81 , (11.15±3.88) e-11 , 2.6752 ± 0.595 , 6.16 , (4.17±1.45) e-12 , (4.12±2.09) e-12 , 17.5139 , 7.56e-11 , -2.807e-11 +3.62e-11 , 2.58e-11 , -1.419e-11 +2.246e-11 , < 3.77e-11 , - , 5.29 , 4.3 , 0 , BZB , 0.306 , , N , 1 , ISP , 
201 , 1FHL J0856.7-1106 , 2FGL J0856.6-1105 , CRATES J0856-1105 , 134.1985 , -11.1154 , 238.68 , 21.48 , (16.72±4.89) e-11 , 2.4432 ± 0.4375 , 7.53 , (4.52±1.32) e-12 , (7.21±3.12) e-12 , 19.8767 , 1.19e-10 , -3.737e-11 +4.601e-11 , 3.68e-11 , -1.742e-11 +2.557e-11 , < 4.04e-11 , - , 6.3 , 5.19 , 0 , bzb , 0 , , N , 1 , LSP , 
202 , 1FHL J0905.6+1359 , 2FGL J0905.6+1357 , MG1 J090534+1358 , 136.4154 , 13.9857 , 215.02 , 35.98 , (18.75±4.97) e-11 , 2.2671 ± 0.3774 , 8.71 , (4.26±1.13) e-12 , (9.3±3.9) e-12 , 21.4104 , 1.29e-10 , -3.69e-11 +4.502e-11 , 4.02e-11 , -1.919e-11 +2.711e-11 , 1.31e-11 , -9.156e-12 +1.78e-11 , 7.53 , 4.12 , 3.36 , bzb , 0 , , N , 1 , - , 
203 , 1FHL J0909.3+2312 , 2FGL J0909.2+2308 , RX J0908.9+2311 , 137.3392 , 23.2047 , 204.41 , 39.99 , (14.15±4.34) e-11 , 1.8991 ± 0.3624 , 7.11 , (19.27±5.91) e-13 , (10.08±4.99) e-12 , 27.4491 , 9.97e-11 , -3.246e-11 +4.053e-11 , 2.53e-11 , -1.401e-11 +2.2e-11 , 1.27e-11 , -9.085e-12 +1.762e-11 , 6.29 , 3.64 , 2.36 , bzb , 0.223 , , N , 1 , HSP , 
204 , 1FHL J0910.6+3333 , 2FGL J0910.6+3329 , Ton 1015 , 137.6684 , 33.5552 , 191.03 , 42.48 , (11.26±3.7) e-11 , 2.4338 ± 0.5319 , 6.35 , (3.48±1.14) e-12 , (4.89±2.62) e-12 , 18.8029 , 8.29e-11 , -2.748e-11 +3.484e-11 , 2.94e-11 , -1.554e-11 +2.319e-11 , < 3.52e-11 , - , 6.23 , 3.8 , 0 , bzb , 0 , , N , 1 , HSP , 
205 , 1FHL J0912.5+2758 , 2FGL J0912.5+2758 , 1RXS J091211.9+275955 , 138.1321 , 27.9738 , 198.54 , 41.89 , (8.69±3.46) e-11 , 2.3384 ± 0.5572 , 4.62 , (20.08±7.98) e-13 , (4.06±2.4) e-12 , 21.2453 , 6.63e-11 , -2.731e-11 +3.536e-11 , 2.18e-11 , -1.223e-11 +1.957e-11 , < 3.68e-11 , - , 4.16 , 3.5 , 0 , bzb , 0 , , N , 1 , HSP , 
206 , 1FHL J0913.1-2104 , 2FGL J0912.9-2102 , MRC 0910-208 , 138.2888 , -21.0778 , 249.63 , 18.5 , (11.58±4.03) e-11 , 1.6007 ± 0.3619 , 6.58 , (11.48±3.99) e-13 , (11.62±6.66) e-12 , 32.806 , 6.97e-11 , -2.65e-11 +3.482e-11 , 1.16e-11 , -9.27e-12 +1.791e-11 , 3.47e-11 , -1.914e-11 +2.896e-11 , 5.11 , 1.55 , 4.37 , bzb , 0.198 , , N , 1 , HSP , 
207 , 1FHL J0915.8+2932 , 2FGL J0915.8+2932 , B2 0912+29 , 138.9747 , 29.5491 , 196.66 , 42.93 , (26.41±5.78) e-11 , 1.9951 ± 0.2699 , 10.78 , (39.64±8.66) e-13 , (16.97±5.91) e-12 , 26.0715 , 1.48e-10 , -4.071e-11 +4.846e-11 , 9.63e-11 , -2.952e-11 +3.682e-11 , 1.24e-11 , -8.692e-12 +1.689e-11 , 7.07 , 8 , 3.32 , bzb , 0 , , N , 1 , HSP , 
208 , 1FHL J0920.9+4443 , 2FGL J0920.9+4441 , S4 0917+44 , 140.2295 , 44.7311 , 175.65 , 44.8 , (11.32±3.49) e-11 , 4.5144 ± 1.0818 , 6.91 , (12.3±3.78) e-12 , (25.32±8.64) e-13 , 12.9634 , 1.10e-10 , -3.129e-11 +3.794e-11 , < 2.78e-11 , - , < 2.94e-11 , - , 7.1 , 0 , 0 , bzq , 2.189 , , N , 1 , LSP , 
209 , 1FHL J0928.1-5252 , , , 142.0304 , -52.8677 , 275.01 , -1.39 , (13.87±4.71) e-11 , 2.1631 ± 0.4167 , 4.5 , (27.22±9.25) e-13 , (7.55±3.87) e-12 , 22.8762 , 1.09e-10 , -3.758e-11 +4.624e-11 , 3.24e-11 , -1.847e-11 +2.662e-11 , < 3.55e-11 , - , 4.83 , 2.79 , 0 , , 0 , , N , 1 , , 
210 , 1FHL J0929.5+5014 , 2FGL J0929.5+5009 , GB6 J0929+5013 , 142.3943 , 50.2403 , 167.62 , 45.46 , (15.56±4.16) e-11 , 3.0247 ± 0.5361 , 7.97 , (6.92±1.85) e-12 , (4.84±1.66) e-12 , 16.5036 , 1.44e-10 , -3.646e-11 +4.327e-11 , < 2.76e-11 , - , 9.83e-12 , -6.884e-12 +1.338e-11 , 8.63 , 0 , 3.07 , bzb , 0 , , N , 1 , ISP , 
211 , 1FHL J0930.4+8611 , 2FGL J0930.4+8611 , S5 0916+864 , 142.6166 , 86.197 , 126.29 , 29.52 , (6.94±2.68) e-11 , 2.3077 ± 0.5206 , 5.08 , (14.87±5.72) e-13 , (3.33±1.87) e-12 , 21.9528 , 4.61e-11 , -1.912e-11 +2.526e-11 , 1.84e-11 , -1.005e-11 +1.545e-11 , < 2.51e-11 , - , 4.22 , 3.68 , 0 , bzb , 0 , , N , 1 , LSP , 
212 , 1FHL J0946.2+0106 , 2FGL J0946.2+0104 , RXS J094620.5+010459 , 146.5739 , 1.1052 , 235.33 , 38.58 , (7.41±3.26) e-11 , 3.0922 ± 0.9105 , 4.08 , (3.74±1.65) e-12 , (2.24±1.28) e-12 , 15.8305 , 5.49e-11 , -2.424e-11 +3.306e-11 , 1.38e-11 , -9.917e-12 +1.891e-11 , < 3.97e-11 , - , 4.18 , 2.25 , 0 , bzb , 0.557 , , N , 1 , HSP , 
213 , 1FHL J0952.9-0839 , 2FGL J0953.1-0839 , PMN J0953-0840 , 148.2383 , -8.6554 , 246.15 , 33.89 , (29.15±6.35) e-11 , 2.0558 ± 0.2766 , 11.85 , (4.94±1.08) e-12 , (17.61±6.15) e-12 , 24.5522 , 2.19e-10 , -5.068e-11 +5.943e-11 , 4.83e-11 , -2.09e-11 +2.916e-11 , 1.44e-11 , -1.006e-11 +1.954e-11 , 10.43 , 5.2 , 3.59 , bzb , 0 , , N , 1 , HSP , 
214 , 1FHL J0957.6+5522 , 2FGL J0957.7+5522 , 4C +55.17 , 149.4211 , 55.3773 , 158.6 , 47.93 , (71.18±8.12) e-11 , 2.4321 ± 0.1761 , 23.54 , (19.77±2.25) e-12 , (30.93±5.41) e-12 , 19.6568 , 5.49e-10 , -6.812e-11 +7.413e-11 , 1.49e-10 , -3.392e-11 +3.977e-11 , 9.40e-12 , -9.396e-12 +1.281e-11 , 20.38 , 11.23 , 3.38 , bzq , 0.899 , , N , 1 , LSP , 
215 , 1FHL J0959.5+6535 , 2FGL J0958.6+6533 , S4 0954+65 , 149.8844 , 65.5846 , 145.66 , 43.18 , (5.33±2.31) e-11 , 2.0862 ± 0.5518 , 4.16 , (8.51±3.68) e-13 , (3.12±2.08) e-12 , 25.238 , 3.16e-11 , -1.559e-11 +2.173e-11 , 1.55e-11 , -9.084e-12 +1.457e-11 , < 2.80e-11 , - , 3.11 , 3.16 , 0 , bzb , 0.367 , , N , 1 , ISP , 
216 , 1FHL J1009.6-3118 , 2FGL J1009.7-3123 , 1RXS J101015.9-311909 , 152.414 , -31.302 , 266.78 , 19.98 , (14.19±4.62) e-11 , 2.2818 ± 0.4454 , 5.54 , (3.13±1.02) e-12 , (6.95±3.42) e-12 , 21.7016 , 1.27e-10 , -3.957e-11 +4.812e-11 , 2.09e-11 , -1.26e-11 +2.021e-11 , < 4.24e-11 , - , 6.23 , 2.55 , 0 , bzb , 0.143 , 1RXS J101015.9-311909 , P , 1 , HSP , 
217 , 1FHL J1015.0+4925 , 2FGL J1015.1+4925 , 1H 1013+498 , 153.7734 , 49.427 , 165.54 , 52.71 , (78.66±8.86) e-11 , 2.28 ± 0.1609 , 25.09 , (18.27±2.06) e-12 , (38.59±6.86) e-12 , 21.1991 , 6.14e-10 , -7.528e-11 +8.171e-11 , 1.28e-10 , -3.176e-11 +3.795e-11 , 4.15e-11 , -1.741e-11 +2.443e-11 , 21.84 , 10.87 , 6.03 , bzb , 0.212 , 1ES 1011+496 , P , 1 , HSP , 
218 , 1FHL J1016.0+0512 , 2FGL J1016.0+0513 , TXS 1013+054 , 154.0099 , 5.2051 , 236.53 , 47.02 , (19.89±5.24) e-11 , 2.8655 ± 0.5419 , 9.78 , (8.1±2.13) e-12 , (6.64±2.48) e-12 , 17.008 , 1.86e-10 , -4.591e-11 +5.448e-11 , 1.29e-11 , -9.012e-12 +1.747e-11 , < 4.40e-11 , - , 9.53 , 3.03 , 0.7 , bzq , 1.714 , , N , 2 , - , 
219 , 1FHL J1018.9-5855 , 2FGL J1019.0-5856 , 1FGL J1018.6-5856 , 154.7421 , -58.9309 , 284.34 , -1.68 , (19.09±5.89) e-11 , 2.3064 ± 0.4779 , 4.53 , (4.67±1.44) e-12 , (9.16±4.66) e-12 , 20.7357 , 1.60e-10 , -4.908e-11 +5.793e-11 , < 6.06e-11 , - , 1.25e-11 , -9.902e-12 +1.88e-11 , 4.86 , 0.05 , 1.52 , HMB , 0 , , N , 1 , , 
220 , 1FHL J1022.6-5745 , 2FGL J1022.7-5741 , PSR J1023-5746 , 155.6728 , -57.7642 , 284.12 , -0.44 , (24.89±6.99) e-11 , 1.8315 ± 0.3357 , 5.12 , (29.43±8.25) e-13 , (19.1±8.77) e-12 , 29.6374 , 2.11e-10 , -5.952e-11 +6.897e-11 , < 5.90e-11 , - , 2.91e-11 , -1.719e-11 +2.624e-11 , 5.27 , 0 , 2.49 , PSR , 0 , Westerlund 2 , E , 1 , , 
221 , 1FHL J1023.6+2959 , 2FGL J1023.6+2959 , RX J1023.6+3001 , 155.9089 , 29.9954 , 198.98 , 57.55 , (5.97±2.72) e-11 , 1.8278 ± 0.5255 , 5.01 , (7.08±3.23) e-13 , (4.6±3.36) e-12 , 29.5886 , 3.42e-11 , -1.704e-11 +2.497e-11 , 1.07e-11 , -7.545e-12 +1.467e-11 , 1.32e-11 , -9.242e-12 +1.787e-11 , 3.67 , 2.7 , 3.32 , bzb , 0.433 , , N , 1 , HSP , 
222 , 1FHL J1023.9-4337 , 2FGL J1023.8-4335 , RX J1023.9-4336 , 155.9785 , -43.6178 , 276.6 , 11.58 , (20.77±5.23) e-11 , 2.3918 ± 0.3667 , 9.33 , (5.16±1.3) e-12 , (9.31±3.47) e-12 , 20.5965 , 1.32e-10 , -3.914e-11 +4.753e-11 , 7.37e-11 , -2.6e-11 +3.373e-11 , < 3.56e-11 , - , 6.74 , 7.05 , 0 , bzb , 0 , , N , 1 , HSP , 
223 , 1FHL J1028.4-5819 , 2FGL J1028.5-5819 , PSR J1028-5819 , 157.1232 , -58.3198 , 285.06 , -0.5 , (39.8±8.11) e-11 , 4.5673 ± 0.8615 , 8.39 , (5.41±1.06) e-11 , (8.85±2.2) e-12 , 12.3487 , 4.09e-10 , -7.484e-11 +8.287e-11 , < 4.30e-11 , - , < 4.99e-11 , - , 9.1 , 0 , 0 , HPSR , 0 , , N , 1 , , 
224 , 1FHL J1029.0-8543 , 2FGL J1026.3-8546 , PKS 1029-85 , 157.2525 , -85.73 , 300.21 , -23.64 , (8.52±3.3) e-11 , 2.7235 ± 0.6841 , 4.61 , (2.74±1.06) e-12 , (3.06±1.61) e-12 , 18.5359 , 7.24e-11 , -2.669e-11 +3.447e-11 , 9.51e-12 , -6.778e-12 +1.318e-11 , < 3.69e-11 , - , 5.02 , 2.39 , 0 , bzb , 0 , , N , 1 , LSP , 
225 , 1FHL J1031.0+5052 , 2FGL J1031.0+5053 , 1ES 1028+511 , 157.7592 , 50.8788 , 161.49 , 54.4 , (12.04±3.47) e-11 , 1.647 ± 0.3007 , 8.53 , (11.96±3.44) e-13 , (11.44±5.29) e-12 , 32.8014 , 3.72e-11 , -1.632e-11 +2.273e-11 , 6.95e-11 , -2.272e-11 +2.879e-11 , < 1.05e-11 , - , 4.32 , 7.12 , 3.22 , bzb , 0 , , N , 1 , HSP , 
