_id , bzcat5_name , other_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux_density_1.4/0.843GHz , Flux_density143GHz , X-ray flux0.1-2.4keV , Comment_on_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100 GeV, aro-aox-arx
2799 , "5BZQJ1722+2815 " , "BZQJ1722+2815 " , 260.67567 , 28.25003 , "51.21" , "30.78" , "0.945 " , 18 , "QSO RLoud flat radio sp." , 238 , 0 , 0.4 , ". " , " " , " " , 0 , 0.619
2800 , "5BZQJ1722+1013 " , "MC2 1720+102 " , 260.68575 , 10.22661 , "32.21" , "24.3" , "0.732 " , 19.4 , "QSO RLoud flat radio sp." , 540 , 0 , 0.52 , ". " , " " , " " , 2.3e-9 , 0.775
2801 , "5BZQJ1722+5611 " , "GB6B1722+5614 " , 260.74171 , 56.18953 , "84.25" , "34.42" , "2.269 " , 20.4 , "QSO RLoud flat radio sp." , 200 , 0 , 0 , ". " , " " , " " , 0 , 0.797
2802 , "5BZQJ1723+6547 " , "1RXSJ172313.5+65" , 260.80892 , 65.79614 , "95.79" , "33.56" , "1.442 " , 16.9 , "QSO RLoud flat radio sp." , 239 , 0 , 0.07 , ". " , " " , " " , 0 , 0.525
2803 , "5BZQJ1724+4004 " , "S41722+401 " , 261.02262 , 40.07681 , "64.89" , "33.15" , "1.049 " , 21 , "QSO RLoud flat radio sp." , 568 , 0 , 0 , ". " , " " , " " , 2.1e-9 , 0.939
2804 , "5BZQJ1724+3303 " , "B2 1722+33 " , 261.05917 , 33.05108 , "56.74" , "31.71" , "0.548 " , 19.6 , "QSO RLoud flat radio sp." , 414 , 0 , 0.24 , ". " , " " , " " , 0 , 0.804
2805 , "5BZBJ1725+1152 " , "1H 1720+117 " , 261.26817 , 11.87089 , "34.11" , "24.47" , "0 " , 14.9 , "BL Lac" , 120 , 0 , 11.5 , ". " , " " , " " , 3.7e-9 , 0.274
2806 , "5BZBJ1725+5851 " , "1FGL_J1725.5+585" , 261.39587 , 58.86106 , "87.46" , "33.96" , "0 " , 17.6 , "BL Lac" , 76 , 0 , 0 , ". " , " " , " " , 5e-10 , 0.442
2807 , "5BZQJ1726+3213 " , "GB6J1726+3213 " , 261.64633 , 32.22306 , "55.94" , "31.03" , "1.09 " , 17.6 , "QSO RLoud flat radio sp." , 126 , 0 , 1.14 , ". " , " " , " " , 0 , 0.553
2808 , "5BZBJ1726+5955 " , "2E1726.0+5958 " , 261.66837 , 59.93036 , "88.73" , "33.76" , "0 " , 20.3 , "BL Lac" , 13 , 0 , 0.33 , ". " , " " , " " , 0 , 0.617
2809 , "5BZGJ1727+5510 " , "GB6B1726+5513 " , 261.84779 , 55.18153 , "83.02" , "33.81" , "0.247 " , 17.2 , "BL Lac-galaxy dominated" , 144 , 0 , 0.95 , ". " , " " , " " , 0 , 0.515
2810 , "5BZQJ1727+4530 " , "S41726+45 " , 261.86521 , 45.51103 , "71.43" , "33.28" , "0.717 " , 18.5 , "QSO RLoud flat radio sp." , 914 , 0 , 0.27 , ". " , " " , " " , 1.5e-9 , 0.779
2811 , "5BZQJ1728+1215 " , "GC1725+12 " , 262.02938 , 12.26097 , "34.84" , "23.95" , "0.583 " , 19.5 , "QSO RLoud flat radio sp." , 346 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.798
2812 , "5BZBJ1728+5013 " , "I ZW 187 " , 262.07758 , 50.21958 , "77.06" , "33.53" , "0.055 " , 13.9 , "BL Lac" , 201 , 0 , 20.4 , ". " , " " , " " , 8e-10 , 0.286
2813 , "5BZQJ1728+0427 " , "PKS 1725+044 " , 262.10396 , 4.45136 , "27.29" , "20.47" , "0.293 " , 17.7 , "QSO RLoud flat radio sp." , 682 , 858 , 0.44 , ". " , " " , " " , 1.3e-9 , 0.684
2814 , "5BZQJ1728+3838 " , "B3 1727+386 " , 262.24642 , 38.64067 , "63.41" , "31.97" , "1.386 " , 16.6 , "QSO RLoud flat radio sp." , 241 , 0 , 0.45 , ". " , " " , " " , 0 , 0.508
2815 , "5BZBJ1729+5255 " , "1RXSJ172918.8+52" , 262.32817 , 52.93314 , "80.32" , "33.5" , "0.349 " , 18 , "BL Lac" , 16 , 0 , 0.72 , ". " , " " , " " , 0 , 0.368
2816 , "5BZQJ1730+0024 " , "PLCKERC217G023.7" , 262.64583 , 0.41075 , "23.78" , "18.1" , "1.335 " , 18.7 , "QSO RLoud flat radio sp." , 214 , 0 , 0 , ". " , " " , " " , 2.2e-9 , 0.63
2817 , "5BZGJ1730+3714 " , "GB6J17307+3714 " , 262.696 , 37.24867 , "61.89" , "31.34" , "0.204 " , 17.4 , "BL Lac-galaxy dominated" , 102 , 0 , 0.5 , ". " , " " , " " , 6e-10 , 0.438
2818 , "5BZUJ1731-3003 " , "2FGLJ1731.8-3004" , 262.94529 , -30.05247 , "357.44" , "1.94" , "0 " , 0 , "Blazar Uncertain type" , 91 , 0 , 0 , ". " , " " , " " , 3.2e-9 , -9.9
2819 , "5BZQJ1732-7200 " , "CRATESJ173214-72" , 263.04763 , -72.01114 , "320.93" , "-19.92" , "0.62 " , 17.2 , "QSO RLoud flat radio sp." , 230 , 0 , 0 , ". " , " " , " " , 0 , 0.523
2820 , "5BZQJ1732-5553 " , "CRATESJ173225-55" , 263.11771 , -55.89761 , "335.59" , "-12.07" , "2.154 " , 18.5 , "QSO RLoud flat radio sp." , 172 , 0 , 0 , ". " , " " , " " , 0 , 0.597
2821 , "5BZQJ1733-1304 " , "NRAO 530 " , 263.26129 , -13.08042 , "12.03" , "10.81" , "0.902 " , 17.8 , "QSO RLoud flat radio sp." , 5990 , 2220 , 1.64 , ". " , " " , " " , 3.1e-9 , 0.81
2822 , "5BZGJ1733+4519 " , "BZBJ1733+4519 " , 263.37012 , 45.33083 , "71.36" , "32.21" , "0.317 " , 18.4 , "BL Lac-galaxy dominated" , 34 , 0 , 0.38 , ". " , " " , " " , 0 , 0.401
2823 , "5BZQJ1733-7935 " , "PKS1725-795 " , 263.41958 , -79.59881 , "313.61" , "-23.27" , "0.876 " , 17.6 , "QSO RLoud flat radio sp." , 354 , 0 , 0 , ". " , " " , " " , 0 , 0.609
2824 , "5BZQJ1734+3857 " , "1Jy1732+389 " , 263.58575 , 38.96428 , "64.02" , "31" , "0.976 " , 19.5 , "QSO RLoud flat radio sp." , 796 , 910 , 0.13 , ". " , " " , " " , 3.6e-9 , 0.833
2825 , "5BZUJ1734+0926 " , "PKS 1732+094 " , 263.74325 , 9.44953 , "32.85" , "21.24" , "0.735 ? " , 20.8 , "Blazar Uncertain type" , 1088 , 0 , 0 , " ? " , " " , " " , 0 , 0.881
2826 , "5BZBJ1735+5650 " , "BZBJ1735+5650 " , 263.79508 , 56.83964 , "85" , "32.73" , "0.388 " , 20.1 , "BL Lac" , 47 , 0 , 0 , ". " , " " , " " , 0 , 0.679
2827 , "5BZQJ1735+3616 " , "S4 1734+36 " , 263.95038 , 36.27933 , "61.04" , "30.15" , "0.803 " , 19.8 , "QSO RLoud flat radio sp." , 336 , 377 , 0.44 , ". " , " " , " " , 0 , 0.797
2828 , "5BZBJ1736+2033 " , "2FGLJ1735.9+2033" , 264.02188 , 20.55031 , "44.07" , "25.41" , "0 " , 17.9 , "BL Lac Candidate" , 25 , 0 , 0.17 , ". " , " " , " " , 9e-10 , 0.349
2829 , "5BZQJ1736+0631 " , "BZQJ1736+0631 " , 264.11908 , 6.52986 , "30.23" , "19.62" , "2.387 " , 20.1 , "QSO RLoud flat radio sp." , 49 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.635
2830 , "5BZQJ1737+0621 " , "PKS 1734+063 " , 264.30721 , 6.351 , "30.15" , "19.38" , "1.207 " , 19.8 , "QSO RLoud flat radio sp." , 886 , 0 , 0.42 , ". " , " " , " " , 7e-10 , 0.853
2831 , "5BZBJ1737+5702 " , "SDSSJ173719.14+5" , 264.32975 , 57.03789 , "85.24" , "32.44" , "0 " , 20.2 , "BL Lac" , 12 , 0 , 0 , ". " , " " , " " , 0 , 0.593
2832 , "5BZQJ1738-5334 " , "1WGAJ1738.6-5333" , 264.66167 , -53.56944 , "338.1" , "-11.65" , "1.721 " , 15.9 , "QSO RLoud flat radio sp." , 166 , 0 , 0.21 , ". " , " " , " " , 0 , 0.388
2833 , "5BZQJ1738+3224 " , "GB6J1738+3224 " , 264.66875 , 32.4025 , "56.9" , "28.61" , "0.126 " , 15.8 , "QSO RLoud flat radio sp." , 161 , 0 , 1.13 , ". " , " " , " " , 0 , 0.394
2834 , "5BZQJ1739+4955 " , "S41738+499 " , 264.86412 , 49.91761 , "76.87" , "31.73" , "1.545 " , 18.2 , "QSO RLoud flat radio sp." , 531 , 446 , 0.26 , ". " , " " , " " , 1.2e-9 , 0.701
2835 , "5BZQJ1739+3358 " , "B2 1737+33C " , 264.89733 , 33.96894 , "58.68" , "28.84" , "1.625 " , 19.3 , "QSO RLoud flat radio sp." , 167 , 0 , 0 , ". " , " " , " " , 0 , 0.698
2836 , "5BZBJ1739+4737 " , "S41738+476 " , 264.98804 , 47.63289 , "74.22" , "31.39" , "0 " , 18.8 , "BL Lac" , 759 , 321 , 0.14 , ". " , " " , " " , 6e-10 , 0.795
2837 , "5BZQJ1740+4506 " , "1RXSJ174004.6+45" , 265.02654 , 45.114 , "71.3" , "31.02" , "2.788 " , 17.9 , "QSO RLoud flat radio sp." , 271 , 0 , 0.08 , ". " , " " , " " , 0 , 0.619
2838 , "5BZQJ1740+5211 " , "4C51.37 " , 265.15408 , 52.19539 , "79.56" , "31.74" , "1.381 " , 17.2 , "QSO RLoud flat radio sp." , 807 , 748 , 0.58 , ". " , " " , " " , 2.5e-9 , 0.68
2839 , "5BZQJ1740+4348 " , "GB6B1739+4349 " , 265.20396 , 43.8045 , "69.82" , "30.69" , "2.246 " , 19.3 , "QSO RLoud flat radio sp." , 111 , 0 , 0 , ". " , " " , " " , 0 , 0.665
2840 , "5BZBJ1741+7224 " , "BZBJ1741+7224 " , 265.34537 , 72.41442 , "103.28" , "31.03" , "0.22 " , 15.8 , "BL Lac Candidate" , 88 , 0 , 0 , ". " , " " , " " , 0 , 0.278
2841 , "5BZBJ1742+5945 " , "GB6B1741+5946 " , 265.63333 , 59.75189 , "88.45" , "31.78" , "0 " , 17 , "BL Lac" , 106 , 0 , 0.16 , ". " , " " , " " , 5e-10 , 0.426
2842 , "5BZQJ1743+3747 " , "GB6J1743+3747 " , 265.94854 , 37.79828 , "63.16" , "28.94" , "1.958 " , 20.1 , "QSO RLoud flat radio sp." , 212 , 0 , 0 , ". " , " " , " " , 0 , 0.782
2843 , "5BZGJ1743+1935 " , "1ES1741+196 " , 265.99096 , 19.58583 , "43.83" , "23.33" , "0.084 " , 12.7 , "BL Lac-galaxy dominated" , 301 , 0 , 4.23 , ". " , " " , " " , 6e-10 , 0.181
2844 , "5BZQJ1743-0350 " , "1Jy1741-038 " , 265.99525 , -3.83461 , "21.59" , "13.12" , "1.057 " , 18.7 , "QSO RLoud flat radio sp." , 1411 , 1354 , 1.03 , ". " , " " , " " , 0 , 0.77
2845 , "5BZBJ1744-0518 " , "BZBJ1744-0518 " , 266.08708 , -5.31133 , "20.31" , "12.32" , "0.31 " , 21.6 , "BL Lac" , 197 , 0 , 0.05 , ". " , " " , " " , 0 , 0.724
2846 , "5BZQJ1745+2252 " , "GB6B1742+2253 " , 266.26946 , 22.88003 , "47.29" , "24.29" , "1.884 " , 20.1 , "QSO RLoud flat radio sp." , 193 , 0 , 0 , ". " , " " , " " , 3e-10 , 0.747
2847 , "5BZBJ1745-0753 " , "1RXSJ174525.9-07" , 266.36292 , -7.88442 , "18.16" , "10.82" , "0 " , 17.3 , "BL Lac" , 1182 , 0 , 0.28 , ". " , " " , " " , 1e-9 , 0.589
2848 , "5BZQJ1745+1720 " , "PKS 1743+173 " , 266.39671 , 17.33372 , "41.73" , "22.12" , "1.702 " , 19.3 , "QSO RLoud flat radio sp." , 1062 , 0 , 0 , ". " , " " , " " , 0 , 0.832
2849 , "5BZGJ1745+3951 " , "B2.3 1743+39C " , 266.40658 , 39.85861 , "65.55" , "29.06" , "0.267 " , 15.9 , "BL Lac-galaxy dominated" , 636 , 0 , 0.75 , ". " , " " , " " , 0 , 0.429
2850 , "5BZBJ1746+5028 " , "1ES1745+504 " , 266.63487 , 50.46964 , "77.65" , "30.66" , "0 " , 19.9 , "BL Lac Candidate" , 3 , 0 , 0.4 , ". " , " " , " " , 0 , 0.342
2851 , "5BZBJ1747+4937 " , "1RXSJ174702.0+49" , 266.76083 , 49.63306 , "76.7" , "30.48" , "0.46 " , 19.6 , "BL Lac" , 7 , 0 , 1.3 , ". " , " " , " " , 0 , 0.492
2852 , "5BZBJ1747+4658 " , "GB6J1747+4659 " , 266.86104 , 46.98081 , "73.67" , "30.04" , "0 " , 21.2 , "BL Lac" , 305 , 0 , 0.17 , ". " , " " , " " , 0 , 1.05
2853 , "5BZQJ1747+2324 " , "GB6J1747+2324 " , 266.95862 , 23.41075 , "48.08" , "23.88" , "2.203 " , 17.8 , "QSO RLoud flat radio sp." , 121 , 0 , 0 , ". " , " " , " " , 3e-10 , 0.526
2854 , "5BZQJ1748+3404 " , "GB6J1748+3404 " , 267.02425 , 34.067 , "59.32" , "27.16" , "2.763 " , 19.1 , "QSO RLoud flat radio sp." , 190 , 0 , 0 , ". " , " " , " " , 0 , 0.681
2855 , "5BZBJ1748+7005 " , "1Jy1749+701 " , 267.13683 , 70.09744 , "100.52" , "30.72" , "0.77 ? " , 15.6 , "BL Lac" , 735 , 350 , 0.72 , " ? " , " " , " " , 2.1e-9 , 0.46
2856 , "5BZBJ1749+4321 " , "B31747+433 " , 267.2515 , 43.36425 , "69.63" , "29.15" , "0 " , 18.1 , "BL Lac" , 279 , 0 , 0.18 , ". " , " " , " " , 1.3e-9 , 0.638
2857 , "5BZQJ1749-6258 " , "CRATESJ174923-62" , 267.35712 , -62.97192 , "330.23" , "-17.35" , "1.215 " , 17.8 , "QSO RLoud flat radio sp." , 263 , 0 , 0 , ". " , " " , " " , 0 , 0.594
2858 , "5BZGJ1750+4700 " , "PGC2290979 " , 267.52088 , 47.01206 , "73.79" , "29.6" , "0.16 " , 17.2 , "BL Lac-galaxy dominated" , 99 , 0 , 2.03 , ". " , " " , " " , 0 , 0.385
2859 , "5BZBJ1751+0939 " , "OT 081 " , 267.88675 , 9.65019 , "34.91" , "17.64" , "0.322 " , 17 , "BL Lac" , 623 , 2908 , 1.18 , ". " , " " , " " , 4.6e-9 , 0.649
2860 , "5BZQJ1752+1734 " , "TEX 1750+175 " , 268.19167 , 17.57233 , "42.69" , "20.64" , "0.505 " , 16.4 , "QSO RLoud flat radio sp." , 341 , 0 , 0.94 , ". " , " " , " " , 0 , 0.52
2861 , "5BZQJ1753+4409 " , "S41751+441 " , 268.34437 , 44.16269 , "70.69" , "28.53" , "0.871 " , 19.6 , "QSO RLoud flat radio sp." , 766 , 0 , 0.36 , ". " , " " , " " , 0 , 0.863
2862 , "5BZQJ1753+2848 " , "GB6J1753+2847 " , 268.42696 , 28.80136 , "54.13" , "24.46" , "1.118 " , 20.3 , "QSO RLoud flat radio sp." , 414 , 0 , 0.28 , ". " , " " , " " , 0 , 0.853
2863 , "5BZBJ1754+3212 " , "1RXSJ175411.2+32" , 268.54921 , 32.20644 , "57.73" , "25.41" , "0 " , 16.2 , "BL Lac" , 64 , 0 , 0.73 , ". " , " " , " " , 2.4e-9 , 0.293
2864 , "5BZBJ1754-6423 " , "2FGLJ1755.5-6423" , 268.675 , -64.39606 , "329.14" , "-18.49" , "0 " , 17.7 , "BL Lac" , 185 , 0 , 0 , ". " , " " , " " , 5e-10 , 0.491
2865 , "5BZGJ1755+6236 " , "GB6B1755+6237 " , 268.95183 , 62.61225 , "91.81" , "30.21" , "0.027 " , 9.3 , "BL Lac-galaxy dominated" , 288 , 0 , 0.78 , ". " , " " , " " , 0 , -0.114
2866 , "5BZQJ1756+5748 " , "S4 1755+57 " , 269.01513 , 57.81333 , "86.27" , "29.95" , "2.11 " , 18.5 , "QSO RLoud flat radio sp." , 742 , 0 , 0.16 , ". " , " " , " " , 0 , 0.749
2867 , "5BZBJ1756+5522 " , "1FGL_J1756.6+552" , 269.06621 , 55.37169 , "83.47" , "29.72" , "0 " , 16.9 , "BL Lac" , 16 , 0 , 6.84 , ". " , " " , " " , 5e-10 , 0.251
2868 , "5BZQJ1756+1553 " , "MC3 1754+159 " , 269.14054 , 15.8955 , "41.43" , "19.14" , "0.547 " , 18.1 , "QSO RLoud flat radio sp." , 567 , 0 , 0 , ". " , " " , " " , 0 , 0.688
2869 , "5BZBJ1757+7033 " , "MS1757.7+7034 " , 269.30517 , 70.56039 , "101" , "29.96" , "0.407 " , 18 , "BL Lac" , 10 , 0 , 4.02 , ". " , " " , " " , 0 , 0.304
2870 , "5BZGJ1757+5523 " , "BZUJ1757+5523 " , 269.36779 , 55.38669 , "83.51" , "29.55" , "0.065 " , 14.8 , "BL Lac-galaxy dominated" , 79 , 0 , 0.09 , ". " , " " , " " , 0 , 0.228
2871 , "5BZQJ1759+2343 " , "PKS 1756+237 " , 269.7515 , 23.72972 , "49.39" , "21.6" , "1.721 " , 15.7 , "QSO RLoud flat radio sp." , 738 , 0 , 0.19 , ". " , " " , " " , 0 , 0.516
2872 , "5BZBJ1759+7037 " , "BZBJ1759+7037 " , 269.95421 , 70.62258 , "101.06" , "29.74" , "0 " , 18.7 , "BL Lac Candidate" , 10 , 0 , 1.25 , ". " , " " , " " , 0 , 0.345
2873 , "5BZQJ1800+3848 " , "S41758+3 " , 270.10321 , 38.80853 , "65.16" , "26.03" , "2.092 " , 17.5 , "QSO RLoud flat radio sp." , 326 , 0 , 0.68 , ". " , " " , " " , 0 , 0.615
2874 , "5BZBJ1800+6126 " , "87GB17599+6126 " , 270.10483 , 61.43708 , "90.48" , "29.63" , "0 " , 19.4 , "BL Lac Candidate" , 23 , 0 , 0 , ". " , " " , " " , 0 , 0.519
2875 , "5BZBJ1800+7828 " , "S51803+784 " , 270.19033 , 78.46778 , "110.03" , "29.06" , "0.68 " , 17.1 , "BL Lac" , 2223 , 1319 , 0.79 , ". " , " " , " " , 4.4e-9 , 0.688
2876 , "5BZQJ1801+4404 " , "1Jy1800+440 " , 270.38463 , 44.07275 , "70.94" , "27.08" , "0.663 " , 15.7 , "QSO RLoud flat radio sp." , 727 , 620 , 0.68 , ". " , " " , " " , 4e-10 , 0.559
2877 , "5BZQJ1802-4925 " , "PKS 1758-494 " , 270.541 , -49.41978 , "343.61" , "-12.88" , "2.286 " , 17.7 , "QSO RLoud flat radio sp." , 664 , 0 , 0 , ". " , " " , " " , 0 , 0.642
2878 , "5BZGJ1802+4819 " , "1RXSJ180230.1+48" , 270.63138 , 48.32806 , "75.67" , "27.77" , "0.129 " , 17.2 , "BL Lac-galaxy dominated" , 20 , 0 , 0.26 , ". " , " " , " " , 0 , 0.342
2879 , "5BZQJ1802-3940 " , "PLCKERC217G352.4" , 270.67783 , -39.66886 , "352.45" , "-8.43" , "1.319 " , 17.3 , "QSO RLoud flat radio sp." , 2273 , 1470 , 0.54 , ". " , " " , " " , 1.69e-8 , 0.702
2880 , "5BZQJ1803-6507 " , "PKS1758-651 " , 270.84792 , -65.12689 , "328.82" , "-19.63" , "1.198 " , 16.6 , "QSO RLoud flat radio sp." , 636 , 476 , 0 , ". " , " " , " " , 0 , 0.587
2881 , "5BZQJ1803+0934 " , "CRATESJ180333+09" , 270.89021 , 9.57386 , "36.18" , "14.94" , "0.683 " , 20.5 , "QSO RLoud flat radio sp." , 161 , 0 , 0 , ". " , " " , " " , 0 , 0.754
2882 , "5BZBJ1803+6548 " , "GB6B1803+6548 " , 270.97633 , 65.80697 , "95.52" , "29.41" , "0.085 ? " , 20 , "BL Lac Candidate" , 40 , 0 , 0.19 , " ? " , " " , " " , 0 , 0.54
2883 , "5BZQJ1803+0341 " , "BZQJ1803+0341 " , 270.9845 , 3.68544 , "30.79" , "12.24" , "1.42 " , 17.7 , "QSO RLoud flat radio sp." , 274 , 403 , 0 , ". " , " " , " " , 1.1e-9 , 0.569
2884 , "5BZGJ1804+0042 " , "1RXSJ180408.7+00" , 271.037 , 0.70614 , "28.11" , "10.83" , "0.07 ? " , 16.6 , "BL Lac-galaxy dominated" , 171 , 0 , 5.07 , " ? " , " " , " " , 0 , 0.371
2885 , "5BZQJ1804+0101 " , "PKS 1801+01 " , 271.06658 , 1.02567 , "28.41" , "10.95" , "1.522 " , 17.7 , "QSO RLoud flat radio sp." , 878 , 0 , 0 , ". " , " " , " " , 0 , 0.658
2886 , "5BZUJ1804+1755 " , "TEX1802+179 " , 271.17725 , 17.93303 , "44.23" , "18.17" , "0.435 " , 17.6 , "Blazar Uncertain type" , 218 , 0 , 0.12 , ". " , " " , " " , 0 , 0.453
2887 , "5BZBJ1806+6949 " , "3C371 " , 271.71117 , 69.82447 , "100.13" , "29.16" , "0.046 " , 11.1 , "BL Lac" , 1886 , 0 , 1.89 , ". " , " " , " " , 3.8e-9 , 0.225
2888 , "5BZQJ1807+2204 " , "CRATESJ180738+22" , 271.91171 , 22.08233 , "48.55" , "19.15" , "0.798 " , 16.4 , "QSO RLoud flat radio sp." , 66 , 0 , 0.28 , ". " , " " , " " , 0 , 0.403
2889 , "5BZQJ1807-6413 " , "CGRaBSJ1807-6413" , 271.97512 , -64.23058 , "329.9" , "-19.74" , "1.016 " , 17.5 , "QSO RLoud flat radio sp." , 95 , 0 , 0 , ". " , " " , " " , 0 , 0.512
2890 , "5BZBJ1808+4649 " , "1RXSJ180800.5+46" , 272.005 , 46.82806 , "74.23" , "26.56" , "0 " , 18.3 , "BL Lac" , 64 , 0 , 0.35 , ". " , " " , " " , 0 , 0.507
2891 , "5BZQJ1808-5011 " , "1WGAJ1808.2-5011" , 272.05762 , -50.19814 , "343.34" , "-14.1" , "1.606 " , 20.4 , "QSO RLoud flat radio sp." , 316 , 376 , 0.17 , ". " , " " , " " , 0 , 0.81
2892 , "5BZQJ1808+4542 " , "S4 1806+45 " , 272.09121 , 45.70581 , "73.02" , "26.26" , "0.83 " , 19.2 , "QSO RLoud flat radio sp." , 292 , 0 , 0.3 , ". " , " " , " " , 0 , 0.743
2893 , "5BZBJ1809+2041 " , "GB6B1807+2041 " , 272.35592 , 20.69197 , "47.36" , "18.23" , "0 " , 16.9 , "BL Lac" , 52 , 0 , 0.66 , ". " , " " , " " , 6e-10 , 0.388
2894 , "5BZQJ1809+1849 " , "CRATESJ180945+18" , 272.43888 , 18.8175 , "45.58" , "17.42" , "0.928 " , 18.8 , "QSO RLoud flat radio sp." , 148 , 0 , 0.13 , ". " , " " , " " , 0 , 0.612
2895 , "5BZBJ1809+2910 " , "1FGL_J1809.6+290" , 272.43912 , 29.17219 , "55.77" , "21.27" , "0 " , 16.8 , "BL Lac" , 82 , 0 , 0 , ". " , " " , " " , 1.2e-9 , 0.41
2896 , "5BZUJ1809-4552 " , "PKS 1806-458 " , 272.49112 , -45.87806 , "347.46" , "-12.47" , "0.07 " , 13.3 , "Blazar Uncertain type" , 1271 , 1376 , 1.61 , ". " , " " , " " , 0 , 0.306
2897 , "5BZBJ1810+1608 " , "GB6J1810+1608 " , 272.70908 , 16.13911 , "43.13" , "16.1" , "0 " , 18.8 , "BL Lac" , 33 , 0 , 0 , ". " , " " , " " , 1.1e-9 , 0.464
2898 , "5BZBJ1811+0341 " , "2FGLJ1811.3+0339" , 272.82513 , 3.68717 , "31.64" , "10.6" , "0 " , 17.4 , "BL Lac Candidate" , 21 , 0 , 0.59 , ". " , " " , " " , 9e-10 , 0.261
2899 , "5BZBJ1811+1704 " , "GB6J1811+1705 " , 272.92992 , 17.08258 , "44.12" , "16.29" , "0 " , 18.9 , "BL Lac Candidate" , 132 , 0 , 0.32 , ". " , " " , " " , 0 , 0.653
2900 , "5BZBJ1811+4416 " , "RGBJ1811+442 " , 272.97288 , 44.27436 , "71.63" , "25.32" , "0 " , 20.1 , "BL Lac" , 73 , 0 , 0.45 , ". " , " " , " " , 0 , 0.677
2901 , "5BZQJ1813+4304 " , "4C 43.48 " , 273.31121 , 43.07103 , "70.41" , "24.78" , "1.088 " , 20.4 , "QSO RLoud flat radio sp." , 1031 , 0 , 0 , ". " , " " , " " , 0 , 0.914
2902 , "5BZBJ1813+0615 " , "2FGLJ1813.7+0617" , 273.38921 , 6.26167 , "34.24" , "11.26" , "0 " , 18 , "BL Lac" , 190 , 255 , 0 , ". " , " " , " " , 9e-10 , 0.585
2903 , "5BZBJ1813+3144 " , "EXO1811.7+3143 " , 273.39667 , 31.73825 , "58.66" , "21.36" , "0.117 " , 15.2 , "BL Lac Candidate" , 191 , 0 , 0.59 , ". " , " " , " " , 1.8e-9 , 0.299
2904 , "5BZQJ1813+2952 " , "B2 1811+29 " , 273.40529 , 29.87719 , "56.79" , "20.72" , "1.351 " , 19.8 , "QSO RLoud flat radio sp." , 291 , 0 , 0 , ". " , " " , " " , 0 , 0.761
2905 , "5BZQJ1814+4113 " , "S4 1812+41 " , 273.59462 , 41.21822 , "68.51" , "24.09" , "1.564 " , 18.6 , "QSO RLoud flat radio sp." , 724 , 0 , 0 , ". " , " " , " " , 0 , 0.754
2906 , "5BZQJ1815+1623 " , "GB6J1815+1623 " , 273.81188 , 16.39608 , "43.83" , "15.24" , "0.742 " , 16.8 , "QSO RLoud flat radio sp." , 118 , 0 , 0 , ". " , " " , " " , 0 , 0.41
2907 , "5BZQJ1815-7001 " , "CGRaBSJ1815-7001" , 273.96579 , -70.0275 , "324.34" , "-22.44" , "0.745 " , 18.9 , "QSO RLoud flat radio sp." , 118 , 0 , 0 , ". " , " " , " " , 0 , 0.642
2908 , "5BZQJ1818+5017 " , "BZQJ1818+5017 " , 274.62717 , 50.28881 , "78.4" , "25.6" , "1.395 " , 18.3 , "QSO RLoud flat radio sp." , 176 , 0 , 0 , ". " , " " , " " , 0 , 0.604
2909 , "5BZQJ1818+0903 " , "2FGLJ1818.6+0903" , 274.66692 , 9.06283 , "37.37" , "11.36" , "0.354 " , 18.5 , "QSO RLoud flat radio sp." , 75 , 0 , 0 , ". " , " " , " " , 1.8e-9 , 0.536
2910 , "5BZUJ1819-6345 " , "PKS1814-63 " , 274.89583 , -63.76339 , "330.85" , "-20.77" , "0.063 " , 13.4 , "Blazar Uncertain type" , 19532 , 0 , 1.24 , ". " , " " , " " , 0 , 0.457
2911 , "5BZUJ1819-5521 " , "PKS1815-553 " , 274.93917 , -55.35575 , "339.18" , "-17.79" , "1.629 " , 19.6 , "Blazar Uncertain type" , 672 , 0 , 0.14 , ". " , " " , " " , 0 , 0.74
2912 , "5BZGJ1823+7938 " , "S51826+796 " , 275.80879 , 79.64694 , "111.28" , "27.91" , "0.224 " , 17.5 , "BL Lac-galaxy dominated" , 296 , 0 , 0 , ". " , " " , " " , 0 , 0.599
2913 , "5BZBJ1823+6857 " , "GB6J1823+6857 " , 275.88687 , 68.96461 , "99.2" , "27.67" , "0 " , 19 , "BL Lac" , 219 , 0 , 0.06 , ". " , " " , " " , 8e-10 , 0.67
2914 , "5BZUJ1823-3454 " , "SAO210081 " , 275.91079 , -34.90333 , "358.67" , "-9.95" , "0 " , 0 , "Blazar Uncertain type" , 132 , 0 , 0.12 , ". " , " " , " " , 0 , -9.9
2915 , "5BZQJ1824+1044 " , "PKS 1821+10 " , 276.01192 , 10.73994 , "39.5" , "10.9" , "1.36 " , 16.5 , "QSO RLoud flat radio sp." , 968 , 0 , 0.42 , ". " , " " , " " , 0 , 0.583
