_id , bzcat5_name , other_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux_density_1.4/0.843GHz , Flux_density143GHz , X-ray flux0.1-2.4keV , Comment_on_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100 GeV, aro-aox-arx
1641 , "5BZGJ1108-0149 " , "1RXSJ110858.0-01" , 167.24342 , -1.82553 , "258.4" , "51.95" , "0.106 " , 16.7 , "BL Lac-galaxy dominated" , 82 , 0 , 1.6 , ". " , " " , " " , 0 , 0.363
1642 , "5BZBJ1109+2411 " , "1ES1106+244 " , 167.31742 , 24.18892 , "214.48" , "66.83" , "0 " , 18.4 , "BL Lac" , 34 , 0 , 0 , ". " , " " , " " , 3e-10 , 0.465
1643 , "5BZBJ1109+3736 " , "SDSSJ11096+3736 " , 167.41042 , 37.60325 , "180.43" , "66.19" , "0.398 " , 18.3 , "BL Lac" , 5 , 0 , 0 , ". " , " " , " " , 0 , 0.23
1644 , "5BZBJ1110-1835 " , "BZUJ1110-1835 " , 167.61575 , -18.59797 , "272" , "38.13" , "0 " , 19.2 , "BL Lac" , 47 , 0 , 0.12 , ". " , " " , " " , 8e-10 , 0.623
1645 , "5BZBJ1110+7133 " , "GB6J1110+7134 " , 167.65663 , 71.56572 , "133.61" , "43.41" , "0 " , 17.7 , "BL Lac" , 54 , 0 , 0.91 , ". " , " " , " " , 3e-10 , 0.394
1646 , "5BZQJ1110+4403 " , "B31107+443 " , 167.69312 , 44.05719 , "166.41" , "63.63" , "1.693 " , 20 , "QSO RLoud flat radio sp." , 293 , 0 , 0 , ". " , " " , " " , 0 , 0.804
1647 , "5BZBJ1110+3539 " , "SDSSJ111056.83+3" , 167.73683 , 35.652 , "184.95" , "67" , "0 " , 19 , "BL Lac" , 5 , 0 , 0.35 , ". " , " " , " " , 0 , 0.365
1648 , "5BZBJ1110+1704 " , "GB6J1110+1705 " , 167.73829 , 17.08214 , "231.1" , "64.71" , "0 " , 19 , "BL Lac" , 35 , 0 , 0 , ". " , " " , " " , 0 , 0.531
1649 , "5BZQJ1111+5227 " , "1RXSJ111105.6+52" , 167.7745 , 52.46364 , "152.56" , "58.5" , "1.28 " , 17.7 , "QSO RLoud flat radio sp." , 115 , 0 , 0.12 , ". " , " " , " " , 0 , 0.524
1650 , "5BZQJ1111+1530 " , "1RXSJ111119.2+15" , 167.82729 , 15.50922 , "234.37" , "64.02" , "0.525 " , 18.9 , "QSO RLoud flat radio sp." , 36 , 0 , 0.3 , ". " , " " , " " , 0 , 0.533
1651 , "5BZBJ1111+3452 " , "ROXAJ111131.2+34" , 167.87871 , 34.86761 , "186.84" , "67.3" , "0.212 " , 19.3 , "BL Lac" , 7 , 0 , 4 , ". " , " " , " " , 0 , 0.484
1652 , "5BZBJ1112+2608 " , "1RXSJ111208.1+26" , 168.03312 , 26.13436 , "209.82" , "67.82" , "0.45 " , 18.7 , "BL Lac" , 9 , 0 , 0.57 , ". " , " " , " " , 0 , 0.377
1653 , "5BZBJ1112+1751 " , "1RXSJ111224.2+17" , 168.1025 , 17.85606 , "229.85" , "65.37" , "0.421 " , 18.4 , "BL Lac" , 14 , 0 , 1.5 , ". " , " " , " " , 0 , 0.386
1654 , "5BZQJ1112-3745 " , "BZQJ1112-3745 " , 168.15338 , -37.76256 , "282.19" , "21.09" , "0.979 " , 17.4 , "QSO RLoud flat radio sp." , 85 , 0 , 0.33 , ". " , " " , " " , 0 , 0.482
1655 , "5BZQJ1112+3446 " , "GB2 1109+350 " , 168.16154 , 34.77753 , "186.93" , "67.55" , "1.956 " , 19.3 , "QSO RLoud flat radio sp." , 166 , 383 , 0.26 , ". " , " " , " " , 1.7e-9 , 0.699
1656 , "5BZBJ1112-2712 " , "CRATESJ111241-27" , 168.16383 , -27.20542 , "277.32" , "30.7" , "0 " , 18.8 , "BL Lac" , 140 , 0 , 0 , ". " , " " , " " , 0 , 0.603
1657 , "5BZQJ1113-3549 " , "CRATESJ111302-35" , 168.25617 , -35.83008 , "281.43" , "22.89" , "1.695 " , 19 , "QSO RLoud flat radio sp." , 319 , 0 , 0 , ". " , " " , " " , 0 , 0.715
1658 , "5BZQJ1113+1442 " , "PKS 1111+149 " , 168.49458 , 14.7075 , "236.71" , "64.14" , "0.869 " , 17.5 , "QSO RLoud flat radio sp." , 642 , 0 , 0.94 , ". " , " " , " " , 0 , 0.66
1659 , "5BZQJ1114-0816 " , "TEX1112-080 " , 168.63562 , -8.2775 , "265.97" , "47.51" , "2.078 " , 20.9 , "QSO RLoud flat radio sp." , 370 , 0 , 0 , ". " , " " , " " , 0 , 0.889
1660 , "5BZQJ1114-0247 " , "2QZJ111439-0247 " , 168.66525 , -2.79211 , "261.19" , "52.05" , "1.04 " , 19.2 , "QSO RLoud flat radio sp." , 187 , 0 , 0 , ". " , " " , " " , 0 , 0.689
1661 , "5BZUJ1116+0829 " , "BZUJ1116+0829 " , 169.04154 , 8.48944 , "248.08" , "60.75" , "0.486 " , 20.2 , "Blazar Uncertain type" , 245 , 0 , 0 , ". " , " " , " " , 0 , 0.752
1662 , "5BZBJ1117+2014 " , "SHBLJ111706.3+20" , 169.27604 , 20.23536 , "225.58" , "67.37" , "0.138 " , 16.3 , "BL Lac" , 103 , 0 , 33.6 , ". " , " " , " " , 1.9e-9 , 0.459
1663 , "5BZBJ1117+0006 " , "SDSSJ111717.53+0" , 169.323 , 0.10933 , "259.12" , "54.76" , "0.451 " , 19.1 , "BL Lac" , 14 , 0 , 1.58 , ". " , " " , " " , 0 , 0.462
1664 , "5BZBJ1117+2548 " , "1RXSJ111741.0+25" , 169.41837 , 25.81292 , "211.18" , "69" , "0.36 ? " , 16.7 , "BL Lac" , 12 , 0 , 0.6 , " ? " , " " , " " , 0 , 0.21
1665 , "5BZBJ1117+5355 " , "1RXSJ111757.3+53" , 169.4885 , 53.93192 , "149.21" , "58.16" , "0 " , 17.5 , "BL Lac" , 12 , 0 , 0.45 , ". " , " " , " " , 8e-10 , 0.283
1666 , "5BZQJ1118-1232 " , "HM 1115-12 " , 169.57142 , -12.54842 , "270.27" , "44.33" , "1.739 " , 18.2 , "QSO RLoud flat radio sp." , 776 , 431 , 0.35 , ". " , " " , " " , 0 , 0.726
1667 , "5BZQJ1118-3054 " , "CRATESJ111824-30" , 169.58588 , -30.91625 , "280.38" , "27.84" , "2.353 " , 17.6 , "QSO RLoud flat radio sp." , 234 , 0 , 0.11 , ". " , " " , " " , 0 , 0.572
1668 , "5BZQJ1118-4634 " , "PKS1116-46 " , 169.61233 , -46.57083 , "286.73" , "13.35" , "0.713 " , 16.5 , "QSO RLoud flat radio sp." , 2570 , 625 , 0.96 , ". " , " " , " " , 6e-10 , 0.657
1669 , "5BZQJ1118+1234 " , "4C12.39 " , 169.73875 , 12.57825 , "242.28" , "63.91" , "2.129 " , 18.5 , "QSO RLoud flat radio sp." , 1112 , 0 , 0.45 , ". " , " " , " " , 0 , 0.798
1670 , "5BZGJ1119+0900 " , "ROXAJ111908.9+09" , 169.78725 , 9.00636 , "248.32" , "61.65" , "0.33 " , 17.5 , "BL Lac-galaxy dominated" , 22 , 0 , 0.65 , ". " , " " , " " , 0 , 0.313
1671 , "5BZQJ1119+6004 " , "SBS 1116+603 " , 169.80975 , 60.08256 , "142.08" , "53.48" , "2.646 " , 17.1 , "QSO RLoud flat radio sp." , 218 , 0 , 0.17 , ". " , " " , " " , 0 , 0.539
1672 , "5BZBJ1119-3047 " , "SHBLJ11196-3047 " , 169.915 , -30.78914 , "280.62" , "28.07" , "0.412 " , 19.9 , "BL Lac" , 9 , 0 , 1.53 , ". " , " " , " " , 0 , 0.496
1673 , "5BZQJ1119+0410 " , "1RXSJ111944.5+04" , 169.92842 , 4.17442 , "255.27" , "58.28" , "0.736 " , 20.9 , "QSO RLoud flat radio sp." , 303 , 0 , 0.27 , ". " , " " , " " , 0 , 0.892
1674 , "5BZQJ1119+1656 " , "BZQJ1119+1656 " , 169.96846 , 16.94914 , "233.87" , "66.52" , "0.949 " , 19.1 , "QSO RLoud flat radio sp." , 82 , 0 , 0.47 , ". " , " " , " " , 0 , 0.629
1675 , "5BZQJ1120-2719 " , "PKS 1117-270 " , 170.06746 , -27.31844 , "279.17" , "31.31" , "1.881 " , 18.2 , "QSO RLoud flat radio sp." , 474 , 0 , 0 , ". " , " " , " " , 0 , 0.686
1676 , "5BZQJ1120+5404 " , "GB6B1117+5420 " , 170.09712 , 54.07464 , "148.52" , "58.29" , "0.924 " , 18.9 , "QSO RLoud flat radio sp." , 269 , 0 , 0.17 , ". " , " " , " " , 0 , 0.737
1677 , "5BZQJ1120+0704 " , "1FGL_J1120.4+071" , 170.16017 , 7.07975 , "251.72" , "60.57" , "1.336 " , 20.6 , "QSO RLoud flat radio sp." , 242 , 0 , 0.09 , ". " , " " , " " , 9e-10 , 0.818
1678 , "5BZBJ1120+4212 " , "EXO1118.0+4228 " , 170.20025 , 42.20344 , "167.85" , "66.16" , "0 " , 17 , "BL Lac" , 24 , 0 , 7.81 , ". " , " " , " " , 1.2e-9 , 0.339
1679 , "5BZQJ1120-1420 " , "PKS1118-140 " , 170.2315 , -14.34164 , "272.24" , "43.07" , "1.114 " , 17.1 , "QSO RLoud flat radio sp." , 350 , 0 , 0 , ". " , " " , " " , 0 , 0.586
1680 , "5BZBJ1120+0144 " , "1RXSJ112100.6+01" , 170.24896 , 1.74911 , "258.61" , "56.62" , "0.368 " , 19 , "BL Lac" , 24 , 0 , 0.58 , ". " , " " , " " , 0 , 0.535
1681 , "5BZQJ1121-1722 " , "CGRaBSJ1121-1722" , 170.33671 , -17.378 , "274.23" , "40.41" , "0.986 " , 16.8 , "QSO RLoud flat radio sp." , 44 , 0 , 0 , ". " , " " , " " , 0 , 0.417
1682 , "5BZQJ1121-0553 " , "PLCKERC353G266.2" , 170.35463 , -5.899 , "266.21" , "50.44" , "1.297 " , 17.6 , "QSO RLoud flat radio sp." , 588 , 664 , 0.35 , ". " , " " , " " , 3.9e-9 , 0.656
1683 , "5BZBJ1121-0711 " , "PKS1119-069 " , 170.4255 , -7.18511 , "267.36" , "49.38" , "0 " , 17.8 , "BL Lac" , 214 , 0 , 0 , ". " , " " , " " , 0 , 0.573
1684 , "5BZQJ1121-0442 " , "CRATESJ112142-04" , 170.42963 , -4.71003 , "265.29" , "51.48" , "1.73 " , 19.4 , "QSO RLoud flat radio sp." , 149 , 0 , 0 , ". " , " " , " " , 0 , 0.692
1685 , "5BZGJ1121+4314 " , "GB6J1121+4314 " , 170.48625 , 43.24914 , "165.42" , "65.76" , "0.185 " , 17 , "BL Lac-galaxy dominated" , 48 , 0 , 0 , ". " , " " , " " , 0 , 0.345
1686 , "5BZQJ1122-2532 " , "BZQJ1122-2532 " , 170.52392 , -25.54272 , "278.77" , "33.1" , "2.36 " , 18 , "QSO RLoud flat radio sp." , 246 , 0 , 0 , ". " , " " , " " , 0 , 0.616
1687 , "5BZBJ1122+4316 " , "SDSSJ112211.81+4" , 170.54921 , 43.28047 , "165.29" , "65.78" , "0 " , 19.4 , "BL Lac" , 3 , 0 , 0 , ". " , " " , " " , 0 , 0.388
1688 , "5BZQJ1122+1805 " , "H 1119+18 " , 170.62379 , 18.09064 , "232.07" , "67.61" , "1.04 " , 17.3 , "QSO RLoud flat radio sp." , 693 , 0 , 0.29 , ". " , " " , " " , 0 , 0.665
1689 , "5BZBJ1123+7229 " , "1RXSJ112349.2+72" , 170.95487 , 72.49989 , "131.76" , "43.09" , "0 " , 18.8 , "BL Lac Candidate" , 12 , 0 , 3.59 , ". " , " " , " " , 0 , 0.376
1690 , "5BZQJ1124-1501 " , "PKS 1121-148 " , 171.01071 , -15.03303 , "273.59" , "42.8" , "2.561 " , 19.7 , "QSO RLoud flat radio sp." , 262 , 0 , 0 , ". " , " " , " " , 0 , 0.752
1691 , "5BZQJ1124+2336 " , "GC1121+23 " , 171.01129 , 23.61275 , "218.18" , "69.97" , "1.549 " , 20.1 , "QSO RLoud flat radio sp." , 525 , 390 , 0.19 , ". " , " " , " " , 6e-10 , 0.864
1692 , "5BZBJ1124+2045 " , "1RXSJ112405.7+20" , 171.02229 , 20.76492 , "225.92" , "69.08" , "0 " , 18.5 , "BL Lac" , 9 , 0 , 0.34 , ". " , " " , " " , 0 , 0.355
1693 , "5BZGJ1124+5133 " , "GB6B1121+5150 " , 171.05488 , 51.56375 , "150.95" , "60.55" , "0.235 " , 16.8 , "BL Lac-galaxy dominated" , 54 , 0 , 0 , ". " , " " , " " , 0 , 0.333
1694 , "5BZBJ1124+4934 " , "2FGLJ1125.2+4933" , 171.22429 , 49.56939 , "153.64" , "62.08" , "0 " , 18.5 , "BL Lac" , 20 , 0 , 1.69 , ". " , " " , " " , 3e-10 , 0.434
1695 , "5BZBJ1125+2143 " , "SDSSJ112503.64+2" , 171.26517 , 21.71669 , "223.63" , "69.63" , "0 " , 18.2 , "BL Lac" , 8 , 0 , 0 , ". " , " " , " " , 0 , 0.314
1696 , "5BZBJ1125-3557 " , "CRATESJ112531-35" , 171.38117 , -35.95092 , "284.03" , "23.74" , "0.284 " , 16.3 , "BL Lac" , 207 , 0 , 0.24 , ". " , " " , " " , 8e-10 , 0.43
1697 , "5BZQJ1125+0001 " , "UM 427 " , 171.42625 , 0.01706 , "262.19" , "55.95" , "1.696 " , 17.6 , "QSO RLoud flat radio sp." , 32 , 0 , 0 , ". " , " " , " " , 0 , 0.444
1698 , "5BZBJ1125-0742 " , "1RXSJ112551.6-07" , 171.46663 , -7.70586 , "269.13" , "49.46" , "0.279 ? " , 17.5 , "BL Lac" , 37 , 0 , 2.49 , " ? " , " " , " " , 4e-10 , 0.431
1699 , "5BZQJ1125+2610 " , "PKS 1123+26 " , 171.47379 , 26.17222 , "210.92" , "70.88" , "2.341 " , 18.2 , "QSO RLoud flat radio sp." , 921 , 0 , 0 , ". " , " " , " " , 0 , 0.755
1700 , "5BZQJ1126+4516 " , "RX J11269+4516 " , 171.74021 , 45.26842 , "160.23" , "65.26" , "1.811 " , 17.2 , "QSO RLoud flat radio sp." , 404 , 0 , 0.37 , ". " , " " , " " , 0 , 0.605
1701 , "5BZQJ1127-1857 " , "PKS1124-186 " , 171.76829 , -18.95483 , "276.72" , "39.58" , "1.048 " , 19.2 , "QSO RLoud flat radio sp." , 536 , 722 , 5.34 , ". " , " " , " " , 3.4e-9 , 0.825
1702 , "5BZBJ1127+0555 " , "GB6J1127+0555 " , 171.90221 , 5.92558 , "255.92" , "60.89" , "0 " , 19.7 , "BL Lac" , 162 , 345 , 0 , ". " , " " , " " , 0 , 0.843
1703 , "5BZQJ1127+5650 " , "S4 1124+57 " , 171.91721 , 56.83744 , "143.83" , "56.76" , "2.89 " , 19.6 , "QSO RLoud flat radio sp." , 475 , 0 , 0.22 , ". " , " " , " " , 0 , 0.801
1704 , "5BZQJ1127+3620 " , "2FGLJ1127.6+3622" , 171.99529 , 36.34122 , "180.23" , "70.06" , "0.884 " , 20.5 , "QSO RLoud flat radio sp." , 168 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.81
1705 , "5BZQJ1128+5925 " , "TEX1125+596 " , 172.05558 , 59.42078 , "141.13" , "54.66" , "1.795 " , 19.6 , "QSO RLoud flat radio sp." , 301 , 0 , 0 , ". " , " " , " " , 0 , 0.773
1706 , "5BZBJ1129+3756 " , "-- " , 172.2635 , 37.94908 , "175.71" , "69.61" , "0 " , 19.7 , "BL Lac" , 27 , 0 , 0 , ". " , " " , " " , 0 , 0.638
1707 , "5BZBJ1129+3703 " , "CRATESJ112916+37" , 172.30963 , 37.05497 , "178.01" , "70.02" , "0 " , 19.1 , "BL Lac" , 61 , 0 , 0 , ". " , " " , " " , 0 , 0.668
1708 , "5BZUJ1129-4435 " , "CRATESJ112931-44" , 172.38217 , -44.59719 , "287.92" , "15.87" , "0.317 " , 19.2 , "Blazar Uncertain type" , 34 , 0 , 0.42 , ". " , " " , " " , 0 , 0.615
1709 , "5BZQJ1129-0240 " , "CGRaBSJ1129-0240" , 172.47058 , -2.66872 , "266.32" , "54.29" , "2.093 " , 20.8 , "QSO RLoud flat radio sp." , 37 , 0 , 0 , ". " , " " , " " , 0 , 0.696
1710 , "5BZQJ1130-1449 " , "PKS1127-145 " , 172.52938 , -14.82428 , "275.28" , "43.63" , "1.184 " , 16 , "QSO RLoud flat radio sp." , 5622 , 1914 , 1.39 , ". " , " " , " " , 1.8e-9 , 0.722
1711 , "5BZQJ1130+3815 " , "S41128+385 " , 172.722 , 38.25514 , "174.45" , "69.79" , "1.733 " , 18.7 , "QSO RLoud flat radio sp." , 702 , 634 , 0.4 , ". " , " " , " " , 0 , 0.774
1712 , "5BZQJ1131+3114 " , "B2 1128+31 " , 172.7895 , 31.23486 , "194.94" , "72.03" , "0.289 " , 16.1 , "QSO RLoud flat radio sp." , 370 , 0 , 5.02 , ". " , " " , " " , 0 , 0.493
1713 , "5BZBJ1131+0234 " , "BZBJ1131+0234 " , 172.81446 , 2.58067 , "261.49" , "58.84" , "0 " , 18.5 , "BL Lac" , 12 , 0 , 0 , ". " , " " , " " , 0 , 0.377
1714 , "5BZBJ1131+5808 " , "GB6J1131+5809 " , 172.82767 , 58.14967 , "141.76" , "55.95" , "0.36 " , 16.7 , "BL Lac" , 43 , 0 , 0.18 , ". " , " " , " " , 4e-10 , 0.346
1715 , "5BZUJ1131-0500 " , "PKS 1128-047 " , 172.87717 , -5.00547 , "268.92" , "52.5" , "0.266 ? " , 18.7 , "Blazar Uncertain type" , 561 , 674 , 0.16 , " ? " , " " , " " , 0 , 0.721
1716 , "5BZQJ1131-1628 " , "CRATESJ113138-16" , 172.90312 , -16.47594 , "276.67" , "42.28" , "0.786 " , 20.3 , "QSO RLoud flat radio sp." , 57 , 0 , 0 , ". " , " " , " " , 0 , 0.718
1717 , "5BZQJ1132+0914 " , "-- " , 173.13617 , 9.24114 , "253.05" , "64.17" , "1.575 " , 20.2 , "QSO RLoud flat radio sp." , 43 , 0 , 0 , ". " , " " , " " , 0 , 0.638
1718 , "5BZBJ1132+0237 " , "SDSSJ113234.3+02" , 173.14325 , 2.62781 , "261.95" , "59.07" , "0 " , 19.2 , "BL Lac" , 63 , 0 , 0 , ". " , " " , " " , 0 , 0.585
1719 , "5BZBJ1132+0034 " , "OTL1130+008 " , 173.19008 , 0.57439 , "264.25" , "57.41" , "1.223 ? " , 18.1 , "BL Lac" , 469 , 0 , 0.2 , " ? " , " " , " " , 1.8e-9 , 0.605
1720 , "5BZGJ1132+0515 " , "BZUJ1132+0515 " , 173.23321 , 5.261 , "258.91" , "61.22" , "0.101 " , 16.2 , "BL Lac-galaxy dominated" , 60 , 0 , 0.43 , ". " , " " , " " , 0 , 0.315
1721 , "5BZQJ1133+0015 " , "Q 1130+0032 " , 173.26262 , 0.26361 , "264.68" , "57.19" , "1.173 " , 18.6 , "QSO RLoud flat radio sp." , 233 , 0 , 0 , ". " , " " , " " , 0 , 0.659
1722 , "5BZBJ1133-2501 " , "CRATESJ113314-25" , 173.31404 , -25.01931 , "281.33" , "34.55" , "0 " , 18.5 , "BL Lac" , 81 , 0 , 0 , ". " , " " , " " , 0 , 0.565
1723 , "5BZQJ1133+0040 " , "OTL1130+009 " , 173.33358 , 0.68133 , "264.36" , "57.58" , "1.633 " , 19.5 , "QSO RLoud flat radio sp." , 365 , 0 , 0 , ". " , " " , " " , 0 , 0.779
1724 , "5BZQJ1133-0905 " , "CRATESJ113336-09" , 173.39996 , -9.08983 , "272.73" , "49.16" , "0.992 " , 19.3 , "QSO RLoud flat radio sp." , 192 , 0 , 0 , ". " , " " , " " , 0 , 0.694
1725 , "5BZBJ1134-1729 " , "1RXSJ113443.6-17" , 173.68625 , -17.48383 , "278.14" , "41.66" , "0.571 " , 19.2 , "BL Lac" , 5 , 0 , 1.68 , ". " , " " , " " , 0 , 0.351
1726 , "5BZBJ1135+3200 " , "SDSSJ113503.57+3" , 173.76487 , 32.00433 , "191.97" , "72.71" , "0.511 " , 19.3 , "BL Lac" , 21 , 0 , 0.25 , ". " , " " , " " , 0 , 0.515
1727 , "5BZBJ1135+6609 " , "GB6J1135+6610 " , 173.84879 , 66.16139 , "134.55" , "49.21" , "0 " , 18.9 , "BL Lac" , 63 , 0 , 0 , ". " , " " , " " , 0 , 0.533
1728 , "5BZQJ1135-0428 " , "CGRaBSJ1135-0428" , 173.99262 , -4.47442 , "270.09" , "53.51" , "0.273 ? " , 17.8 , "QSO RLoud flat radio sp." , 200 , 569 , 0 , " ? " , " " , " " , 0 , 0.601
1729 , "5BZBJ1136+1601 " , "MS1133.7+1618 " , 174.07312 , 16.03117 , "241.58" , "69.34" , "0.574 ? " , 19.6 , "BL Lac" , 17 , 0 , 0.31 , " ? " , " " , " " , 0 , 0.517
1730 , "5BZQJ1136-0330 " , "PKS1133-032 " , 174.10242 , -3.50819 , "269.46" , "54.41" , "1.643 " , 19.7 , "QSO RLoud flat radio sp." , 163 , 0 , 0.14 , ". " , " " , " " , 0 , 0.746
1731 , "5BZBJ1136+7009 " , "S5 1133+704 " , 174.11004 , 70.15758 , "131.91" , "45.64" , "0.045 " , 11 , "BL Lac" , 327 , 0 , 35.1 , ". " , " " , " " , 1.1e-9 , 0.051
1732 , "5BZQJ1136+3407 " , "BZQJ1136+3407 " , 174.11396 , 34.12764 , "184.86" , "72.45" , "1.332 " , 19.8 , "QSO RLoud flat radio sp." , 136 , 0 , 0 , ". " , " " , " " , 0 , 0.721
1733 , "5BZBJ1136+6737 " , "RXJ11365+6737 " , 174.12542 , 67.61789 , "133.45" , "47.95" , "0.136 " , 16.4 , "BL Lac" , 45 , 0 , 14.8 , ". " , " " , " " , 6e-10 , 0.439
1734 , "5BZGJ1136+2550 " , "1RXSJ113650.1+25" , 174.20875 , 25.84786 , "213.09" , "73.27" , "0.156 " , 16.8 , "BL Lac-galaxy dominated" , 16 , 0 , 0.47 , ". " , " " , " " , 3e-10 , 0.238
1735 , "5BZBJ1137-1710 " , "BZBJ1137-1710 " , 174.48175 , -17.17836 , "278.92" , "42.23" , "0.6 " , 19 , "BL Lac" , 5 , 0 , 2.18 , ". " , " " , " " , 0 , 0.323
1736 , "5BZBJ1138+4113 " , "BZBJ1138+4113 " , 174.55062 , 41.23133 , "165.08" , "69.38" , "0.574 ? " , 19.7 , "BL Lac" , 24 , 0 , 0 , " ? " , " " , " " , 0 , 0.566
1737 , "5BZQJ1138+4745 " , "BZQJ1138+4745 " , 174.58808 , 47.75428 , "152.75" , "64.92" , "0.77 " , 19.4 , "QSO RLoud flat radio sp." , 305 , 0 , 0.29 , ". " , " " , " " , 0 , 0.747
1738 , "5BZQJ1139-1552 " , "PKS 1136-156 " , 174.87325 , -15.88103 , "278.72" , "43.58" , "2.625 " , 19.6 , "QSO RLoud flat radio sp." , 273 , 0 , 0 , ". " , " " , " " , 0 , 0.752
1739 , "5BZBJ1140+1528 " , "1RXSJ114023.5+15" , 175.09783 , 15.46936 , "244.57" , "69.79" , "0.244 " , 17.3 , "BL Lac" , 70 , 0 , 4.75 , ". " , " " , " " , 0 , 0.458
1740 , "5BZQJ1140+4622 " , "Q 1138+4638 " , 175.19962 , 46.36803 , "154.22" , "66.23" , "0.115 " , 15.6 , "QSO RLoud flat radio sp." , 98 , 0 , 1.82 , ". " , " " , " " , 0 , 0.303
1741 , "5BZBJ1142+1547 " , "GB6J1142+1548 " , 175.53225 , 15.79839 , "244.57" , "70.32" , "0 " , 20.2 , "BL Lac" , 334 , 0 , 0 , ". " , " " , " " , 8e-10 , 0.912
1742 , "5BZGJ1143+7304 " , "GB6B1140+7320 " , 175.77062 , 73.06922 , "129.66" , "43.15" , "0.123 " , 16.8 , "BL Lac-galaxy dominated" , 48 , 0 , 0 , ". " , " " , " " , 0 , 0.32
1743 , "5BZQJ1143+1843 " , "1RXSJ114305.9+18" , 175.77513 , 18.72856 , "237.47" , "72.19" , "0.374 " , 16.9 , "QSO RLoud flat radio sp." , 57 , 0 , 1.26 , ". " , " " , " " , 0 , 0.405
1744 , "5BZBJ1143+6122 " , "GB6J1143+6122 " , 175.8005 , 61.36967 , "136.73" , "53.89" , "0 " , 18 , "BL Lac" , 83 , 0 , 0.16 , ". " , " " , " " , 8e-10 , 0.525
1745 , "5BZQJ1143+6633 " , "CRATESJ114342+66" , 175.92333 , 66.55867 , "133.14" , "49.2" , "2.328 " , 19.2 , "QSO RLoud flat radio sp." , 132 , 0 , 0 , ". " , " " , " " , 0 , 0.671
1746 , "5BZBJ1143+5102 " , "ROXAJ114357.6+51" , 175.99 , 51.04358 , "146.52" , "62.88" , "0 " , 20.6 , "BL Lac" , 37 , 0 , 0.28 , ". " , " " , " " , 0 , 0.715
1747 , "5BZQJ1145+0455 " , "PKS 1142+052 " , 176.33883 , 4.92408 , "264.66" , "62.77" , "1.342 " , 19 , "QSO RLoud flat radio sp." , 666 , 0 , 0.24 , ". " , " " , " " , 0 , 0.781
1748 , "5BZQJ1145-2250 " , "PKS 1142-225 " , 176.34187 , -22.84203 , "283.63" , "37.53" , "1.141 " , 20.1 , "QSO RLoud flat radio sp." , 653 , 0 , 0 , ". " , " " , " " , 0 , 0.883
1749 , "5BZGJ1145-0340 " , "SHBLJ114535.8-03" , 176.39629 , -3.66714 , "273.1" , "55.34" , "0.167 " , 17.1 , "BL Lac-galaxy dominated" , 18 , 0 , 4.1 , ". " , " " , " " , 0 , 0.271
1750 , "5BZQJ1145-6954 " , "PKS 1143-696 " , 176.47342 , -69.9005 , "297.31" , "-7.75" , "0.244 " , 15.7 , "QSO RLoud flat radio sp." , 439 , 692 , 3.05 , ". " , " " , " " , 0 , 0.406
1751 , "5BZQJ1146-2447 " , "PKS 1143-245 " , 176.53375 , -24.79247 , "284.6" , "35.74" , "1.94 " , 17 , "QSO RLoud flat radio sp." , 1434 , 0 , 0 , ". " , " " , " " , 0 , 0.688
1752 , "5BZQJ1146-2859 " , "PKS 1143-287 " , 176.60913 , -28.98847 , "286.2" , "31.76" , "0.45 " , 18.3 , "QSO RLoud flat radio sp." , 288 , 0 , 0 , ". " , " " , " " , 0 , 0.641
1753 , "5BZQJ1146+5848 " , "CRATESJ114624+58" , 176.61212 , 58.80953 , "138.09" , "56.36" , "1.982 " , 20.5 , "QSO RLoud flat radio sp." , 372 , 0 , 0 , ". " , " " , " " , 0 , 0.867
1754 , "5BZQJ1146+5356 " , "S4 1144+54 " , 176.68417 , 53.94531 , "142.48" , "60.66" , "2.201 " , 19.6 , "QSO RLoud flat radio sp." , 367 , 0 , 0 , ". " , " " , " " , 0 , 0.79
1755 , "5BZQJ1146+3958 " , "S41144+402 " , 176.74292 , 39.97619 , "164.95" , "71.47" , "1.089 " , 18.3 , "QSO RLoud flat radio sp." , 331 , 592 , 0.69 , ". " , " " , " " , 2e-9 , 0.712
1756 , "5BZBJ1147-3812 " , "PKS1144-379 " , 176.75571 , -38.20306 , "289.23" , "22.94" , "1.048 ? " , 15.7 , "BL Lac" , 1804 , 1387 , 0.91 , " ? " , " " , " " , 1.6e-9 , 0.522
1757 , "5BZGJ1147+3501 " , "GB6B1144+3517 " , 176.84221 , 35.01875 , "179.04" , "74.2" , "0.063 " , 14.6 , "BL Lac-galaxy dominated" , 637 , 0 , 0.39 , ". " , " " , " " , 0 , 0.406
1758 , "5BZQJ1147-6753 " , "MC4 1145-676 " , 176.88917 , -67.89494 , "296.95" , "-5.77" , "0.21 " , 16.6 , "QSO RLoud flat radio sp." , 780 , 998 , 0.5 , ". " , " " , " " , 0 , 0.483
1759 , "5BZQJ1147-0724 " , "Q 1145-071B " , 176.96479 , -7.41142 , "276.64" , "52.18" , "1.342 " , 18.3 , "QSO RLoud flat radio sp." , 740 , 0 , 0.34 , ". " , " " , " " , 1.7e-9 , 0.741
