_id , bzcat4_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4GHz, Flux density143GHz , X-ray flux0.1-2.4 keV , Commenton_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100GeV, Fermi_slope , aro-aox-arx, other_name
255 , "BZQJ0155+2230 " , 28.99558 , 22.50331 , "141.94" , "-37.98" , "1.456 " , 19.4 , "QSO RLoud flat radio sp." , 253 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.72 , "CRATESJ015557+22"
256 , "BZQJ0157-4614 " , 29.46304 , -46.23978 , "272.8" , "-66.82" , "2.287 " , 21.4 , "QSO RLoud flat radio sp." , 224 , 0 , 0 , ". " , ". " , "s " , 4.91e-10 , 2.36 , 0.885 , "1FGL_J0157.5-461"
257 , "BZBJ0158-3932 " , 29.65883 , -39.53439 , "258.8" , "-71.33" , "0 " , 17.7 , "BL Lac Candidate" , 132 , 0 , 0.19 , ". " , ". " , ". " , 6.62e-10 , 2.07 , 0.537 , "CGRaBSJ0158-3932"
258 , "BZBJ0159+1047 " , 29.89329 , 10.78486 , "148.74" , "-48.65" , "0 " , 16.7 , "BL Lac Candidate" , 47 , 0 , 1.75 , ". " , ". " , ". " , 6.72e-10 , 2.15 , 0.331 , "1RXS J015935.1+1"
259 , "BZBJ0159-2740 " , 29.93071 , -27.67728 , "218.93" , "-74.85" , "0 " , 15.9 , "BL Lac Candidate" , 103 , 0 , 0.38 , ". " , "p " , ". " , 5.91e-10 , 2.12 , 0.351 , "1RXS J015943.8-2"
260 , "BZBJ0200+2712 " , 30.12287 , 27.21086 , "141.31" , "-33.19" , "0 " , 18.4 , "BL Lac" , 15 , 0 , 1.54 , ". " , ". " , ". " , 0 , 0 , 0.365 , "RXJ02004+2712 "
261 , "BZQJ0159-5143 " , 29.99921 , -51.72656 , "279.87" , "-62.23" , "2.39 " , 17.6 , "QSO RLoud flat radio sp." , 88 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.493 , "PKS 0158-519 "
262 , "BZBJ0201+0034 " , 30.27575 , 0.56672 , "156.92" , "-57.64" , "0.298 " , 18 , "BL Lac" , 13 , 0 , 3.53 , ". " , ". " , ". " , 0 , 0 , 0.386 , "MS0158.5+0019 "
263 , "BZQJ0202+3943 " , 30.50692 , 39.72267 , "137.41" , "-21.16" , "0.78? " , 18.5 , "QSO RLoud flat radio sp." , 93 , 0 , 0 , "? " , "p " , ". " , 0 , 0 , 0.579 , "B30158+394 "
264 , "BZBJ0203+7232 " , 30.88908 , 72.54825 , "128.34" , "10.44" , "0 " , 20 , "BL Lac" , 229 , 0 , 0 , ". " , "B " , ". " , 1.06e-9 , 2.02 , 0.654 , "S50159+723 "
265 , "BZQJ0202-0559 " , 30.52862 , -5.98342 , "164.58" , "-62.99" , "0.189 " , 16.6 , "QSO RLoud flat radio sp." , 213 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0159-062 "
266 , "BZBJ0202+4205 " , 30.68188 , 42.08786 , "136.81" , "-18.86" , "0 " , 18.8 , "BL Lac Candidate" , 167 , 342.2 , 0 , ". " , ". " , ". " , 0 , 0 , 0.626 , "B30159+418 "
267 , "BZBJ0202+0849 " , 30.60996 , 8.82047 , "150.97" , "-50.15" , "0 " , 19 , "BL Lac" , 134 , 0 , 1.04 , ". " , ". " , ". " , 0 , 0 , 0.577 , "RXJ02024+0849 "
268 , "BZQJ0202-1948 " , 30.55771 , -19.80542 , "192.38" , "-72.22" , "0.493 " , 17.8 , "QSO RLoud flat radio sp." , 274 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.609 , "MC 0159-200 "
269 , "BZQJ0203+1134 " , 30.94442 , 11.57928 , "149.68" , "-47.5" , "3.61 " , 19 , "QSO RLoud flat radio sp." , 781 , 0 , 0.48 , ". " , ". " , ". " , 0 , 0 , 0.771 , "PKS 0201+113 "
270 , "BZBJ0204-3333 " , 31.05508 , -33.55936 , "239.65" , "-73.07" , "0.617 " , 19 , "BL Lac" , 6 , 0 , 1.44 , ". " , "B " , ". " , 0 , 0 , 0.341 , "1RXS J020413.6-3"
271 , "BZUJ0204+1514 " , 31.21004 , 15.23639 , "147.92" , "-44.05" , "0.833 " , 21 , "Blazar Uncertain type" , 4068 , 0 , 0.02 , ". " , "V " , ". " , 8.9e-10 , 2.28 , 1.012 , "4C15.05 "
272 , "BZQJ0205+3212 " , 31.27054 , 32.20836 , "140.57" , "-28.13" , "1.466 " , 17.2 , "QSO RLoud flat radio sp." , 657 , 778.7 , 0 , ". " , ". " , ". " , 4.66e-10 , 2.66 , 0.639 , "1JY0202+319 "
273 , "BZQJ0205+3932 " , 31.30833 , 39.54917 , "138.09" , "-21.14" , "0.454 " , 19 , "QSO RLoud flat radio sp." , 51 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.583 , "GB6B0202+3918 "
274 , "BZQJ0204-1701 " , 31.24029 , -17.02189 , "185.98" , "-70.24" , "1.74 " , 17.3 , "QSO RLoud flat radio sp." , 1220 , 0 , 0.57 , ". " , ". " , ". " , 8.43e-10 , 2.68 , -9.9 , "PKS 0202-17 "
275 , "BZQJ0204-5146 " , 31.21292 , -51.78303 , "278.63" , "-61.75" , "1.42 " , 16.1 , "QSO RLoud flat radio sp." , 103 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.377 , "0203-520 "
276 , "BZQJ0206-1150 " , 31.60867 , -11.84436 , "175.59" , "-66.7" , "1.663 " , 19.5 , "QSO RLoud flat radio sp." , 168 , 0 , 0.19 , ". " , ". " , ". " , 5.11e-10 , 2.09 , -9.9 , "1RXS J020625.6-1"
277 , "BZUJ0209+7229 " , 32.46579 , 72.49075 , "128.82" , "10.52" , "0.895?? " , 20.7 , "Blazar Uncertain type" , 669 , 0 , 0 , "?? " , ". " , ". " , 0 , 0 , 0.721 , "S50205+722 "
278 , "BZBJ0208+3523 " , 32.15912 , 35.38686 , "140.21" , "-24.88" , "0.318 " , 18.8 , "BL Lac" , 5 , 0 , 2.88 , ". " , ". " , ". " , 0 , 0 , 0.359 , "MS0205.7+3509 "
279 , "BZBJ0209+4449 " , 32.32054 , 44.82908 , "137.15" , "-15.89" , "0 " , 18.1 , "BL Lac Candidate" , 29 , 0 , 5.65 , ". " , ". " , ". " , 0 , 0 , 0.362 , "1RXS J020917.6+4"
280 , "BZQJ0209+1352 " , 32.4 , 13.86686 , "150.18" , "-44.83" , "0.631 " , 19.6 , "QSO RLoud flat radio sp." , 466 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.775 , "BZQJ0209+1352 "
281 , "BZQJ0210-1003 " , 32.50075 , -10.06497 , "174" , "-64.83" , "1.976 " , 19.8 , "QSO RLoud flat radio sp." , 266 , 0 , 0.07 , ". " , ". " , ". " , 0 , 0 , 0.812 , "1WGA J0210.0-100"
282 , "BZBJ0209-5229 " , 32.33983 , -52.48978 , "278.36" , "-60.77" , "0 " , 14.5 , "BL Lac Candidate" , 77 , 0 , 7.98 , ". " , ". " , "s " , 9.58e-10 , 1.91 , 0.165 , "1RXS J020922.2-5"
283 , "BZBJ0211+1051 " , 32.80492 , 10.85967 , "152.57" , "-47.37" , "0 " , 14.4 , "BL Lac Candidate" , 319 , 0 , 0 , ". " , ". " , ". " , 1.91e-9 , 2.17 , 0.328 , "PLCKERC217G152.5"
284 , "BZUJ0210-5101 " , 32.6925 , -51.01719 , "276.1" , "-61.78" , "1.003 " , 14.8 , "Blazar Uncertain type" , 3493 , 1297.2 , 0.75 , ". " , ". " , "s " , 3.82e-9 , 2.4 , 0.514 , "PKS0208-512 "
285 , "BZQJ0211-1558 " , 32.95733 , -15.97192 , "186.13" , "-68.28" , "0.177 " , 17.1 , "QSO RLoud flat radio sp." , 95 , 0 , 0.75 , ". " , ". " , ". " , 0 , 0 , -9.9 , "1RXS J021149.9-1"
286 , "BZBJ0212+2244 " , 33.22017 , 22.74786 , "146.41" , "-36.39" , "0.459 " , 16.7 , "BL Lac Candidate" , 67 , 0 , 1.42 , ". " , "p " , ". " , 9.75e-10 , 2.03 , 0.328 , "1RXS J021252.2+2"
287 , "BZBJ0212-3503 " , 33.12708 , -35.05908 , "242.52" , "-70.97" , "0.393 " , 18 , "BL Lac Candidate" , 18 , 0 , 1.91 , ". " , ". " , ". " , 0 , 0 , 0.336 , "1RXS J021231.5-3"
288 , "BZBJ0213+1213 " , 33.27167 , 12.21969 , "152.28" , "-45.95" , "0.252 " , 19.9 , "BL Lac" , 132 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.752 , "BZBJ0213+1213 "
289 , "BZQJ0213+1820 " , 33.29387 , 18.34039 , "148.72" , "-40.4" , "1.817 " , 19.8 , "QSO RLoud flat radio sp." , 116 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.691 , "BZQJ0213+1820 "
290 , "BZBJ0214+5144 " , 33.57471 , 51.74778 , "135.74" , "-9.05" , "0.049 " , 16.5 , "BL Lac" , 294 , 0 , 4.58 , ". " , "gp " , ". " , 0 , 0 , 0.46 , "1RXS J021417.8+5"
291 , "BZQJ0217+7349 " , 34.37837 , 73.82572 , "128.92" , "11.96" , "2.367 " , 18.8 , "QSO RLoud flat radio sp." , 2272 , 1049.7 , 0.54 , ". " , ". " , ". " , 1.11e-9 , 2.82 , 0.767 , "0212+73 "
292 , "BZQJ0215-0222 " , 33.92508 , -2.38244 , "165.7" , "-58.08" , "1.177 " , 19.7 , "QSO RLoud flat radio sp." , 482 , 0 , 0.27 , ". " , ". " , ". " , 0 , 0 , -9.9 , "GC0213-02 "
293 , "BZQJ0216-0105 " , 34.05083 , -1.08858 , "164.45" , "-56.97" , "1.493 " , 17.7 , "QSO RLoud flat radio sp." , 141 , 0 , 0.18 , ". " , ". " , ". " , 0 , 0 , -9.9 , "UM 416 "
294 , "BZBJ0216+2314 " , 34.13375 , 23.24639 , "147.13" , "-35.6" , "0.288 " , 18.4 , "BL Lac Candidate" , 36 , 0 , 5.02 , ". " , ". " , ". " , 0 , 0 , 0.408 , "1RXS J021632.3+2"
295 , "BZQJ0217-0820 " , 34.26108 , -8.34789 , "174.07" , "-62.38" , "0.607 " , 18.3 , "QSO RLoud flat radio sp." , 418 , 424.4 , 0 , ". " , ". " , ". " , 4.76e-10 , 2.27 , -9.9 , "PKS 0214-085 "
296 , "BZBJ0217+0837 " , 34.32142 , 8.61767 , "156.12" , "-48.65" , "0 " , 14.4 , "BL Lac Candidate" , 315 , 547.1 , 0.71 , ". " , "g " , ". " , 8.32e-10 , 1.94 , 0.344 , "1RXS J021716.0+0"
297 , "BZQJ0216-3247 " , 34.20079 , -32.79469 , "235.15" , "-70.71" , "1.331 " , 18.3 , "QSO RLoud flat radio sp." , 166 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.672 , "BZQJ0216-3247 "
298 , "BZQJ0217+0144 " , 34.45396 , 1.74714 , "162.13" , "-54.42" , "1.715 " , 18.7 , "QSO RLoud flat radio sp." , 751 , 1546 , 0 , ". " , ". " , ". " , 4.56e-9 , 2.15 , 0.789 , "PKS 0215+015 "
299 , "BZQJ0216-7331 " , 34.18596 , -73.52761 , "294.92" , "-42.26" , "2.679 " , 19 , "QSO RLoud flat radio sp." , 101 , 0 , 0.05 , ". " , ". " , "s " , 0 , 0 , 0.62 , "1WGA J0216.6-733"
300 , "BZQJ0219+0120 " , 34.77925 , 1.34997 , "162.98" , "-54.56" , "1.623 " , 19.7 , "QSO RLoud flat radio sp." , 478 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.825 , "PKS 0216+011 "
301 , "BZBJ0219-1725 " , 34.773 , -17.42047 , "191.85" , "-67.57" , "0.128 " , 15.7 , "BL Lac" , 62 , 0 , 0.73 , ". " , ". " , ". " , 3.21e-10 , 1.92 , 0.322 , "1RXS J021905.8-1"
302 , "BZBJ0219-1842 " , 34.83817 , -18.71075 , "194.95" , "-68.12" , "0 " , 19 , "BL Lac" , 302 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.762 , "PKS 0217-189 "
303 , "BZQJ0217-7347 " , 34.43925 , -73.78928 , "294.99" , "-41.99" , "1.234 " , 19.5 , "QSO RLoud flat radio sp." , 189 , 0 , 0.26 , ". " , ". " , "s " , 0 , 0 , 0.69 , "MC4 0217-740 "
304 , "BZQJ0220-1305 " , 35.11758 , -13.08864 , "183.33" , "-64.9" , "1.445 " , 16.1 , "QSO RLoud flat radio sp." , 357 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS0217-133 "
305 , "BZUJ0221+3556 " , 35.27292 , 35.93722 , "142.6" , "-23.49" , "0.944 " , 19.6 , "Blazar Uncertain type" , 1707 , 536.7 , 0 , ". " , ". " , ". " , 3.7e-9 , 2.28 , 0.831 , "1Jy0218+357 "
306 , "BZQJ0220-2151 " , 35.14646 , -21.85336 , "203.2" , "-69.08" , "2.552 " , 18.6 , "QSO RLoud flat radio sp." , 137 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.631 , "PKS 0218-220 "
307 , "BZBJ0220-0842 " , 35.20192 , -8.714 , "176.03" , "-61.98" , "0 " , 17.8 , "BL Lac" , 65 , 0 , 0.89 , ". " , ". " , ". " , 0 , 0 , 0.475 , "1RXS J022048.0-0"
308 , "BZBJ0222+4302 " , 35.66504 , 43.0355 , "140.14" , "-16.77" , "0.444? " , 14.5 , "BL Lac" , 2303 , 658.1 , 2.29 , "? " , ". " , ". " , 1.61e-8 , 1.85 , 0.408 , "3C 66A "
309 , "BZQJ0222-1615 " , 35.50304 , -16.25458 , "190.18" , "-66.38" , "0.698 " , 18.4 , "QSO RLoud flat radio sp." , 590 , 0 , 0.25 , ". " , ". " , ". " , 4.71e-10 , 2.47 , 0.723 , "PKS 0219-164 "
310 , "BZQJ0222-3441 " , 35.735 , -34.69131 , "239.67" , "-69.03" , "1.49 " , 21 , "QSO RLoud flat radio sp." , 683 , 0 , 0 , ". " , "B " , ". " , 0 , 0 , 0.986 , "PKS0220-349 "
311 , "BZQJ0224+0659 " , 36.11846 , 6.98981 , "159.72" , "-49.12" , "0.511 " , 17.8 , "QSO RLoud flat radio sp." , 772 , 0 , 0.88 , ". " , ". " , ". " , 0 , 0 , 0.707 , "PKS 0221+067 "
312 , "BZQJ0223-5347 " , 35.87858 , -53.79444 , "276.77" , "-58.41" , "0.569 " , 19.1 , "QSO RLoud flat radio sp." , 184 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.706 , "CGRaBSJ0223-5347"
313 , "BZQJ0225+1846 " , 36.26946 , 18.78022 , "151.78" , "-38.79" , "2.69 " , 19.1 , "QSO RLoud flat radio sp." , 461 , 0 , 3.08 , ". " , ". " , ". " , 0 , 0 , 0.725 , "1RXS J022505.3+1"
314 , "BZUJ0225+3710 " , 36.36396 , 37.17433 , "142.97" , "-22.01" , "0.033 " , 9.5 , "Blazar Uncertain type" , 196 , 0 , 0.04 , ". " , "g " , ". " , 0 , 0 , -0.138 , "0222+3657 "
315 , "BZQJ0227+3931 " , 36.78092 , 39.52811 , "142.33" , "-19.71" , "1.571 " , 18.9 , "QSO RLoud flat radio sp." , 432 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.713 , "S4 0224+39 "
316 , "BZQJ0228+6721 " , 37.20854 , 67.35083 , "132.12" , "6.23" , "0.523 " , 18.1 , "QSO RLoud flat radio sp." , 1540 , 1094.9 , 0.39 , ". " , ". " , ". " , 0 , 0 , 0.605 , "4C+67.05 "
317 , "BZBJ0227+0202 " , 36.81908 , 2.03336 , "165.1" , "-52.81" , "0.456 " , 18.9 , "BL Lac" , 36 , 0 , 18.2 , ". " , ". " , ". " , 4.47e-10 , 1.86 , 0.517 , "RXJ02272+0201 "
318 , "BZQJ0227-0847 " , 36.88367 , -8.78692 , "178.51" , "-60.81" , "2.228 " , 18.5 , "QSO RLoud flat radio sp." , 65 , 0 , 0.21 , ". " , ". " , ". " , 0 , 0 , 0.556 , "1WGA J0227.5-084"
319 , "BZQJ0227-3026 " , 36.91879 , -30.43433 , "227.56" , "-68.7" , "0.303 " , 17.4 , "QSO RLoud flat radio sp." , 294 , 0 , 0.22 , ". " , ". " , ". " , 0 , 0 , 0.603 , "1RXS J022741.0-3"
320 , "BZQJ0228-0337 " , 37.22171 , -3.62697 , "171.89" , "-56.93" , "2.073 " , 16.8 , "QSO RLoud flat radio sp." , 940 , 0 , 0.71 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0226-038 "
321 , "BZQJ0228-5546 " , 37.09004 , -55.76764 , "278.22" , "-56.47" , "2.464 " , 19.8 , "QSO RLoud flat radio sp." , 344 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.759 , "PKS 0226-559 "
322 , "BZQJ0229-3643 " , 37.36854 , -36.73244 , "243.92" , "-67.18" , "2.115 " , 20.4 , "QSO RLoud flat radio sp." , 117 , 306.2 , 0 , ". " , ". " , ". " , 1.04e-9 , 2.53 , 0.833 , "PKS0227-369 "
323 , "BZQJ0229-1031 " , 37.49746 , -10.52156 , "182.06" , "-61.48" , "1.135 " , 19.2 , "QSO RLoud flat radio sp." , 43 , 0 , 0.16 , ". " , ". " , ". " , 0 , 0 , 0.566 , "1WGA J0230.0-103"
324 , "BZQJ0230+4032 " , 37.69046 , 40.54808 , "142.59" , "-18.5" , "1.019 " , 17.7 , "QSO RLoud flat radio sp." , 451 , 378.3 , 0 , ". " , ". " , ". " , 1.23e-9 , 2.63 , 0.638 , "B30227+403 "
325 , "BZQJ0231+1322 " , 37.94121 , 13.38186 , "157.09" , "-42.74" , "2.065 " , 17.5 , "QSO RLoud flat radio sp." , 1560 , 323.8 , 0.35 , ". " , ". " , ". " , 0 , 0 , 0.718 , "4C13.14 "
326 , "BZQJ0231-4746 " , 37.79925 , -47.76978 , "266.29" , "-61.65" , "0.765 " , 18.2 , "QSO RLoud flat radio sp." , 43 , 631.9 , 0 , ". " , ". " , "s " , 0 , 0 , 0.613 , "WMAP5J0231-4742 "
327 , "BZQJ0231-3935 " , 37.96592 , -39.59647 , "250.23" , "-65.74" , "1.646 " , 20.7 , "QSO RLoud flat radio sp." , 372 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.898 , "PKS0229-398 "
328 , "BZBJ0232+2017 " , 38.20192 , 20.28783 , "152.94" , "-36.61" , "0.139 " , 14 , "BL Lac" , 82 , 0 , 5.63 , ". " , "g " , ". " , 0 , 0 , 0.113 , "1ES0229+200 "
329 , "BZBJ0233+3442 " , 38.33508 , 34.715 , "145.63" , "-23.63" , "0.458 " , 18.3 , "BL Lac Candidate" , 188 , 0 , 0.4 , ". " , ". " , ". " , 0 , 0 , 0.556 , "IPC0230+3429 "
330 , "BZQJ0229-7847 " , 37.39563 , -78.796 , "297.11" , "-37.21" , "1.07 " , 18.8 , "QSO RLoud flat radio sp." , 352 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.744 , "PKS 0230-790 "
331 , "BZBJ0235-2938 " , 38.90292 , -29.64544 , "225.36" , "-67" , "0 " , 19 , "BL Lac" , 5 , 0 , 1.59 , ". " , ". " , ". " , 0 , 0 , 0.365 , "1RXS J023536.7-2"
332 , "BZQJ0236-2953 " , 39.12983 , -29.89881 , "226.01" , "-66.81" , "2.102 " , 18.2 , "QSO RLoud flat radio sp." , 313 , 0 , 0.22 , ". " , ". " , ". " , 0 , 0 , 0.678 , "PKS 0234-301 "
333 , "BZQJ0237+0526 " , 39.3085 , 5.44722 , "165.01" , "-48.59" , "0.561 " , 18.6 , "QSO RLoud flat radio sp." , 177 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.637 , "CRATESJ023714+05"
334 , "BZQJ0237+2848 " , 39.46837 , 28.8025 , "149.46" , "-28.53" , "1.213 " , 18.8 , "QSO RLoud flat radio sp." , 2197 , 1059.1 , 0.58 , ". " , ". " , ". " , 3e-9 , 2.16 , 0.859 , "4C28.07 "
335 , "BZBJ0237-3603 " , 39.39158 , -36.05756 , "241.17" , "-65.8" , "0 " , 16.3 , "BL Lac Candidate" , 26 , 0 , 2.31 , ". " , ". " , ". " , 5.37e-10 , 1.56 , 0.245 , "1RXS J023733.9-3"
336 , "BZQJ0236-6136 " , 39.22179 , -61.60422 , "283.19" , "-51.3" , "0.465 " , 17.6 , "QSO RLoud flat radio sp." , 571 , 426.5 , 0.73 , ". " , ". " , "s " , 2.09e-9 , 2.33 , 0.622 , "PKS 0235-618 "
337 , "BZBJ0238-0924 " , 39.55696 , -9.40875 , "182.88" , "-59.2" , "0.419 " , 18.9 , "BL Lac" , 4 , 0 , 0.36 , ". " , ". " , ". " , 0 , 0 , 0.353 , "1RXS J023812.9-0"
338 , "BZBJ0238+1636 " , 39.66221 , 16.61647 , "156.77" , "-39.11" , "0.94 " , 18.5 , "BL Lac" , 1941 , 1237.2 , 1.24 , ". " , ". " , ". " , 1.43e-8 , 2.02 , 0.75 , "PKS0235+164 "
339 , "BZBJ0238-3116 " , 39.63533 , -31.28283 , "229.45" , "-66.33" , "0 " , 15.5 , "BL Lac Candidate" , 71 , 0 , 5.14 , ". " , "g " , ". " , 7.31e-10 , 1.85 , 0.269 , "1RXS J023832.6-3"
340 , "BZBJ0238-1258 " , 39.7055 , -12.98031 , "188.86" , "-61.19" , "0.195 " , 14 , "BL Lac Candidate" , 76 , 0 , 1.22 , ". " , "g " , ". " , 0 , 0 , 0.153 , "1RXS J023849.8-1"
341 , "BZQJ0240+4216 " , 40.02188 , 42.27292 , "143.52" , "-16.22" , "1.7 " , 18.3 , "QSO RLoud flat radio sp." , 64 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.527 , "GB6J0240+4216 "
342 , "BZQJ0239-0234 " , 39.93946 , -2.57803 , "174.13" , "-54.31" , "1.116 " , 19.7 , "QSO RLoud flat radio sp." , 304 , 662.2 , 0.52 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0237-027 "
343 , "BZQJ0239+0416 " , 39.96358 , 4.27261 , "166.89" , "-49.12" , "0.978 " , 17.8 , "QSO RLoud flat radio sp." , 890 , 0 , 0.47 , ". " , ". " , ". " , 0 , 0 , 0.72 , "PKS 0237+040 "
344 , "BZQJ0240+1848 " , 40.17842 , 18.80003 , "155.87" , "-36.99" , "1.297 " , 19 , "QSO RLoud flat radio sp." , 497 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.736 , "TEX 0237+185 "
345 , "BZBJ0240-0504 " , 40.23404 , -5.07839 , "177.6" , "-55.86" , "0 " , 18.7 , "BL Lac" , 237 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS0238-052 "
346 , "BZBJ0243+7120 " , 40.87867 , 71.33831 , "131.72" , "10.4" , "0 " , 18.4 , "BL Lac" , 211 , 0 , 0 , ". " , ". " , ". " , 8.02e-10 , 1.9 , 0.484 , "S50238+711 "
347 , "BZQJ0242+2653 " , 40.58679 , 26.89381 , "151.48" , "-29.76" , "1.851 " , 19.8 , "QSO RLoud flat radio sp." , 65 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.634 , "GB6B0239+2640 "
348 , "BZUJ0242+1742 " , 40.60113 , 17.71633 , "157.01" , "-37.71" , "0.551 " , 21.3 , "Blazar Uncertain type" , 187 , 0 , 0 , ". " , "B " , ". " , 0 , 0 , 0.778 , "GB6J0242+1743 "
349 , "BZQJ0242+1101 " , 40.62154 , 11.01686 , "161.85" , "-43.31" , "2.68 " , 19.6 , "QSO RLoud flat radio sp." , 1664 , 667.8 , 0 , ". " , ". " , ". " , 0 , 0 , 0.878 , "PKS 0239+108 "
350 , "BZBJ0243+0046 " , 40.76221 , 0.77425 , "171.36" , "-51.29" , "0.409 " , 18.7 , "BL Lac" , 30 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.491 , "FIRSTJ02430+0046"
351 , "BZQJ0243-0550 " , 40.80196 , -5.84869 , "179.3" , "-55.96" , "1.805 " , 19.3 , "QSO RLoud flat radio sp." , 562 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0240-060 "
352 , "BZQJ0245+2405 " , 41.32029 , 24.09311 , "153.74" , "-31.88" , "2.243 " , 18.8 , "QSO RLoud flat radio sp." , 458 , 0 , 0 , ". " , ". " , ". " , 9e-10 , 2.54 , 0.707 , "GC0242+23 "
353 , "BZUJ0245+1047 " , 41.30617 , 10.78967 , "162.78" , "-43.11" , "0.077 " , 12 , "Blazar Uncertain type" , 420 , 0 , 0.51 , ". " , "g " , ". " , 0 , 0 , 0.075 , "1WGA J0245.2+104"
354 , "BZBJ0244-5819 " , 41.16796 , -58.33183 , "278.44" , "-53.08" , "0.265 " , 16.1 , "BL Lac Candidate" , 90 , 0 , 7.26 , ". " , ". " , "s " , 0 , 0 , 0.326 , "1RXS J024439.8-5"
355 , "BZQJ0246+1823 " , 41.54925 , 18.39169 , "157.53" , "-36.66" , "3.59 " , 19.5 , "QSO RLoud flat radio sp." , 217 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.688 , "GB6B0243+1811 "
356 , "BZQJ0246-4651 " , 41.5 , -46.85511 , "261.82" , "-60.1" , "1.385 " , 17.9 , "QSO RLoud flat radio sp." , 1498 , 569.2 , 0.42 , ". " , ". " , "s " , 4.18e-9 , 2.43 , 0.722 , "PKS 0244-470 "
357 , "BZQJ0246-1236 " , 41.74363 , -12.60856 , "190.41" , "-59.32" , "2.201 " , 17.9 , "QSO RLoud flat radio sp." , 403 , 0 , 0.43 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0244-128 "
358 , "BZBJ0248-1631 " , 42.03221 , -16.52956 , "197.55" , "-61.02" , "0 " , 19.3 , "BL Lac" , 520 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.83 , "PKS 0245-167 "
359 , "BZQJ0249+0619 " , 42.32508 , 6.33108 , "167.7" , "-46.05" , "1.881 " , 17.9 , "QSO RLoud flat radio sp." , 498 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.658 , "GB6B0246+0607 "
360 , "BZUJ0250+1712 " , 42.65817 , 17.20247 , "159.44" , "-37.08" , "1.1 " , 15.7 , "Blazar Uncertain type" , 64 , 0 , 1.64 , ". " , ". " , ". " , 7.3e-10 , 1.84 , 0.211 , "1RXS J025038.8+1"
361 , "BZBJ0250-2129 " , 42.57863 , -21.49381 , "207.67" , "-62.41" , "0.498 " , 19 , "BL Lac Candidate" , 4 , 0 , 2.46 , ". " , ". " , ". " , 0 , 0 , 0.284 , "1RXS J025018.2-2"
362 , "BZQJ0251+4315 " , 42.89392 , 43.25439 , "145.04" , "-14.4" , "1.31 " , 15.5 , "QSO RLoud flat radio sp." , 1225 , 0 , 0.29 , ". " , "p " , ". " , 0 , 0 , 0.535 , "S4 0248+43 "
363 , "BZQJ0251+3734 " , 42.99654 , 37.57169 , "147.88" , "-19.39" , "1.818 " , 19.7 , "QSO RLoud flat radio sp." , 83 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.653 , "CRATESJ025156+37"
364 , "BZQJ0251-6000 " , 42.85933 , -60.00175 , "279.37" , "-51.29" , "1.373 " , 19.3 , "QSO RLoud flat radio sp." , 263 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.729 , "PKS 0250-602 "
365 , "BZQJ0253+5102 " , 43.49008 , 51.049 , "141.77" , "-7.29" , "1.732 " , 19.7 , "QSO RLoud flat radio sp." , 429 , 0 , 0 , ". " , ". " , ". " , 1.45e-9 , 2.44 , 0.67 , "GB6J0253+5103 "
