_id , bzcat4_name , RA , Dec , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4GHz, Flux density143GHz , X-ray flux0.1-2.4 keV , Commenton_redshift , Comment_on_rmag , Commenton_radio_flux , Fermi flux1-100GeV, Fermi_slope , aro-aox-arx, other_name
366 , "BZQJ0252-2219 " , 43.19983 , -22.32372 , "209.74" , "-62.1" , "1.427 " , 19.8 , "QSO RLoud flat radio sp." , 443 , 331.8 , 0 , ". " , ". " , ". " , 4.39e-9 , 2.19 , -9.9 , "PKS 0250-225 "
367 , "BZBJ0253-0124 " , 43.31521 , -1.4015 , "176.7" , "-51.09" , "0 " , 18.5 , "BL Lac Candidate" , 33 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.429 , "FIRSTJ02532-0124"
368 , "BZQJ0253+0006 " , 43.33779 , 0.10044 , "175.05" , "-50.02" , "1.339 " , 22.4 , "QSO RLoud flat radio sp." , 128 , 0 , 0.08 , ". " , "V " , ". " , 0 , 0 , 0.924 , "BZQJ0253+0006 "
369 , "BZQJ0254+2343 " , 43.603 , 23.72403 , "156.06" , "-31.12" , "1.987 " , 19.8 , "QSO RLoud flat radio sp." , 58 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.61 , "GB6J0254+2343 "
370 , "BZQJ0254+3931 " , 43.67763 , 39.52631 , "147.39" , "-17.42" , "0.289 " , 16.4 , "QSO RLoud flat radio sp." , 230 , 0 , 1.23 , ". " , ". " , ". " , 0 , 0 , 0.486 , "B3 0251+39 "
371 , "BZQJ0253-5441 " , 43.37158 , -54.69761 , "272.49" , "-54.62" , "0.539 " , 17.7 , "QSO RLoud flat radio sp." , 896 , 1316.9 , 0.84 , ". " , ". " , "s " , 0 , 0 , 0.744 , "PKS0252-549 "
372 , "BZQJ0256-2137 " , 44.0535 , -21.62475 , "208.81" , "-61.14" , "1.47 " , 17.4 , "QSO RLoud flat radio sp." , 367 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.591 , "PKS 0253-218 "
373 , "BZQJ0256-3315 " , 44.1775 , -33.25592 , "233.4" , "-62.36" , "1.915 " , 20 , "QSO RLoud flat radio sp." , 180 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.782 , "PKS 0254-334 "
374 , "BZBJ0257+1847 " , 44.44008 , 18.78481 , "160.08" , "-34.82" , "0 " , 19.5 , "BL Lac Candidate" , 180 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.658 , "CRATESJ025745+18"
375 , "BZBJ0258+2030 " , 44.53046 , 20.50044 , "158.99" , "-33.36" , "0 " , 18.4 , "BL Lac Candidate" , 99 , 0 , 0.71 , ". " , ". " , ". " , 6.71e-10 , 2.19 , 0.508 , "1RXS J025806.9+2"
376 , "BZQJ0257-1212 " , 44.42083 , -12.20039 , "192.39" , "-56.89" , "1.391 " , 18.6 , "QSO RLoud flat radio sp." , 218 , 0 , 0 , ". " , ". " , ". " , 4.29e-10 , 2.39 , -9.9 , "CRATESJ025739-12"
377 , "BZQJ0258+0541 " , 44.71054 , 5.68556 , "170.88" , "-45" , "1.38 " , 19.6 , "QSO RLoud flat radio sp." , 144 , 0 , 0.08 , ". " , ". " , ". " , 0 , 0 , 0.687 , "1WGA J0258.8+054"
378 , "BZQJ0258-3909 " , 44.5585 , -39.16131 , "245.59" , "-61.06" , "3.449 " , 20.3 , "QSO RLoud flat radio sp." , 186 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.767 , "PKS0256-393 "
379 , "BZQJ0259+1925 " , 44.87354 , 19.42914 , "160.04" , "-34.06" , "0.545 " , 19 , "QSO RLoud flat radio sp." , 164 , 0 , 0.22 , ". " , ". " , ". " , 0 , 0 , 0.631 , "GB6J0259+1925 "
380 , "BZQJ0259+0747 " , 44.86283 , 7.79433 , "169.11" , "-43.31" , "0.893 " , 16.9 , "QSO RLoud flat radio sp." , 834 , 388.4 , 0.12 , ". " , ". " , ". " , 5.42e-10 , 2.39 , 0.596 , "1Jy0256+075 "
381 , "BZQJ0259-0020 " , 44.86883 , -0.33333 , "177.18" , "-49.23" , "1.995 " , 17 , "QSO RLoud flat radio sp." , 228 , 0 , 0.29 , ". " , ". " , ". " , 0 , 0 , -9.9 , "HBQS0256-00 "
382 , "BZQJ0258-5052 " , 44.66171 , -50.86803 , "266.2" , "-56.21" , "0.834 " , 21.8 , "QSO RLoud flat radio sp." , 741 , 0 , 0.25 , ". " , ". " , "s " , 0 , 0 , 0.992 , "PKS 0257-510 "
383 , "BZBJ0301+3441 " , 45.26571 , 34.68358 , "151.09" , "-21.01" , "0.246 " , 17.7 , "BL Lac" , 10 , 0 , 0.39 , ". " , ". " , ". " , 0 , 0 , 0.282 , "MS0257.9+3429 "
384 , "BZQJ0301-1812 " , 45.27808 , -18.20503 , "203.16" , "-58.89" , "1.627 " , 18.8 , "QSO RLoud flat radio sp." , 108 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.666 , "PKS 0258-184 "
385 , "BZQJ0301+0118 " , 45.34838 , 1.31 , "175.91" , "-47.74" , "1.221 " , 19.8 , "QSO RLoud flat radio sp." , 532 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.807 , "PKSB0258+011 "
386 , "BZBJ0302-0750 " , 45.64908 , -7.84081 , "187.21" , "-53.46" , "0 " , 20.3 , "BL Lac" , 8 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.527 , "BZBJ0302-0750 "
387 , "BZBJ0303+4716 " , 45.89683 , 47.27119 , "144.98" , "-9.87" , "0 " , 16.2 , "BL Lac" , 963 , 1010.7 , 0.36 , ". " , ". " , ". " , 1.32e-9 , 2.24 , 0.575 , "RXJ0303+472 "
388 , "BZBJ0303+0554 " , 45.87583 , 5.90839 , "171.88" , "-44.06" , "0.196 " , 16.3 , "BL Lac" , 30 , 0 , 3.57 , ". " , "g " , ". " , 0 , 0 , 0.244 , "1RXS J030330.0+0"
389 , "BZBJ0303-2407 " , 45.86042 , -24.12028 , "214.61" , "-60.18" , "0.26? " , 15.4 , "BL Lac" , 700 , 0 , 5.78 , "? " , "g " , ". " , 4.29e-9 , 1.94 , -9.9 , "PKS 0301-243 "
390 , "BZBJ0304-0054 " , 46.1415 , -0.90128 , "179.14" , "-48.69" , "0.511 " , 18.3 , "BL Lac" , 28 , 0 , 0.74 , ". " , ". " , ". " , 0 , 0 , 0.393 , "1RXS J030433.0-0"
391 , "BZBJ0304-2832 " , 46.06804 , -28.53831 , "223.52" , "-60.7" , "0 " , 19.8 , "BL Lac" , 8 , 0 , 3.07 , ". " , ". " , ". " , 2.82e-10 , 1.62 , 0.541 , "1RXS J030416.4-2"
392 , "BZQJ0304-2024 " , 46.11196 , -20.40189 , "207.68" , "-58.93" , "1.821 " , 20.5 , "QSO RLoud flat radio sp." , 67 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.708 , "BZQJ0304-2024 "
393 , "BZUJ0304+0002 " , 46.24571 , 0.04325 , "178.2" , "-47.97" , "0.563 " , 18.4 , "Blazar Uncertain type" , 124 , 0 , 0.33 , ". " , ". " , ". " , 0 , 0 , 0.499 , "1WGA J0304.9+000"
394 , "BZBJ0305-0607 " , 46.25229 , -6.12817 , "185.54" , "-51.96" , "0 " , 19.8 , "BL Lac" , 73 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.695 , "1FGL_J0305.0-060"
395 , "BZQJ0304-4333 " , 46.12171 , -43.55444 , "253.21" , "-58.6" , "1.945 " , 20.4 , "QSO RLoud flat radio sp." , 180 , 0 , 0.18 , ". " , ". " , "s " , 0 , 0 , 0.822 , "PKS0302-437 "
396 , "BZQJ0303-6211 " , 45.96096 , -62.19042 , "280.22" , "-48.7" , "1.351 " , 17.8 , "QSO RLoud flat radio sp." , 2455 , 986.3 , 0.53 , ". " , ". " , "s " , 9.2e-10 , 2.48 , 0.804 , "PKS0302-623 "
397 , "BZQJ0304-7007 " , 46.07596 , -70.12817 , "288.18" , "-43" , "1.115 " , 18.5 , "QSO RLoud flat radio sp." , 238 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.641 , "PKS0304-703 "
398 , "BZQJ0303-7914 " , 45.83721 , -79.24911 , "295.72" , "-35.97" , "1.115 " , 20.2 , "QSO RLoud flat radio sp." , 126 , 0 , 0 , ". " , ". " , "s " , 4.44e-10 , 2.2 , 0.765 , "2FGLJ0302.7-7919"
399 , "BZQJ0307-4857 " , 46.89246 , -48.95322 , "261.94" , "-55.92" , "0.796 " , 20.7 , "QSO RLoud flat radio sp." , 194 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.87 , "CGRaBSJ0307-4857"
400 , "BZQJ0309+1029 " , 47.26508 , 10.48786 , "169.17" , "-39.72" , "0.863 " , 19.9 , "QSO RLoud flat radio sp." , 505 , 804.6 , 0.39 , ". " , ". " , ". " , 1.4e-9 , 2.26 , 0.789 , "PKS 0306+102 "
401 , "BZBJ0310+4056 " , 47.52629 , 40.94856 , "149.3" , "-14.72" , "0.137 " , 16.4 , "BL Lac Candidate" , 30 , 0 , 0.6 , ". " , "gt " , ". " , 0 , 0 , 0.265 , "WE 0306+40W1 "
402 , "BZQJ0309-0559 " , 47.34704 , -5.989 , "186.41" , "-51" , "0.745 " , 19 , "QSO RLoud flat radio sp." , 38 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "CGRaBSJ0309-0559"
403 , "BZQJ0310+3814 " , 47.70783 , 38.24828 , "150.9" , "-16.94" , "0.816? " , 19.2 , "QSO RLoud flat radio sp." , 236 , 476.6 , 0 , "? " , ". " , ". " , 4.22e-10 , 2.25 , 0.722 , "B3 0307+38 "
404 , "BZQJ0309-6058 " , 47.48375 , -60.97753 , "278.11" , "-48.95" , "1.48 " , 18 , "QSO RLoud flat radio sp." , 992 , 501.8 , 0.29 , ". " , ". " , "s " , 5.62e-10 , 2.56 , 0.754 , "PKS0308-611 "
405 , "BZBJ0312+3615 " , 48.2095 , 36.25542 , "152.38" , "-18.41" , "0.071 " , 14.1 , "BL Lac Candidate" , 117 , 0 , 1.72 , ". " , "g " , ". " , 0 , 0 , 0.141 , "1RXS J031250.7+3"
406 , "BZUJ0313+4120 " , 48.25817 , 41.33364 , "149.57" , "-14.1" , "0.136 " , 15.9 , "Blazar Uncertain type" , 370 , 956.2 , 2.46 , ". " , "g " , ". " , 0 , 0 , 0.464 , "S40309+411 "
407 , "BZQJ0312+0133 " , 48.18167 , 1.55489 , "178.5" , "-45.53" , "0.664 " , 18.2 , "QSO RLoud flat radio sp." , 459 , 390.2 , 0 , ". " , ". " , ". " , 1.05e-9 , 2.26 , 0.704 , "PKS 0310+013 "
408 , "BZUJ0313+4115 " , 48.49017 , 41.25669 , "149.77" , "-14.07" , "0.029 " , 10.4 , "Blazar Uncertain type" , 41 , 0 , 0.35 , ". " , "g " , ". " , 0 , 0 , -0.191 , "WE 0310+41W1 "
409 , "BZQJ0312-5541 " , 48.03 , -55.693 , "271.2" , "-51.88" , "0.835 " , 18 , "QSO RLoud flat radio sp." , 288 , 0 , 0.21 , ". " , ". " , ". " , 0 , 0 , 0.652 , "1RXS J031208.2-5"
410 , "BZBJ0314+0619 " , 48.59971 , 6.33236 , "174.17" , "-41.89" , "0 " , 17.5 , "BL Lac" , 29 , 0 , 7.07 , ". " , ". " , ". " , 0 , 0 , 0.323 , "1RXS J031422.7+0"
411 , "BZBJ0314-5104 " , 48.60733 , -51.07547 , "264.33" , "-53.96" , "0 " , 18.4 , "BL Lac Candidate" , 103 , 0 , 0 , ". " , ". " , "s " , 3.66e-10 , 2.24 , 0.563 , "1FGL_J0315.6-510"
412 , "BZQJ0311-7651 " , 47.98021 , -76.86414 , "293.43" , "-37.56" , "0.223 " , 15.4 , "QSO RLoud flat radio sp." , 797 , 640.5 , 2.43 , ". " , ". " , "s " , 0 , 0 , 0.502 , "PKS0312-77 "
413 , "BZBJ0316+0904 " , 49.05296 , 9.07889 , "172.1" , "-39.59" , "0 " , 17.2 , "BL Lac" , 55 , 0 , 1.89 , ". " , ". " , ". " , 1.34e-9 , 1.81 , 0.345 , "1RXS J031611.4+0"
414 , "BZQJ0315-1031 " , 48.98754 , -10.52825 , "193.94" , "-52.2" , "1.565 " , 19.1 , "QSO RLoud flat radio sp." , 335 , 0 , 0 , ". " , ". " , ". " , 5.95e-10 , 2.18 , -9.9 , "1FGL_J0315.9-103"
415 , "BZQJ0314-6548 " , 48.59362 , -65.80717 , "283" , "-45.4" , "0.636 " , 17.6 , "QSO RLoud flat radio sp." , 354 , 0 , 0.9 , ". " , ". " , "s " , 0 , 0 , 0.612 , "MC4 0313-659 "
416 , "BZBJ0316-2607 " , 49.0625 , -26.13214 , "219.56" , "-57.74" , "0.443 " , 17 , "BL Lac" , 21 , 0 , 3.05 , ". " , ". " , ". " , 3.44e-10 , 1.87 , 0.278 , "RXJ03162-2607 "
417 , "BZBJ0316-2216 " , 49.14125 , -22.26986 , "212.62" , "-56.8" , "0.228 " , 17.3 , "BL Lac" , 4 , 0 , 1.38 , ". " , ". " , ". " , 0 , 0 , 0.228 , "1RXS J031634.6-2"
418 , "BZQJ0317-2803 " , 49.39004 , -28.05489 , "223.2" , "-57.74" , "1.166 " , 20.8 , "QSO RLoud flat radio sp." , 496 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.881 , "PKS 0315-282 "
419 , "BZUJ0319+4130 " , 49.95067 , 41.51169 , "150.57" , "-13.26" , "0.018 " , 12.3 , "Blazar Uncertain type" , 22830 , 7291.3 , 0 , ". " , "g " , ". " , 1.37e-8 , 2 , 0.575 , "NGC1275 "
420 , "BZQJ0319-1613 " , 49.77304 , -16.22972 , "202.96" , "-54.17" , "1.618 " , 19.3 , "QSO RLoud flat radio sp." , 130 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.719 , "CGRaBSJ0319-1613"
421 , "BZQJ0319+1901 " , 49.96358 , 19.02536 , "164.9" , "-31.5" , "0.296 " , 18.1 , "QSO RLoud flat radio sp." , 386 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.677 , "PKS 0317+188 "
422 , "BZBJ0319+1845 " , 49.96583 , 18.7595 , "165.1" , "-31.7" , "0.19 " , 16.9 , "BL Lac" , 21 , 0 , 8.33 , ". " , ". " , ". " , 4.21e-10 , 1.55 , 0.274 , "MS0317.0+1834 "
423 , "BZBJ0321+2326 " , 50.49971 , 23.60306 , "162.08" , "-27.6" , "0 " , 16.4 , "BL Lac" , 76 , 0 , 0.65 , ". " , ". " , ". " , 8.21e-10 , 2.09 , 0.313 , "1RXS J032159.3+2"
424 , "BZQJ0322-1335 " , 50.66021 , -13.58825 , "199.6" , "-52.25" , "1.468 " , 22 , "QSO RLoud flat radio sp." , 267 , 0 , 0.06 , ". " , "V " , ". " , 0 , 0 , 0.936 , "1WGA J0322.6-133"
425 , "BZQJ0322-5205 " , 50.53292 , -52.09333 , "264.92" , "-52.43" , "0.416 " , 17.4 , "QSO RLoud flat radio sp." , 37 , 0 , 1.62 , ". " , ". " , "s " , 0 , 0 , 0.399 , "1RXS J032208.6-5"
426 , "BZQJ0322-5042 " , 50.55175 , -50.70919 , "262.86" , "-53.03" , "0.651 " , 18.6 , "QSO RLoud flat radio sp." , 42 , 0 , 0.5 , ". " , ". " , "s " , 0 , 0 , 0.558 , "1RXS J032212.8-5"
427 , "BZBJ0323+0717 " , 50.96163 , 7.29311 , "175.47" , "-39.56" , "0 " , 19.1 , "BL Lac Candidate" , 4 , 0 , 2.07 , ". " , ". " , ". " , 0 , 0 , 0.255 , "1RXS J032350.5+0"
428 , "BZBJ0323-0111 " , 50.93175 , -1.19614 , "184.03" , "-45.24" , "0 " , 17.4 , "BL Lac" , 30 , 0 , 0.6 , ". " , ". " , ". " , 4.64e-10 , 1.49 , 0.335 , "1RXS J032342.6-0"
429 , "BZBJ0323-0108 " , 50.986 , -1.14156 , "184.02" , "-45.16" , "0.392 " , 19 , "BL Lac" , 5 , 0 , 0.69 , ". " , ". " , ". " , 4.64e-10 , 1.49 , 0.374 , "SDSSJ03239-0108 "
430 , "BZUJ0324+3410 " , 51.1715 , 34.17942 , "155.72" , "-18.76" , "0.061 " , 13.1 , "Blazar Uncertain type" , 614 , 477.1 , 3.25 , ". " , "g " , ". " , 5.56e-10 , 2.69 , 0.193 , "B2 0321+33 "
431 , "BZQJ0324-2918 " , 51.18458 , -29.30589 , "225.81" , "-56.31" , "4.63 " , 19 , "QSO RLoud flat radio sp." , 237 , 0 , 0.1 , ". " , ". " , ". " , 0 , 0 , 0.565 , "BZQJ0324-2918 "
432 , "BZQJ0325+2224 " , 51.40338 , 22.40011 , "163.66" , "-28.03" , "2.066 " , 19.4 , "QSO RLoud flat radio sp." , 525 , 746.2 , 0.96 , ". " , ". " , ". " , 1e-9 , 2.41 , 0.768 , "GB6J0325+2223 "
433 , "BZQJ0325-2140 " , 51.25333 , -21.67819 , "212.59" , "-54.75" , "2.828 " , 18.4 , "QSO RLoud flat radio sp." , 99 , 0 , 0.14 , ". " , ". " , ". " , 0 , 0 , 0.573 , "1WGA J0324.9-214"
434 , "BZQJ0325-2415 " , 51.30558 , -24.26336 , "216.98" , "-55.38" , "1.161 " , 19 , "QSO RLoud flat radio sp." , 182 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.669 , "PKS 0323-244 "
435 , "BZBJ0325-1646 " , 51.42146 , -16.77103 , "204.86" , "-52.93" , "0.291 " , 16.3 , "BL Lac Candidate" , 27 , 0 , 27.2 , ". " , ". " , ". " , 5.37e-10 , 1.97 , 0.233 , "1RXS J032540.8-1"
436 , "BZBJ0326+0225 " , 51.55821 , 2.42075 , "180.74" , "-42.44" , "0.147 " , 15.3 , "BL Lac" , 68 , 0 , 12 , ". " , "g " , ". " , 7.41e-10 , 2.06 , 0.234 , "1H 0323+022 "
437 , "BZQJ0325-5629 " , 51.34442 , -56.48467 , "270.69" , "-49.9" , "0.862 " , 17.9 , "QSO RLoud flat radio sp." , 28 , 0 , 0.13 , ". " , ". " , "s " , 4.54e-10 , 2.19 , 0.497 , "CRATESJ032516-56"
438 , "BZQJ0326-3243 " , 51.56271 , -32.7235 , "231.98" , "-56.19" , "0.699 " , 17.7 , "QSO RLoud flat radio sp." , 95 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.511 , "CGRaBSJ0326-3243"
439 , "BZQJ0327+0044 " , 51.99675 , 0.73964 , "182.87" , "-43.19" , "1.357 " , 17.4 , "QSO RLoud flat radio sp." , 195 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.534 , "SDSSpJ03279+0044"
440 , "BZQJ0327-2202 " , 51.99967 , -22.03511 , "213.52" , "-54.19" , "2.22 " , 19.2 , "QSO RLoud flat radio sp." , 641 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.809 , "PKS 0325-222 "
441 , "BZQJ0329-2357 " , 52.47533 , -23.95244 , "216.88" , "-54.26" , "0.895 " , 19.4 , "QSO RLoud flat radio sp." , 683 , 499.2 , 0 , ". " , ". " , ". " , 0 , 0 , 0.882 , "PKS0327-241 "
442 , "BZQJ0331-2524 " , 52.78721 , -25.412 , "219.43" , "-54.31" , "2.69 " , 18.2 , "QSO RLoud flat radio sp." , 320 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.663 , "PKS 0329-255 "
443 , "BZBJ0333-3619 " , 53.30083 , -36.33 , "238.28" , "-54.67" , "0.308 " , 17.9 , "BL Lac" , 14 , 0 , 0.8 , ". " , ". " , ". " , 0 , 0 , 0.367 , "MS0331.3-3629 "
444 , "BZQJ0334+0800 " , 53.72217 , 8.004 , "177.23" , "-37.09" , "1.982 " , 19.6 , "QSO RLoud flat radio sp." , 306 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.707 , "1Jy0332+078 "
445 , "BZBJ0334-3725 " , 53.56425 , -37.42881 , "240.15" , "-54.39" , "0 " , 18.4 , "BL Lac Candidate" , 222 , 406.7 , 0.09 , ". " , ". " , ". " , 2.78e-9 , 1.99 , 0.644 , "1RXS J033415.2-3"
446 , "BZBJ0334-4008 " , 53.55687 , -40.14039 , "244.76" , "-54.08" , "0 " , 17.5 , "BL Lac Candidate" , 1042 , 1410 , 0.73 , ". " , ". " , "s " , 2.87e-9 , 2.19 , 0.667 , "PKS0332-403 "
447 , "BZQJ0332-7249 " , 53.17904 , -72.81792 , "288.58" , "-39.51" , "2.739 " , 19.8 , "QSO RLoud flat radio sp." , 246 , 0 , 0 , ". " , ". " , "s " , 0 , 0 , 0.773 , "PKS0333-729 "
448 , "BZQJ0336+3218 " , 54.12546 , 32.30814 , "158.99" , "-18.77" , "1.259 " , 16.6 , "QSO RLoud flat radio sp." , 2677 , 1163.5 , 2.8 , ". " , "p " , ". " , 1.15e-9 , 2.59 , 0.655 , "NRAO 140 "
449 , "BZBJ0336-0347 " , 54.09917 , -3.79406 , "189.63" , "-44.27" , "0.159 " , 16.3 , "BL Lac Candidate" , 54 , 0 , 1.73 , ". " , ". " , ". " , 0 , 0 , 0.292 , "1RXS J033623.3-0"
450 , "BZQJ0336-1302 " , 54.146 , -13.03464 , "201.23" , "-48.97" , "1.303 " , 17.8 , "QSO RLoud flat radio sp." , 377 , 398.6 , 0.57 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS0334-131 "
451 , "BZQJ0338+3106 " , 54.50142 , 31.10269 , "160.05" , "-19.51" , "1.662 " , 22.2 , "QSO RLoud flat radio sp." , 139 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.868 , "GB6B0334+3056 "
452 , "BZQJ0336-3616 " , 54.22504 , -36.26864 , "238.11" , "-53.93" , "1.537 " , 18.7 , "QSO RLoud flat radio sp." , 501 , 313.6 , 0.31 , ". " , ". " , ". " , 0 , 0 , 0.732 , "PKS 0335-364 "
453 , "BZQJ0337-1204 " , 54.48104 , -12.06792 , "200.15" , "-48.24" , "3.442 " , 21.1 , "QSO RLoud flat radio sp." , 475 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0335-122 "
454 , "BZBJ0338-2443 " , 54.55208 , -24.73064 , "218.88" , "-52.6" , "0.251 " , 18.6 , "BL Lac" , 13 , 0 , 1.06 , ". " , ". " , ". " , 0 , 0 , 0.481 , "1WGA J0338.2-244"
455 , "BZQJ0339-0133 " , 54.75413 , -1.55489 , "187.65" , "-42.43" , "3.197 " , 18.8 , "QSO RLoud flat radio sp." , 593 , 0 , 0.18 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0336-017 "
456 , "BZQJ0339-0146 " , 54.87892 , -1.77661 , "187.99" , "-42.46" , "0.85 " , 17.1 , "QSO RLoud flat radio sp." , 2424 , 827.4 , 0.75 , ". " , ". " , ". " , 1.27e-9 , 2.48 , -9.9 , "PKS0336-019 "
457 , "BZQJ0341+3352 " , 55.29158 , 33.87267 , "158.77" , "-16.94" , "0.725 " , 20.6 , "QSO RLoud flat radio sp." , 357 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.81 , "GC0337+33 "
458 , "BZBJ0340-2119 " , 55.14838 , -21.32533 , "213.79" , "-51.19" , "0.223 " , 16.5 , "BL Lac" , 1075 , 353.6 , 0.47 , ". " , "g " , ". " , 6.63e-10 , 2.43 , 0.632 , "PKS0338-214 "
459 , "BZQJ0342+3859 " , 55.56775 , 38.98506 , "155.65" , "-12.8" , "0.945 " , 19.5 , "QSO RLoud flat radio sp." , 62 , 0 , 0 , ". " , ". " , ". " , 5.51e-10 , 2.31 , 0.564 , "1FGL_J0342.2+385"
460 , "BZUJ0343+3622 " , 55.87063 , 36.37011 , "157.53" , "-14.69" , "1.484 ? " , 20.2 , "Blazar Uncertain type" , 513 , 0 , 0 , " ? " , ". " , ". " , 0 , 0 , 0.705 , "S4 0340+36 "
461 , "BZQJ0343-2530 " , 55.83133 , -25.50483 , "220.53" , "-51.64" , "1.419 " , 18.3 , "QSO RLoud flat radio sp." , 503 , 0 , 0.15 , ". " , ". " , ". " , 0 , 0 , 0.71 , "PKS 0341-256 "
462 , "BZQJ0343-1141 " , 55.92458 , -11.69306 , "200.62" , "-46.82" , "2.259 " , 22.7 , "QSO RLoud flat radio sp." , 60 , 0 , 0.04 , ". " , ". " , ". " , 0 , 0 , 0.904 , "1WGA J0343.6-114"
463 , "BZQJ0345+1453 " , 56.27675 , 14.89711 , "173.36" , "-30.5" , "1.556 " , 20 , "QSO RLoud flat radio sp." , 317 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.75 , "GB6J0345+1453 "
464 , "BZBJ0348-1610 " , 57.16363 , -16.17161 , "207.35" , "-47.63" , "0 " , 16.2 , "BL Lac" , 437 , 650.3 , 0 , ". " , ". " , ". " , 0 , 0 , 0.555 , "PKS 0346-163 "
465 , "BZQJ0348-2749 " , 57.15892 , -27.82044 , "224.52" , "-50.91" , "0.991 " , 17.7 , "QSO RLoud flat radio sp." , 840 , 379.8 , 1.02 , ". " , ". " , ". " , 4.28e-10 , 2.32 , 0.734 , "PKS 0346-27 "
466 , "BZBJ0354+8009 " , 58.69221 , 80.158 , "130.43" , "20.07" , "0 " , 19.5 , "BL Lac Candidate" , 643 , 304.7 , 0.09 , ". " , ". " , ". " , 1.06e-9 , 2.25 , 0.72 , "S50346+800 "
467 , "BZBJ0349-1159 " , 57.34667 , -11.99083 , "201.92" , "-45.71" , "0.188 " , 17.2 , "BL Lac" , 24 , 0 , 14.28 , ". " , ". " , ". " , 0 , 0 , 0.409 , "1ES0347-121 "
468 , "BZQJ0349-2102 " , 57.49096 , -21.04658 , "214.39" , "-49.02" , "2.944 " , 19.7 , "QSO RLoud flat radio sp." , 305 , 0 , 0 , ". " , ". " , ". " , 1.86e-9 , 2.23 , 0.822 , "PKS 0347-211 "
469 , "BZQJ0351-1153 " , 57.79575 , -11.88964 , "202.07" , "-45.28" , "1.52 " , 18.2 , "QSO RLoud flat radio sp." , 503 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0348-120 "
470 , "BZBJ0351-3703 " , 57.97737 , -37.06228 , "239.24" , "-50.9" , "0.165 " , 16.4 , "BL Lac" , 35 , 0 , 1.24 , ". " , "gp " , ". " , 0 , 0 , 0.334 , "MS0350.0-3712 "
471 , "BZBJ0353-3623 " , 58.27125 , -36.38581 , "238.16" , "-50.67" , "0 " , 18.2 , "BL Lac" , 6 , 0 , 2.29 , ". " , ". " , ". " , 0 , 0 , 0.289 , "1WGA J0353.0-362"
472 , "BZQJ0354-1616 " , 58.60425 , -16.27292 , "208.26" , "-46.39" , "1.187 " , 18.5 , "QSO RLoud flat radio sp." , 244 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.681 , "PKS 0352-164 "
473 , "BZBJ0401+8153 " , 60.37408 , 81.88703 , "129.35" , "21.5" , "0.215 " , 17.2 , "BL Lac Candidate" , 13 , 0 , 1.74 , ". " , ". " , ". " , 0 , 0 , 0.221 , "1RXS J040129.1+8"
474 , "BZQJ0357+0542 " , 59.44221 , 5.70869 , "183.94" , "-34.29" , "2.164 " , 19.3 , "QSO RLoud flat radio sp." , 104 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , 0.618 , "GB6B0355+0533 "
475 , "BZQJ0357-0751 " , 59.43038 , -7.85406 , "198.21" , "-41.95" , "1.05 " , 16.4 , "QSO RLoud flat radio sp." , 354 , 0 , 0 , ". " , ". " , ". " , 0 , 0 , -9.9 , "PKS 0355-079 "
476 , "BZBJ0357-4955 " , 59.2505 , -49.93075 , "258.69" , "-48.09" , "0 " , 16.8 , "BL Lac Candidate" , 215 , 0 , 0.28 , ". " , ". " , "s " , 4.4e-10 , 1.74 , 0.428 , "PKS0355-500 "
