_id , 1whsp_name , other_name , BZcat_name , RA , Dec , WISE magnitudes , WISE mag2 , WISE mag3 , NVSS/FIRSTflux density , Redshift , Log(νpeak) , Log(peak flux) , γ-ray counterpart , Blazar type , Fermi γ-ray slope , TEV FOM, LII, BII
254 , "1WHSP J052439.76-261554" , "1RXSJ052439.5-261551" , " -- " , 81.16567 , -26.26525 , 0 , 13.3 , 0 , 20.5 , 0 , 17.3 , -12.1 , " -- " , "New blazar" , " -- " , 0.16 , "229.17" , "-29.79"
255 , "1WHSP J052643.19-180813" , " - " , " -- " , 81.67996 , -18.13717 , 0 , 13.8 , 0 , 14.5 , 0 , 15.7 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "220.67" , "-26.59"
256 , "1WHSP J053051.47-315902" , " - " , " -- " , 82.71446 , -31.98394 , 0 , 13.6 , 0 , 67.2 , 0 , 15.4 , -11.5 , " -- " , "Candidate blazar" , " -- " , 0.63 , "235.94" , "-30.11"
257 , "1WHSP J053547.36-315342" , " - " , " -- " , 83.94737 , -31.89522 , 0 , 14.9 , 0 , 5.2 , 0 , 15.5 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "236.16" , "-29.07"
258 , "1WHSP J053626.88-254748" , " - " , " -- " , 84.11204 , -25.79672 , 0 , 14.9 , 0 , 9.7 , 0 , 15.8 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "229.6" , "-27.13"
259 , "1WHSP J053629.05-334302" , "1WGAJ0536.4-3342 " , "5BZBJ0536-3343 " , 84.12108 , -33.71736 , 0 , 12.3 , 0 , 136.2 , " > 0.34" , 16.2 , -11.2 , "-- " , "Known blazar " , " -- " , 1.26 , "238.22" , "-29.41"
260 , "1WHSP J053629.85-752412" , "1RXSJ053631.5-75241 " , " -- " , 84.12438 , -75.40356 , 0 , 14.9 , 0 , 23.8 , 0 , 16.3 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "286.78" , "-30.89"
261 , "1WHSP J053645.34-255841" , " - " , " -- " , 84.18892 , -25.97819 , 0 , 14.3 , 0 , 2.7 , 0 , 15.5 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "229.82" , "-27.13"
262 , "1WHSP J053737.67-140440" , "1RXSJ053738.1-14044 " , " -- " , 84.40696 , -14.07781 , 0 , 13.3 , 0 , 10.5 , 0 , 15.8 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "217.68" , "-22.6"
263 , "1WHSP J053810.36-390842" , "1RXSJ053810.0-390839" , "5BZUJ0538-3908 " , 84.54317 , -39.14514 , 0 , 13.6 , 0 , 28.6 , " > 0.44" , 16.2 , -11.9 , "3FGL J0538.4-3909 " , "Known blazar " , "2+/-0.17" , 0.25 , "244.4" , "-30.32"
264 , "1WHSP J054357.2-553207" , "1FGL_J0543.8-5531 " , "5BZBJ0543-5532 " , 85.98837 , -55.53542 , 0 , 12.1 , 0 , 43.4 , 0.273 , 16.7 , -11 , "3FGL J0543.9-5531 " , "WISE extended" , "1.8+/-0.05" , 2 , "263.51" , "-31.48"
265 , "1WHSP J054449.19-193814" , " - " , " -- " , 86.205 , -19.63731 , 0 , 14.7 , 0 , 12.8 , 0 , 15.5 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "223.96" , "-23.18"
266 , "1WHSP J054656.76-220457" , "1WGAJ0546.9-2204 " , "5BZBJ0546-2204 " , 86.73654 , -22.08258 , 0 , 14.1 , 0 , 12.5 , 0.28 , ">15" , ">-12.2" , " -- " , "Known blazar " , " -- " , 0.13 , "226.64" , "-23.61"
267 , "1WHSP J054746.59-460709" , "1RXSJ054746.9-46070 " , " -- " , 86.94413 , -46.11942 , 0 , 14.4 , 0 , 17.7 , 0 , 15.2 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "252.7" , "-29.86"
268 , "1WHSP J054903.4-215001" , " - " , " -- " , 87.26417 , -21.83369 , 0 , 14.1 , 0 , 11.6 , 0 , 15.5 , -11.7 , " -- " , "Candidate blazar" , " -- " , 0.4 , "226.58" , "-23.07"
269 , "1WHSP J055040.56-321616" , "PKS0548-322 " , "5BZGJ0550-3216 " , 87.66904 , -32.27122 , 0 , 11.9 , 0 , 344.8 , 0.069 , 18.1 , -10.6 , "3FGL J0550.6-3217 " , "Known blazar " , "1.6+/-0.16" , 5.01 , "237.56" , "-26.15"
270 , "1WHSP J055734.3-685340" , "1RXSJ055734.3-68534 " , " -- " , 89.39292 , -68.89472 , 0 , 14.3 , 0 , 34 , 0 , 15.7 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "279.08" , "-30.01"
271 , "1WHSP J055806.42-383831" , "1WGAJ0558.1-3838 " , "5BZBJ0558-3838 " , 89.52675 , -38.64211 , 0 , 12.6 , 0 , 129.4 , 0.302 , 16.5 , -11 , "3FGL J0558.1-3838 " , "Known blazar " , "2+/-0.1" , 2 , "244.86" , "-26.43"
272 , "1WHSP J060408.6-481725" , "2FGLJ0604.2-4817 " , "5BZBJ0604-4817 " , 91.03587 , -48.29033 , 0 , 13.2 , 0 , 32.3 , " > 0.37" , 16.2 , -11.1 , "3FGL J0604.1-4817 " , "Known blazar " , "1.4+/-0.17" , 1.58 , "255.69" , "-27.51"
273 , "1WHSP J060433.79-403754" , "1RXSJ060433.1-40374 " , " -- " , 91.14083 , -40.63186 , 0 , 13.7 , 0 , 13.8 , 0 , 16.4 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "247.35" , "-25.74"
274 , "1WHSP J060714.38-251859" , "SHBLJ060714.2-25185 " , "5BZBJ0607-2518 " , 91.80992 , -25.31653 , 0 , 13.8 , 0 , 12.2 , 0.275 , 16.7 , -11.9 , " -- " , "Known blazar " , " -- " , 0.25 , "231.7" , "-20.44"
275 , "1WHSP J060736.4-742336" , "1WGAJ0607.6-7423 " , " -- " , 91.90167 , -74.39361 , 0 , 14.8 , 0 , 29.9 , 0 , "15?" , "-12.6?" , " -- " , "Candidate blazar" , " -- " , 0.05 , "285.35" , "-29"
276 , "1WHSP J061104.12+682956" , "1RXSJ061105.7+68295 " , " -- " , 92.76717 , 68.49906 , 0 , 14.9 , 0 , 8.8 , 0 , 15.9 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "145.75" , "21.53"
277 , "1WHSP J061205.13-431721" , " - " , " -- " , 93.02138 , -43.28925 , 0 , 14.3 , 0 , 23.9 , 0 , 15.6 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "250.59" , "-25.05"
278 , "1WHSP J062149.68-341149" , "SHBLJ062150.0-34114 " , "5BZBJ0621-3411 " , 95.45704 , -34.19706 , 0 , 14.4 , 0 , 12 , 0.529 , 17.7 , -11.4 , " -- " , "Known blazar " , " -- " , 0.79 , "241.76" , "-20.56"
279 , "1WHSP J062337.86-525756" , "1RXSJ062338.8-52575 " , "5BZBJ0623-5257 " , 95.90779 , -52.96556 , 0 , 13.8 , 0 , 46.4 , " > 0.44" , 15.2 , -12.4 , " -- " , "Known blazar " , " -- " , 0.08 , "261.49" , "-25.4"
280 , "1WHSP J062636.71-425805" , "2FGLJ0626.8-4258 " , " -- " , 96.65296 , -42.96833 , 0 , 13.8 , 0 , 14.1 , 0 , 15.4 , -12.2 , "3FGL J0626.6-4259 " , "Candidate blazar" , "1.7+/-0.15" , 0.13 , "251.03" , "-22.41"
281 , "1WHSP J063257.9+591541" , " - " , " -- " , 98.24125 , 59.26161 , 0 , 13.8 , 0 , 40 , 0 , 16.1 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "155.95" , "20.81"
282 , "1WHSP J064710.03-513547" , "1RXSJ064710.1-513546" , " -- " , 101.79183 , -51.59661 , 0 , 13 , 0 , 70.8 , 0 , 17 , -11.1 , "3FGL J0647.0-5134 " , "Candidate blazar" , "2.2+/-0.18" , 1.58 , "261.02" , "-21.58"
283 , "1WHSP J064827.46+711313" , " - " , " -- " , 102.11442 , 71.22044 , 0 , 14.2 , 0 , 3.9 , 0 , 15.1 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "143.79" , "25.34"
284 , "1WHSP J064850.49-694522" , "1RXSJ064850.3-694519" , " -- " , 102.21038 , -69.75628 , 0 , 13.7 , 0 , 40.6 , 0 , 17.1 , -11.8 , " -- " , "Candidate blazar" , " -- " , 0.32 , "280.38" , "-25.56"
285 , "1WHSP J065133.6-632233" , " - " , " -- " , 102.89004 , -63.37611 , 0 , 14.4 , 0 , 14.9 , 0 , 15.6 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "273.54" , "-24.05"
286 , "1WHSP J065932.92-674350" , "1RXSJ065933.5-67435 " , " -- " , 104.88717 , -67.73058 , 0 , 14.3 , 0 , 25.2 , 0 , 16.4 , -12.1 , " -- " , "Candidate blazar" , " -- " , 0.16 , "278.39" , "-24.21"
287 , "1WHSP J070106.04-562822" , "1RXSJ070106.5-56282 " , " -- " , 105.27517 , -56.473 , 0 , 14.2 , 0 , 15.6 , 0 , 15.5 , -11.9 , " -- " , "Candidate blazar" , " -- " , 0.25 , "266.67" , "-21.07"
288 , "1WHSP J071030.05+590820" , "EXO0706.1+5913 " , "5BZBJ0710+5908 " , 107.62521 , 59.13903 , 0 , 12.1 , 0 , 159.3 , 0.12 , 18 , -10.7 , "3FGL J0710.3+5908 " , "WISE extended" , "1.7+/-0.09" , 3.98 , "157.4" , "25.42"
289 , "1WHSP J071218.89+571948" , "RXSJ07123+5719 " , "5BZBJ0712+5719 " , 108.07871 , 57.33014 , 0 , 15.1 , 0 , 8 , 0 , 17.8 , -12.1 , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.16 , "159.42" , "25.31"
290 , "1WHSP J071908.6-705403" , "1RXSJ071910.3-70541 " , " -- " , 109.78587 , -70.90097 , 0 , 13.9 , 0 , 20.9 , 0 , 16.6 , -12.6 , " -- " , "Candidate blazar" , " -- " , 0.05 , "282.21" , "-23.32"
291 , "1WHSP J071959.86+632228" , " - " , " -- " , 109.99942 , 63.37453 , 0 , 14.9 , 0 , 49.9 , 0 , 15.2 , -12.7 , " -- " , "Candidate blazar" , " -- " , 0.04 , "152.93" , "27.2"
292 , "1WHSP J072314.03+584120" , "RXSJ07232+5841 " , "5BZBJ0723+5841 " , 110.8085 , 58.68908 , 0 , 13.9 , 0 , 16.8 , 0 , 16.8 , -12.2 , "1FGL_J0722.3+5837 " , "Known blazar " , "2.2+/-0.25" , 0.13 , "158.2" , "26.97"
293 , "1WHSP J072659.52+373423" , "BZBJ0726+3734 " , "5BZBJ0726+3734 " , 111.74804 , 37.57308 , 0 , 14.2 , 0 , 10.9 , " > 0.57" , 15.1 , -12.3 , " -- " , "Known blazar " , " -- " , 0.1 , "181.06" , "22.77"
294 , "1WHSP J073026.05+330722" , "1RXSJ073026.0+330727" , "5BZBJ0730+3307 " , 112.60858 , 33.12303 , 0 , 12.2 , 0 , 9.3 , 0.11 , 15.5 , -11.5 , "3FGL J0730.5+3307 " , "Known blazar " , "2.1+/-0.12" , 0.63 , "185.87" , "22.04"
295 , "1WHSP J073049.51-660218" , "1RXSJ073048.2-660212" , " -- " , 112.70633 , -66.03858 , 0 , 12 , 0 , 81.3 , "0.1?" , 15.5 , -11.4 , "3FGL J0730.5-6606 " , "WISE extended" , "1.8+/-0.13" , 0.79 , "277.59" , "-20.79"
296 , "1WHSP J073326.79+515355" , "PGC2402248 " , " -- " , 113.36163 , 51.89886 , 0 , 12 , 0 , 25 , 0 , 17.9 , -11.1 , "3FGL J0733.5+5153 " , "Candidate blazar" , "1.7+/-0.17" , 1.58 , "166" , "27.31"
297 , "1WHSP J073329.57+351542" , "1RXSJ073329.3+351546" , "5BZBJ0733+3515 " , 113.37321 , 35.26189 , 0 , 12.9 , 0 , 102.4 , 0.177 , 16.4 , -11.8 , " -- " , "Known blazar " , " -- " , 0.32 , "183.88" , "23.31"
298 , "1WHSP J074029.86+284850" , " - " , " -- " , 115.12442 , 28.81403 , 0 , 14.6 , 0 , 7.5 , 0 , 15.2 , -12.8 , " -- " , "Candidate blazar" , " -- " , 0.03 , "191.03" , "22.67"
299 , "1WHSP J074405.36+743358" , "SHBLJ074405.6+74335 " , "5BZBJ0744+7433 " , 116.02237 , 74.56617 , 0 , 12.7 , 0 , 23.4 , 0.314 , 16.7 , -11.2 , "3FGL J0744.3+7434 " , "Known blazar " , "2+/-0.11" , 1.26 , "140.26" , "29.57"
300 , "1WHSP J074716.24+851208" , "1RXSJ074707.6+85121 " , " -- " , 116.81767 , 85.20244 , 0 , 13.7 , 0 , 11.4 , 0 , 16.8 , -11.9 , "3FGL J0746.9+8511 " , "Candidate blazar" , "1.8+/-0.13" , 0.25 , "128.21" , "28.18"
301 , "1WHSP J074735.74+612603" , " - " , " -- " , 116.89892 , 61.43419 , 0 , 13.9 , 0 , 1.5 , 0 , 15.5 , -11.8 , " -- " , "Candidate blazar" , " -- " , 0.32 , "155.41" , "30.24"
302 , "1WHSP J074929.56+745144" , "RXSJ07494+7451 " , "5BZBJ0749+7451 " , 117.37317 , 74.86242 , 0 , 13.6 , 0 , 44.9 , "0.607?" , 16.1 , -11.9 , " -- " , "Known blazar " , " -- " , 0.25 , "139.88" , "29.89"
303 , "1WHSP J075109.58+291335" , "BZBJ0751+2913 " , "5BZGJ0751+2913 " , 117.78992 , 29.22661 , 0 , 13.9 , 0 , 11.8 , 0.185 , ">15" , ">-12.7" , " -- " , "Known blazar " , " -- " , 0.04 , "191.44" , "25"
304 , "1WHSP J075125.07+173051" , "1WGAJ0751.4+1730 " , "5BZGJ0751+1730 " , 117.8545 , 17.51417 , 0 , 13.3 , 0 , 10.5 , 0.185 , 17.4 , -12 , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.2 , "203.36" , "20.9"
305 , "1WHSP J075329.53+535111" , " - " , " -- " , 118.37308 , 53.85325 , 0 , 13.1 , 0 , 42.4 , 0 , 15.5 , -11.6 , "-- " , "Candidate blazar" , " -- " , 0.5 , "164.24" , "30.57"
306 , "1WHSP J075722.78+182929" , " - " , " -- " , 119.34492 , 18.49153 , 0 , 14.4 , 0 , 3.2 , 0.26 , "17.7?" , "-12.4?" , " -- " , "New blazar" , " -- " , 0.08 , "202.98" , "22.59"
307 , "1WHSP J075936.13+132117" , "1RXSJ075936.1+132123" , " -- " , 119.90058 , 13.35494 , 0 , 14.5 , 0 , 5.2 , 0 , ">17" , ">-11.7" , " -- " , "Candidate blazar" , " -- " , 0.4 , "208.28" , "21.04"
308 , "1WHSP J075952.78+805604" , " - " , " -- " , 119.96992 , 80.9345 , 0 , 13.8 , 0 , 12.1 , 0 , 15.4 , -11.9 , " -- " , "Candidate blazar" , " -- " , 0.25 , "132.88" , "29.44"
309 , "1WHSP J080004.08+621015" , "RXSJ08001+6210 " , "5BZBJ0800+6210 " , 120.01704 , 62.17089 , 0 , 14.7 , 0 , 5.2 , 0 , ">15" , ">-12.4" , " -- " , "Known blazar " , " -- " , 0.08 , "154.56" , "31.72"
310 , "1WHSP J080015.53+561107" , " - " , " -- " , 120.06471 , 56.18547 , 0 , 13.6 , 0 , 9.6 , 0 , 15.5 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "161.59" , "31.69"
311 , "1WHSP J080102.14+644449" , "RXSJ08010+6444 " , "5BZBJ0801+6444 " , 120.25892 , 64.74711 , 0 , 14.1 , 0 , 12.9 , "0.2?" , 16 , -12.1 , " -- " , "Known blazar " , " -- " , 0.16 , "151.52" , "31.73"
312 , "1WHSP J080135.99+463824" , " - " , " -- " , 120.39996 , 46.64014 , 0 , 14.6 , 0 , 3.1 , 0.369 , 15.8 , -11.7 , " -- " , "New blazar" , " -- " , 0.4 , "172.75" , "31.04"
313 , "1WHSP J080212.48+554353" , " - " , " -- " , 120.552 , 55.73144 , 0 , 14.8 , 0 , 26.5 , 0 , 15.2 , -12.7 , " -- " , "Candidate blazar" , " -- " , 0.04 , "162.14" , "31.94"
314 , "1WHSP J080508.94+685600" , "1RXSJ080507.8+68555 " , " -- " , 121.28729 , 68.93361 , 0 , 13.8 , 0 , 22.7 , 0 , 15.5 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "146.58" , "31.77"
315 , "1WHSP J080526.63+753424" , "1FGL_J0804.7+7534 " , "5BZBJ0805+7534 " , 121.36096 , 75.57358 , 0 , 12 , 0 , 52.7 , 0.12 , 16.3 , -11.1 , "3FGL J0805.4+7534 " , "WISE extended" , "1.9+/-0.05" , 1.58 , "138.89" , "30.79"
316 , "1WHSP J080625.92+593106" , "SBS0802+596 " , "5BZBJ0806+5931 " , 121.608 , 59.51861 , 0 , 12.6 , 0 , 61.1 , "0.3?" , 16.5 , -11.8 , "3FGL J0806.6+5933 " , "Known blazar " , "1.9+/-0.15" , 0.32 , "157.67" , "32.55"
317 , "1WHSP J080938.9+345537" , "1RXSJ080938.5+345544" , "5BZGJ0809+3455 " , 122.41212 , 34.92703 , 0 , 12.2 , 0 , 223.5 , 0.083 , 16.9 , -11.6 , "3FGL J0809.6+3456 " , "Known blazar " , "1.7+/-0.13" , 0.5 , "186.47" , "30.35"
318 , "1WHSP J080949.19+521858" , "BZBJ0809+5218 " , "5BZBJ0809+5218 " , 122.45496 , 52.31619 , 0 , 10.9 , 0 , 182.9 , 0.137 , 15.9 , -10.8 , "3FGL J0809.8+5218 " , "Known blazar " , "1.9+/-0.02" , 3.16 , "166.24" , "32.91"
319 , "1WHSP J081222.45+382753" , "1RXSJ081222.1+38275 " , " -- " , 123.09358 , 38.46492 , 0 , 13.9 , 0 , 34.9 , 0 , 15.4 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "182.58" , "31.64"
320 , "1WHSP J081231.25+282056" , "1WGAJ0812.5+2821 " , " -- " , 123.13025 , 28.34897 , 0 , 14.3 , 0 , 3.8 , 0 , 15.4 , -12.3 , " -- " , "New blazar" , " -- " , 0.1 , "193.97" , "29.2"
321 , "1WHSP J081240.84+650911" , "2FGLJ0812.6+6511 " , "5BZBJ0812+6509 " , 123.17017 , 65.15308 , 0 , 13.3 , 0 , 31 , 0 , 16.2 , -11.9 , "3FGL J0813.3+6509 " , "Known blazar " , "2.2+/-0.23" , 0.25 , "150.93" , "32.92"
322 , "1WHSP J081343.56-754758" , "1RXSJ081343.4-75480 " , " -- " , 123.4315 , -75.79967 , 0 , 13.8 , 0 , 21.5 , 0 , 15.6 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "288.64" , "-21.43"
323 , "1WHSP J082253.2+701357" , "GB6J0822+7014 " , " -- " , 125.72167 , 70.23267 , 0 , 12.8 , 0 , 112.8 , 0 , 15.6 , -11.9 , " -- " , "Candidate blazar" , " -- " , 0.25 , "144.77" , "33.09"
324 , "1WHSP J082320.54+112551" , "SDSSJ082320.56+11255" , "5BZBJ0823+1125 " , 125.83562 , 11.43092 , 0 , 14.1 , 0 , 10.2 , " > 0.441" , 17.6 , -12.4 , " -- " , "Known blazar " , " -- " , 0.08 , "212.81" , "25.52"
325 , "1WHSP J082406.53+613619" , "RXSJ08241+6136 " , " -- " , 126.02721 , 61.60542 , 0 , 12.7 , 0 , 22.8 , 0 , 15.2 , -11.9 , " -- " , "Candidate blazar" , " -- " , 0.25 , "155" , "34.58"
326 , "1WHSP J082427.87+624937" , "1RXSJ082426.8+62493 " , " -- " , 126.11613 , 62.82722 , 0 , 14.4 , 0 , 5.7 , 0 , 15.6 , -12 , " -- " , "Candidate blazar" , " -- " , 0.2 , "153.52" , "34.48"
327 , "1WHSP J082555.27+401332" , " - " , " -- " , 126.48033 , 40.22575 , 0 , 14.2 , 0 , 26.9 , 0 , 16.1 , -12.4 , " -- " , "Candidate blazar" , " -- " , 0.08 , "181.04" , "34.52"
328 , "1WHSP J082814.21+415351" , "GB6B0824+4203 " , "5BZGJ0828+4153 " , 127.05925 , 41.89769 , 0 , 13.2 , 0 , 91.1 , 0.225 , 16.6 , -12.2 , " -- " , "Known blazar " , " -- " , 0.13 , "179.09" , "35.17"
329 , "1WHSP J082904.82+175415" , "CRATESJ082905+175410" , "5BZGJ0829+1754 " , 127.27012 , 17.90442 , 0 , 12.5 , 0 , 336.3 , 0.089 , 15.8 , -11.8 , " -- " , "WISE extended" , " -- " , 0.32 , "206.72" , "29.35"
330 , "1WHSP J083010.91+523027" , "1RXSJ083010.5+523031" , " -- " , 127.5455 , 52.50756 , 0 , 13.7 , 0 , 5.4 , 0.205 , 16.8 , -12.4 , " -- " , "New blazar" , " -- " , 0.08 , "166.06" , "36.01"
331 , "1WHSP J083251.46+330011" , "SHBLJ083251.9+33001 " , "5BZBJ0832+3300 " , 128.21442 , 33.00306 , 0 , 14.8 , 0 , 4.5 , 0.672 , ">18" , ">-12" , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.2 , "189.97" , "34.61"
332 , "1WHSP J083417.58+182501" , "SDSSJ083417.58+18250" , "5BZBJ0834+1825 " , 128.57325 , 18.41711 , 0 , 14.3 , 0 , 20.4 , 0.33 , 15 , -12.5 , " -- " , "Known blazar " , " -- " , 0.06 , "206.69" , "30.69"
333 , "1WHSP J083724.62+145820" , "GB6J0837+1458 " , "5BZBJ0837+1458 " , 129.35262 , 14.97239 , 0 , 12.6 , 0 , 54.3 , 0.278 , 16.7 , -11 , " -- " , "Known blazar " , " -- " , 2 , "210.71" , "30.08"
334 , "1WHSP J083918.74+361855" , "SDSSJ083918.74+36185" , "5BZBJ0839+3618 " , 129.82812 , 36.31547 , 0 , 14.5 , 0 , 9.1 , 0.335 , 15.4 , -12.4 , " -- " , "Known blazar " , " -- " , 0.08 , "186.28" , "36.53"
335 , "1WHSP J083952.68-054547" , " - " , " -- " , 129.96954 , -5.76311 , 0 , 14.7 , 0 , 5.3 , 0 , 15.6 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "231.41" , "20.96"
336 , "1WHSP J083955.11+121702" , "1RXSJ083954.7+121711" , " -- " , 129.97963 , 12.28414 , 0 , 13.8 , 0 , 18.2 , "0.33?" , 15.8 , -11.7 , " -- " , "New blazar" , " -- " , 0.4 , "213.83" , "29.56"
337 , "1WHSP J084712.93+113350" , "SHBLJ084713.3+11334 " , "5BZBJ0847+1133 " , 131.80388 , 11.56394 , 0 , 12.9 , 0 , 33.3 , 0.198 , 18.1 , -11.2 , "3FGL J0847.1+1134 " , "Known blazar " , "1.7+/-0.11" , 1.26 , "215.45" , "30.88"
338 , "1WHSP J084827.98+811147" , "BZBJ0848+8111 " , "5BZGJ0848+8111 " , 132.11662 , 81.19653 , 0 , 13.2 , 0 , 13 , 0.175 , ">15" , ">-12.2" , " -- " , "Known blazar " , " -- " , 0.13 , "131.9" , "31.14"
339 , "1WHSP J085102.97+054905" , "ROXAJ085102.9+054905" , "5BZBJ0851+0549 " , 132.76238 , 5.81833 , 0 , 14.4 , 0 , 7.4 , 0.48 , 15.8 , -12.3 , " -- " , "Known blazar " , " -- " , 0.1 , "221.89" , "29.18"
340 , "1WHSP J085514.52+183001" , " - " , " -- " , 133.81054 , 18.50039 , 0 , 13.9 , 0 , 39.8 , 0.269 , 15.5 , -12.1 , " -- " , "New blazar" , " -- " , 0.16 , "208.71" , "35.36"
341 , "1WHSP J085749.8+013530" , "GB6J0857+0135 " , "5BZBJ0857+0135 " , 134.45754 , 1.59172 , 0 , 12.7 , 0 , 89.1 , 0.281 , 15.4 , -11.9 , " -- " , "Known blazar " , " -- " , 0.25 , "227.04" , "28.6"
342 , "1WHSP J085834.32-071839" , " - " , " -- " , 134.643 , -7.31111 , 0 , 14.7 , 0 , 4.6 , 0 , 15.5 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "235.56" , "24.01"
343 , "1WHSP J085910.26+834500" , "RXSJ08591+8345 " , "5BZBJ0859+8345 " , 134.79279 , 83.75006 , 0 , 14.5 , 0 , 10.3 , 0.33 , ">17" , ">-11.9" , " -- " , "Known blazar " , " -- " , 0.25 , "129.07" , "30.3"
344 , "1WHSP J085920.56+004712" , "1RXSJ085920.6+004716" , "5BZBJ0859+0047 " , 134.83567 , 0.78669 , 0 , 14.1 , 0 , 39.1 , "0.57?" , 16.3 , -12.1 , " -- " , "Known blazar " , " -- " , 0.16 , "228.05" , "28.52"
345 , "1WHSP J085930.62+621730" , "1RXSJ085930.5+621737" , "5BZBJ0859+6217 " , 134.87762 , 62.29178 , 0 , 13.8 , 0 , 22.2 , 0 , 16 , -12.3 , "3FGL J0859.1+6219 " , "Known blazar " , "2.4+/-0.13" , 0.1 , "153.2" , "38.54"
346 , "1WHSP J090416.81+725945" , "1RXSJ090415.8+725947" , " -- " , 136.07008 , 72.99603 , 0 , 13.4 , 0 , 14.5 , 0 , "16.8?" , "-12.3?" , " -- " , "Candidate blazar" , " -- " , 0.1 , "140.38" , "35.35"
347 , "1WHSP J090809.13-072708" , " - " , " -- " , 137.03808 , -7.4525 , 0 , 13.4 , 0 , 10.5 , 0 , 16 , -12.3 , " -- " , "Candidate blazar" , " -- " , 0.1 , "237.17" , "25.88"
348 , "1WHSP J090900.62+231112" , "RXSJ09090+2311 " , "5BZBJ0909+2311 " , 137.25262 , 23.18692 , 0 , 12.7 , 0 , 47.4 , 0.223 , 15.2 , -11.9 , "3FGL J0909.0+2310 " , "Known blazar " , "1.7+/-0.12" , 0.25 , "204.41" , "39.91"
349 , "1WHSP J090953.28+310603" , "SDSSJ090953.28+31060" , "5BZBJ0909+3106 " , 137.472 , 31.10086 , 0 , 12.9 , 0 , 195.6 , 0.272 , 16.6 , -11.7 , " -- " , "Known blazar " , " -- " , 0.4 , "194.27" , "41.94"
350 , "1WHSP J091230.6+155527" , "1RXSJ091230.8+155531" , "5BZGJ0912+1555 " , 138.12754 , 15.92439 , 0 , 12.1 , 0 , 29.6 , 0.212 , 16.9 , -11.9 , "3FGL J0912.7+1556 " , "Known blazar " , "1.4+/-0.23" , 0.25 , "213.58" , "38.26"
351 , "1WHSP J091322.37+813305" , "RXSJ09133+8133 " , "5BZBJ0913+8133 " , 138.34321 , 81.55139 , 0 , 14.7 , 0 , 5.1 , "0.638?" , ">17" , ">-12" , " -- " , "Sedentary but not 1WHSP" , " -- " , 0.2 , "131.02" , "31.8"
352 , "1WHSP J091552.39+293324" , "1RXSJ091552.2+293335" , "5BZBJ0915+2933 " , 138.96833 , 29.55667 , 0 , 11.4 , 0 , 342.1 , " > 0.19" , 15.8 , -10.9 , "3FGL J0915.8+2933 " , "Known blazar " , "1.9+/-0.04" , 2.51 , "196.65" , "42.93"
353 , "1WHSP J091651.94+523828" , "ROXAJ091650.9+523833" , "5BZGJ0916+5238 " , 139.21642 , 52.64119 , 0 , 12.8 , 0 , 139 , 0.19 , 15.9 , -11.7 , " -- " , "Known blazar " , " -- " , 0.4 , "164.89" , "43.04"
354 , "1WHSP J092252.01+755403" , "1RXSJ092251.2+755408" , " -- " , 140.71671 , 75.90089 , 0 , 14.3 , 0 , 7.9 , 0 , 16.6 , -12.5 , " -- " , "Candidate blazar" , " -- " , 0.06 , "136.53" , "35.12"
355 , "1WHSP J092339.07+052649" , " - " , " -- " , 140.91283 , 5.447 , 0 , 14.3 , 0 , 18.4 , 0 , 15.4 , -12.2 , " -- " , "Candidate blazar" , " -- " , 0.13 , "226.92" , "36.11"
356 , "1WHSP J092401.04+053345" , "SHBLJ092401.1+05335 " , "5BZBJ0924+0533 " , 141.00437 , 5.56258 , 0 , 14 , 0 , 7.6 , 0.57 , 16.8 , -11.9 , "3FGL J0924.2+0534 " , "Known blazar " , "2.4+/-0.12" , 0.25 , "226.85" , "36.24"
