other_name, _id , uhecr_name , Energy , Elevation , RA, Dec , Galactic_Longitude, Galactic_Latitude , MJD , DATE
---,259 , AUGER , 70 , 36.2 , 110.2 , -0.9 , 217.09 , 6.11 , 54583 , 2008-04-27
---,260 , AUGER , 62.9 , 36.2 , 110.2 , -0.9 , 217.09 , 6.11 , 54583 , 2008-04-27
---,261 , HiRes , 37.4 , N/A , 112.20667 , -1.624 , 218.67 , 7.56 , 53649 , 2005-10-06
---,262 , HiRes , 44.1 , N/A , 112.58875 , -16.207 , 231.74 , 0.98 , 51903 , 2000-12-25
---,263 , HiRes , 22.1 , N/A , 112.995 , 55.599 , 161.84 , 27.69 , 53115 , 2004-04-20
---,264 , HiRes , 22.4 , N/A , 114.40292 , -6.678 , 224.21 , 7.11 , 51906 , 2000-12-28
---,265 , HiRes , 13.5 , N/A , 114.42792 , 73.078 , 142 , 29.22 , 53436 , 2005-03-07
---,266 , AUGER , 80 , 14.2 , 114.6 , -43 , 256.23 , -10.29 , 53676 , 2005-11-02
---,267 , HiRes , 41.4 , N/A , 114.61667 , 28.392 , 191.3 , 22.1 , 53143 , 2004-05-18
---,268 , AGASA , 40.9 , N/A , 114.75 , 32.2 , 187.44 , 23.46 , 0 , ----------
---,269 , AUGER , 74.9 , 14.2 , 114.8 , -42.8 , 256.12 , -10.07 , 53676 , 2005-11-02
---,270 , TA , 67.1 , 45.5 , 115.13 , -1.45 , 219.9 , 10.22 , 0 , ----------
---,271 , AUGER , 89.3 , 44.4 , 116 , -50.6 , 263.56 , -12.95 , 54729 , 2008-09-20
---,272 , AUGER , 99 , 44.4 , 116 , -50.6 , 263.56 , -12.95 , 54729 , 2008-09-20
---,273 , HiRes , 16.4 , N/A , 116.84 , 68.182 , 147.59 , 30.21 , 52988 , 2003-12-15
---,274 , HiRes , 36.3 , N/A , 116.845 , 17.857 , 202.62 , 20.15 , 51558 , 2000-01-15
---,275 , HiRes , 10.9 , N/A , 117.635 , 59.068 , 158.16 , 30.51 , 52904 , 2003-09-22
---,276 , AUGER , 53.1 , 45.4 , 118.1 , 8.5 , 212.15 , 17.38 , 55506 , 2010-11-06
---,277 , HiRes , 19.1 , N/A , 118.33292 , 70.517 , 144.86 , 30.6 , 51935 , 2001-01-26
---,278 , TA , 73.9 , 54.2 , 118.41 , -1.37 , 221.4 , 13.15 , 0 , ----------
---,279 , AUGER , 55 , 11.4 , 118.6 , -37.4 , 252.8 , -4.89 , 55515 , 2010-11-15
---,280 , HiRes , 10.9 , N/A , 119.375 , 5.808 , 215.26 , 17.32 , 52669 , 2003-01-30
---,281 , Yakutsk , 46 , 29.3 , 119.6 , 37.3 , 183.21 , 28.7 , 0 , ----------
---,282 , TA , 75 , 20.8 , 119.62 , 59.19 , 158.06 , 31.54 , 0 , ----------
---,283 , HiRes , 10.9 , N/A , 119.77292 , 30.093 , 191.11 , 26.91 , 51870 , 2000-11-22
---,284 , TA , 64 , 16.6 , 120.03 , 46.05 , 173.39 , 30.7 , 0 , ----------
---,285 , AUGER , 77.9 , 29.9 , 120.8 , -56.3 , 270.1 , -13.14 , 55764 , 2011-07-22
---,286 , AUGER , 68.7 , 5.1 , 121.1 , -30.6 , 248.09 , 0.43 , 55516 , 2010-11-16
---,287 , AUGER , 64.3 , 22.6 , 121.8 , -52.5 , 267.05 , -10.72 , 53877 , 2006-05-22
---,288 , HiRes , 11.9 , N/A , 122.30667 , 46.098 , 173.59 , 32.27 , 51575 , 2000-02-01
---,289 , AUGER , 55.3 , 52.7 , 122.5 , -78.5 , 291.18 , -22.79 , 55043 , 2009-07-31
---,290 , AUGER , 57 , 52.7 , 122.6 , -78.5 , 291.19 , -22.77 , 55043 , 2009-07-31
---,291 , AUGER , 74.4 , 27.2 , 122.7 , -54.7 , 269.25 , -11.4 , 54909 , 2009-03-19
---,292 , AUGER , 82 , 43.6 , 122.7 , -70.7 , 283.69 , -19.31 , 55317 , 2010-05-01
---,293 , AUGER , 84 , 27.3 , 122.9 , -54.6 , 269.23 , -11.25 , 54909 , 2009-03-19
---,294 , HiRes , 14.3 , N/A , 123 , 13.506 , 209.47 , 23.85 , 53086 , 2004-03-22
---,295 , AUGER , 85.3 , 44.9 , 123.4 , -6.2 , 228.26 , 15.14 , 56426 , 2013-05-14
---,296 , Yakutsk , 65 , 57.4 , 123.5 , 5 , 217.99 , 20.62 , 0 , ----------
---,297 , TA , 60.3 , 25.2 , 123.94 , 22.52 , 200.54 , 28.05 , 0 , ----------
---,298 , AGASA , 101 , N/A , 124.25 , 16.8 , 206.65 , 26.26 , 0 , ----------
---,299 , HiRes , 16 , N/A , 124.52375 , -21.035 , 241.71 , 8.22 , 52646 , 2003-01-07
---,300 , HiRes , 10.8 , N/A , 125.32583 , 35.431 , 186.52 , 32.78 , 53674 , 2005-10-31
---,301 , AUGER , 52 , 59.2 , 125.5 , -59.2 , 273.98 , -12.5 , 55602 , 2011-02-10
---,302 , HiRes , 18.2 , N/A , 125.68667 , 55.368 , 162.59 , 34.85 , 52399 , 2002-05-05
---,303 , AUGER , 63.1 , 47.2 , 126.4 , 5.3 , 219.13 , 23.33 , 54793 , 2008-11-23
---,304 , AUGER , 66 , 47.2 , 126.5 , 5.3 , 219.18 , 23.42 , 54793 , 2008-11-23
---,305 , Yakutsk , 73 , 16.5 , 126.6 , 63.1 , 153.16 , 34.66 , 0 , ----------
---,306 , Yakutsk , 50 , 9.2 , 128.7 , 59.6 , 157.25 , 36.12 , 0 , ----------
---,307 , TA , 57.6 , 19 , 128.77 , 44.51 , 176.02 , 36.65 , 0 , ----------
---,308 , TA , 60.5 , 49.7 , 129.28 , 29.13 , 194.81 , 34.6 , 0 , ----------
---,309 , AUGER , 52.2 , 51.7 , 129.4 , 15.2 , 210.49 , 30.21 , 55028 , 2009-07-16
---,310 , HiRes , 30.3 , N/A , 129.99667 , 18.66 , 206.99 , 32.03 , 51580 , 2000-02-06
---,311 , HiRes , 23.3 , N/A , 130.01292 , 35.853 , 186.87 , 36.6 , 53354 , 2004-12-15
---,312 , HiRes , 24.2 , N/A , 130.19875 , 59.389 , 157.38 , 36.91 , 53355 , 2004-12-16
---,313 , Yakutsk , 85 , 55.7 , 131.3 , 60.6 , 155.77 , 37.25 , 0 , ----------
---,314 , AUGER , 76.1 , 73.8 , 131.9 , -15.5 , 241.1 , 17.12 , 55452 , 2010-09-13
---,315 , AUGER , 55.9 , 72.4 , 132.8 , 12.9 , 214.5 , 32.32 , 55723 , 2011-06-11
---,316 , TA , 81.6 , 26.2 , 132.97 , 52.63 , 165.66 , 39.3 , 0 , ----------
---,317 , TA , 78.8 , 44.2 , 133.62 , 48.55 , 170.9 , 40.02 , 0 , ----------
---,318 , TA , 76.9 , 24.4 , 134.84 , 59.83 , 156.26 , 39.13 , 0 , ----------
---,319 , HiRes , 14.5 , N/A , 136.12 , 8.511 , 220.89 , 33.38 , 52974 , 2003-12-01
---,320 , HiRes , 11.4 , N/A , 136.225 , 45.624 , 174.66 , 41.93 , 52612 , 2002-12-04
---,321 , HiRes , 10.1 , N/A , 136.28792 , 41.953 , 179.6 , 42.02 , 52941 , 2003-10-29
---,322 , HiRes , 14.5 , N/A , 136.845 , 67.481 , 146.6 , 37.71 , 51634 , 2000-03-31
---,323 , TA , 68.9 , 36.1 , 137.13 , 41.5 , 180.22 , 42.64 , 0 , ----------
---,324 , AUGER , 53.6 , 41.9 , 137.3 , 6.2 , 223.99 , 33.34 , 54261 , 2007-06-10
---,325 , HiRes , 48.6 , N/A , 137.89875 , 49.949 , 168.7 , 42.67 , 51901 , 2000-12-23
---,326 , HiRes , 34.6 , N/A , 138.13792 , 25.112 , 202.26 , 41.21 , 53652 , 2005-10-09
---,327 , AUGER , 62.1 , 61.5 , 138.6 , 26.1 , 201.12 , 41.87 , 56411 , 2013-04-29
---,328 , HiRes , 14.9 , N/A , 138.68 , 12.311 , 218.05 , 37.3 , 53358 , 2004-12-19
---,329 , TA , 63.7 , 11.6 , 139.13 , 49.62 , 169 , 43.5 , 0 , ----------
---,330 , TA , 59.2 , 15.2 , 139.66 , 28.72 , 197.93 , 43.36 , 0 , ----------
---,331 , AUGER , 70.8 , 2.9 , 139.8 , -35.8 , 261.82 , 9.61 , 55782 , 2011-08-09
---,332 , HiRes , 15.1 , N/A , 140.50167 , -5.706 , 237.82 , 29.7 , 52726 , 2003-03-28
---,333 , HiRes , 11.8 , N/A , 141.52167 , 19.526 , 210.67 , 42.56 , 52668 , 2003-01-29
---,334 , HiRes , 52.2 , N/A , 141.63167 , 10.871 , 221.29 , 39.29 , 52677 , 2003-02-07
---,335 , AUGER , 54 , 54.5 , 142.3 , -13.1 , 245.68 , 26.57 , 54019 , 2006-10-11
---,336 , HiRes , 16.7 , N/A , 142.43167 , 76.252 , 135.9 , 35.28 , 52784 , 2003-05-25
---,337 , HiRes , 10.9 , N/A , 142.68292 , 19.683 , 210.96 , 43.64 , 52757 , 2003-04-28
---,338 , HiRes , 38.3 , N/A , 143.08583 , 42.232 , 179.01 , 47.05 , 53414 , 2005-02-13
---,339 , AUGER , 61 , 17.2 , 143.2 , -18.3 , 250.65 , 23.81 , 54184 , 2007-03-25
---,340 , AUGER , 60.8 , 17.5 , 143.4 , -18.1 , 250.62 , 24.09 , 54184 , 2007-03-25
---,341 , AGASA , 45.1 , N/A , 144 , 38.6 , 184.34 , 47.9 , 0 , ----------
---,342 , TA , 92.2 , 51.2 , 144.59 , 40.66 , 181.23 , 48.28 , 0 , ----------
---,343 , HiRes , 55.8 , N/A , 144.98 , 4.312 , 230.77 , 39.01 , 51873 , 2000-11-25
---,344 , HiRes , 105.7 , N/A , 145.82167 , 23.731 , 206.65 , 47.62 , 51958 , 2001-02-18
---,345 , AGASA , 41.1 , N/A , 146.75 , 23.7 , 207.02 , 48.43 , 0 , ----------
---,346 , HiRes , 24.1 , N/A , 146.82583 , -8.24 , 244.68 , 33.1 , 53379 , 2005-01-09
---,347 , HiRes , 25.7 , N/A , 147.10875 , 51.777 , 164.35 , 47.94 , 52728 , 2003-03-30
---,348 , AUGER , 64.1 , 42.4 , 147.2 , -18.3 , 253.53 , 26.57 , 54870 , 2009-02-08
---,349 , AUGER , 70 , 42.4 , 147.2 , -18.3 , 253.53 , 26.57 , 54870 , 2009-02-08
---,350 , HiRes , 18.9 , N/A , 147.77792 , 75.81 , 135.41 , 36.59 , 52644 , 2003-01-05
---,351 , AUGER , 57.2 , 36.7 , 148.8 , -13 , 250.4 , 31.37 , 55879 , 2011-11-14
---,352 , HiRes , 11.7 , N/A , 148.88792 , 54.683 , 159.73 , 47.93 , 52962 , 2003-11-19
---,353 , AUGER , 58.4 , 69.6 , 149.2 , 5.5 , 232.41 , 43.2 , 55389 , 2010-07-12
---,354 , HiRes , 58.9 , N/A , 150.01 , 27.99 , 201.4 , 52.2 , 53050 , 2004-02-15
---,355 , AUGER , 100.1 , 25 , 150.1 , -10.3 , 249.11 , 34.15 , 55587 , 2011-01-26
---,356 , Yakutsk , 110 , 46.1 , 150.7 , 16.1 , 219.82 , 49.49 , 0 , ----------
---,357 , HiRes , 42.8 , N/A , 152.21 , 10.096 , 228.99 , 48.13 , 51992 , 2001-03-24
---,358 , TA , 139 , 39.4 , 152.27 , 11.1 , 227.71 , 48.67 , 0 , ----------
---,359 , TA , 59.7 , 4.1 , 152.3 , 36.45 , 187.37 , 54.56 , 0 , ----------
---,360 , TA , 79.3 , 27.5 , 152.44 , 45.84 , 171.64 , 53.05 , 0 , ----------
---,361 , TA , 63.3 , 31.7 , 153.21 , 19.83 , 215.63 , 53.06 , 0 , ----------
---,362 , AUGER , 57 , 27 , 153.6 , -8.6 , 250.55 , 37.81 , 54999 , 2009-06-17
---,363 , AUGER , 70.4 , 67.5 , 154 , -46.3 , 276.93 , 8.57 , 56029 , 2012-04-12
---,364 , AUGER , 53.9 , 41.9 , 154.3 , -15.8 , 257.23 , 33.05 , 56362 , 2013-03-11
---,365 , TA , 69.1 , 24.7 , 154.49 , 26.5 , 205.02 , 55.88 , 0 , ----------
---,366 , AUGER , 84.8 , 54.7 , 154.6 , -46.9 , 277.61 , 8.3 , 56539 , 2013-09-04
---,367 , HiRes , 10.8 , N/A , 155.805 , 23.692 , 210.4 , 56.47 , 53079 , 2004-03-15
---,368 , HiRes , 12.4 , N/A , 156.09375 , -6.496 , 250.87 , 41.05 , 51873 , 2000-11-25
---,369 , HiRes , 16.8 , N/A , 156.14875 , 39.249 , 181.76 , 57.24 , 51940 , 2001-01-31
---,370 , TA , 72.9 , 24.3 , 156.84 , 38.82 , 182.37 , 57.85 , 0 , ----------
---,371 , HiRes , 12.4 , N/A , 156.91 , 68.989 , 139.7 , 43.15 , 53259 , 2004-09-11
---,372 , HiRes , 19.5 , N/A , 157.00375 , 6.027 , 238.13 , 49.92 , 51987 , 2001-03-19
---,373 , TA , 57.8 , 38.8 , 158.6 , 60.26 , 148.41 , 49.53 , 0 , ----------
---,374 , HiRes , 26.3 , N/A , 159.40583 , -26.823 , 269.35 , 27.18 , 52727 , 2003-03-29
---,375 , HiRes , 16.5 , N/A , 159.73083 , -1.032 , 248.98 , 47.47 , 53410 , 2005-02-09
---,376 , TA , 57.4 , 45.7 , 159.75 , 35.56 , 187.97 , 60.64 , 0 , ----------
---,377 , HiRes , 26 , N/A , 160.01583 , 14.707 , 228.34 , 57.03 , 51938 , 2001-01-29
---,378 , AUGER , 56.2 , 59.4 , 160.3 , -3 , 251.62 , 46.48 , 55647 , 2011-03-27
---,379 , HiRes , 16.2 , N/A , 160.37292 , 45.246 , 169.24 , 58.47 , 53405 , 2005-02-04
---,380 , AUGER , 55.5 , 30 , 160.4 , -34.8 , 274.78 , 20.87 , 56541 , 2013-09-06
---,381 , HiRes , 53.3 , N/A , 160.89083 , 42.19 , 174.51 , 59.95 , 51643 , 2000-04-09
---,382 , HiRes , 10.1 , N/A , 161.13792 , 65.172 , 141.83 , 47.03 , 51940 , 2001-01-31
---,383 , HiRes , 12.6 , N/A , 161.59792 , 33.978 , 190.9 , 62.33 , 51573 , 2000-01-30
---,384 , TA , 72.6 , 22 , 161.74 , 17.39 , 225.12 , 59.69 , 0 , ----------
---,385 , HiRes , 14.1 , N/A , 163.32167 , 25 , 210.81 , 63.44 , 52431 , 2002-06-06
---,386 , Yakutsk , 54 , 41.7 , 163.6 , 52.9 , 155.03 , 56.31 , 0 , ----------
---,387 , TA , 62.3 , 10.6 , 163.67 , 28.92 , 202.06 , 64.23 , 0 , ----------
---,388 , AUGER , 73 , 39 , 163.8 , -74.1 , 295.08 , -13.03 , 56589 , 2013-10-24
---,389 , HiRes , 16.8 , N/A , 164.96583 , 46.494 , 164.12 , 60.72 , 53383 , 2005-01-13
---,390 , TA , 62.5 , 36.2 , 165.28 , 52.35 , 154.64 , 57.44 , 0 , ----------
---,391 , HiRes , 17.8 , N/A , 166.07792 , 76.956 , 130.4 , 38.57 , 53563 , 2005-07-12
---,392 , HiRes , 38.2 , N/A , 166.15375 , 64.665 , 139.9 , 48.79 , 52762 , 2003-05-03
---,393 , HiRes , 17 , N/A , 166.72375 , -18.026 , 270.71 , 38.21 , 53350 , 2004-12-11
---,394 , Yakutsk , 67 , 18.9 , 167 , 69.4 , 135.49 , 45.12 , 0 , ----------
---,395 , AUGER , 68 , 22.2 , 167 , -31.2 , 278.25 , 26.66 , 55560 , 2010-12-30
---,396 , AGASA , 72.1 , N/A , 167.25 , 41.8 , 171.27 , 64.45 , 0 , ----------
---,397 , HiRes , 19.4 , N/A , 167.72667 , -5.183 , 262.21 , 49.57 , 53460 , 2005-03-31
---,398 , Yakutsk , 44 , 36.9 , 167.8 , 78 , 129.33 , 37.85 , 0 , ----------
---,399 , AGASA , 53.5 , N/A , 168.25 , 56 , 147.64 , 56.15 , 0 , ----------
---,400 , HiRes , 37.7 , N/A , 168.36083 , -12.65 , 268.92 , 43.65 , 53467 , 2005-04-07
---,401 , HiRes , 14.9 , N/A , 168.45167 , 59.331 , 143.77 , 53.66 , 51993 , 2001-03-25
---,402 , TA , 83.3 , 24 , 168.48 , 57.92 , 145.27 , 54.77 , 0 , ----------
---,403 , AGASA , 77.6 , N/A , 168.5 , 57.6 , 145.61 , 55.02 , 0 , ----------
---,404 , HiRes , 12.8 , N/A , 168.54292 , 26.616 , 208.7 , 68.33 , 51935 , 2001-01-26
---,405 , HiRes , 22.2 , N/A , 168.675 , 62.616 , 140.39 , 51.1 , 51938 , 2001-01-29
---,406 , HiRes , 29.2 , N/A , 168.695 , 6.839 , 250 , 59.37 , 53084 , 2004-03-20
---,407 , HiRes , 26.2 , N/A , 169.23 , 56.125 , 146.75 , 56.41 , 52758 , 2003-04-29
---,408 , HiRes , 13.6 , N/A , 169.93875 , -18.805 , 274.62 , 38.97 , 53358 , 2004-12-19
---,409 , AUGER , 66 , 44.5 , 170.1 , -27.1 , 279.1 , 31.52 , 54911 , 2009-03-21
---,410 , AUGER , 63.8 , 44.4 , 170.1 , -27.4 , 279.24 , 31.24 , 54911 , 2009-03-21
---,411 , HiRes , 15.5 , N/A , 170.135 , 5.713 , 253.57 , 59.56 , 51552 , 2000-01-09
---,412 , HiRes , 12.6 , N/A , 170.55292 , -23.193 , 277.63 , 35.25 , 53462 , 2005-04-02
---,413 , HiRes , 36.1 , N/A , 170.72875 , 29.382 , 201.13 , 70.4 , 53441 , 2005-03-12
---,414 , AUGER , 54.6 , 40.5 , 170.9 , -43.7 , 286.56 , 16.36 , 55538 , 2010-12-08
---,415 , AUGER , 52.5 , 64.2 , 171.3 , -43.8 , 286.88 , 16.36 , 55166 , 2009-12-01
---,416 , HiRes , 15 , N/A , 171.60667 , 62.588 , 138.61 , 51.87 , 52643 , 2003-01-04
---,417 , AGASA , 55 , N/A , 172.25 , 57.1 , 143.28 , 56.65 , 0 , ----------
---,418 , HiRes , 40.2 , N/A , 173.76375 , 55.544 , 143.62 , 58.41 , 53176 , 2004-06-20
---,419 , HiRes , 62.3 , N/A , 174.32292 , 2.468 , 264.03 , 59.61 , 51987 , 2001-03-19
---,420 , HiRes , 10.4 , N/A , 174.33292 , 12.659 , 249.12 , 67.4 , 53386 , 2005-01-16
---,421 , AUGER , 61.5 , 70 , 174.7 , -21.2 , 281.11 , 38.57 , 55241 , 2010-02-14
---,422 , HiRes , 46.3 , N/A , 174.75375 , 86.809 , 124.07 , 30.15 , 52910 , 2003-09-28
---,423 , HiRes , 11.4 , N/A , 174.97 , -5.291 , 272.18 , 53.25 , 53060 , 2004-02-25
---,424 , HiRes , 22.1 , N/A , 175.75083 , -9.635 , 276.31 , 49.66 , 53060 , 2004-02-25
---,425 , HiRes , 10.5 , N/A , 175.78167 , 60.132 , 137.7 , 54.99 , 53198 , 2004-07-12
---,426 , HiRes , 16.1 , N/A , 176.64292 , 31.436 , 192.12 , 75.23 , 53437 , 2005-03-08
---,427 , HiRes , 19.5 , N/A , 177.15083 , 72.487 , 129.41 , 43.84 , 51883 , 2000-12-05
---,428 , AUGER , 58.7 , 50 , 177.2 , 12.5 , 254.78 , 69.28 , 56137 , 2012-07-29
---,429 , AUGER , 61 , 30.1 , 177.7 , -5 , 276.14 , 54.68 , 55135 , 2009-10-31
---,430 , AUGER , 55.6 , 30.1 , 177.7 , -5 , 276.14 , 54.68 , 55135 , 2009-10-31
---,431 , TA , 68.8 , 23.2 , 178.03 , 20.29 , 236.52 , 74.81 , 0 , ----------
---,432 , Yakutsk , 73 , 42.8 , 179.1 , 62.5 , 133.56 , 53.47 , 0 , ----------
---,433 , HiRes , 13.1 , N/A , 179.19083 , 72.424 , 128.63 , 44.09 , 53684 , 2005-11-10
---,434 , AUGER , 54.4 , 33.8 , 179.7 , -68.6 , 298.13 , -6.23 , 55544 , 2010-12-14
---,435 , AUGER , 53.2 , 38.7 , 180.5 , -11.5 , 284.06 , 49.55 , 55400 , 2010-07-23
---,436 , HiRes , 18.6 , N/A , 181.26875 , 41.069 , 154.35 , 73.11 , 51993 , 2001-03-25
---,437 , AUGER , 63.6 , 29.2 , 182.3 , -14.3 , 287.74 , 47.32 , 56621 , 2013-11-25
---,438 , Yakutsk , 70 , 52.2 , 183.3 , 35.6 , 164.46 , 78.24 , 0 , ----------
---,439 , HiRes , 16.8 , N/A , 183.65167 , 51.818 , 136.14 , 64.35 , 53436 , 2005-03-07
---,440 , HiRes , 36.2 , N/A , 183.91083 , 32.342 , 176.91 , 80.64 , 52975 , 2003-12-02
---,441 , Yakutsk , 64 , 23.8 , 184.1 , 47 , 139.75 , 68.96 , 0 , ----------
---,442 , AUGER , 52.4 , 4.4 , 184.4 , -32.4 , 294.69 , 29.92 , 54537 , 2008-03-12
---,443 , AUGER , 77 , 33.3 , 185.3 , -27.9 , 294.82 , 34.49 , 54334 , 2007-08-22
---,444 , AUGER , 68.1 , 33.3 , 185.3 , -27.9 , 294.82 , 34.49 , 54334 , 2007-08-22
---,445 , AUGER , 54 , 71.5 , 185.4 , -24.6 , 294.34 , 37.77 , 55596 , 2011-02-04
---,446 , HiRes , 31.6 , N/A , 185.45 , 3.281 , 285.11 , 65.12 , 53089 , 2004-03-25
---,447 , AUGER , 54.6 , 12.8 , 186.7 , -24.9 , 295.87 , 37.63 , 56689 , 2014-02-01
---,448 , HiRes , 20.2 , N/A , 186.89083 , 5.143 , 287.37 , 67.28 , 52673 , 2003-02-03
---,449 , AUGER , 73 , 28.4 , 186.9 , -63.6 , 300.28 , -0.86 , 54501 , 2008-02-05
---,450 , AUGER , 65.3 , 28.3 , 187.5 , -63.5 , 300.54 , -0.73 , 54501 , 2008-02-05
---,451 , HiRes , 10.4 , N/A , 187.69083 , 61.218 , 127.35 , 55.73 , 53437 , 2005-03-08
---,452 , AUGER , 58.5 , 62.3 , 189 , -5.1 , 295.75 , 57.55 , 56058 , 2012-05-11
---,453 , AUGER , 74.5 , 60.8 , 189.9 , -32.7 , 300.05 , 30.1 , 56687 , 2014-01-30
---,454 , HiRes , 37.7 , N/A , 190.59292 , -31.878 , 300.68 , 30.95 , 53050 , 2004-02-15
---,455 , Yakutsk , 64 , 44.2 , 191 , 42.9 , 127.92 , 74.15 , 0 , ----------
---,456 , HiRes , 26.4 , N/A , 192.18083 , 27.709 , 168.91 , 89.16 , 51960 , 2001-02-20
---,457 , AUGER , 60.7 , 33.6 , 192.5 , -35.3 , 302.6 , 27.56 , 54327 , 2007-08-15
---,458 , AUGER , 52.2 , 55.9 , 192.6 , 17.2 , 301.49 , 80.06 , 54114 , 2007-01-14
---,459 , AUGER , 142 , 14.3 , 192.8 , -21.1 , 302.85 , 41.76 , 54113 , 2007-01-13
---,460 , AUGER , 127.1 , 14.2 , 192.8 , -21.2 , 302.85 , 41.66 , 54113 , 2007-01-13
---,461 , HiRes , 15.1 , N/A , 192.81083 , 54.743 , 122.99 , 62.38 , 53403 , 2005-02-02
---,462 , AGASA , 57.9 , N/A , 193 , 30.6 , 120.93 , 86.52 , 0 , ----------
---,463 , AUGER , 72.5 , 37 , 193.8 , -36.4 , 303.77 , 26.46 , 54904 , 2009-03-14
---,464 , HiRes , 19.7 , N/A , 195.16292 , 38.174 , 113.57 , 78.78 , 53329 , 2004-11-20
---,465 , HiRes , 31.1 , N/A , 195.35167 , -11.863 , 306.8 , 50.93 , 53170 , 2004-06-14
---,466 , AUGER , 61.9 , 76.5 , 195.5 , -63.4 , 304.11 , -0.56 , 54305 , 2007-07-24
---,467 , AUGER , 71.1 , 71.7 , 196.1 , -69.7 , 304.06 , -6.86 , 54820 , 2008-12-20
---,468 , HiRes , 71.5 , N/A , 196.74583 , -21.312 , 307.76 , 41.41 , 53461 , 2005-04-01
---,469 , TA , 61.2 , 36 , 197.78 , 7.74 , 317.36 , 70.05 , 0 , ----------
---,470 , AUGER , 54.7 , 15.4 , 197.8 , -20 , 309.24 , 42.62 , 55378 , 2010-07-01
---,471 , AUGER , 53.2 , 60.2 , 198.8 , -63.9 , 305.54 , -1.16 , 56656 , 2013-12-30
---,472 , AUGER , 55 , 17.1 , 199.1 , -48.5 , 307.19 , 14.16 , 53451 , 2005-03-22
---,473 , AUGER , 52.1 , 17.1 , 199.1 , -48.5 , 307.19 , 14.16 , 53451 , 2005-03-22
---,474 , AUGER , 56.7 , 43.4 , 199.4 , 6.6 , 320.95 , 68.54 , 54607 , 2008-05-21
---,475 , AGASA , 56.8 , N/A , 199.5 , 52.9 , 113.85 , 63.75 , 0 , ----------
---,476 , AUGER , 84.7 , 59.2 , 199.7 , -34.9 , 309.26 , 27.63 , 53146 , 2004-05-21
---,477 , AUGER , 79 , 59.3 , 199.7 , -34.9 , 309.26 , 27.63 , 53146 , 2004-05-21
---,478 , AUGER , 60 , 30.4 , 200.2 , -43.4 , 308.57 , 19.14 , 54169 , 2007-03-10
---,479 , AUGER , 68 , 30.4 , 200.2 , -43.3 , 308.58 , 19.24 , 54169 , 2007-03-10
---,480 , AUGER , 59.5 , 26 , 200.9 , -45.3 , 308.84 , 17.2 , 54034 , 2006-10-26
---,481 , AUGER , 66 , 26 , 200.9 , -45.3 , 308.84 , 17.2 , 54034 , 2006-10-26
---,482 , AUGER , 62.7 , 26.5 , 200.9 , -34.6 , 310.41 , 27.8 , 56319 , 2013-01-27
---,483 , AUGER , 69.5 , 34 , 201.1 , -55.3 , 307.65 , 7.26 , 53816 , 2006-03-22
---,484 , AUGER , 78 , 34 , 201.1 , -55.3 , 307.65 , 7.26 , 53816 , 2006-03-22
---,485 , HiRes , 24.3 , N/A , 201.495 , 41.11 , 98.18 , 74.31 , 51966 , 2001-02-26
---,486 , AUGER , 58 , 20.7 , 201.9 , -54.9 , 308.16 , 7.6 , 54516 , 2008-02-20
---,487 , AUGER , 53.3 , 20.7 , 202 , -54.9 , 308.21 , 7.59 , 54516 , 2008-02-20
---,488 , AUGER , 58.1 , 29 , 202.2 , -16.1 , 315.86 , 45.82 , 54747 , 2008-10-08
---,489 , AUGER , 61 , 28.9 , 202.3 , -16.1 , 315.99 , 45.8 , 54747 , 2008-10-08
---,490 , HiRes , 10.1 , N/A , 202.96083 , 8.685 , 332.19 , 69.22 , 52728 , 2003-03-30
---,491 , AUGER , 66.7 , 6.9 , 203.4 , -33 , 313.03 , 29.04 , 54882 , 2009-02-20
---,492 , HiRes , 12.2 , N/A , 203.65 , 49.735 , 105.67 , 65.92 , 53434 , 2005-03-05
---,493 , AUGER , 65 , 7.1 , 203.7 , -33.1 , 313.29 , 28.89 , 54882 , 2009-02-20
---,494 , TA , 93.5 , 19.6 , 204 , 45.18 , 99.6 , 69.87 , 0 , ----------
---,495 , HiRes , 10.6 , N/A , 204.46792 , 9.68 , 337.24 , 69.39 , 52052 , 2001-05-23
---,496 , TA , 162.2 , 20.6 , 205.08 , 20.05 , 3.2 , 76.76 , 0 , ----------
---,497 , HiRes , 15.3 , N/A , 205.77792 , -20.994 , 318.8 , 40.27 , 53081 , 2004-03-17
---,498 , TA , 64.2 , 42.5 , 206.74 , 24.93 , 26.03 , 77.34 , 0 , ----------
---,499 , AGASA , 52.7 , N/A , 207 , 34.7 , 68.4 , 75.72 , 0 , ----------
---,500 , AUGER , 64.8 , 51.7 , 207.1 , -29.1 , 317.63 , 32.13 , 55925 , 2011-12-30
---,501 , HiRes , 18.4 , N/A , 207.13292 , 50.487 , 101.77 , 64.23 , 51603 , 2000-02-29
---,502 , HiRes , 11.7 , N/A , 207.29083 , 19.517 , 6.08 , 74.73 , 52785 , 2003-05-26
---,503 , HiRes , 34 , N/A , 207.61875 , 44.486 , 92.47 , 68.99 , 53558 , 2005-07-07
---,504 , HiRes , 13.7 , N/A , 207.74 , 45.894 , 94.65 , 67.83 , 52468 , 2002-07-13
---,505 , HiRes , 17.4 , N/A , 207.80667 , 38.125 , 77.92 , 73.32 , 51991 , 2001-03-23
