_id , pccs1f30_name , other_name, RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
274 , "PCCS1 030 G281.84-32.08 "  ,, 82.65208 , -71.04333 , 281.84399 , -32.081 , "1332.2+/-188.3" , "1817.6+/-444.2" , "1816.9+/-981.5" , "4501.7+/-180.3" , 1.8 , "Yes" , 0 , 2 , " " , "100.6+/-2.5" , "40.3+/-2.2" , "34.6+/-1.7" , 63.7
275 , "PCCS1 030 G191.36-10.99 "  ,, 82.74917 , 13.54917 , 191.36 , -10.991 , "1446.4+/-172.2" , "2144.5+/-752.9" , "3449.3+/-118.4" , "1857.3+/-271.2" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G191.42-11.03" , "63+/-3.5" , "25.6+/-4.6" , "25+/-6.4" , 40.1
276 , "PCCS1 030 G192.37-11.47 "  ,, 82.86125 , 12.45528 , 192.369 , -11.47 , "1200.8+/-178.5" , "4446.5+/-838.7" , "3449.3+/-118.4" , "1.3e+4+/-412.4" , 1.8 , "Yes" , 0 , 2 , " " , "98.3+/-5.2" , "48.2+/-2.4" , "86+/-1.6" , 68.8
277 , "PCCS1 030 G196.88-13.73 "  ,, 83.18625 , 7.51806 , 196.87801 , -13.732 , "1510.2+/-195.5" , "2619.5+/-915.6" , "1580.3+/-107.2" , "3691.5+/-276.8" , 1.8 , "Yes" , 0 , 2 , " " , "73.2+/-7.3" , "36.5+/-3.5" , "6.7+/-4.1" , 51.7
278 , "PCCS1 030 G162.15+08.22 "  ,, 83.29667 , 48.38444 , 162.151 , 8.221 , "1482.2+/-143.1" , "1122.2+/-318.7" , "1166.9+/-49" , "991.2+/-57.5" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G162.14+08.22" , "31.4+/-1.9" , "23.4+/-1.4" , "27.5+/-8" , 27.1
279 , "PCCS1 030 G184.54-05.78 "  ,, 83.62625 , 22.02861 , 184.54201 , -5.782 , "3.3e+5+/-259" , "3.5e+5+/-905.7" , "3.4e+5+/-456.9" , "3.5e+5+/-282.9" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G184.55-05.79" , "37.9+/-0" , "28.5+/-0" , "29.7+/-0.1" , 32.9
280 , "PCCS1 030 G270.10-32.72 "  ,, 83.66292 , -61.12333 , 270.104 , -32.725 , "505.7+/-79.7" , "853.6+/-220" , "708.5+/-32.1" , "1339.2+/-68.2" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G270.10-32.72" , "63.9+/-4.1" , "38.3+/-2.6" , "148.5+/-3.9" , 49.5
281 , "PCCS1 030 G277.73-32.20 "  ,, 83.705 , -67.57944 , 277.73199 , -32.201 , "2155.6+/-196.1" , "3092.1+/-507.9" , "1.5e+4+/-907.8" , "2402.5+/-146.6" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G277.62-32.14" , "40.5+/-2.7" , "28.5+/-1.9" , "70+/-6.9" , 34
282 , "PCCS1 030 G209.02-19.39 "  ,, 83.82208 , -5.39861 , 209.021 , -19.385 , "3.2e+5+/-353.2" , "3.6e+5+/-2493.9" , "3.4e+5+/-942.3" , "3.7e+5+/-534.4" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G209.02-19.39" , "39.3+/-0.1" , "29.8+/-0" , "24.6+/-0.2" , 34.2
283 , "PCCS1 030 G279.49-31.69 "  ,, 84.62375 , -69.1225 , 279.49301 , -31.688 , "2.9e+4+/-214.5" , "4.5e+4+/-1415.1" , "4.0e+4+/-268.4" , "5.0e+4+/-367.9" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G279.49-31.67" , "40.8+/-0.4" , "37+/-0.3" , "173+/-3.2" , 38.9
284 , "PCCS1 030 G250.08-31.08 "  ,, 84.72542 , -44.08306 , 250.082 , -31.078 , "8457.5+/-125.5" , "8360.3+/-265.1" , "8312.2+/-48.2" , "8469.5+/-58.5" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G250.08-31.07" , "36.1+/-0.3" , "28.6+/-0.2" , "0.4+/-1.2" , 32.2
285 , "PCCS1 030 G232.91-27.31 "  ,, 84.94667 , -28.64194 , 232.90601 , -27.31 , "760.1+/-93.4" , "515.6+/-226.4" , "505.1+/-36.7" , "872.5+/-55.1" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G232.92-27.33" , "54.2+/-3.8" , "25.1+/-1.8" , "0.4+/-3" , 36.9
286 , "PCCS1 030 G211.41-19.26 "  ,, 84.94708 , -7.36528 , 211.41499 , -19.264 , "1092.8+/-234.7" , "3316.4+/-1112.6" , "-" , "7902.3+/-364.2" , 1.8 , "Yes" , 0 , 0 , " " , "90.5+/-6.9" , "37+/-2.2" , "169.6+/-1.9" , 57.8
287 , "PCCS1 030 G219.69-22.73 "  ,, 85.04333 , -15.83194 , 219.69299 , -22.729 , "430.7+/-101.8" , "362.2+/-351.9" , "29.8+/-44.8" , "454.6+/-63.6" , 1.8 , "No" , 0 , 2 , " " , "56.8+/-1.2" , "22.9+/-3.9" , "9.6+/-6.2" , 36
288 , "PCCS1 030 G262.05-31.86 "  ,, 85.19917 , -54.31111 , 262.04999 , -31.861 , "1143.1+/-90.3" , "1153.5+/-281" , "1151+/-29.9" , "1256.4+/-40" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G262.08-31.83" , "41.3+/-1.5" , "28.6+/-1" , "178+/-3.5" , 34.4
289 , "PCCS1 030 G173.57+02.79 "  ,, 85.2175 , 35.86944 , 173.57001 , 2.786 , "6274.3+/-215.8" , "1.3e+4+/-1239.5" , "1.1e+4+/-175.5" , "1.8e+4+/-255.3" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G173.47+02.70" , "53.7+/-1" , "41.4+/-0.8" , "53.8+/-2.1" , 47.2
290 , "PCCS1 030 G206.52-16.36 "  ,, 85.41667 , -1.89444 , 206.51801 , -16.362 , "5.0e+4+/-394.4" , "6.4e+4+/-1331.9" , "5.8e+4+/-293.4" , "6.7e+4+/-489.9" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G206.50-16.36" , "43.2+/-0.4" , "30.6+/-0.3" , "31.7+/-0.8" , 36.4
291 , "PCCS1 030 G161.71+10.29 "  ,, 85.65 , 49.82583 , 161.709 , 10.285 , "1429.8+/-136.1" , "1445.5+/-378.3" , "1339.7+/-48.6" , "1487.3+/-63.1" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G161.67+10.29" , "37.7+/-1.7" , "27.3+/-1.3" , "8+/-5.3" , 32.1
292 , "PCCS1 030 G199.62-11.83 "  ,, 86.18958 , 6.14444 , 199.623 , -11.831 , "735.4+/-167" , "2809.3+/-783.8" , "2068.8+/-88.5" , "7545.2+/-328.4" , 1.8 , "Yes" , 0 , 2 , " " , "79.9+/-5.1" , "56.8+/-4" , "130.5+/-4.4" , 67.3
293 , "PCCS1 030 G205.23-14.29 "  ,, 86.66083 , 0.17278 , 205.229 , -14.294 , "2241.8+/-242.9" , "1980.2+/-1431.3" , "2097.1+/-144.8" , "3772.5+/-219.3" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G205.28-14.32" , "65.9+/-2.1" , "26.6+/-1.9" , "44.9+/-2.5" , 41.8
294 , "PCCS1 030 G260.36-30.40 "  ,, 87.46167 , -52.75389 , 260.35999 , -30.398 , "469.4+/-95.8" , "566.1+/-248.8" , "472.9+/-28.9" , "897.8+/-55.4" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G260.40-30.36" , "64.3+/-4.9" , "34.3+/-2.6" , "91.1+/-3.8" , 47
295 , "PCCS1 030 G265.93-30.73 "  ,, 87.53917 , -57.55972 , 265.92899 , -30.728 , "1171.7+/-86.9" , "1496.1+/-314.6" , "1373+/-33.3" , "1707.3+/-53.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G265.93-30.73" , "43.9+/-1.6" , "34+/-1.2" , "56.1+/-5" , 38.6
296 , "PCCS1 030 G196.89-08.35 "  ,, 87.9125 , 10.20417 , 196.89 , -8.345 , "683.7+/-152.7" , "1654.7+/-386.9" , "1338+/-64" , "2498+/-121.6" , 1.8 , "No" , 0 , 0 , " " , "73.6+/-4" , "30.2+/-1.8" , "17+/-2" , 47.1
297 , "PCCS1 030 G251.92-29.01 "  ,, 87.96333 , -45.30028 , 251.91701 , -29.015 , "489.6+/-102.6" , "276.2+/-225.3" , "199.3+/-33" , "334.4+/-41.3" , 1.8 , "No" , 0 , 2 , " " , "37.7+/-5" , "23.5+/-3.1" , "112.1+/-10.3" , 29.8
298 , "PCCS1 030 G182.39+00.22 "  ,, 88.01042 , 27.00333 , 182.38699 , 0.219 , "1632.1+/-130.4" , "2461.7+/-907.3" , "2488.7+/-86.3" , "3183.1+/-158.5" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G182.32+00.21" , "46.2+/-2.7" , "36.4+/-2.2" , "9.2+/-8.6" , 41
299 , "PCCS1 030 G171.68+07.30 "  ,, 88.91208 , 39.79444 , 171.677 , 7.298 , "2563.6+/-119.9" , "3228.8+/-536.1" , "2883.8+/-58.4" , "3717.4+/-98.2" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G171.66+07.28" , "47.5+/-1.4" , "30.9+/-0.9" , "3.6+/-2.5" , 38.3
300 , "PCCS1 030 G227.74-21.40 "  ,, 89.34833 , -22.22 , 227.739 , -21.403 , "588.4+/-107" , "226.2+/-250.8" , "354.6+/-39.6" , "356.3+/-41.3" , 1.8 , "No" , 0 , 2 , " " , "44.4+/-0.7" , "17.9+/-2.5" , "9.7+/-5.2" , 28.2
301 , "PCCS1 030 G246.04-26.19 "  ,, 90.17083 , -39.60583 , 246.04401 , -26.187 , "539.8+/-94.2" , "367.3+/-268.1" , "391.8+/-36.6" , "539.5+/-58.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G246.02-26.22" , "58.3+/-7.2" , "24.1+/-2.9" , "177.3+/-4.4" , 37.5
302 , "PCCS1 030 G238.11-23.36 "  ,, 90.9725 , -31.89944 , 238.11099 , -23.365 , "478.4+/-106" , "635.5+/-313.9" , "360.7+/-44" , "891.6+/-76.3" , 1.8 , "No" , 0 , 2 , " " , "73.3+/-2.3" , "29.8+/-3.2" , "49.7+/-3.7" , 46.8
303 , "PCCS1 030 G180.82+04.19 "  ,, 91.04167 , 30.34222 , 180.81799 , 4.189 , "1381.4+/-128.1" , "1895.3+/-640.7" , "1636.5+/-60.9" , "3629.6+/-131.9" , 1.8 , "Yes" , 0 , 2 , "PLCKERC030 G180.85+04.15" , "74.5+/-3.6" , "34.8+/-1.6" , "3.5+/-1.8" , 50.9
304 , "PCCS1 030 G249.35-26.18 "  ,, 91.14208 , -42.47611 , 249.345 , -26.182 , "433.5+/-99.6" , "478.4+/-223.5" , "401.2+/-35.3" , "930.8+/-68.1" , 1.8 , "No" , 0 , 2 , " " , "77.6+/-2" , "31.5+/-3" , "100.7+/-3.3" , 49.4
305 , "PCCS1 030 G172.02+09.30 "  ,, 91.41792 , 40.45944 , 172.01601 , 9.298 , "742.7+/-136.7" , "672.2+/-435.9" , "687.9+/-49.9" , "844+/-73" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G172.04+09.29" , "39.5+/-3.8" , "30.2+/-2.9" , "165.6+/-13.1" , 34.6
306 , "PCCS1 030 G146.79+20.77 "  ,, 91.73917 , 67.33056 , 146.789 , 20.769 , "555.6+/-104" , "1082.3+/-243.2" , "979.6+/-42.7" , "2189.2+/-111.1" , 1.8 , "Yes" , 0 , 2 , " " , "71.1+/-5.1" , "47.9+/-3.7" , "121.6+/-5" , 58.3
307 , "PCCS1 030 G213.72-12.60 "  ,, 91.9525 , -6.39361 , 213.717 , -12.599 , "7681.9+/-153.8" , "9312.7+/-582.6" , "8937+/-77.8" , "1.0e+4+/-112.2" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G213.71-12.59" , "44+/-0.6" , "30.2+/-0.4" , "33.2+/-1.2" , 36.4
308 , "PCCS1 030 G269.58-28.67 "  ,, 91.98083 , -60.58139 , 269.58301 , -28.665 , "420.9+/-72.7" , "523.5+/-152.5" , "399+/-23" , "886+/-40" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G269.54-28.68" , "70.6+/-3.7" , "29.1+/-1.6" , "139.7+/-1.8" , 45.3
309 , "PCCS1 030 G215.76-13.53 "  ,, 92.00042 , -8.58944 , 215.761 , -13.526 , "2115.1+/-154.1" , "2323.2+/-454.2" , "2126.3+/-54.8" , "2248.3+/-71.3" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G215.75-13.51" , "37.5+/-1.3" , "28.4+/-1" , "40.7+/-4.6" , 32.6
310 , "PCCS1 030 G194.11-01.98 "  ,, 92.21417 , 15.735 , 194.11 , -1.982 , "3865.8+/-234.2" , "7859.9+/-1268" , "6136.1+/-141.4" , "8593.2+/-250.1" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G194.09-01.96" , "48.3+/-1.7" , "36.3+/-1.3" , "31.4+/-4.2" , 41.9
311 , "PCCS1 030 G228.93-18.99 "  ,, 92.21917 , -22.35167 , 228.929 , -18.989 , "936.3+/-105.3" , "1323.6+/-291.5" , "1153.3+/-45.9" , "2085.5+/-100.4" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G228.93-18.98" , "57.8+/-3.5" , "38.7+/-2.4" , "163.8+/-4.8" , 47.3
312 , "PCCS1 030 G180.58+05.59 "  ,, 92.33792 , 31.225 , 180.58 , 5.59 , "543.4+/-133.2" , "1148+/-380.7" , "705.2+/-59.4" , "1201.8+/-78.5" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G180.58+05.65" , "41.3+/-3.2" , "38.8+/-3" , "168.5+/-41.8" , 40
313 , "PCCS1 030 G190.01+00.47 "  ,, 92.38583 , 20.51583 , 190.005 , 0.475 , "1.6e+4+/-224.8" , "2.7e+4+/-1375.3" , "2.3e+4+/-166.2" , "3.1e+4+/-208.9" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G190.01+00.46" , "44.7+/-0.4" , "36.1+/-0.3" , "14.8+/-1.3" , 40.2
314 , "PCCS1 030 G222.60-16.18 "  ,, 92.42167 , -15.69472 , 222.59599 , -16.175 , "3585.6+/-125.1" , "3407.8+/-251" , "3333.8+/-43" , "3316.9+/-49.6" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G222.62-16.16" , "35.1+/-0.6" , "27.9+/-0.5" , "23.3+/-2.7" , 31.3
315 , "PCCS1 030 G196.34-02.92 "  ,, 92.47625 , 13.32667 , 196.34399 , -2.922 , "911.2+/-216" , "3489.3+/-658.1" , "2968.4+/-94" , "7941.3+/-246.3" , 1.8 , "Yes" , 0 , 0 , " " , "78.2+/-3.4" , "46.5+/-2.2" , "29.4+/-2.3" , 60.3
316 , "PCCS1 030 G238.55-21.59 "  ,, 93.10417 , -31.71056 , 238.55299 , -21.59 , "416.7+/-103.6" , "420.3+/-237.2" , "-" , "478.8+/-52.9" , 1.8 , "No" , 0 , 2 , " " , "51.6+/-6.3" , "23.2+/-2.9" , "52.9+/-5.1" , 34.6
317 , "PCCS1 030 G192.59-00.06 "  ,, 93.20583 , 17.99583 , 192.586 , -0.061 , "3967.2+/-276.9" , "5344.7+/-823.7" , "4705.4+/-117.1" , "5788.1+/-186.6" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G192.67-00.01" , "44.5+/-1.6" , "32+/-1.2" , "63.6+/-3.9" , 37.7
318 , "PCCS1 030 G224.82-16.25 "  ,, 93.26708 , -17.675 , 224.823 , -16.245 , "493.4+/-111.2" , "596.8+/-313.6" , "477.3+/-47.6" , "2095.2+/-170.3" , 1.8 , "Yes" , 0 , 0 , " " , "104.9+/-15.3" , "45.2+/-5.4" , "86.4+/-3.6" , 68.9
319 , "PCCS1 030 G196.42-01.57 "  ,, 93.73333 , 13.90583 , 196.42101 , -1.572 , "930.8+/-228.4" , "1339.5+/-523.9" , "2147.4+/-95" , "-" , 1.8 , "Not available" , 0 , 2 , "PLCKERC030 G196.43-01.60" , "-" , "-" , "-" , -9.9
320 , "PCCS1 030 G163.12+15.45 "  ,, 93.84875 , 50.97083 , 163.118 , 15.453 , "647.8+/-99.3" , "265.7+/-323.6" , "195.8+/-40.4" , "305.8+/-42.4" , 1.8 , "No" , 0 , 2 , " " , "28.4+/-4.1" , "20.8+/-3" , "29.4+/-18" , 24.3
321 , "PCCS1 030 G189.07+03.02 "  ,, 94.30875 , 22.55306 , 189.071 , 3.02 , "1.3e+4+/-270.9" , "3.2e+4+/-2860.5" , "2.5e+4+/-319.1" , "4.1e+4+/-446.8" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G189.04+03.02" , "52.6+/-0.7" , "40.2+/-0.6" , "48.9+/-1.6" , 46
322 , "PCCS1 030 G256.71-25.39 "  ,, 94.43208 , -48.75 , 256.71399 , -25.393 , "427.1+/-91.3" , "300.9+/-313.8" , "680.7+/-38.3" , "586.3+/-62.8" , 1.8 , "No" , 0 , 0 , " " , "67.1+/-4.7" , "27.5+/-3.6" , "91.7+/-4.7" , 42.9
323 , "PCCS1 030 G290.27-28.18 "  ,, 94.59667 , -78.73889 , 290.26801 , -28.176 , "565.3+/-96.8" , "396.1+/-303" , "433.5+/-40.6" , "907.8+/-74.6" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G290.27-28.17" , "71.4+/-2.3" , "28.9+/-3" , "150.4+/-3.6" , 45.4
324 , "PCCS1 030 G167.67+13.99 "  ,, 94.60333 , 46.36111 , 167.668 , 13.993 , "489.3+/-105.3" , "415.4+/-339.8" , "430.9+/-43.1" , "649.5+/-67.4" , 1.8 , "No" , 0 , 2 , " " , "61.5+/-4.6" , "25.3+/-3.2" , "43.5+/-4.5" , 39.4
325 , "PCCS1 030 G135.78+24.90 "  ,, 94.7975 , 78.24389 , 135.782 , 24.897 , "531.4+/-105.3" , "737.5+/-377.6" , "494.5+/-43.9" , "1911+/-112.8" , 1.8 , "Yes" , 0 , 2 , " " , "82.6+/-7.2" , "41+/-3.4" , "3.2+/-3.2" , 58.2
326 , "PCCS1 030 G195.73-00.00 "  ,, 94.82042 , 15.26056 , 195.728 , -0.003 , "1371.7+/-237.7" , "2580.4+/-518.3" , "2144.8+/-64.8" , "4189.1+/-118.5" , 1.8 , "Yes" , 0 , 2 , "PLCKERC030 G195.73-00.01" , "66.1+/-2.4" , "37.4+/-1.4" , "37+/-1.9" , 49.7
327 , "PCCS1 030 G244.61-21.83 "  ,, 95.02542 , -37.11944 , 244.614 , -21.833 , "445.2+/-94.7" , "886.2+/-354.8" , "343.5+/-41.9" , "2024.8+/-115.5" , 1.8 , "Yes" , 0 , 0 , " " , "79.1+/-6.7" , "47.7+/-4.2" , "83.6+/-4.2" , 61.4
328 , "PCCS1 030 G232.81-17.62 "  ,, 95.13292 , -25.24333 , 232.812 , -17.619 , "508.4+/-110.7" , "131.3+/-227.9" , "531.4+/-37.4" , "205.5+/-33" , 1.8 , "No" , 0 , 2 , " " , "21.7+/-3.6" , "19.8+/-3.3" , "162.2+/-70.7" , 20.7
329 , "PCCS1 030 G189.21+04.30 "  ,, 95.60458 , 23.02861 , 189.211 , 4.298 , "3177.5+/-228.2" , "1.2e+4+/-2468.9" , "2.4e+4+/-369.2" , "4.4e+4+/-3266.3" , 1.8 , "Yes" , 0 , 2 , "PLCKERC030 G189.23+04.31" , "109.2+/-10.8" , "64.6+/-6.8" , "113.6+/-3.5" , 84
330 , "PCCS1 030 G274.33-27.31 "  ,, 95.80917 , -64.61639 , 274.32501 , -27.309 , "835.8+/-69.7" , "969.7+/-179.3" , "942.1+/-23.7" , "1056.7+/-37.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G274.30-27.33" , "39.3+/-1.6" , "33.3+/-1.3" , "108.8+/-8.7" , 36.2
331 , "PCCS1 030 G131.79+25.94 "  ,, 96.3625 , 81.99167 , 131.787 , 25.945 , "568.4+/-105.4" , "486.3+/-284" , "435.8+/-37.8" , "519.2+/-49.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G131.73+25.96" , "38.2+/-4" , "26.7+/-2.8" , "103.5+/-10.7" , 31.9
332 , "PCCS1 030 G263.26-25.40 "  ,, 96.45042 , -54.53111 , 263.26199 , -25.405 , "338.9+/-83.2" , "-" , "291.9+/-23.7" , "98.7+/-25.4" , 1.8 , "No" , 0 , 2 , " " , "30.8+/-8.2" , "13.3+/-3.5" , "177.3+/-11.2" , 20.2
333 , "PCCS1 030 G243.42-20.00 "  ,, 96.7225 , -35.4675 , 243.41701 , -20.003 , "664.8+/-98.9" , "313.6+/-347.2" , "460.2+/-35.4" , "463.9+/-44" , 1.8 , "No" , 0 , 2 , " " , "52.1+/-1.7" , "21.2+/-2.4" , "26.4+/-4.2" , 33.2
334 , "PCCS1 030 G215.43-08.09 "  ,, 96.76542 , -5.89056 , 215.43201 , -8.093 , "958.2+/-115.3" , "958.5+/-296.8" , "928.8+/-43.5" , "852.6+/-57.8" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G215.46-08.09" , "35+/-2.6" , "27.9+/-2.1" , "51+/-12" , 31.2
335 , "PCCS1 030 G228.63-13.66 "  ,, 97.34417 , -19.97528 , 228.62601 , -13.66 , "1121.3+/-104.4" , "1229.4+/-252.8" , "1149+/-43" , "1086.5+/-52.5" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G228.63-13.70" , "35+/-1.9" , "29.9+/-1.6" , "53.9+/-12.6" , 32.3
336 , "PCCS1 030 G219.18-08.91 "  ,, 97.68833 , -9.57167 , 219.177 , -8.912 , "1148.6+/-122.1" , "1242.2+/-314.1" , "1054.6+/-43.5" , "1296.5+/-60" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G219.17-08.90" , "44.5+/-2.3" , "25.9+/-1.3" , "55.4+/-3.4" , 34
337 , "PCCS1 030 G206.20-02.32 "  ,, 97.70542 , 4.91917 , 206.2 , -2.324 , "1.1e+4+/-433.1" , "6.5e+4+/-1.0e+4" , "4.9e+4+/-1201" , "2.3e+5+/-1.2e+4" , 1.8 , "Yes" , 0 , 1 , " " , "94.2+/-5.9" , "70.8+/-4.9" , "144.2+/-3.9" , 81.7
338 , "PCCS1 030 G250.23-21.28 "  ,, 97.815 , -41.91611 , 250.23399 , -21.275 , "580.5+/-87.4" , "717.5+/-352.9" , "584.6+/-38" , "829.3+/-56.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G250.23-21.25" , "53.9+/-4.2" , "27.2+/-2.1" , "21.9+/-3.8" , 38.3
339 , "PCCS1 030 G205.90-01.82 "  ,, 98.02167 , 5.415 , 205.905 , -1.816 , "3808.8+/-486.1" , "4.9e+4+/-6342" , "4.9e+4+/-1201" , "-" , 1.8 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
340 , "PCCS1 030 G206.74-01.92 "  ,, 98.315 , 4.62861 , 206.73801 , -1.919 , "1.3e+4+/-788.1" , "6.4e+4+/-7623.5" , "4.9e+4+/-1201" , "2.4e+5+/-1.1e+4" , 1.8 , "Yes" , 0 , 2 , "PLCKERC030 G206.70-01.90" , "101.8+/-5.9" , "68.2+/-4.4" , "155.6+/-2.5" , 83.3
341 , "PCCS1 030 G208.77-02.61 "  ,, 98.63417 , 2.51194 , 208.76601 , -2.609 , "2480.6+/-549" , "9467.7+/-978.6" , "6953.5+/-161.8" , "1.4e+4+/-305.4" , 1.8 , "Yes" , 0 , 2 , "PLCKERC030 G208.74-02.61" , "59.6+/-1.8" , "43.2+/-1.3" , "40.4+/-2.8" , 50.8
342 , "PCCS1 030 G232.56-13.98 "  ,, 98.70875 , -23.5975 , 232.564 , -13.979 , "1030.7+/-128" , "835.8+/-235.6" , "751.6+/-36.9" , "838.2+/-42.9" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G232.58-13.98" , "32.1+/-1.8" , "27.9+/-1.5" , "38.4+/-15" , 29.9
343 , "PCCS1 030 G286.38-27.15 "  ,, 98.96292 , -75.27944 , 286.37799 , -27.154 , "4295.5+/-78.8" , "4941.7+/-191" , "4680.7+/-31.7" , "5007.3+/-29.9" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G286.37-27.13" , "36+/-0.2" , "32.8+/-0.2" , "2.1+/-2.7" , 34.3
344 , "PCCS1 030 G201.63+01.63 "  ,, 99.12125 , 10.79528 , 201.63 , 1.628 , "5832.1+/-254.4" , "1.1e+4+/-1422.1" , "8857.6+/-181.1" , "1.1e+4+/-296.3" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G201.61+01.64" , "42.3+/-1.3" , "37.5+/-1.2" , "18.7+/-9" , 39.8
345 , "PCCS1 030 G229.90-12.38 "  ,, 99.135 , -20.57361 , 229.89799 , -12.378 , "895.7+/-124.6" , "1344.5+/-337.1" , "1030.4+/-45.5" , "1614.9+/-81.7" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G229.88-12.41" , "52.1+/-3.1" , "34.4+/-2.1" , "1.8+/-4.9" , 42.3
346 , "PCCS1 030 G155.81+21.56 "  ,, 99.56375 , 59.61806 , 155.814 , 21.561 , "609.5+/-115.2" , "735.4+/-295.7" , "434.8+/-45.3" , "729.6+/-60.3" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G155.87+21.55" , "34.5+/-3.1" , "31.7+/-2.9" , "5.2+/-39.9" , 33
347 , "PCCS1 030 G141.29+25.05 "  ,, 99.81125 , 73.39389 , 141.29401 , 25.052 , "1175.2+/-104.4" , "913.6+/-339.3" , "950.4+/-39.2" , "1080.2+/-55.2" , 1.8 , "No" , 0 , 2 , "PLCKERC030 G141.29+25.07" , "43.7+/-2.4" , "24.2+/-1.4" , "26+/-3.4" , 32.6
348 , "PCCS1 030 G176.40+14.61 "  ,, 100.04917 , 38.87833 , 176.39999 , 14.61 , "523.6+/-113.6" , "253.4+/-335.5" , "207.7+/-44.2" , "262.2+/-47" , 1.8 , "No" , 0 , 2 , " " , "39.5+/-7.5" , "16.6+/-3.1" , "19.8+/-7.6" , 25.6
349 , "PCCS1 030 G203.07+02.13 "  ,, 100.24542 , 9.74139 , 203.07401 , 2.129 , "3293.6+/-323.9" , "6096.6+/-1000.6" , "5163.9+/-174" , "1.3e+4+/-357.2" , 1.8 , "Yes" , 0 , 1 , " " , "82.7+/-3.4" , "42.8+/-1.7" , "178.6+/-1.6" , 59.5
350 , "PCCS1 030 G224.29-07.92 "  ,, 100.86917 , -13.67194 , 224.285 , -7.921 , "523.8+/-120.6" , "115.8+/-244.4" , "193.1+/-47.9" , "291.3+/-48.2" , 1.8 , "No" , 0 , 2 , " " , "38.6+/-6.8" , "21.6+/-3.8" , "27.8+/-11.1" , 28.9
351 , "PCCS1 030 G277.55-25.54 "  ,, 101.08458 , -67.23389 , 277.54901 , -25.539 , "467+/-80.3" , "218.6+/-237.2" , "293.7+/-20.9" , "290.7+/-32.9" , 1.8 , "No" , 0 , 2 , " " , "27.5+/-3.3" , "27.1+/-3.3" , "35.5+/-108.5" , 27.3
352 , "PCCS1 030 G211.95-01.21 "  ,, 101.32917 , 0.32361 , 211.946 , -1.214 , "4145.4+/-227.7" , "1.3e+4+/-1094.8" , "1.0e+4+/-157.9" , "2.0e+4+/-243.8" , 1.8 , "Yes" , 0 , 2 , "PLCKERC030 G211.94-01.20" , "59+/-1" , "43.2+/-0.7" , "174.9+/-1.6" , 50.5
