_id ,plotkin10_name , RA, Dec, LII , BII , Redshift , SDSSclassification , RMAG , RadioFluxDensityat1.4GHz, other_name
 586 , "SDSS J150233.94+335055.6" , 225.64125 , 33.84878 , "54.45" , "61.09" , -1 , "H " , 17.5 , 80.99 ,,
 587 , "SDSS J150410.48+300703.0" , 226.04333 , 30.1175 , "46.75" , "60.82" , 0.947 , "L " , 19.1 , 0.94 ,,
 588 , "SDSS J150347.98+475930.9" , 225.94958 , 47.99192 , "80.91" , "56.91" , -1 , "H " , 19.7 , 55.28 ,,
 589 , "SDSS J150644.47+081400.6" , 226.685 , 8.2335 , "8.74" , "52.84" , 0.376 , "H " , 17.1 , 75.46 ,,
 590 , "SDSS J150617.64+433413.6" , 226.57333 , 43.57044 , "73.02" , "58.28" , 0.47 , "H " , 19.3 , 31.09 ,,
 591 , "SDSS J150718.80+243122.7" , 226.82833 , 24.52297 , "35.78" , "59.4" , -1 , "H " , 18.9 , 4.12 ,,
 592 , "SDSS J150947.97+555617.3" , 227.44958 , 55.93814 , "91.82" , "52.01" , -1 , "H " , 17.8 , 34.37 ,,
 593 , "SDSS J151433.75+190319.5" , 228.64042 , 19.05542 , "26.82" , "56.23" , -1 , "H " , 18.7 , 7.1 ,,
 594 , "SDSS J151826.68+075222.3" , 229.61083 , 7.87286 , "10.88" , "50.24" , -1 , "H " , 18.9 , 4.93 ,,
 595 , "SDSS J152034.98+554257.0" , 230.14542 , 55.71583 , "90.2" , "50.86" , -1 , "H " , 18.7 , 48.05 ,,
 596 , "SDSS J152200.77+035016.9" , 230.50292 , 3.83803 , "6.66" , "47.19" , 0.838 , "H " , 19.2 , 0.99 ,,
 597 , "SDSS J152200.14+413741.7" , 230.50042 , 41.62825 , "68.07" , "56.06" , 3.215 , "H " , 20 , 0.59 ,,
 598 , "SDSS J152422.56+374034.1" , 231.09375 , 37.67614 , "60.93" , "56.3" , 1.219 , "H " , 19.3 , 1.82 ,,
 599 , "SDSS J152507.68+215343.0" , 231.28167 , 21.89528 , "32.97" , "54.78" , -1 , "H " , 19.3 , 5.68 ,,
 600 , "SDSS J152913.56+381217.5" , 232.30625 , 38.20486 , "61.66" , "55.29" , -1 , "H " , 18.4 , 11.08 ,,
 601 , "SDSS J153044.08+231013.5" , 232.68333 , 23.17042 , "35.67" , "53.88" , 1.407 , "H " , 17.6 , 4.55 ,,
 602 , "SDSS J153058.18+573625.2" , 232.74208 , 57.607 , "91.58" , "48.66" , -1 , "H " , 19.4 , 38.38 ,,
 603 , "SDSS J153139.78+470705.9" , 232.91542 , 47.11831 , "76.36" , "52.91" , -1 , "H " , 19.3 , 3.53 ,,
 604 , "SDSS J153149.47+465913.7" , 232.95583 , 46.98714 , "76.14" , "52.92" , 0.316 , "H " , 18.9 , 21.32 ,,
 605 , "SDSS J153311.25+185429.1" , 233.29667 , 18.90808 , "29.2" , "52.05" , 0.307 , "H " , 18.3 , 21.39 ,,
 606 , "SDSS J153324.26+341640.3" , 233.35083 , 34.27786 , "54.73" , "54.69" , -1 , "H " , 17.9 , 27.27 ,,
 607 , "SDSS J153447.21+371554.5" , 233.69667 , 37.26514 , "59.85" , "54.28" , 0.143 , "H " , 17.3 , 22.14 ,,
 608 , "SDSS J153500.80+532037.2" , 233.75333 , 53.34367 , "85.36" , "50.12" , -1 , "H " , 18.6 , 14.06 ,,
 609 , "SDSS J153925.68+421728.1" , 234.85667 , 42.29114 , "68.05" , "52.76" , -1 , "H " , 18.1 , 65.97 ,,
 610 , "SDSS J154146.37+263100.8" , 235.44292 , 26.51689 , "42.02" , "52.17" , 1.716 , "H " , 19 , 0.91 ,,
 611 , "SDSS J154604.25+081913.4" , 236.5175 , 8.32039 , "16.79" , "44.67" , 0.512 , "H " , 17.4 , 7.11 ,,
 612 , "SDSS J154633.15+060345.5" , 236.63792 , 6.06264 , "14.19" , "43.4" , 0.853 , "H " , 19.2 , 1 ,,
 613 , "SDSS J154623.71+181715.3" , 236.59875 , 18.28758 , "30" , "48.9" , 1.005 , "H " , 18.8 , 61.23 ,,
 614 , "SDSS J154850.76+001852.3" , 237.21125 , 0.31453 , "8.25" , "39.7" , 0.89 , "H " , 19.1 , 1.01 ,,
 615 , "SDSS J155203.26+085047.3" , 238.01333 , 8.84647 , "18.45" , "43.65" , 1.015 , "H " , 18 , 103.9 ,,
 616 , "SDSS J155331.07+060143.8" , 238.37917 , 6.02883 , "15.39" , "41.91" , 0.619 , "H " , 19.9 , 13.12 ,,
 617 , "SDSS J155412.07+241426.6" , 238.55 , 24.24072 , "39.48" , "48.94" , 0.301 , "H " , 19.4 , 8.49 ,,
 618 , "SDSS J155424.12+201125.4" , 238.60042 , 20.19039 , "33.65" , "47.76" , 0.222 , "H " , 17.9 , 60.86 ,,
 619 , "SDSS J155500.58+214159.8" , 238.75208 , 21.69994 , "35.86" , "48.08" , 0.864 , "H " , 17.9 , 171.47 ,,
 620 , "SDSS J155651.00+385446.4" , 239.2125 , 38.91289 , "62.08" , "49.85" , -1 , "H " , 19.5 , 0.99 ,,
 621 , "SDSS J155848.37+022818.6" , 239.70125 , 2.47183 , "12.37" , "38.89" , -1 , "H " , 19.5 , 17.99 ,,
 622 , "SDSS J155952.20+231656.7" , 239.9675 , 23.28242 , "38.59" , "47.44" , -1 , "H " , 17.5 , 47.38 ,,
 623 , "SDSS J160114.81+042052.7" , 240.31167 , 4.34797 , "14.83" , "39.39" , 2.152 , "H " , 18.9 , 1.01 ,,
 624 , "SDSS J160118.96+063136.0" , 240.32875 , 6.52667 , "17.28" , "40.5" , 0.358 , "H " , 18.9 , 39.47 ,,
 625 , "SDSS J160218.06+305109.4" , 240.575 , 30.85261 , "49.83" , "48.4" , -1 , "H " , 18 , 59.92 ,,
 626 , "SDSS J160339.50+500955.4" , 240.91458 , 50.16539 , "78.62" , "46.98" , -1 , "H " , 19.4 , 29.82 ,,
 627 , "SDSS J160436.65+173325.0" , 241.1525 , 17.55694 , "31.25" , "44.59" , 1.007 , "H " , 19.2 , 9.26 ,,
 628 , "SDSS J160410.22+432614.7" , 241.0425 , 43.43742 , "68.79" , "48.1" , -1 , "H " , 18 , 0.96 ,,
 629 , "SDSS J160519.04+542059.9" , 241.32917 , 54.34997 , "84.35" , "45.59" , 0.212 , "H " , 18.8 , 5.54 ,,
 630 , "SDSS J160740.59+254115.7" , 241.91875 , 25.68769 , "42.64" , "46.32" , 0.532 , "H " , 19.5 , 31.71 ,,
 631 , "SDSS J160909.77+342154.1" , 242.29042 , 34.36503 , "55.26" , "47.32" , 0.578 , "H " , 19 , 7.71 ,,
 632 , "SDSS J161016.47+303945.9" , 242.56833 , 30.66275 , "49.9" , "46.68" , 1.034 , "L " , 19.7 , 0.95 ,,
 633 , "SDSS J161245.67+511816.8" , 243.19 , 51.30467 , "79.74" , "45.32" , 1.595 , "H " , 17.7 , 0.93 ,,
 634 , "SDSS J161415.20+004722.0" , 243.56333 , 0.78944 , "13.26" , "34.74" , 1.568 , "H " , 19.3 , 13.74 ,,
 635 , "SDSS J161353.49+220159.4" , 243.4725 , 22.03317 , "38.16" , "43.99" , 0.875 , "L " , 19.1 , 1.73 ,,
 636 , "SDSS J161409.43+203602.0" , 243.53917 , 20.60056 , "36.3" , "43.49" , -1 , "H " , 20 , 8.2 ,,
 637 , "SDSS J161608.48+224107.4" , 244.035 , 22.68539 , "39.24" , "43.68" , 0.33 , "L " , 18.7 , 14.54 ,,
 638 , "SDSS J161541.21+471111.7" , 243.92167 , 47.18661 , "73.84" , "45.61" , 0.199 , "L " , 17.7 , 98.08 ,,
 639 , "SDSS J161633.78+333043.4" , 244.14042 , 33.51206 , "54.22" , "45.71" , -1 , "H " , 19.1 , 21.29 ,,
 640 , "SDSS J161706.32+410647.0" , 244.27625 , 41.11306 , "65.13" , "45.89" , 0.267 , "H " , 17.9 , 63.88 ,,
 641 , "SDSS J161830.59+062211.5" , 244.6275 , 6.36986 , "19.82" , "36.72" , -1 , "H " , 18.6 , 28.44 ,,
 642 , "SDSS J161823.58+363201.7" , 244.59792 , 36.53381 , "58.57" , "45.58" , 0.734 , "H " , 19.4 , 536.06 ,,
 643 , "SDSS J162115.21-003140.3" , 245.31333 , -0.52789 , "13.09" , "32.55" , -1 , "H " , 19 , 12.7 ,,
 644 , "SDSS J162258.85+064919.3" , 245.745 , 6.82203 , "20.98" , "35.97" , -1 , "H " , 20 , 1 ,,
 645 , "SDSS J162259.26+440142.9" , 245.74667 , 44.02858 , "69.2" , "44.67" , -1 , "H " , 18.9 , 8.05 ,,
 646 , "SDSS J162332.26+284128.7" , 245.88417 , 28.69131 , "47.84" , "43.51" , -1 , "H " , 19.1 , 2.52 ,,
 647 , "SDSS J162451.69+232515.8" , 246.215 , 23.42106 , "40.97" , "41.96" , 0.441 , "H " , 20.1 , 0.9 ,,
 648 , "SDSS J162625.85+351341.4" , 246.6075 , 35.22817 , "56.91" , "43.86" , 0.497 , "H " , 18.4 , 20.05 ,,
 649 , "SDSS J162650.39+342229.4" , 246.70958 , 34.37483 , "55.75" , "43.69" , -1 , "H " , 19.6 , 0.74 ,,
 650 , "SDSS J162712.98+314956.1" , 246.80375 , 31.83225 , "52.29" , "43.27" , -1 , "H " , 20 , 4.02 ,,
 651 , "SDSS J162839.03+252755.9" , 247.1625 , 25.46553 , "43.92" , "41.67" , 0.22 , "H " , 18.2 , 51.53 ,,
 652 , "SDSS J162856.27+140028.7" , 247.23417 , 14.00797 , "29.86" , "37.83" , -1 , "H " , 19.6 , 1.01 ,,
 653 , "SDSS J162933.60+253200.6" , 247.39 , 25.5335 , "44.08" , "41.49" , 1.33 , "L " , 19.2 , 0.95 ,,
 654 , "SDSS J163124.70+421702.3" , 247.85292 , 42.284 , "66.7" , "43.19" , 0.467 , "H " , 19.1 , 6.05 ,,
 655 , "SDSS J163214.52+175849.6" , 248.06042 , 17.98044 , "34.92" , "38.59" , 0.287 , "H " , 18.1 , 18.95 ,,
 656 , "SDSS J163322.48+422738.8" , 248.34333 , 42.46078 , "66.94" , "42.83" , 0.133 , "H " , 18.5 , 0.96 ,,
 657 , "SDSS J163716.73+131438.8" , 249.31958 , 13.24411 , "30.01" , "35.67" , -1 , "H " , 18.9 , 16.04 ,,
 658 , "SDSS J163739.15+221039.9" , 249.41292 , 22.17775 , "40.54" , "38.78" , 0.689 , "H " , 21.7 , 0.91 ,,
 659 , "SDSS J163709.50+432600.3" , 249.28958 , 43.43342 , "68.25" , "42.13" , 0.343 , "H " , 18.4 , 51.24 ,,
 660 , "SDSS J163726.66+454749.0" , 249.36083 , 45.79694 , "71.43" , "42.01" , 0.192 , "H " , 18.3 , 16.23 ,,
 661 , "SDSS J163843.23+133409.8" , 249.68 , 13.56939 , "30.55" , "35.48" , 0.472 , "H " , 20.5 , 3 ,,
 662 , "SDSS J163836.22+435403.0" , 249.65083 , 43.90083 , "68.87" , "41.86" , 0.469 , "H " , 20.4 , 4.09 ,,
 663 , "SDSS J164128.55+211759.6" , 250.36875 , 21.29989 , "39.82" , "37.66" , 0.673 , "H " , 20.1 , 1 ,,
 664 , "SDSS J164220.31+221143.4" , 250.58458 , 22.19539 , "40.98" , "37.75" , 0.592 , "H " , 18.7 , 13.31 ,,
 665 , "SDSS J164301.06+322104.0" , 250.75417 , 32.35111 , "53.7" , "40.06" , 1.028 , "H " , 18.5 , 22.21 ,,
 666 , "SDSS J164302.05+441422.4" , 250.75833 , 44.23956 , "69.32" , "41.06" , 1.65 , "L " , 18.5 , 0.88 ,,
 667 , "SDSS J164419.97+454644.3" , 251.08292 , 45.779 , "71.35" , "40.81" , 0.225 , "L " , 18.1 , 115.06 ,,
 668 , "SDSS J164729.70+252154.4" , 251.87375 , 25.36511 , "45.24" , "37.54" , -1 , "H " , 19.6 , 0.99 ,,
 669 , "SDSS J164903.28+304936.5" , 252.26333 , 30.82681 , "52.08" , "38.51" , 2.048 , "L " , 19.1 , 0.99 ,,
 670 , "SDSS J165109.19+421253.4" , 252.78792 , 42.21486 , "66.71" , "39.54" , 0.269 , "H " , 19.4 , 17.2 ,,
 671 , "SDSS J165146.61+184709.0" , 252.94417 , 18.78583 , "37.89" , "34.54" , 0.447 , "H " , 20.1 , 1.68 ,,
 672 , "SDSS J165248.44+363212.6" , 253.20167 , 36.53683 , "59.45" , "38.7" , -1 , "H " , 19.2 , 53.47 ,,
 673 , "SDSS J165249.92+402310.1" , 253.20792 , 40.38614 , "64.37" , "39.11" , 0.387 , "H " , 18.4 , 17.66 ,,
 674 , "SDSS J165412.84+354334.9" , 253.55333 , 35.72636 , "58.48" , "38.3" , 0.754 , "L " , 20.1 , 0.94 ,,
 675 , "SDSS J165542.81+324420.0" , 253.92833 , 32.73889 , "54.81" , "37.49" , -1 , "H " , 18.7 , 31.63 ,,
 676 , "SDSS J165552.23+372321.9" , 253.9675 , 37.38942 , "60.64" , "38.21" , -1 , "H " , 20.3 , 76.04 ,,
 677 , "SDSS J165851.61+341908.8" , 254.715 , 34.31911 , "56.92" , "37.14" , -1 , "H " , 19.8 , 0.94 ,,
 678 , "SDSS J165806.77+611858.9" , 254.52792 , 61.31636 , "90.96" , "37.06" , 2.085 , "H " , 20.7 , 0.99 ,,
 679 , "SDSS J165808.34+615001.9" , 254.53458 , 61.83389 , "91.59" , "36.96" , 0.374 , "H " , 18.5 , 37.94 ,,
 680 , "SDSS J170108.89+395443.0" , 255.28667 , 39.91194 , "63.96" , "37.48" , 1.889 , "H " , 19.2 , 3.75 ,,
 681 , "SDSS J170124.63+395437.1" , 255.3525 , 39.91031 , "63.97" , "37.43" , -1 , "H " , 16.9 , 254.93 ,,
 682 , "SDSS J170238.53+311543.5" , 255.66042 , 31.26208 , "53.39" , "35.75" , -1 , "H " , 18.9 , 5.81 ,,
 683 , "SDSS J171248.77+293116.8" , 258.20292 , 29.52136 , "51.97" , "33.21" , 0.42 , "H " , 18 , 13.39 ,,
 684 , "SDSS J171445.54+303628.0" , 258.68958 , 30.60778 , "53.35" , "33.07" , 0.857 , "H " , 19.1 , 1.55 ,,
 685 , "SDSS J171501.35+292912.3" , 258.75542 , 29.48675 , "52.08" , "32.74" , 1.529 , "H " , 19.5 , 27.24 ,,
 686 , "SDSS J171427.40+560156.0" , 258.61417 , 56.03222 , "84.12" , "35.61" , 0.401 , "H " , 19.7 , 6.59 ,,
 687 , "SDSS J171902.34+552434.5" , 259.75958 , 55.40958 , "83.32" , "35" , 0.627 , "H " , 21 , 1.76 ,,
 688 , "SDSS J172918.78+525559.2" , 262.32792 , 52.93311 , "80.32" , "33.5" , 0.349 , "H " , 18.5 , 20.7 ,,
 689 , "SDSS J172858.15+603512.7" , 262.24208 , 60.58686 , "89.5" , "33.44" , 1.785 , "H " , 18.5 , 1.02 ,,
 690 , "SDSS J173719.14+570216.5" , 264.32958 , 57.03792 , "85.24" , "32.44" , -1 , "H " , 19.9 , 12.94 ,,
 691 , "SDSS J204921.74-003926.6" , 312.34042 , -0.65739 , "46.75" , "-26.31" , 0.257 , "H " , 19.1 , 5.42 ,,
 692 , "SDSS J205133.22-002130.2" , 312.88833 , -0.35839 , "47.35" , "-26.63" , -1 , "H " , 20.2 , -1 ,,
 693 , "SDSS J205456.85+001537.7" , 313.73667 , 0.26047 , "48.43" , "-27.05" , 0.151 , "H " , 18 , 56.47 ,,
 694 , "SDSS J205523.37-050619.2" , 313.84708 , -5.10533 , "43.19" , "-29.8" , 0.342 , "H " , 19 , 18.8 ,,
 695 , "SDSS J205528.23-002117.1" , 313.8675 , -0.35475 , "47.91" , "-27.48" , -1 , "H " , 18 , 40.51 ,,
 696 , "SDSS J205938.57-003756.0" , 314.91042 , -0.63219 , "48.25" , "-28.51" , 0.335 , "H " , 19.3 , 14.69 ,,
 697 , "SDSS J210436.56-072146.8" , 316.15208 , -7.363 , "42.12" , "-32.89" , -1 , "H " , 20.2 , 1 ,,
 698 , "SDSS J211552.88+000115.4" , 318.97 , 0.02094 , "51.35" , "-31.63" , -1 , "H " , 19.5 , -1 ,,
 699 , "SDSS J211603.23-010828.4" , 319.01333 , -1.14122 , "50.21" , "-32.28" , 0.305 , "H " , 18 , 66.13 ,,
 700 , "SDSS J211611.89-062830.4" , 319.04917 , -6.47511 , "44.7" , "-35" , 0.292 , "H " , 18.9 , 14.87 ,,
 701 , "SDSS J212416.05-074129.9" , 321.06667 , -7.69164 , "44.57" , "-37.34" , 1.402 , "H " , 18 , 0.98 ,,
 702 , "SDSS J212756.67+004745.6" , 321.98583 , 0.796 , "54.08" , "-33.73" , 0.693 , "L " , 19 , 0.84 ,,
 703 , "SDSS J214406.27-002858.1" , 326.02583 , -0.48281 , "55.58" , "-37.79" , -1 , "H " , 19.2 , 33.34 ,,
 704 , "SDSS J214807.07-073346.9" , 327.02917 , -7.56303 , "48.48" , "-42.44" , -1 , "H " , 18.4 , 11.7 ,,
 705 , "SDSS J215051.72+111916.5" , 327.71542 , 11.32125 , "68.11" , "-31.74" , -1 , "H " , 19 , 9.58 ,,
 706 , "SDSS J215305.34-004230.6" , 328.27208 , -0.7085 , "57.01" , "-39.75" , 0.341 , "H " , 18.3 , 19.9 ,,
 707 , "SDSS J215650.32-085535.3" , 329.20958 , -8.9265 , "48.33" , "-44.99" , 1.023 , "H " , 18.8 , 21.49 ,,
 708 , "SDSS J221108.34-000302.5" , 332.78458 , -0.05069 , "61.33" , "-42.96" , 0.362 , "H " , 18.8 , 16.89 ,,
 709 , "SDSS J221109.88-002327.4" , 332.79083 , -0.39094 , "60.97" , "-43.18" , 0.448 , "H " , 19.6 , 38.84 ,,
 710 , "SDSS J221456.37+002000.0" , 333.73458 , 0.33336 , "62.56" , "-43.46" , 0.586 , "H " , 19.3 , 46.43 ,,
 711 , "SDSS J223301.11+133602.0" , 338.25458 , 13.60056 , "79.05" , "-37.22" , 0.214 , "H " , 18.6 , 24.66 ,,
 712 , "SDSS J224046.89+132602.6" , 340.195 , 13.43406 , "80.79" , "-38.52" , -1 , "H " , 18.9 , 13.61 ,,
 713 , "SDSS J224448.09-000619.3" , 341.2 , -0.10536 , "69.29" , "-49.33" , -1 , "H " , 19.1 , 5.43 ,,
 714 , "SDSS J224730.19+000006.4" , 341.87542 , 0.00178 , "70.14" , "-49.73" , -1 , "H " , 18.3 , 190.56 ,,
 715 , "SDSS J224949.87+130844.6" , 342.4575 , 13.14572 , "82.84" , "-40.08" , -1 , "H " , 19.1 , 12.73 ,,
 716 , "SDSS J225232.18+124510.9" , 343.13375 , 12.75303 , "83.24" , "-40.78" , 0.497 , "H " , 18.8 , 44.48 ,,
 717 , "SDSS J225354.23+140436.9" , 343.47583 , 14.07692 , "84.59" , "-39.89" , 0.327 , "H " , 18.5 , 11.52 ,,
 718 , "SDSS J225624.27+130541.6" , 344.10083 , 13.09489 , "84.52" , "-41.05" , -1 , "H " , 18.6 , 44.15 ,,
 719 , "SDSS J232428.43+144324.3" , 351.11833 , 14.72342 , "93.53" , "-43.13" , 1.411 , "H " , 18.8 , -1 ,,
 720 , "SDSS J233453.83+143214.7" , 353.72417 , 14.53742 , "96.57" , "-44.39" , -1 , "H " , 18.2 , 63.35 ,,
 721 , "SDSS J233939.48-103539.3" , 354.91417 , -10.59425 , "73.88" , "-66.37" , 2.757 , "H " , 18.8 , 1.02 ,,
 722 , "SDSS J235604.01-002353.7" , 359.01667 , -0.39825 , "94.2" , "-60.15" , 0.283 , "H " , 18.7 , 5.18 ,,
 723 , "SDSS J000157.23-103117.3" , 0.48833 , -10.52147 , "85.52" , "-69.72" , 0.252 , "H " , 18.8 , 32.97 ,,
