_id , bat54_name , RA, Dec, LII, BII, Flux, Type , Redshift , Bzcat counterpart, other_name
623 , "PBC J1203.1+4430" , 180.79917 , 44.51069 , "148.9" , "70.1" , "(33.3+/-2.7)x10-12" , "Sy1 " , 0.002 , " -- " , "NGC 4051 "
624 , "PBC J1204.4+2018" , 181.10167 , 20.30175 , "242.83" , "77.26" , "(1.9+/-1.1)x10-11" , "Sy2 " , 0.023 , " -- " , "NGC 4074 "
625 , "PBC J1204.7-4344" , 181.18125 , -43.74525 , "294.07" , "18.31" , "(7+/-4.4)x10-12" , "X " , 0.015 , " -- " , "1RXS J120452.8"
626 , "PBC J1204.7+3108" , 181.2175 , 31.15178 , "188.58" , "79.07" , "(9.4+/-5.5)x10-12" , "Sy1 " , 0.025 , " -- " , "UGC 07064 "
627 , "PBC J1206.2+5244" , 181.59083 , 52.73006 , "138.07" , "63.05" , "(2.1+/-1.2)x10-11" , "LIN " , 0.003 , " -- " , "NGC 4102 "
628 , "PBC J1207.6+3353" , 181.90417 , 33.88117 , "174.66" , "78.4" , "(11.5+/-7.6)x10-12" , "rG " , 0.079 , " -- " , "7C 1205+3409 "
629 , "PBC J1207.9+4306" , 181.96292 , 43.13258 , "149.02" , "71.72" , "(9+/-5.8)x10-12" , "Sy2 " , 0.003 , " -- " , "NGC 4117 "
630 , "PBC J1209.1+4702" , 182.28042 , 47.04175 , "142.81" , "68.42" , "(17+/-9.4)x10-12" , "Sy2 " , 0.025 , " -- " , "Mrk 0198 "
631 , "PBC J1209.5+4342" , 182.36667 , 43.70989 , "147.28" , "71.38" , "(27.7+/-8.8)x10-12" , "Sy1 " , 0.003 , " -- " , "NGC 4138 "
632 , "PBC J1210.0-4634" , 182.50208 , -46.58269 , "295.55" , "15.69" , "(9.8+/-5.9)x10-12" , "G " , 0.032 , " -- " , "2MASX J1210040"
633 , "PBC J1210.5+3924" , 182.63042 , 39.40422 , "155.09" , "75.06" , "(456.4+/-2.6)x10-12" , "Sy1 " , 0.003 , "BZB (BL Lac)" , "NGC 4151 "
634 , "PBC J1210.7+3819" , 182.68 , 38.31747 , "157.71" , "75.93" , "(16.5+/-8.8)x10-12" , "GiG " , 0.023 , " -- " , "KUG 1208+386 "
635 , "PBC J1211.3-3933" , 182.8425 , -39.56619 , "294.57" , "22.65" , "(11.2+/-7.1)x10-12" , "AGN " , 0.061 , " -- " , "2MASX J1211142"
636 , "PBC J1212.5-5802" , 183.12458 , -58.03747 , "297.78" , "4.44" , "(8.9+/-4.9)x10-12" , "X " , 0 , " -- " , "PBCX J121226.1"
637 , "PBC J1212.8+0703" , 183.205 , 7.03417 , "276.65" , "67.91" , "(14+/-8.7)x10-12" , "X " , 0 , " -- " , "PBCX J121238.6"
638 , "PBC J1212.8+0703" , 183.205 , 7.03417 , "276.65" , "67.91" , "(14+/-8.7)x10-12" , "QSO " , 0.209 , " -- " , "2MASS J1212498"
639 , "PBC J1212.9-6453" , 183.255 , -64.89664 , "298.86" , "-2.34" , "(10.7+/-5.6)x10-12" , "HXB " , 0 , " -- " , "EXMS B1210-645"
640 , "PBC J1213.0+3239" , 183.26667 , 32.65139 , "177.02" , "80.02" , "(8.5+/-5.3)x10-12" , " " , 0 , " -- " , "PBC J1213.0+32"
641 , "PBC J1213.7-6015" , 183.42458 , -60.261 , "298.26" , "2.26" , "(7.5+/-4.6)x10-12" , " " , 0 , " -- " , "PBC J1213.7-60"
642 , "PBC J1214.2+2932" , 183.56917 , 29.55186 , "194.25" , "81.47" , "(13.9+/-7.6)x10-12" , "Sy1 " , 0.064 , " -- " , "Was 49 "
643 , "PBC J1215.3-3244" , 183.82625 , -32.73444 , "294.2" , "29.52" , "(8.2+/-5.3)x10-12" , " " , 0 , " -- " , "PBC J1215.3-32"
644 , "PBC J1215.8+5046" , 183.99208 , 50.83392 , "136.43" , "65.35" , "(7.8+/-5)x10-12" , "Sy1 " , 0.031 , " -- " , "Mrk 1469 "
645 , "PBC J1216.9-2615" , 184.28208 , -26.20117 , "293.4" , "36.03" , "(13+/-7.9)x10-12" , "Sy2 " , 0.04 , " -- " , "ESO 505-31 "
646 , "PBC J1216.9-2615" , 184.28208 , -26.20117 , "293.4" , "36.03" , "(13+/-7.9)x10-12" , "Sy2 " , 0.04 , " -- " , "ESO 505-30 "
647 , "PBC J1217.1+0712" , 184.30167 , 7.17767 , "279.22" , "68.45" , "(2.5+/-1.4)x10-11" , "Sy1 " , 0.008 , " -- " , "NGC 4235 "
648 , "PBC J1217.2+6426" , 184.30083 , 64.43633 , "128.95" , "52.29" , "(2.9+/-1.8)x10-12" , "QSO " , 0.278 , " -- " , "2MASS J1217048"
649 , "PBC J1218.4+2949" , 184.61375 , 29.81256 , "190.68" , "82.27" , "(18.6+/-3.3)x10-12" , "Sy1 " , 0.013 , " -- " , "Mrk 766 "
650 , "PBC J1218.9+4718" , 184.73958 , 47.31025 , "138.31" , "68.83" , "(18.3+/-9.5)x10-12" , "LIN " , 0.002 , " -- " , "NGC 4258 "
651 , "PBC J1220.1+0643" , 185.04083 , 6.72256 , "281.51" , "68.28" , "(8.7+/-5.6)x10-12" , "QSO " , 0.287 , " -- " , "2MASS J1220184"
652 , "PBC J1221.3-1110" , 185.33 , -11.17494 , "291.14" , "51" , "(7.5+/-4.1)x10-12" , "QSO " , 0.209 , " -- " , "2MASS J1221253"
653 , "PBC J1221.3+3008" , 185.32792 , 30.14856 , "186.61" , "82.73" , "(5.8+/-3.3)x10-12" , "BLA " , 0.184 , "BZB (BL Lac)" , "1RXS J122121.7"
654 , "PBC J1221.8+7519" , 185.44917 , 75.30319 , "125.44" , "41.68" , "(10.7+/-5.8)x10-12" , "Sy1 " , 0.07 , " -- " , "Mrk 205 "
655 , "PBC J1222.3+0415" , 185.58875 , 4.23583 , "284.79" , "66.07" , "(2.5+/-1.6)x10-11" , "BLA " , 0.965 , "BZQ (FSRQ)" , "4C 04.42 "
656 , "PBC J1223.4+0240" , 185.86 , 2.68064 , "286.41" , "64.64" , "(2+/-1.2)x10-11" , "Sy1 " , 0.023 , " -- " , "Mrk 50 "
657 , "PBC J1223.9+4042" , 186.00917 , 40.70122 , "143.8" , "75.29" , "(7.1+/-4.1)x10-12" , "QSO " , 0.096 , " -- " , "SDSS J122358.9"
658 , "PBC J1224.8+2122" , 186.22375 , 21.38317 , "255.05" , "81.65" , "(16.8+/-9.7)x10-12" , "BLA " , 0.435 , "BZQ (FSRQ)" , "4C +21.35 "
659 , "PBC J1225.7+1240" , 186.44667 , 12.66239 , "279.12" , "74.33" , "(231+/-3.3)x10-12" , "Sy2 " , 0.008 , " -- " , "NGC 4388 "
660 , "PBC J1225.7+3331" , 186.44792 , 33.51589 , "162.26" , "81.55" , "(2.1+/-1.1)x10-11" , "Sy1 " , 0.001 , " -- " , "NGC 4395 "
661 , "PBC J1226.6-6246" , 186.665 , -62.77117 , "300.1" , "-0.04" , "(2361+/-2.5)x10-12" , "HXB " , 0 , " -- " , "GX 301-2 "
662 , "PBC J1228.0-4854" , 187.00417 , -48.89042 , "298.97" , "13.79" , "(33+/-9.8)x10-12" , "CV* " , 0 , " -- " , "XSS J12270-485"
663 , "PBC J1228.0-0925" , 187.01833 , -9.42639 , "293.32" , "53" , "(9.7+/-6.8)x10-12" , " " , 0 , " -- " , "PBC J1228.0-09"
664 , "PBC J1229.1+0202" , 187.27542 , 2.04342 , "289.95" , "64.34" , "(356.3+/-3.1)x10-12" , "BLA " , 0.158 , "BZQ (FSRQ)" , "3C 273 "
665 , "PBC J1231.4+5759" , 187.85792 , 57.9925 , "128.07" , "58.93" , "(8.4+/-5.2)x10-12" , " " , 0 , " -- " , "PBC J1231.4+57"
666 , "PBC J1231.3+7044" , 187.84417 , 70.74747 , "125.32" , "46.28" , "(6.5+/-3.6)x10-12" , "Sy1 " , 0.208 , " -- " , "2MASS J1231365"
667 , "PBC J1232.2-4216" , 188.03208 , -42.2845 , "299.12" , "20.44" , "(10.8+/-6.9)x10-12" , "Sy1 " , 0.1 , " -- " , "1RXS J123212.3"
668 , "PBC J1231.9+2013" , 187.99792 , 20.18831 , "269.24" , "81.75" , "(8.7+/-6.2)x10-12" , "Sy1 " , 0.064 , " -- " , "RBS 1125 "
669 , "PBC J1234.7-6434" , 188.71208 , -64.57156 , "301.15" , "-1.76" , "(63.4+/-3.5)x10-12" , "Sy* " , 0 , " -- " , "IGR J12349-643"
670 , "PBC J1235.5-3954" , 188.90125 , -39.89969 , "299.63" , "22.86" , "(166.8+/-3.6)x10-12" , "Sy2 " , 0.012 , " -- " , "NGC 4507 "
671 , "PBC J1237.7+1150" , 189.42958 , 11.84664 , "290.37" , "74.38" , "(8.9+/-6)x10-12" , "LIN " , 0.005 , " -- " , "M 58 "
672 , "PBC J1238.1-3843" , 189.54042 , -38.71842 , "300.09" , "24.07" , "(0.7+/-1.4)x10-11" , "DQ* " , 0 , " -- " , "V* V1025 Cen "
673 , "PBC J1238.8-2719" , 189.72583 , -27.311 , "299.51" , "35.47" , "(76.4+/-5.5)x10-12" , "Sy2 " , 0.025 , " -- " , "ESO 506- G 027"
674 , "PBC J1239.1-1612" , 189.77917 , -16.19378 , "298.62" , "46.57" , "(3.9+/-1.5)x10-11" , "Sy2 " , 0.037 , " -- " , "IGR J12391-161"
675 , "PBC J1239.6-0520" , 189.90917 , -5.33769 , "297.47" , "57.4" , "(76.4+/-3.5)x10-12" , "Sy1 " , 0.009 , " -- " , "NGC 4593 "
676 , "PBC J1240.3+3458" , 190.08208 , 34.97689 , "139.09" , "81.8" , "(7.5+/-4.8)x10-12" , "QSO " , 1.199 , " -- " , "7C 1237+3519 "
677 , "PBC J1240.6-3334" , 190.20208 , -33.55944 , "300.39" , "29.25" , "(1.9+/-1.1)x10-11" , "Sy1 " , 0.05 , " -- " , "1ES 1238-332 "
678 , "PBC J1240.8+2736" , 190.20958 , 27.60097 , "201" , "87.6" , "(8.3+/-4.9)x10-12" , "X " , 0 , " -- " , "1RXS J124104.2"
679 , "PBC J1240.8+2736" , 190.20958 , 27.60097 , "201" , "87.6" , "(8.3+/-4.9)x10-12" , "Sy1 " , 0.205 , " -- " , "2MASX J1241086"
680 , "PBC J1241.5-5749" , 190.3725 , -57.82303 , "301.6" , "5.02" , "(3.6+/-1.1)x10-11" , "Sy2 " , 0.024 , " -- " , "IGR J12415-575"
681 , "PBC J1240.9+6241" , 190.23667 , 62.686 , "124.99" , "54.4" , "(2.6+/-6.1)x10-12" , " " , 0 , " -- " , "PBC J1240.9+62"
682 , "PBC J1243.1-6306" , 190.78042 , -63.10108 , "301.99" , "-0.25" , "(6.2+/-3.7)x10-12" , "HXB " , 0 , " -- " , "HIP 62027 "
683 , "PBC J1246.5+5432" , 191.64958 , 54.52303 , "124.45" , "62.59" , "(21.2+/-9.7)x10-12" , "LIN " , 0.017 , " -- " , "NGC 4686 "
684 , "PBC J1248.0-5826" , 192.0125 , -58.44736 , "302.48" , "4.41" , "(9.2+/-5.5)x10-12" , "IR " , 0 , " -- " , "2MASX J1247578"
685 , "PBC J1249.8-5906" , 192.42708 , -59.10003 , "302.7" , "3.76" , "(62.4+/-3.2)x10-12" , "LXB " , 0 , " -- " , "3A 1246-588 "
686 , "PBC J1251.8-5127" , 192.96292 , -51.45433 , "302.99" , "11.41" , "(9.9+/-6)x10-12" , "X " , 0 , " -- " , "1RXS J125144.2"
687 , "PBC J1252.1-1323" , 193.0475 , -13.39797 , "303.21" , "49.47" , "(8.4+/-5.1)x10-12" , "Sy1 " , 0.014 , " -- " , "NGC 4748 "
688 , "PBC J1252.3-2914" , 193.10625 , -29.25236 , "303.19" , "33.61" , "(24.8+/-9.7)x10-12" , "DQ* " , 0 , " -- " , "EX Hya "
689 , "PBC J1253.3-4137" , 193.35542 , -41.61889 , "303.32" , "21.24" , "(14.6+/-8.4)x10-12" , "Sy2 " , 0.016 , " -- " , "ESO 323-32 "
690 , "PBC J1254.8-2655" , 193.71333 , -26.92803 , "303.87" , "35.93" , "(11.9+/-7)x10-12" , "AGN " , 0.059 , " -- " , "2MASX J1254563"
691 , "PBC J1256.1-0547" , 194.04083 , -5.80331 , "305.09" , "57.04" , "(3.4+/-2)x10-11" , "BLA " , 0.536 , "BZQ (FSRQ)" , "3C 279 "
692 , "PBC J1256.4+2253" , 194.11667 , 22.89647 , "318.26" , "85.61" , "(3+/-1.7)x10-12" , " " , 0 , " -- " , "PBC J1256.4+22"
693 , "PBC J1257.7-6917" , 194.42583 , -69.29703 , "303.48" , "-6.44" , "(43.2+/-4.4)x10-12" , "LXB " , 0 , " -- " , "1H 1254-690 "
694 , "PBC J1259.5+2756" , 194.90833 , 27.95069 , "57.71" , "88" , "(27+/-3.5)x10-12" , "ClG " , 0.023 , " -- " , "Coma Cluster "
695 , "PBC J1300.1+1636" , 195.04 , 16.60017 , "314.23" , "79.27" , "(10.7+/-7.5)x10-12" , "Sy1 " , 0.08 , " -- " , "2MASS J1300053"
696 , "PBC J1301.2-6136" , 195.31125 , -61.62386 , "304.09" , "1.22" , "(44.9+/-4)x10-12" , "HXB " , 0 , " -- " , "GX 304-1 "
697 , "PBC J1302.1-6356" , 195.52917 , -63.94706 , "304.1" , "-1.11" , "(37.2+/-4.3)x10-12" , "HXB " , 0 , " -- " , "IGR J13020-635"
698 , "PBC J1302.8+1622" , 195.72125 , 16.37544 , "317.36" , "78.92" , "(14.8+/-8.5)x10-12" , "Sy1 " , 0.067 , " -- " , "Mrk 783 "
699 , "PBC J1303.2-1339" , 195.80667 , -13.66267 , "307.3" , "49.1" , "(12.6+/-7.6)x10-12" , "Sy1 " , 0.046 , " -- " , "2MASX J1303222"
700 , "PBC J1304.0-1019" , 196.05042 , -10.32711 , "308.08" , "52.41" , "(1.8+/-1.1)x10-11" , "Sy1 " , 0.01 , " -- " , "NGC 4939 "
701 , "PBC J1304.2-0533" , 196.06167 , -5.55447 , "308.81" , "57.16" , "(1.8+/-1.1)x10-11" , "Sy2 " , 0.004 , " -- " , "NGC 4941 "
702 , "PBC J1304.0+5347" , 196.00708 , 53.79492 , "118.8" , "63.23" , "(26.3+/-4)x10-12" , "Sy1 " , 0.03 , " -- " , "IGR J13038+534"
703 , "PBC J1305.4-4928" , 196.35292 , -49.47375 , "305.26" , "13.33" , "(236.9+/-3.4)x10-12" , "Sy2 " , 0.002 , " -- " , "NGC 4945 "
704 , "PBC J1306.5-4025" , 196.64292 , -40.42203 , "306.04" , "22.35" , "(41.1+/-4.5)x10-12" , "Sy2 " , 0.015 , " -- " , "ESO 323-77 "
705 , "PBC J1309.0+1138" , 197.28625 , 11.63517 , "318.8" , "73.95" , "(50.3+/-8.2)x10-12" , "Sy2 " , 0.025 , " -- " , "NGC 4992 "
706 , "PBC J1310.1-1714" , 197.53625 , -17.243 , "309.29" , "45.39" , "(11.3+/-6.9)x10-12" , " " , 0 , " -- " , "PBC J1310.1-17"
707 , "PBC J1310.7-5551" , 197.69292 , -55.85411 , "305.66" , "6.91" , "(3+/-1.8)x10-11" , "Sy1 " , 0.104 , " -- " , "IGR J13109-555"
708 , "PBC J1310.8-5625" , 197.72417 , -56.41819 , "305.63" , "6.34" , "(12+/-7.4)x10-12" , "G " , 0 , " -- " , "2MASX J1310370"
709 , "PBC J1313.0-1108" , 198.26667 , -11.13478 , "311.45" , "51.37" , "(16.5+/-9.3)x10-12" , "Sy1 " , 0.034 , " -- " , "RBS 1233 "
710 , "PBC J1315.2+4423" , 198.83542 , 44.41547 , "108.96" , "72.06" , "(15.2+/-5.3)x10-12" , "Sy2 " , 0.035 , " -- " , "Mrk 248 "
711 , "PBC J1317.0-7155" , 199.25417 , -71.92442 , "304.93" , "-9.16" , "(10.9+/-6.2)x10-12" , "G " , 0 , " -- " , "2MASX J1316542"
712 , "PBC J1318.2-6259" , 199.59083 , -62.97019 , "305.98" , "-0.26" , "(15.6+/-8.6)x10-12" , "gam " , 0 , " -- " , "IGR J13186-625"
713 , "PBC J1320.3-7013" , 200.08792 , -70.23047 , "305.39" , "-7.5" , "(6.5+/-3.9)x10-12" , "X " , 0 , " -- " , "1RXS J132032.3"
714 , "PBC J1320.2-4014" , 200.055 , -40.24828 , "308.86" , "22.29" , "(0.3+/-9.9)x10-11" , " " , 0 , " -- " , "PBC J1320.2-40"
715 , "PBC J1321.1+0858" , 200.27667 , 8.97986 , "325.43" , "70.54" , "(9.6+/-6)x10-12" , "GiP " , 0.032 , " -- " , "NGC5100 "
716 , "PBC J1320.6+6014" , 200.145 , 60.27461 , "116.39" , "56.48" , "(2.6+/-1.3)x10-12" , "Sy1 " , 0.1 , " -- " , "RBS 1252 "
717 , "PBC J1320.6+6014" , 200.145 , 60.27461 , "116.39" , "56.48" , "(2.6+/-1.3)x10-12" , "QSO " , 0.309 , " -- " , "2MASS J1320480"
718 , "PBC J1322.4-1644" , 200.60208 , -16.72722 , "313.54" , "45.5" , "(27.8+/-7.4)x10-12" , "Sy2 " , 0.017 , " -- " , "MCG-03-34-063 "
719 , "PBC J1325.4-4301" , 201.36208 , -43.02606 , "309.51" , "19.4" , "(1153+/-3.5)x10-12" , "BLA " , 0.002 , "BZU (uncertain type)" , "Cen A "
720 , "PBC J1326.4-6207" , 201.60542 , -62.12397 , "307" , "0.46" , "(177+/-3.3)x10-12" , "LXB " , 0 , " -- " , "4U 1323-62 "
721 , "PBC J1328.2-2719" , 202.05583 , -27.32936 , "312.89" , "34.82" , "(11.1+/-6)x10-12" , "GiC " , 0.042 , " -- " , "2MASX J1328099"
722 , "PBC J1329.6-1053" , 202.41083 , -10.88497 , "317.89" , "50.87" , "(10.3+/-6.3)x10-12" , " " , 0 , " -- " , "PBC J1329.6-10"
723 , "PBC J1332.1-7751" , 203.03375 , -77.86342 , "305.13" , "-15.17" , "(13.9+/-9)x10-12" , "G " , 0.01 , " -- " , "ESO 21-4 "
724 , "PBC J1331.2-2523" , 202.81625 , -25.40264 , "314.15" , "36.59" , "(1.7+/-1.1)x10-11" , "Sy1 " , 0.026 , " -- " , "RHS 37 "
725 , "PBC J1332.0-0510" , 203.01042 , -5.17458 , "321.34" , "56.23" , "(11.2+/-6.4)x10-12" , "BLA " , 2.15 , "BZQ (FSRQ)" , "PKS 1329-049 "
726 , "PBC J1332.0+1116" , 202.98333 , 11.28256 , "335.86" , "71.51" , "(9.6+/-6)x10-12" , "Sy1 " , 0.091 , " -- " , "2MASX J1331522"
727 , "PBC J1333.3-3400" , 203.3475 , -34.00517 , "312.77" , "28.06" , "(1.9+/-1)x10-11" , "Sy2 " , 0.013 , " -- " , "ESO 383-18 "
728 , "PBC J1334.5-2324" , 203.67083 , -23.41669 , "315.61" , "38.38" , "(2.1+/-1.2)x10-11" , "Sy2 " , 0.045 , " -- " , "ESO 509-66 "
729 , "PBC J1335.8-3417" , 203.9725 , -34.29908 , "313.28" , "27.67" , "(60+/-4.4)x10-12" , "Sy1 " , 0.008 , " -- " , "1H 1334-340 "
730 , "PBC J1335.8+0301" , 203.9425 , 3.01783 , "328.56" , "63.65" , "(1.8+/-1)x10-11" , "AGN " , 0.022 , " -- " , "NGC 5231 "
731 , "PBC J1338.1+0432" , 204.5625 , 4.54347 , "331.28" , "64.8" , "(91.8+/-3.5)x10-12" , "Sy2 " , 0.022 , " -- " , "NGC 5252 "
732 , "PBC J1341.2-1439" , 205.30208 , -14.65175 , "320.56" , "46.5" , "(1.9+/-1)x10-11" , "Sy1 " , 0.042 , " -- " , "RBS 1303 "
733 , "PBC J1341.2+3022" , 205.29208 , 30.36536 , "52.4" , "78.63" , "(16.3+/-9.1)x10-12" , "Sy2 " , 0.04 , " -- " , "Mrk 268 "
734 , "PBC J1341.9+3537" , 205.52917 , 35.66606 , "74.39" , "76.24" , "(12.5+/-7.6)x10-12" , "Sy1 " , 0.004 , " -- " , "NGC 5273 "
735 , "PBC J1344.2+1934" , 206.095 , 19.60756 , "3.94" , "75.72" , "(10.8+/-6.6)x10-12" , "LIN " , 0 , " -- " , "2MASX J1344156"
736 , "PBC J1344.2+5551" , 206.06625 , 55.86139 , "108.19" , "59.73" , "(6+/-4)x10-12" , "Sy2 " , 0.037 , " -- " , "Mrk 273 "
737 , "PBC J1345.4+4141" , 206.3375 , 41.67922 , "89.18" , "71.73" , "(14.4+/-8.8)x10-12" , "G " , 0.009 , " -- " , "NGC 5290 "
738 , "PBC J1345.2+5331" , 206.32042 , 53.52161 , "105.9" , "61.79" , "(6.3+/-4.1)x10-12" , "BLA " , 0.135 , "BZU (uncertain type)" , "BZUJ1345+5332 "
739 , "PBC J1347.5-6035" , 206.87375 , -60.59169 , "309.76" , "1.53" , "(89.7+/-3)x10-12" , "Sy1 " , 0.013 , " -- " , "4U 1344-60 "
740 , "PBC J1346.5+1923" , 206.63458 , 19.38861 , "4.35" , "75.18" , "(9.5+/-5.9)x10-12" , "X " , 0 , " -- " , "1RXS J134628.5"
741 , "PBC J1347.4-3254" , 206.85583 , -32.90978 , "316.29" , "28.5" , "(7+/-3.8)x10-12" , "ClG " , 0.041 , " -- " , "ABELL 3571 "
742 , "PBC J1348.7+2635" , 207.19083 , 26.60814 , "33.85" , "77.21" , "(4.6+/-2.6)x10-12" , "ClG " , 0.062 , " -- " , "ABELL 1795 "
743 , "PBC J1349.2-3018" , 207.32875 , -30.30625 , "317.49" , "30.92" , "(259.8+/-3.9)x10-12" , "Sy1 " , 0.016 , " -- " , "IC 4329A "
744 , "PBC J1347.3+7321" , 206.84208 , 73.35517 , "117.48" , "43.17" , "(3.7+/-2.1)x10-12" , "Sy1 " , 0.29 , " -- " , "8C 1345+735 "
745 , "PBC J1349.0+4443" , 207.26292 , 44.71817 , "93.42" , "68.96" , "(8.8+/-5.5)x10-12" , " " , 0 , " -- " , "PBC J1349.0+44"
746 , "PBC J1349.8+0205" , 207.47375 , 2.08864 , "334.61" , "61.3" , "(14.5+/-8.2)x10-12" , "Sy1 " , 0.033 , " -- " , "RX J1349.8+020"
747 , "PBC J1350.6+2656" , 207.66958 , 26.94061 , "35.49" , "76.81" , "(6.4+/-4)x10-12" , " " , 0 , " -- " , "PBC J1350.6+26"
748 , "PBC J1351.5-1815" , 207.88958 , -18.25856 , "322.38" , "42.32" , "(13.8+/-8)x10-12" , "Sy1 " , 0.012 , " -- " , "RBS 1323 "
749 , "PBC J1353.6-1125" , 208.41375 , -11.42103 , "326.35" , "48.59" , "(10.9+/-6.7)x10-12" , " " , 0 , " -- " , "PBC J1353.6-11"
750 , "PBC J1354.3-3746" , 208.57333 , -37.77322 , "316.42" , "23.44" , "(2.3+/-1.3)x10-11" , "Sy2 " , 0.052 , " -- " , "PGC 049418 "
751 , "PBC J1353.1+6918" , 208.28167 , 69.31083 , "115.03" , "46.86" , "(38.1+/-4.3)x10-12" , "Sy1 " , 0.031 , " -- " , "Mrk 279 "
752 , "PBC J1354.7+1325" , 208.68083 , 13.42992 , "353.24" , "69.84" , "(8.8+/-5.6)x10-12" , " " , 0 , " -- " , "PBC J1354.7+13"
753 , "PBC J1355.5+3523" , 208.895 , 35.38614 , "67.99" , "74.02" , "(10.1+/-6.4)x10-12" , "X " , 0 , " -- " , "RX J1355.4+352"
754 , "PBC J1356.0+1822" , 209.00583 , 18.38292 , "5.83" , "72.75" , "(7.6+/-4.7)x10-12" , "Sy2 " , 0.05 , " -- " , "Mrk 463 "
755 , "PBC J1355.8+3833" , 208.96542 , 38.57608 , "77.33" , "72.32" , "(1.9+/-1.1)x10-11" , "Sy1 " , 0.051 , " -- " , "Mrk 0464 "
756 , "PBC J1356.6-1930" , 209.1675 , -19.5085 , "323.38" , "40.75" , "(11.5+/-6.6)x10-12" , "Sy1 " , 0.035 , " -- " , "ESO 578-9 "
757 , "PBC J1357.1+1919" , 209.28625 , 19.31731 , "9.01" , "73.02" , "(7.8+/-5.1)x10-12" , "BLA " , 0.719 , "BZQ (FSRQ)" , "4C 19.44 "
758 , "PBC J1400.7-6323" , 210.21958 , -63.44464 , "310.6" , "-1.62" , "(14.8+/-8.2)x10-12" , "gam " , 0 , " -- " , "IGR J14003-632"
759 , "PBC J1400.2+0500" , 210.06667 , 5.01492 , "342.53" , "62.46" , "(9.5+/-6.4)x10-12" , "AGN " , 0.034 , " -- " , "2MASS J1400184"
760 , "PBC J1405.5+4051" , 211.38542 , 40.85931 , "79.65" , "69.47" , "(3+/-1.6)x10-12" , "X " , 0.069 , " -- " , "1RXS J140543.6"
761 , "PBC J1408.2-3023" , 212.04417 , -30.39908 , "321.96" , "29.61" , "(16.4+/-8.7)x10-12" , "Sy1 " , 0.024 , " -- " , "2MASX J1408067"
762 , "PBC J1409.9-0744" , 212.47667 , -7.73825 , "334.31" , "50.28" , "(5.5+/-3.2)x10-12" , " " , 0 , " -- " , "PBC J1409.9-07"
763 , "PBC J1410.8-4227" , 212.70667 , -42.45389 , "318.2" , "18.04" , "(11.1+/-6)x10-12" , "G " , 0.034 , " -- " , "2MASX J1410448"
764 , "PBC J1413.2-6519" , 213.29292 , -65.34178 , "311.32" , "-3.82" , "(238.6+/-3.2)x10-12" , "Sy2 " , 0.001 , " -- " , "Circinus Galax"
765 , "PBC J1412.2-3124" , 213.07208 , -31.40775 , "322.51" , "28.36" , "(7+/-4.2)x10-12" , " " , 0 , " -- " , "PBC J1412.2-31"
766 , "PBC J1413.2-0312" , 213.31125 , -3.212 , "339.14" , "53.8" , "(210.9+/-3.5)x10-12" , "BLA " , 0.006 , " -- " , "NGC 5506 "
767 , "PBC J1414.2+1219" , 213.51458 , 12.33128 , "359.58" , "65.63" , "(6.3+/-3.6)x10-12" , "X " , 0 , " -- " , "RX J1414.1+121"
768 , "PBC J1416.8-4639" , 214.22708 , -46.66028 , "317.84" , "13.71" , "(2+/-1)x10-11" , "Sy2 " , 0.076 , " -- " , "IGR J14175-464"
769 , "PBC J1416.8-1158" , 214.2 , -11.98067 , "333.6" , "45.74" , "(13.1+/-8.4)x10-12" , "G " , 0.098 , " -- " , "1RXS J141650.6"
770 , "PBC J1417.9+2543" , 214.47958 , 25.73308 , "33.71" , "70.61" , "(6.6+/-3.9)x10-12" , "BLA " , 0.237 , "BZB (BL Lac)" , "7C 1415+2556 "
771 , "PBC J1417.9+2508" , 214.48458 , 25.13797 , "31.95" , "70.5" , "(65.3+/-3)x10-12" , "Sy1 " , 0.017 , " -- " , "NGC 5548 "
772 , "PBC J1419.4-2639" , 214.83792 , -26.63708 , "326.22" , "32.22" , "(41.9+/-5.2)x10-12" , "Sy1 " , 0.022 , " -- " , "RHS 39 "
773 , "PBC J1421.1-6243" , 215.31125 , -62.70944 , "313.02" , "-1.62" , "(18.9+/-7.8)x10-12" , "HXB " , 0 , " -- " , "H 1417-624 "
774 , "PBC J1419.2+6804" , 214.81292 , 68.07461 , "111.12" , "46.99" , "(7.1+/-4.6)x10-12" , "IR " , 0.077 , " -- " , "2MASS J1418499"
775 , "PBC J1421.4+4748" , 215.37167 , 47.78911 , "88.56" , "62.88" , "(16.8+/-9.4)x10-12" , "Sy1 " , 0.072 , " -- " , "RBS 1378 "
776 , "PBC J1424.3+2436" , 216.08708 , 24.60539 , "31.26" , "68.97" , "(12.9+/-7.5)x10-12" , "GiC " , 0.017 , " -- " , "NGC 5610 "
777 , "PBC J1426.0+3748" , 216.47875 , 37.83311 , "67.23" , "67.47" , "(6.1+/-3.2)x10-12" , "ClG " , 0.171 , " -- " , "ABELL 1914 "
778 , "PBC J1427.4+1952" , 216.83458 , 19.85939 , "19.74" , "66.88" , "(11.9+/-7.1)x10-12" , "Sy1 " , 0.131 , " -- " , "Mrk 813 "
779 , "PBC J1429.8-6711" , 217.525 , -67.24972 , "312.27" , "-6.19" , "(13.5+/-5.7)x10-12" , "LXB " , 0 , " -- " , "IGR J14298-671"
