_id , fermi1lac_name , other_name , RA , Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
469 , 1FGL J0845.0-5459 , PMN J0845-5458 , 131.26667 , -54.98908 , 272.33 , -7.51 , , (18.8+/-4.1) e-10 , 2.239 , 0.136 , < 3.34e-8 , < 8.77e-9 , (13.3+/-3.7) e-10 , (5.1+/-1.6) e-10 , < 1.61e-10 , AGU , N , 7.28
470 , 1FGL J0845.5-4327c , , 131.3775 , -43.45919 , 263.3 , -0.31 , , (45.1+/-8.5) e-10 , 2.13 , 0.087 , < 2.86e-8 , (28+/-4.7) e-9 , (43.1+/-8.2) e-10 , < 5.66e-10 , < 1.92e-10 , Unassociated , N , 9.895
471 , 1FGL J0847.2+1134 , BZB J0847+1133 , 131.82375 , 11.57078 , 215.45 , 30.9 , , (7.3+/-2.2) e-10 , 1.396 , 0.187 , < 7.26e-9 , < 2.09e-9 , < 6.54e-10 , (2.7+/-1.1) e-10 , (17.1+/-7.2) e-11 , BL Lac , N , 5.94
472 , 1FGL J0847.4+1517 , , 131.85833 , 15.28358 , 211.48 , 32.43 , , < 6.75e-10 , 2.475 , 0.291 , < 2.97e-8 , < 2.37e-9 , < 4.57e-10 , < 3.30e-10 , < 1.33e-10 , Unassociated , N , 8.841
473 , 1FGL J0846.9-2334 , CRATES J0847-2337 , 131.74583 , -23.5765 , 247.73 , 12.21 , , (9.4+/-3.2) e-10 , 2.346 , 0.159 , < 3.22e-8 , < 5.74e-9 , (7.4+/-2.9) e-10 , < 3.64e-10 , < 2.08e-10 , AGU , N , 9.722
474 , 1FGL J0849.3+6607 , , 132.3325 , 66.13208 , 148.9 , 36.45 , , (7+/-2.6) e-10 , 2.114 , 0.276 , < 3.57e-8 , < 3.71e-9 , < 8.90e-10 , (21.1+/-9.3) e-11 , < 1.93e-10 , Unassociated , N , 13.549
475 , 1FGL J0848.6+0504 , , 132.17125 , 5.0805 , 222.31 , 28.31 , , < 7.57e-10 , 1.241 , 0.35 , < 7.18e-9 , < 1.78e-9 , < 4.71e-10 , < 2.34e-10 , (16.1+/-7.6) e-11 , Unassociated , N , 1.871
476 , 1FGL J0849.9+4852 , CRATES J0850+4854 , 132.48667 , 48.88308 , 170.51 , 39.26 , , (16.4+/-3.1) e-10 , 2.355 , 0.1 , (22.3+/-6.9) e-9 , (6+/-1) e-9 , (14.8+/-2.9) e-10 , < 3.48e-10 , < 1.55e-10 , AGU , N , 12.845
477 , 1FGL J0850.2+3457 , RX J0850.6+3455 , 132.56667 , 34.96069 , 188.4 , 38.51 , , (4.3+/-2.1) e-10 , 2.035 , 0.247 , < 1.85e-8 , < 1.98e-9 , < 5.58e-10 , (22.9+/-9.4) e-11 , < 1.14e-10 , BL Lac , N , 4.968
478 , 1FGL J0849.4-2912 , , 132.355 , -29.21189 , 252.61 , 9.2 , , (8.6+/-3) e-10 , 2.075 , 0.199 , < 1.13e-8 , < 4.04e-9 , (6.4+/-2.7) e-10 , < 4.13e-10 , < 2.08e-10 , Unassociated , N , 7.612
479 , 1FGL J0849.6-3540 , VCS2 J0849-3541 , 132.4125 , -35.67639 , 257.73 , 5.19 , , (19.3+/-4.5) e-10 , 2.397 , 0.137 , < 3.42e-8 , < 9.26e-9 , (17+/-4.2) e-10 , < 4.78e-10 , < 1.77e-10 , AGU , N , 20.089
480 , 1FGL J0850.0-1213 , CGRaBS J0850-1213 , 132.51792 , -12.218 , 238.63 , 19.5 , , (30.7+/-4) e-10 , 2.269 , 0.073 , (28.5+/-8.8) e-9 , (8.7+/-1.3) e-9 , (25.7+/-3.7) e-10 , (5+/-1.4) e-10 , < 9.02e-11 , FSRQ , N , 80.639
481 , 1FGL J0849.0-6754 , , 132.2525 , -67.904 , 283.1 , -14.97 , , < 9.93e-10 , 3.213 , 0.464 , < 2.40e-8 , < 6.48e-9 , < 7.43e-10 , < 3.93e-10 , < 1.50e-10 , Unassociated , N , 5.711
482 , 1FGL J0854.8+2006 , OJ 287 , 133.71 , 20.10858 , 206.81 , 35.82 , , (27.5+/-3.7) e-10 , 2.383 , 0.069 , (4.8+/-1.4) e-8 , (13+/-1.5) e-9 , (19.2+/-3.2) e-10 , (8+/-1.7) e-10 , < 1.36e-10 , BL Lac , N , 39.838
483 , 1FGL J0854.0-4632 , , 133.50333 , -46.54219 , 266.64 , -1.09 , , (38.8+/-7.5) e-10 , 2.1 , 0.091 , < 8.94e-8 , (23.6+/-4.1) e-9 , (33.2+/-7.1) e-10 , < 7.43e-10 , (2.4+/-1.1) e-10 , Potential SNR , E , 4.892
484 , 1FGL J0854.6-4504 , , 133.66292 , -45.06678 , 265.58 , -0.06 , , (54.1+/-8.3) e-10 , 2.18 , 0.082 , < 7.98e-8 , < 2.17e-8 , (49.6+/-8) e-10 , (4.1+/-1.8) e-10 , < 1.84e-10 , Unassociated , N , 9.666
485 , 1FGL J0856.6+2103 , OJ 290 , 134.1575 , 21.06189 , 205.87 , 36.53 , , (10.2+/-2.7) e-10 , 2.218 , 0.193 , < 3.49e-8 , < 3.95e-9 , (9.2+/-2.5) e-10 , < 2.49e-10 , < 1.31e-10 , FSRQ , N , 3.799
486 , 1FGL J0856.6-1105 , CGRaBS J0856-1105 , 134.17083 , -11.094 , 238.64 , 21.47 , , (29.6+/-3.9) e-10 , 2.301 , 0.074 , (32.5+/-9.4) e-9 , (9.4+/-1.3) e-9 , (23.6+/-3.5) e-10 , (6+/-1.6) e-10 , < 9.32e-11 , AGU , N , 13.054
487 , 1FGL J0857.9-2553 , , 134.48208 , -25.88769 , 251.17 , 12.75 , , < 1.30e-9 , 2.567 , 0.157 , < 4.17e-8 , (5.5+/-1.4) e-9 , < 1.09e-9 , < 3.99e-10 , < 1.03e-10 , Unassociated , N , 11.001
488 , 1FGL J0857.7-4345 , , 134.43042 , -43.76019 , 264.94 , 1.21 , , (27.9+/-7.2) e-10 , 2.358 , 0.084 , < 1.03e-7 , (30.9+/-4.2) e-9 , (24.6+/-6.9) e-10 , < 6.95e-10 , < 1.64e-10 , Unassociated , N , 11.933
489 , 1FGL J0900.5+3410 , , 135.13542 , 34.169 , 189.83 , 40.49 , , (8.1+/-2.5) e-10 , 2.238 , 0.212 , < 1.55e-8 , < 2.96e-9 , (7+/-2.3) e-10 , < 2.36e-10 , < 1.52e-10 , Unassociated , N , 3.78
490 , 1FGL J0902.4+2050 , , 135.6 , 20.848 , 206.67 , 37.74 , , (13.9+/-2.8) e-10 , 2.092 , 0.133 , < 2.44e-8 , (28.6+/-9.9) e-10 , (10.4+/-2.5) e-10 , (2.9+/-1.1) e-10 , < 2.08e-10 , Unassociated , N , 1.751
491 , 1FGL J0902.5-4731c , , 135.63708 , -47.53019 , 268.33 , -0.64 , , (41.2+/-7.7) e-10 , 2.403 , 0.071 , < 1.98e-7 , (31.2+/-4.4) e-9 , (36.2+/-7.4) e-10 , (4.5+/-1.9) e-10 , < 2.04e-10 , Unassociated , N , 9.736
492 , 1FGL J0904.7-3514 , , 136.19542 , -35.24869 , 259.4 , 7.83 , , (11.3+/-4) e-10 , 2.691 , 0.107 , (4.4+/-1.3) e-8 , (9.8+/-1.9) e-9 , < 1.54e-9 , (2.9+/-1.3) e-10 , < 1.57e-10 , Unassociated , N , 47.859
493 , 1FGL J0905.5+1356 , CRATES J0905+1358 , 136.39125 , 13.94828 , 215.05 , 35.94 , , (10.5+/-2.5) e-10 , 1.949 , 0.165 , < 1.40e-8 , < 3.31e-9 , (6.6+/-2.2) e-10 , (24.6+/-10) e-11 , (14.8+/-6.8) e-11 , AGU , N , 3.664
494 , 1FGL J0905.1-5736 , PKS 0903-57 , 136.28583 , -57.60697 , 276.15 , -7.04 , , (18.5+/-4.2) e-10 , 2.355 , 0.137 , < 1.63e-8 , (6.6+/-1.9) e-9 , (15.3+/-4) e-10 , (2.7+/-1.2) e-10 , < 2.06e-10 , FSRQ , N , 25.093
495 , 1FGL J0906.4-0903 , , 136.62125 , -9.06128 , 238.36 , 24.62 , , (4.8+/-2.4) e-10 , 2.244 , 0.231 , < 1.69e-8 , < 3.02e-9 , < 5.77e-10 , (2.7+/-1.2) e-10 , < 1.64e-10 , Unassociated , N , 3.667
496 , 1FGL J0906.3-4855c , , 136.58875 , -48.92739 , 269.8 , -1.1 , , (36.4+/-8.2) e-10 , 2.506 , 0.082 , < 1.15e-7 , (36.1+/-4.6) e-9 , (32.2+/-7.8) e-10 , < 9.01e-10 , < 1.09e-10 , Unassociated , N , 7.826
497 , 1FGL J0909.2+2310 , RX J0909.0+2311 , 137.30042 , 23.17608 , 204.44 , 39.95 , , (5.8+/-2.4) e-10 , 1.459 , 0.226 , < 2.21e-8 , < 5.53e-9 , < 5.22e-10 , (21.1+/-9.2) e-11 , (24.6+/-9) e-11 , BL Lac , N , 5.841
498 , 1FGL J0908.7-2119 , , 137.19292 , -21.32339 , 249.14 , 17.56 , , < 8.30e-10 , 2.199 , 0.217 , < 1.51e-8 , (6+/-1.4) e-9 , < 6.52e-10 , < 2.04e-10 , < 2.89e-10 , Unassociated , N , 4.542
499 , 1FGL J0909.0+0126 , PKS 0906+01 , 137.2725 , 1.44389 , 228.85 , 30.95 , , (24.2+/-3.5) e-10 , 2.738 , 0.06 , (101+/-8.9) e-9 , (18+/-1.4) e-9 , (19.9+/-3.2) e-10 , (4.2+/-1.3) e-10 , < 9.32e-11 , FSRQ , N , 55
500 , 1FGL J0909.6-0229 , PKS 0907-023 , 137.4175 , -2.48519 , 232.78 , 28.98 , , (21.6+/-3.3) e-10 , 2.327 , 0.074 , < 2.28e-8 , (10.6+/-1.2) e-9 , (16.6+/-3) e-10 , (4.7+/-1.4) e-10 , < 1.40e-10 , FSRQ , N , 49.278
501 , 1FGL J0910.7+3332 , Ton 1015 , 137.68 , 33.535 , 191.06 , 42.49 , , (8.4+/-2.5) e-10 , 2.316 , 0.139 , < 1.80e-8 , (39.4+/-9.6) e-10 , (6.1+/-2.1) e-10 , < 4.20e-10 , < 1.91e-10 , BL Lac , N , 8.103
502 , 1FGL J0911.0+2247 , CGRaBS J0910+2248 , 137.76417 , 22.78489 , 205.09 , 40.24 , , (20.1+/-3.4) e-10 , 2.213 , 0.087 , < 3.51e-8 , (6.4+/-1.6) e-9 , (16.2+/-3.1) e-10 , (3.9+/-1.3) e-10 , < 1.59e-10 , FSRQ , N , 72.261
503 , 1FGL J0910.4-5055 , , 137.60792 , -50.92139 , 271.71 , -1.97 , , (32.3+/-7.2) e-10 , 2.259 , 0.136 , < 1.07e-7 , (12.3+/-3.8) e-9 , (28.6+/-7) e-10 , < 5.57e-10 , (19.1+/-8.9) e-11 , Unassociated , N , 23.852
504 , 1FGL J0912.3+4127 , B3 0908+416B , 138.07625 , 41.46358 , 180.28 , 43.35 , , (6.4+/-2.3) e-10 , 2.206 , 0.186 , < 1.51e-8 , (27.5+/-8.8) e-10 , (4.7+/-2) e-10 , < 2.95e-10 , < 1.92e-10 , FSRQ , N , 10.86
505 , 1FGL J0912.6+2756 , , 138.15375 , 27.93619 , 198.6 , 41.9 , , < 7.94e-10 , 1.332 , 0.541 , < 9.55e-9 , < 1.38e-9 , < 6.25e-10 , < 1.66e-10 , < 2.68e-10 , Unassociated , N , 2.352
506 , 1FGL J0915.7+2931 , B2 0912+29 , 138.94125 , 29.532 , 196.67 , 42.9 , , (21+/-3.3) e-10 , 1.943 , 0.098 , < 1.66e-8 , (39.5+/-8.7) e-10 , (15.1+/-2.9) e-10 , (4+/-1.3) e-10 , (18.4+/-8.1) e-11 , BL Lac , N , 8.337
507 , 1FGL J0919.6+6216 , OK 630 , 139.90042 , 62.28208 , 152.28 , 40.77 , , (11.3+/-2.7) e-10 , 2.695 , 0.153 , (31+/-7.9) e-9 , (3.5+/-1) e-9 , (9.5+/-2.5) e-10 , (17.4+/-8.6) e-11 , < 8.27e-11 , FSRQ , N , 18.16
508 , 1FGL J0920.9+4441 , B3 0917+449 , 140.24083 , 44.68878 , 175.71 , 44.81 , , (140+/-7.3) e-10 , 2.285 , 0.025 , (174+/-9.2) e-9 , (53.6+/-2) e-9 , (112+/-6.7) e-10 , (24.8+/-2.9) e-10 , (29+/-9.6) e-11 , FSRQ , N , 450.484
509 , 1FGL J0922.0+2337 , , 140.51333 , 23.6185 , 204.98 , 42.9 , , < 9.33e-10 , 1.662 , 0.277 , < 9.57e-9 , < 1.67e-9 , < 6.42e-10 , (18.1+/-8.9) e-11 , < 1.99e-10 , Unassociated , N , 2.149
510 , 1FGL J0923.2+4121 , B3 0920+416 , 140.81875 , 41.35047 , 180.4 , 45.41 , , (11.9+/-2.7) e-10 , 2.39 , 0.135 , (36.3+/-10) e-9 , (31.5+/-9.3) e-10 , (9.9+/-2.5) e-10 , (19.9+/-9) e-11 , < 8.57e-11 , AGN , N , 20.953
511 , 1FGL J0924.2+2812 , B2 0920+28 , 141.05708 , 28.202 , 198.97 , 44.46 , , (12.5+/-2.9) e-10 , 2.491 , 0.121 , < 3.92e-8 , (39.6+/-9.6) e-10 , (10.7+/-2.6) e-10 , < 3.85e-10 , < 1.47e-10 , FSRQ , N , 49.862
512 , 1FGL J0926.9+1452 , , 141.73958 , 14.87878 , 216.59 , 41.07 , , < 7.55e-10 , 2.731 , 0.208 , < 2.77e-8 , (3.3+/-1.1) e-9 , < 6.03e-10 , < 2.50e-10 , < 1.36e-10 , Unassociated , N , 17.198
513 , 1FGL J0929.4+5000 , , 142.37333 , 50.00178 , 167.96 , 45.5 , , (7.2+/-2.3) e-10 , 1.914 , 0.231 , < 1.84e-8 , < 2.25e-9 , (5.1+/-1.9) e-10 , < 3.02e-10 , < 2.71e-10 , Unassociated , N , 10.644
514 , 1FGL J0929.0-3531 , , 142.25708 , -35.52939 , 263.05 , 11.22 , , (9.9+/-3.5) e-10 , 2.304 , 0.219 , < 1.75e-8 , < 2.52e-9 , < 1.34e-9 , (2.9+/-1.2) e-10 , < 1.04e-10 , Unassociated , N , 4.265
515 , 1FGL J0934.5+3929 , CGRaBS J0934+3926 , 143.62792 , 39.48858 , 183.02 , 47.6 , , (6.4+/-2.3) e-10 , 2.482 , 0.198 , < 1.49e-8 , < 4.21e-9 , (6+/-2.1) e-10 , < 1.83e-10 , < 8.58e-11 , BL Lac , N , 5.213
516 , 1FGL J0933.9-6228 , , 143.47542 , -62.47519 , 282.19 , -7.86 , , (26.5+/-4.5) e-10 , 2.099 , 0.13 , < 1.45e-8 , < 5.01e-9 , (22.6+/-4.2) e-10 , (3.9+/-1.4) e-10 , < 1.06e-10 , Unassociated , N , 11.279
517 , 1FGL J0937.7+5005 , CGRaBS J0937+5008 , 144.44 , 50.09928 , 167.41 , 46.77 , , (8.5+/-2.4) e-10 , 2.731 , 0.136 , (4.6+/-1.2) e-8 , (5.4+/-1.1) e-9 , (7.5+/-2.2) e-10 , < 2.94e-10 , < 9.92e-11 , FSRQ , N , 58.033
518 , 1FGL J0941.2+6149 , BZB J0940+6148 , 145.30667 , 61.82978 , 151.51 , 43.27 , , (10.2+/-2.5) e-10 , 2.152 , 0.19 , < 1.20e-8 , < 2.70e-9 , (9.3+/-2.3) e-10 , < 2.30e-10 , < 1.34e-10 , BL Lac , N , 8.406
519 , 1FGL J0941.2+2722 , CGRaBS J0941+2728 , 145.30167 , 27.37258 , 201.21 , 47.98 , , < 9.00e-10 , 2.484 , 0.172 , < 1.43e-8 , (29.1+/-9.2) e-10 , < 7.80e-10 , < 2.49e-10 , < 9.01e-11 , FSRQ , N , 5.243
520 , 1FGL J0942.1+4313 , , 145.53 , 43.225 , 177.28 , 48.75 , , < 6.24e-10 , 1.292 , 0.538 , < 7.07e-9 , < 1.93e-9 , < 3.87e-10 , < 1.91e-10 , < 3.04e-10 , Unassociated , N , 2.024
521 , 1FGL J0940.2-7605 , , 145.05083 , -76.09439 , 292.17 , -17.4 , , (10.2+/-3.8) e-10 , 2.783 , 0.152 , < 6.26e-8 , (8.9+/-1.8) e-9 , (10.1+/-3.6) e-10 , < 2.46e-10 , < 1.21e-10 , Unassociated , N , 14.056
522 , 1FGL J0945.6+5754 , CRATES J0945+5757 , 146.41333 , 57.91478 , 156.18 , 45.4 , , (10.7+/-2.5) e-10 , 2.184 , 0.152 , < 1.43e-8 , (25.6+/-8.6) e-10 , (8.5+/-2.2) e-10 , < 3.71e-10 , < 1.83e-10 , BL Lac , N , 17.783
523 , 1FGL J0946.6+1012 , CRATES J0946+1017 , 146.67208 , 10.2075 , 225.08 , 43.4 , , (9.1+/-2.7) e-10 , 2.499 , 0.135 , < 2.33e-8 , (4+/-1) e-9 , (8.4+/-2.5) e-10 , < 2.46e-10 , < 8.86e-11 , FSRQ , N , 4.854
524 , 1FGL J0949.0+0021 , CGRaBS J0948+0022 , 147.25042 , 0.36428 , 236.6 , 38.71 , , (25.2+/-3.9) e-10 , 2.662 , 0.056 , (97.1+/-8.6) e-9 , (22.1+/-1.6) e-9 , (22.7+/-3.7) e-10 , (2.6+/-1.1) e-10 , < 1.00e-10 , AGN , N , 59.33
525 , 1FGL J0949.8+1757 , CRATES J0949+1752 , 147.45208 , 17.95489 , 215.48 , 47.3 , , < 9.21e-10 , 2.441 , 0.202 , < 1.33e-8 , < 4.61e-9 , < 6.88e-10 , < 3.67e-10 , < 1.47e-10 , FSRQ , N , 6.748
526 , 1FGL J0952.2+3926 , BZB J0952+3936 , 148.07292 , 39.43719 , 182.83 , 51.03 , , < 7.88e-10 , 2.502 , 0.221 , < 1.94e-8 , < 4.36e-9 , < 6.71e-10 , < 1.95e-10 , < 1.35e-10 , BL Lac , N , 7.489
527 , 1FGL J0953.0-0838 , CRATES J0953-0840 , 148.26708 , -8.64608 , 246.16 , 33.91 , , (29.6+/-3.8) e-10 , 1.897 , 0.085 , < 1.47e-8 , (30.5+/-9.6) e-10 , (21.6+/-3.4) e-10 , (5.8+/-1.5) e-10 , (22.2+/-8.6) e-11 , BL Lac , N , 29.312
528 , 1FGL J0953.6-1505 , , 148.40667 , -15.09119 , 251.85 , 29.64 , , (13.2+/-3) e-10 , 2.079 , 0.136 , < 1.10e-8 , (3.3+/-1) e-9 , (11.7+/-2.7) e-10 , < 3.74e-10 , < 1.25e-10 , Unassociated , N , 12.461
529 , 1FGL J0956.5+6938 , M 82 , 149.12667 , 69.63908 , 141.41 , 40.63 , , (16.6+/-3.2) e-10 , 2.365 , 0.132 , < 3.21e-8 , < 4.61e-9 , (15.5+/-3) e-10 , < 3.11e-10 , < 8.51e-11 , Starburst galaxy , P , 15.322
530 , 1FGL J0955.2-3949 , , 148.81875 , -39.82719 , 269.92 , 11.49 , , (16.3+/-3.8) e-10 , 2.389 , 0.106 , < 3.73e-8 , (7.7+/-1.6) e-9 , (13+/-3.5) e-10 , (3.2+/-1.2) e-10 , < 1.65e-10 , Unassociated , N , 8.746
531 , 1FGL J0956.9+2513 , B2 0954+25A , 149.23542 , 25.22189 , 205.57 , 50.99 , , (7+/-2.2) e-10 , 2.406 , 0.139 , < 2.31e-8 , (4.3+/-1) e-9 , (4.9+/-1.9) e-10 , (20.8+/-9.3) e-11 , < 8.51e-11 , FSRQ , N , 18.144
532 , 1FGL J0957.7+5523 , 4C +55.17 , 149.43125 , 55.39219 , 158.57 , 47.93 , , (105+/-6.3) e-10 , 2.055 , 0.033 , (71.5+/-7.3) e-9 , (24.5+/-1.4) e-9 , (72.6+/-5.4) e-10 , (25.9+/-3) e-10 , (6.1+/-1.4) e-10 , FSRQ , N , 8.014
533 , 1FGL J1000.1+6539 , CGRaBS J0958+6533 , 150.03042 , 65.65489 , 145.53 , 43.19 , , (5.4+/-2.6) e-10 , 2.511 , 0.163 , < 2.33e-8 , (4.3+/-1.1) e-9 , < 7.87e-10 , (21.2+/-9.8) e-11 , < 1.24e-10 , BL Lac , N , 11.116
534 , 1FGL J1000.9+2915 , CGRaBS J1001+2911 , 150.23333 , 29.25008 , 199.4 , 52.57 , , (13.5+/-2.7) e-10 , 2.151 , 0.109 , < 2.35e-8 , (39.3+/-8.9) e-10 , (9.7+/-2.3) e-10 , (26.1+/-9.8) e-11 , < 2.99e-10 , BL Lac , N , 47.233
535 , 1FGL J1007.0+3454 , BZB J1006+3454 , 151.7675 , 34.90008 , 190.06 , 54.19 , , < 7.66e-10 , 1.768 , 0.312 , < 1.26e-8 , < 1.98e-9 , < 5.20e-10 , < 3.23e-10 , < 1.93e-10 , BL Lac , N , 1.203
536 , 1FGL J1006.3-5648 , , 151.58 , -56.81078 , 281.75 , -0.89 , , (41+/-9.5) e-10 , 2.439 , 0.082 , < 8.05e-8 , (44.9+/-5) e-9 , (37+/-9.2) e-10 , < 8.45e-10 , < 1.85e-10 , Unassociated , N , 9.687
537 , 1FGL J1007.1-2157 , PKS 1004-217 , 151.79625 , -21.96008 , 259.86 , 26.85 , , (9.5+/-2.6) e-10 , 2.353 , 0.144 , (22.8+/-7.2) e-9 , (3.4+/-1.1) e-9 , (5.9+/-2.3) e-10 , (2.9+/-1.1) e-10 , < 2.25e-10 , FSRQ , N , 3.61
538 , 1FGL J1007.9+0619 , CGRaBS J1008+0621 , 151.98875 , 6.3275 , 233.54 , 45.98 , , (12.3+/-2.8) e-10 , 2.333 , 0.12 , < 1.50e-8 , (5.5+/-1.2) e-9 , (10.2+/-2.6) e-10 , (20.9+/-9.9) e-11 , < 9.22e-11 , BL Lac , N , 18.496
539 , 1FGL J1011.0-0156 , CRATES J1010-0200 , 152.75667 , -1.93339 , 243.39 , 41.67 , , (7.1+/-2.5) e-10 , 2.228 , 0.164 , < 1.01e-8 , < 4.42e-9 , (5.3+/-2.2) e-10 , < 3.73e-10 , < 1.38e-10 , FSRQ , N , 11.583
540 , 1FGL J1012.2+0634 , CRATES J1012+0630 , 153.06125 , 6.57169 , 234.09 , 47 , , (8+/-2.5) e-10 , 2.296 , 0.195 , < 5.57e-8 , < 3.72e-9 , (6.3+/-2.3) e-10 , (17+/-8) e-11 , < 8.69e-11 , BL Lac , N , 10.47
541 , 1FGL J1012.7+2440 , CRATES J1012+2439 , 153.18042 , 24.66919 , 207.75 , 54.36 , , (31.4+/-3.9) e-10 , 2.27 , 0.063 , (35.1+/-6.7) e-9 , (11.4+/-1.2) e-9 , (26.3+/-3.6) e-10 , (4.6+/-1.4) e-10 , < 1.84e-10 , FSRQ , N , 65.302
542 , 1FGL J1014.0-3146 , , 153.51083 , -31.76978 , 267.88 , 20.18 , , < 1.14e-9 , 2.396 , 0.186 , < 3.57e-8 , (3.6+/-1.2) e-9 , < 8.90e-10 , < 4.00e-10 , < 1.52e-10 , Unassociated , N , 8.014
543 , 1FGL J1015.1+4927 , 1ES 1011+496 , 153.78833 , 49.45258 , 165.49 , 52.71 , , (87.4+/-5.9) e-10 , 1.934 , 0.04 , (41.1+/-6) e-9 , (13.4+/-1.2) e-9 , (59.3+/-5) e-10 , (20.9+/-2.7) e-10 , (7.3+/-1.5) e-10 , BL Lac , P , 15.817
544 , 1FGL J1016.2+3548 , , 154.06167 , 35.81219 , 188.34 , 56.02 , , (4.9+/-2.4) e-10 , 2.707 , 0.154 , < 3.30e-8 , (33.8+/-9.5) e-10 , < 8.56e-10 , < 2.39e-10 , < 8.73e-11 , Unassociated , N , 10.18
545 , 1FGL J1016.1+0514 , CRATES J1016+0513 , 154.03167 , 5.23508 , 236.51 , 47.05 , , (60.6+/-5.2) e-10 , 2.277 , 0.042 , (7.1+/-1.1) e-8 , (24.3+/-1.6) e-9 , (45.8+/-4.6) e-10 , (11.2+/-2.1) e-10 , (3.6+/-1.1) e-10 , FSRQ , N , 76.959
546 , 1FGL J1018.6-5856 , , 154.6725 , -58.93878 , 284.32 , -1.71 , , (28.5+/-1.4) e-9 , 2.326 , 0.024 , (46.5+/-4.3) e-8 , (145+/-6) e-9 , (24.7+/-1.4) e-9 , (35.5+/-4.4) e-10 , (2.4+/-1) e-10 , Potential SNR , N , 12.893
547 , 1FGL J1022.8-0115 , BZB J1022-0113 , 155.7225 , -1.25028 , 245.31 , 44.37 , , (7+/-2.6) e-10 , 1.934 , 0.179 , < 1.79e-8 , < 4.18e-9 , < 8.26e-10 , (3.1+/-1.1) e-10 , < 1.42e-10 , BL Lac , N , 7.369
548 , 1FGL J1023.6+3937 , 4C +40.25 , 155.9125 , 39.62178 , 181.15 , 56.99 , , (6.4+/-2.2) e-10 , 2.455 , 0.168 , < 1.10e-8 , (33.6+/-9.3) e-10 , (6.4+/-2) e-10 , < 1.02e-10 , < 1.12e-10 , FSRQ , N , 13.655
549 , 1FGL J1023.0-5746 , LAT PSR J1023-5746 , 155.75958 , -57.76928 , 284.16 , -0.42 , , (24.9+/-1.5) e-9 , 2.22 , 0.031 , < 2.40e-7 , (101+/-7.2) e-9 , (21.5+/-1.4) e-9 , (31.8+/-4.3) e-10 , (3+/-1.2) e-10 , Pulsar , N , 10.486
550 , 1FGL J1024.0-4332 , BZB J1023-4336 , 156.00083 , -43.54889 , 276.57 , 11.64 , , (12.1+/-2.9) e-10 , 1.934 , 0.161 , < 1.44e-8 , (4+/-1.4) e-9 , (6.4+/-2.4) e-10 , (3.8+/-1.4) e-10 , (18.7+/-9.1) e-11 , BL Lac , N , 10.906
551 , 1FGL J1024.6-0718 , PSR J1024-0719 , 156.16667 , -7.316 , 251.7 , 40.52 , , (10.3+/-2.7) e-10 , 2.198 , 0.188 , < 1.44e-8 , < 1.77e-9 , (9.2+/-2.4) e-10 , < 3.16e-10 , < 9.23e-11 , Pulsar , N , 5.178
552 , 1FGL J1027.1-1747 , BZB J1026-1748 , 156.77875 , -17.79508 , 260.93 , 33.05 , , (6.5+/-2.7) e-10 , 2.321 , 0.294 , < 1.84e-8 , < 2.91e-9 , < 8.89e-10 , (2.3+/-1.1) e-10 , < 1.49e-10 , BL Lac , N , 8.559
553 , 1FGL J1028.4-5819 , PSR J1028-5819 , 157.11667 , -58.31808 , 285.06 , -0.5 , , (31.4+/-1.6) e-9 , 2.188 , 0.027 , (36.6+/-6.4) e-8 , (98.6+/-6.8) e-9 , (26.8+/-1.5) e-9 , (42.4+/-4.7) e-10 , (4+/-1.4) e-10 , Pulsar , N , 6.853
554 , 1FGL J1029.2-6422 , , 157.30208 , -64.37308 , 288.29 , -5.63 , , (9+/-4.4) e-10 , 2.929 , 0.146 , < 9.31e-8 , (9.5+/-2.4) e-9 , < 1.74e-9 , < 2.25e-10 , < 1.07e-10 , Unassociated , N , 9.63
555 , 1FGL J1031.0+5051 , 1ES 1028+511 , 157.75542 , 50.8645 , 161.52 , 54.41 , , (9.7+/-2.3) e-10 , 1.778 , 0.169 , < 1.08e-8 , < 3.12e-9 , (5.5+/-1.9) e-10 , (2.7+/-1.1) e-10 , (15+/-7) e-11 , BL Lac , N , 5.319
556 , 1FGL J1032.7+3737 , TXS 1029+378 , 158.17708 , 37.62858 , 184.26 , 59.09 , , (8.7+/-2.4) e-10 , 2.195 , 0.155 , < 1.46e-8 , < 4.07e-9 , (7.5+/-2.1) e-10 , < 3.12e-10 , < 9.08e-11 , BL Lac , N , 6.323
557 , 1FGL J1033.2+4116 , B3 1030+415 , 158.31958 , 41.2695 , 177.36 , 58.4 , , (10.9+/-2.5) e-10 , 2.478 , 0.123 , (23.9+/-6.8) e-9 , (42.7+/-9.9) e-10 , (8.1+/-2.3) e-10 , (2.8+/-1.1) e-10 , < 8.71e-11 , FSRQ , N , 20.163
