_id , fermi1lac_name , other_name , RA , Dec, LII , BII , Gamma Assoc , Flux1Gev-100 Gev , Spectral index , Spectral index Error , Flux100-300 Mev , Flux300Mev-1Gev , Flux1GeV-3Gev , Flux3-10 Gev , Flux10-100 Gev , Optical classification , TeV CAT , Variability index
380 , 1FGL J0702.0-4628 , PKS 0700-465 , 105.52208 , -46.482 , 256.74 , -17.6 , , (13.4+/-3.1) e-10 , 2.346 , 0.138 , < 2.09e-8 , < 5.82e-9 , (11.8+/-2.8) e-10 , < 4.03e-10 , < 9.74e-11 , FSRQ , N , 12.485
381 , 1FGL J0706.5+3744 , , 106.62458 , 37.73969 , 179.49 , 18.98 , , (10.6+/-2.7) e-10 , 2.006 , 0.153 , < 8.82e-9 , < 4.28e-9 , (8+/-2.4) e-10 , < 2.92e-10 , (16.9+/-7.3) e-11 , Unassociated , N , 7.672
382 , 1FGL J0705.9-1051c , , 106.49792 , -10.8525 , 224.23 , -1.75 , , (15.7+/-5.1) e-10 , 2.462 , 0.111 , < 5.29e-8 , (14.1+/-2.7) e-9 , (13.2+/-4.8) e-10 , < 5.31e-10 , < 1.60e-10 , Unassociated , N , 19.275
383 , 1FGL J0706.3-4849 , CRATES J0705-4847 , 106.59667 , -48.82528 , 259.31 , -17.77 , , (11+/-3.1) e-10 , 2.382 , 0.158 , < 4.39e-8 , (4.6+/-1.3) e-9 , (9.3+/-2.8) e-10 , < 3.74e-10 , < 1.60e-10 , AGU , N , 11.849
384 , 1FGL J0710.6+5911 , BZB J0710+5908 , 107.65917 , 59.18528 , 157.35 , 25.45 , , (5.3+/-2) e-10 , 1.279 , 0.213 , < 7.79e-9 , < 2.33e-9 , < 3.46e-10 , (2.8+/-1.1) e-10 , (20.1+/-8.2) e-11 , BL Lac , P , 6.023
385 , 1FGL J0709.0-1116 , , 107.25708 , -11.2755 , 224.95 , -1.28 , , < 1.40e-9 , 1.332 , 0.547 , < 6.20e-8 , < 4.15e-9 , < 1.03e-9 , < 4.39e-10 , < 3.29e-10 , Unassociated , N , 3.483
386 , 1FGL J0711.4+4731 , B3 0707+476 , 107.87417 , 47.52958 , 169.82 , 22.88 , , (8.7+/-2.7) e-10 , 2.509 , 0.131 , < 2.99e-8 , (6.6+/-1.3) e-9 , (7.7+/-2.5) e-10 , < 3.01e-10 , < 8.85e-11 , BL Lac , N , 17.775
387 , 1FGL J0712.7+5033 , CGRaBS J0712+5033 , 108.17958 , 50.56158 , 166.69 , 23.86 , , (27.6+/-3.8) e-10 , 2.056 , 0.083 , < 2.03e-8 , (6.2+/-1.2) e-9 , (21.3+/-3.4) e-10 , (4.8+/-1.4) e-10 , (15.4+/-7.2) e-11 , BL Lac , N , 14.695
388 , 1FGL J0714.0+1935 , CLASS J0713+1935 , 108.51417 , 19.58658 , 197.65 , 13.62 , , (63.8+/-5.4) e-10 , 2.355 , 0.04 , (90+/-8.9) e-9 , (27.6+/-1.7) e-9 , (53.5+/-5) e-10 , (9.4+/-1.9) e-10 , < 2.39e-10 , FSRQ , N , 79.818
389 , 1FGL J0713.7-0950 , , 108.43208 , -9.841 , 224.22 , 0.41 , , (10.9+/-4.9) e-10 , 2.606 , 0.13 , < 3.39e-8 , (10.2+/-2.4) e-9 , < 1.95e-9 , < 2.81e-10 , < 1.36e-10 , Unassociated , N , 10.734
390 , 1FGL J0719.3+3306 , B2 0716+33 , 109.84583 , 33.11128 , 185.05 , 19.86 , , (66.9+/-5.4) e-10 , 2.152 , 0.045 , (47.5+/-7.2) e-9 , (16.1+/-1.4) e-9 , (54.5+/-4.9) e-10 , (11.2+/-2) e-10 , < 2.86e-10 , FSRQ , N , 90.477
391 , 1FGL J0721.9+7120 , CGRaBS J0721+7120 , 110.47917 , 71.34478 , 143.98 , 28.02 , 1AGL J0722+7125 , (131+/-6.8) e-10 , 2.147 , 0.028 , (102+/-8.3) e-9 , (34.2+/-1.6) e-9 , (95.8+/-6) e-10 , (30.6+/-3.1) e-10 , (4.9+/-1.2) e-10 , BL Lac , P , 265.732
392 , 1FGL J0718.7-4320 , CRATES J0718-4319 , 109.69333 , -43.33569 , 254.93 , -13.65 , , (30.1+/-4.1) e-10 , 1.831 , 0.086 , < 1.04e-8 , (4.6+/-1.3) e-9 , (19.9+/-3.6) e-10 , (7.3+/-1.7) e-10 , (28.7+/-9.9) e-11 , AGU , N , 5.655
393 , 1FGL J0718.8-4958 , , 109.7125 , -49.978 , 261.22 , -16.32 , , (7+/-3.1) e-10 , 2.269 , 0.207 , < 3.28e-8 , < 4.35e-9 , < 1.00e-9 , (2.7+/-1.1) e-10 , < 1.06e-10 , Unassociated , N , 5.878
394 , 1FGL J0722.3+5837 , BZB J0723+5841 , 110.58833 , 58.62808 , 158.25 , 26.84 , , (6.3+/-2.7) e-10 , 2.159 , 0.252 , < 1.03e-8 , < 2.83e-9 , < 9.59e-10 , < 3.02e-10 , < 1.58e-10 , BL Lac , N , 8.446
395 , 1FGL J0721.4+0401 , RX J0721.3+0406 , 110.35333 , 4.02958 , 212.74 , 8.5 , , (7.6+/-2.8) e-10 , 2.684 , 0.139 , < 4.56e-8 , (4.9+/-1.4) e-9 , (7.3+/-2.7) e-10 , < 1.56e-10 , < 1.35e-10 , AGU , N , 22.131
396 , 1FGL J0723.6+2908 , , 110.91542 , 29.14739 , 189.34 , 19.33 , , (8.6+/-2.5) e-10 , 2.105 , 0.167 , < 1.50e-8 , (28.3+/-9.8) e-10 , (6+/-2.2) e-10 , (19.8+/-9.7) e-11 , < 2.20e-10 , Unassociated , N , 31.216
397 , 1FGL J0724.1-3522 , , 111.03875 , -35.36928 , 248.06 , -9.25 , , (12.2+/-3.7) e-10 , 2.445 , 0.143 , < 3.72e-8 , < 8.15e-9 , (10.8+/-3.5) e-10 , < 2.85e-10 , < 2.17e-10 , Unassociated , N , 15.516
398 , 1FGL J0725.3+1431 , 4C +14.23 , 111.34958 , 14.52319 , 203.56 , 13.97 , , (26.6+/-3.8) e-10 , 2.385 , 0.071 , (24.2+/-7.6) e-9 , (10.8+/-1.3) e-9 , (21.8+/-3.5) e-10 , (4.7+/-1.3) e-10 , < 1.40e-10 , FSRQ , N , 73.165
399 , 1FGL J0724.7-2223c , , 111.18167 , -22.38339 , 236.54 , -3.13 , , (19+/-5.5) e-10 , 2.504 , 0.139 , < 5.77e-8 , (11.8+/-2.7) e-9 , (17.1+/-5.3) e-10 , < 4.12e-10 , < 1.72e-10 , Unassociated , N , 6.932
400 , 1FGL J0724.7-4714 , , 111.18917 , -47.24178 , 259.04 , -14.32 , , (8.1+/-3.6) e-10 , 2.451 , 0.158 , < 3.33e-8 , (5.6+/-1.5) e-9 , < 1.38e-9 , < 2.84e-10 , < 1.55e-10 , Unassociated , N , 11.652
401 , 1FGL J0725.9-0053 , PKS 0723-008 , 111.49958 , -0.89778 , 217.69 , 7.26 , , (6+/-2.8) e-10 , 2.296 , 0.207 , < 3.75e-8 , < 4.59e-9 , < 8.14e-10 , < 4.06e-10 , < 2.40e-10 , BL Lac , N , 11.448
402 , 1FGL J0730.0+3305 , BZB J0730+3307 , 112.51583 , 33.08958 , 185.87 , 21.96 , , (6.8+/-2.4) e-10 , 2.09 , 0.207 , < 1.34e-8 , < 4.12e-9 , (5.5+/-2.1) e-10 , < 2.46e-10 , < 1.86e-10 , BL Lac , N , 8.259
403 , 1FGL J0730.3-1141 , PKS 0727-11 , 112.58125 , -11.69958 , 227.78 , 3.13 , , (207+/-9.6) e-10 , 2.332 , 0.022 , (29.8+/-1.4) e-8 , (86+/-2.9) e-9 , (170+/-8.9) e-10 , (32.2+/-3.5) e-10 , (4.6+/-1.3) e-10 , FSRQ , N , 119.736
404 , 1FGL J0731.2-1910c , , 112.81667 , -19.16878 , 234.44 , -0.26 , , < 1.94e-9 , 2.516 , 0.137 , < 4.32e-8 , (14.7+/-2.9) e-9 , < 1.59e-9 , < 5.75e-10 , < 1.93e-10 , Unassociated , N , 21.364
405 , 1FGL J0731.9-1517 , , 112.9825 , -15.28789 , 231.11 , 1.75 , , (15.3+/-4.7) e-10 , 2.049 , 0.184 , < 5.19e-8 , < 5.96e-9 , (11.8+/-4.3) e-10 , < 6.34e-10 , < 1.95e-10 , Unassociated , N , 9.008
406 , 1FGL J0734.7-1557 , , 113.68333 , -15.95569 , 232.03 , 2.02 , , (39.5+/-5.7) e-10 , 2.394 , 0.061 , < 7.43e-8 , (26.7+/-3) e-9 , (33.5+/-5.4) e-10 , (5.5+/-1.7) e-10 , < 2.10e-10 , Unassociated , N , 6.583
407 , 1FGL J0736.4+4053 , , 114.11542 , 40.89878 , 178.12 , 25.45 , , (5.4+/-2.6) e-10 , 2.002 , 0.244 , < 7.39e-9 , < 3.09e-9 , < 8.72e-10 , < 2.39e-10 , < 2.11e-10 , Unassociated , N , 7.027
408 , 1FGL J0738.2+1741 , PKS 0735+17 , 114.56375 , 17.69819 , 201.86 , 18.09 , , (44.2+/-4.5) e-10 , 2.016 , 0.056 , < 2.78e-8 , (11.6+/-1.2) e-9 , (28+/-3.8) e-10 , (14.6+/-2.3) e-10 , (16.8+/-7.5) e-11 , BL Lac , N , 7.947
409 , 1FGL J0737.4-3239 , , 114.35417 , -32.66239 , 246.94 , -5.56 , , (14+/-4.2) e-10 , 2.445 , 0.146 , < 5.88e-8 , (7.9+/-2.2) e-9 , (11.6+/-3.9) e-10 , < 5.24e-10 , < 1.70e-10 , Unassociated , N , 23.5
410 , 1FGL J0734.1-7715 , PKS 0736-770 , 113.54625 , -77.25919 , 289.19 , -24.11 , , (14.3+/-4) e-10 , 2.748 , 0.128 , (5.4+/-1.3) e-8 , (10.5+/-1.8) e-9 , (14.2+/-3.7) e-10 , < 2.62e-10 , < 1.03e-10 , AGU , N , 23.984
411 , 1FGL J0739.1+0138 , PKS 0736+01 , 114.785 , 1.63969 , 216.95 , 11.35 , , (23.1+/-3.7) e-10 , 2.634 , 0.063 , (85.4+/-9.5) e-9 , (16.6+/-1.5) e-9 , (18.8+/-3.4) e-10 , (4.3+/-1.3) e-10 , < 1.02e-10 , FSRQ , N , 31.062
412 , 1FGL J0742.2+5443 , CRATES J0742+5444 , 115.56167 , 54.73228 , 163.03 , 29.03 , , (22.2+/-3.4) e-10 , 2.447 , 0.091 , < 4.95e-8 , (7.6+/-1.2) e-9 , (18.9+/-3.2) e-10 , (3.3+/-1.2) e-10 , < 9.51e-11 , FSRQ , N , 81.701
413 , 1FGL J0745.2+7438 , 1ES 0737+746 , 116.32125 , 74.6415 , 140.17 , 29.64 , , (5.3+/-2.1) e-10 , 1.701 , 0.246 , < 1.19e-8 , < 2.98e-9 , < 4.45e-10 , (2.7+/-1.1) e-10 , < 3.20e-10 , BL Lac , N , 6.831
414 , 1FGL J0742.1-4849c , , 115.535 , -48.83319 , 261.81 , -12.41 , , < 8.82e-10 , 2.924 , 0.161 , < 4.89e-8 , (6.2+/-1.7) e-9 , < 8.48e-10 , < 1.73e-10 , < 9.91e-11 , Unassociated , N , 17.23
415 , 1FGL J0742.8-2822 , PSR J0742-2822 , 115.70375 , -28.379 , 243.77 , -2.45 , , (15.4+/-4.7) e-10 , 2.316 , 0.13 , < 2.64e-8 , (12.8+/-2.4) e-9 , (13+/-4.4) e-10 , < 5.61e-10 , < 1.49e-10 , Pulsar , N , 4.434
416 , 1FGL J0743.0-3110 , , 115.75458 , -31.18128 , 246.23 , -3.8 , , < 1.67e-9 , 1.975 , 0.228 , < 2.99e-8 , < 6.54e-9 , < 1.27e-9 , (2.6+/-1.2) e-10 , < 2.56e-10 , Unassociated , N , 4.996
417 , 1FGL J0744.1-2523 , , 116.03583 , -25.39189 , 241.32 , -0.71 , , (30.1+/-5.4) e-10 , 2.312 , 0.098 , < 3.50e-8 , (9.6+/-2.3) e-9 , (26.3+/-5.2) e-10 , (3.8+/-1.5) e-10 , < 9.82e-11 , Unassociated , N , 9.339
418 , 1FGL J0746.6+2548 , B2 0743+25 , 116.66 , 25.80428 , 194.61 , 22.93 , , (7.4+/-2.4) e-10 , 2.742 , 0.118 , (35.6+/-7.8) e-9 , (5.9+/-1.2) e-9 , (5.8+/-2.1) e-10 , < 3.81e-10 , < 1.04e-10 , FSRQ , N , 10.515
419 , 1FGL J0746.5-0711 , , 116.64292 , -7.19869 , 225.75 , 8.81 , , (8.7+/-3.1) e-10 , 2.144 , 0.167 , < 2.00e-8 , < 4.03e-9 , < 1.01e-9 , (3.8+/-1.3) e-10 , < 1.53e-10 , Unassociated , N , 7.82
420 , 1FGL J0747.1-2333 , , 116.78542 , -23.56069 , 240.08 , 0.8 , , (12+/-4.6) e-10 , 2.381 , 0.169 , < 5.95e-8 , < 8.76e-9 , < 1.79e-9 , < 4.86e-10 , < 2.38e-10 , Unassociated , N , 7.45
421 , 1FGL J0747.4-3303 , , 116.85375 , -33.0545 , 248.32 , -3.92 , , (43.6+/-6.7) e-10 , 2.378 , 0.078 , < 7.21e-8 , (18.8+/-2.9) e-9 , (38.9+/-6.4) e-10 , (4.7+/-1.7) e-10 , < 1.33e-10 , Unassociated , N , 5.006
422 , 1FGL J0750.6+1235 , PKS 0748+126 , 117.66917 , 12.59008 , 208.07 , 18.74 , , (14.8+/-3) e-10 , 2.443 , 0.098 , (30.1+/-7.5) e-9 , (5.9+/-1.1) e-9 , (12+/-2.8) e-10 , (2.5+/-1) e-10 , < 1.33e-10 , FSRQ , N , 26.996
423 , 1FGL J0751.1+1807 , PSR J0751+1807 , 117.78792 , 18.12739 , 202.73 , 21.08 , , (28.8+/-3.8) e-10 , 2.155 , 0.08 , (21.6+/-7) e-9 , (6.2+/-1.1) e-9 , (22.5+/-3.5) e-10 , (6.3+/-1.6) e-10 , < 9.45e-11 , Pulsar , N , 6.491
424 , 1FGL J0752.8+5353 , 4C +54.15 , 118.2025 , 53.894 , 164.18 , 30.47 , , (12.2+/-2.7) e-10 , 1.95 , 0.16 , < 2.24e-8 , < 3.42e-9 , (9.3+/-2.5) e-10 , (20.3+/-9) e-11 , < 2.47e-10 , BL Lac , N , 9.356
425 , 1FGL J0753.1+4649 , , 118.29792 , 46.82028 , 172.3 , 29.64 , , < 1.02e-9 , 1.999 , 0.324 , < 1.64e-8 , < 2.98e-9 , < 8.15e-10 , < 2.98e-10 , < 1.87e-10 , Unassociated , N , 2.942
426 , 1FGL J0753.6-2718 , , 118.42375 , -27.31608 , 244.07 , 0.16 , , (19.8+/-5) e-10 , 2.282 , 0.155 , < 4.97e-8 , < 5.42e-9 , (17.3+/-4.7) e-10 , < 5.37e-10 , < 1.72e-10 , Unassociated , N , 10.796
427 , 1FGL J0754.4-1147 , OI -187 , 118.61708 , -11.79378 , 230.76 , 8.24 , , (18.7+/-3.6) e-10 , 2.099 , 0.104 , < 3.11e-8 , (5.6+/-1.4) e-9 , (12.9+/-3.2) e-10 , (4.7+/-1.4) e-10 , < 3.00e-10 , AGU , N , 12.129
428 , 1FGL J0757.2+0956 , PKS 0754+100 , 119.30708 , 9.94319 , 211.32 , 19.08 , , (19.8+/-3.3) e-10 , 2.392 , 0.081 , (28.2+/-7.3) e-9 , (7.2+/-1.1) e-9 , (16.5+/-3.1) e-10 , (23.4+/-9.5) e-11 , < 2.51e-10 , BL Lac , N , 37.806
429 , 1FGL J0758.6-1450 , , 119.65792 , -14.83489 , 233.93 , 7.57 , , (8.1+/-2.8) e-10 , 2.316 , 0.167 , < 2.74e-8 , < 6.08e-9 , (6.5+/-2.5) e-10 , < 3.55e-10 , < 1.46e-10 , Unassociated , N , 5.288
430 , 1FGL J0800.5+4407 , B3 0757+441 , 120.13708 , 44.13108 , 175.61 , 30.48 , , (7.5+/-2.6) e-10 , 2.214 , 0.187 , < 1.55e-8 , < 4.49e-9 , (5.8+/-2.1) e-10 , < 3.99e-10 , < 1.48e-10 , AGU , N , 10.889
431 , 1FGL J0804.7+7534 , RX J0805.4+7534 , 121.19333 , 75.573 , 138.9 , 30.75 , , (13.5+/-2.6) e-10 , 1.862 , 0.143 , < 1.15e-8 , < 2.63e-9 , (8.2+/-2.2) e-10 , (3.5+/-1.1) e-10 , (18.5+/-7.4) e-11 , BL Lac , N , 7.311
432 , 1FGL J0803.1-0339 , , 120.78 , -3.65439 , 224.63 , 14.13 , , (12.2+/-2.9) e-10 , 2.3 , 0.142 , < 2.21e-8 , < 4.01e-9 , (9.9+/-2.6) e-10 , (22.1+/-9.6) e-11 , < 1.40e-10 , Unassociated , N , 9.361
433 , 1FGL J0802.4-5622 , , 120.61583 , -56.36908 , 270.11 , -13.26 , , (15.5+/-3.9) e-10 , 2.696 , 0.177 , < 5.09e-8 , < 5.65e-9 , (12.5+/-3.7) e-10 , (3.1+/-1.3) e-10 , < 1.08e-10 , Unassociated , N , 7.517
434 , 1FGL J0806.2+6148 , CGRaBS J0805+6144 , 121.55167 , 61.80769 , 154.96 , 32.45 , , (6.3+/-2.4) e-10 , 2.827 , 0.13 , (27.6+/-8.8) e-9 , (7.8+/-1.2) e-9 , (5.7+/-2.2) e-10 , < 1.87e-10 , < 1.33e-10 , FSRQ , N , 48.609
435 , 1FGL J0807.0-0544 , PKS 0804-05 , 121.7725 , -5.74219 , 227.01 , 13.96 , , (14+/-3.1) e-10 , 2.061 , 0.136 , < 4.22e-8 , (3.5+/-1.1) e-9 , (8.5+/-2.7) e-10 , (4.2+/-1.3) e-10 , < 3.18e-10 , AGU , N , 9.66
436 , 1FGL J0809.5+5219 , CRATES J0809+5218 , 122.38542 , 52.31778 , 166.24 , 32.86 , , (24.5+/-3.4) e-10 , 2.095 , 0.105 , (37.5+/-7.7) e-9 , (30.8+/-9.7) e-10 , (18.1+/-3.1) e-10 , (4.4+/-1.3) e-10 , (19.6+/-7.8) e-11 , BL Lac , P , 20.226
437 , 1FGL J0808.2-0750 , PKS 0805-07 , 122.05417 , -7.83989 , 229.02 , 13.15 , , (100+/-6.6) e-10 , 2.143 , 0.037 , (7.3+/-1.1) e-8 , (25.7+/-1.8) e-9 , (76.6+/-5.9) e-10 , (19.7+/-2.7) e-10 , (3.8+/-1.1) e-10 , FSRQ , N , 368.961
438 , 1FGL J0809.4+3455 , B2 0806+35 , 122.35375 , 34.93308 , 186.45 , 30.3 , , (6.7+/-2.5) e-10 , 1.775 , 0.204 , < 6.38e-9 , < 1.95e-9 , < 8.95e-10 , (18.6+/-9.1) e-11 , < 1.66e-10 , BL Lac , N , 7.255
439 , 1FGL J0811.2+0148 , PKS 0808+019 , 122.81 , 1.815 , 220.65 , 18.53 , , (10.7+/-2.7) e-10 , 2.449 , 0.122 , < 3.08e-8 , (5.2+/-1.1) e-9 , (9.3+/-2.4) e-10 , < 3.56e-10 , < 1.11e-10 , BL Lac , N , 8.853
440 , 1FGL J0815.0+6434 , CGRaBS J0814+6431 , 123.7725 , 64.56869 , 151.59 , 33.24 , , (17+/-3) e-10 , 2.268 , 0.104 , < 2.57e-8 , (5.3+/-1.1) e-9 , (12.6+/-2.6) e-10 , (4.4+/-1.3) e-10 , < 8.68e-11 , BL Lac , N , 32.899
441 , 1FGL J0811.1-7527 , CRATES J0811-7530 , 122.7825 , -75.46589 , 288.24 , -21.43 , , (25.3+/-4.2) e-10 , 1.804 , 0.113 , < 1.81e-8 , < 5.36e-9 , (17.4+/-3.7) e-10 , (6.3+/-1.7) e-10 , < 3.57e-10 , AGU , N , 7.822
442 , 1FGL J0814.5-1011 , , 123.64333 , -10.18358 , 231.91 , 13.3 , , (10.9+/-3.2) e-10 , 2.083 , 0.207 , < 3.14e-8 , < 2.37e-9 , (9+/-3) e-10 , < 3.58e-10 , < 1.94e-10 , Unassociated , N , 9.579
443 , 1FGL J0816.7+5739 , BZB J0816+5739 , 124.18583 , 57.66089 , 159.85 , 33.94 , , (7+/-2.6) e-10 , 1.926 , 0.187 , < 1.06e-8 , < 3.90e-9 , < 8.82e-10 , (2.6+/-1) e-10 , < 1.32e-10 , BL Lac , N , 9.999
444 , 1FGL J0816.4-1311 , BZB J0816-1311 , 124.11208 , -13.19339 , 234.79 , 12.12 , , (19.7+/-3.4) e-10 , 1.832 , 0.101 , < 1.64e-8 , (4+/-1.1) e-9 , (9.4+/-2.8) e-10 , (7.3+/-1.7) e-10 , (30.2+/-9.7) e-11 , BL Lac , N , 13.057
445 , 1FGL J0818.2+4222 , B3 0814+425 , 124.55208 , 42.38158 , 178.22 , 33.39 , , (87.3+/-6) e-10 , 2.154 , 0.037 , (75.7+/-8.2) e-9 , (24.1+/-1.5) e-9 , (66.8+/-5.4) e-10 , (17.2+/-2.5) e-10 , (3.4+/-1.1) e-10 , BL Lac , N , 56.442
446 , 1FGL J0818.0-0938 , CGRaBS J0817-0933 , 124.52417 , -9.64939 , 231.91 , 14.32 , , (11.3+/-3.1) e-10 , 2.189 , 0.147 , < 4.08e-8 , (3.6+/-1.1) e-9 , (8.8+/-2.7) e-10 , < 3.45e-10 , < 2.96e-10 , BL Lac , N , 8.306
447 , 1FGL J0825.0+5555 , OJ 535 , 126.26458 , 55.9295 , 161.89 , 35.15 , , (9+/-2.7) e-10 , 2.868 , 0.114 , (53.3+/-8.8) e-9 , (8.2+/-1.2) e-9 , (7.9+/-2.4) e-10 , < 2.94e-10 , < 8.41e-11 , FSRQ , N , 76.039
448 , 1FGL J0823.3-4248 , , 125.84625 , -42.80958 , 260.37 , -3.15 , , (69+/-8.3) e-10 , 1.999 , 0.065 , < 2.66e-8 , (26.1+/-3.7) e-9 , (56.9+/-7.8) e-10 , (10.6+/-2.6) e-10 , < 3.82e-10 , Potential SNR , N , 12.346
449 , 1FGL J0825.9+0309 , PKS 0823+033 , 126.48625 , 3.15219 , 221.23 , 22.4 , , (6.3+/-2.3) e-10 , 1.835 , 0.225 , < 3.09e-8 , < 2.19e-9 , < 7.13e-10 , (20.7+/-9.9) e-11 , < 2.43e-10 , BL Lac , N , 9.706
450 , 1FGL J0825.8-2230 , PKS 0823-223 , 126.4675 , -22.51039 , 243.97 , 8.89 , , (53+/-5.1) e-10 , 2.137 , 0.051 , (34.6+/-8) e-9 , (16.4+/-1.6) e-9 , (37+/-4.4) e-10 , (13.1+/-2.3) e-10 , (28.9+/-9.9) e-11 , BL Lac , N , 14.235
451 , 1FGL J0825.9-3216 , PKS 0823-321 , 126.48458 , -32.27539 , 252.04 , 3.32 , , (14.4+/-4) e-10 , 2.684 , 0.117 , < 4.61e-8 , < 9.16e-9 , (11+/-3.8) e-10 , (3.4+/-1.3) e-10 , < 1.37e-10 , AGU , N , 39.371
452 , 1FGL J0827.9-3738 , PKS B0826-373 , 126.98 , -37.64919 , 256.65 , 0.53 , , (17.5+/-5.6) e-10 , 2.684 , 0.126 , < 8.10e-8 , (10.7+/-2.9) e-9 , (17.4+/-5.4) e-10 , < 2.74e-10 , < 1.25e-10 , AGU , N , 30.857
453 , 1FGL J0828.9+0901 , , 127.22917 , 9.01719 , 215.88 , 25.73 , , (4.9+/-2.3) e-10 , 1.524 , 0.292 , < 1.54e-8 , < 8.23e-10 , < 7.29e-10 , < 1.98e-10 , < 2.83e-10 , Unassociated , N , 3.045
454 , 1FGL J0830.5+2407 , B2 0827+24 , 127.63417 , 24.1215 , 200.06 , 31.78 , , (13+/-3) e-10 , 2.788 , 0.087 , (54.6+/-8.1) e-9 , (9.4+/-1.2) e-9 , (11.9+/-2.7) e-10 , < 3.01e-10 , < 1.31e-10 , FSRQ , N , 23.333
455 , 1FGL J0831.6+0429 , PKS 0829+046 , 127.91417 , 4.49369 , 220.67 , 24.29 , , (24.7+/-3.6) e-10 , 2.497 , 0.073 , (29.2+/-9.4) e-9 , (12.2+/-1.3) e-9 , (19.9+/-3.2) e-10 , (4.3+/-1.3) e-10 , < 1.96e-10 , BL Lac , N , 26.02
456 , 1FGL J0834.4+4221 , B3 0830+425 , 128.60375 , 42.36608 , 178.66 , 36.36 , , (8.7+/-2.4) e-10 , 2.469 , 0.148 , (26.8+/-7.7) e-9 , (3.8+/-1) e-9 , (6.4+/-2.2) e-10 , (2.3+/-1.1) e-10 , < 9.87e-11 , FSRQ , N , 11.448
457 , 1FGL J0835.4+0936 , CRATES J0835+0937 , 128.86958 , 9.60169 , 216.07 , 27.44 , , < 5.95e-10 , 1.414 , 0.517 , < 7.94e-9 , < 3.26e-9 , < 3.73e-10 , < 2.26e-10 , < 2.44e-10 , BL Lac , N , 2.122
458 , 1FGL J0835.3-4510 , PSR J0835-4510 , 128.83583 , -45.17628 , 263.55 , -2.79 , 1AGL J0835-4509 , (1250+/-7.1) e-9 , 2.024 , 0.003 , (722+/-4.3) e-8 , (337+/-1.5) e-8 , (1040+/-6.5) e-9 , (201+/-2.7) e-9 , (84.2+/-5.4) e-10 , Pulsar , E , 1.658
459 , 1FGL J0838.6-2828 , , 129.66917 , -28.47939 , 250.57 , 7.78 , , (12.2+/-3.2) e-10 , 2.121 , 0.142 , < 8.46e-9 , (4+/-1.3) e-9 , (10.7+/-2.9) e-10 , < 3.91e-10 , < 1.36e-10 , Unassociated , N , 12.022
460 , 1FGL J0839.5+0059 , PKS 0837+012 , 129.89208 , 0.99069 , 225.08 , 24.35 , , (15.9+/-3.1) e-10 , 2.275 , 0.119 , < 1.70e-8 , (4.1+/-1) e-9 , (13.1+/-2.8) e-10 , (2.8+/-1.1) e-10 , < 1.37e-10 , FSRQ , N , 54.929
461 , 1FGL J0842.2+7054 , 4C +71.07 , 130.56625 , 70.90158 , 143.5 , 34.49 , , (12.4+/-2.8) e-10 , 2.978 , 0.124 , (53.7+/-8.8) e-9 , (7+/-1.2) e-9 , (10+/-2.5) e-10 , < 3.85e-10 , < 2.15e-10 , FSRQ , N , 21.576
462 , 1FGL J0840.8+1310 , 3C 207 , 130.20958 , 13.17658 , 213 , 30.13 , , (10.7+/-2.9) e-10 , 2.437 , 0.131 , < 2.42e-8 , (4.8+/-1.1) e-9 , (9.1+/-2.6) e-10 , < 3.92e-10 , < 1.13e-10 , AGN , N , 40.36
463 , 1FGL J0843.4+6718 , , 130.86875 , 67.31539 , 147.68 , 35.58 , , (7.7+/-2.4) e-10 , 2.47 , 0.257 , < 2.56e-8 , < 3.71e-9 , (6+/-2) e-10 , < 3.84e-10 , < 8.23e-11 , Unassociated , N , 10.496
464 , 1FGL J0841.4-3558 , , 130.35792 , -35.98 , 256.93 , 3.7 , , (13.1+/-3.5) e-10 , 1.762 , 0.202 , < 2.51e-8 , < 3.58e-9 , (8.2+/-3.1) e-10 , (3+/-1.4) e-10 , (19.9+/-8.4) e-11 , Unassociated , N , 10.547
465 , 1FGL J0842.2+0251 , BZB J0842+0252 , 130.55292 , 2.85858 , 223.64 , 25.83 , , (6.3+/-2.5) e-10 , 1.81 , 0.249 , < 1.81e-8 , < 1.70e-9 , < 8.60e-10 , < 3.47e-10 , < 1.94e-10 , BL Lac , N , 2.916
466 , 1FGL J0841.9-4620 , , 130.48583 , -46.3445 , 265.18 , -2.59 , , (43.3+/-9) e-10 , 1.991 , 0.09 , < 1.65e-8 , < 2.19e-8 , (40.7+/-8.8) e-10 , < 6.20e-10 , < 2.47e-10 , Potential SNR , N , 7.259
467 , 1FGL J0844.0+5314 , BZB J0844+5312 , 131.00667 , 53.23958 , 165.02 , 38.06 , , (6.7+/-2.1) e-10 , 1.97 , 0.183 , < 8.62e-9 , < 3.71e-9 , (3.9+/-1.7) e-10 , (25.4+/-9.9) e-11 , < 1.33e-10 , BL Lac , N , 5.769
468 , 1FGL J0845.9-0713 , , 131.49125 , -7.221 , 233.6 , 21.45 , , (6.8+/-2.3) e-10 , 2.347 , 0.195 , < 1.06e-8 , < 3.92e-9 , (5.3+/-2) e-10 , < 3.77e-10 , < 9.41e-11 , Unassociated , N , 8.704
