_id , ercsc_857_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
2035 , "PLCKERC857 G156.04+05.99" ,, 75.03167 , 52.09278 , 156.04737 , 5.99981 , "4.8e+4+/-7667" , "6.58e+4+/-1027.4" , "5.2e+4+/-3490.99" , "4.6e+4+/-2.75e+4" , 0.422 , 0 , 1 , 2 , "0.836+/-0.042"
2036 , "PLCKERC857 G176.52-09.80" ,, 75.05125 , 26.28056 , 176.52842 , -9.80966 , "8.8e+4+/-1e+4" , "1.73e+5+/-1058.6" , "6.0e+4+/-4959.2" , "2.1e+5+/-1.41e+4" , 0.422 , 0 , 1 , 2 , "0.979+/-0.046"
2037 , "PLCKERC857 G165.67-01.44" ,, 75.09125 , 39.93361 , 165.67411 , -1.4464 , "3.5e+4+/-3748" , "6.22e+4+/-1079.7" , "2.9e+4+/-2497.52" , "6.1e+4+/-4379.19" , 0.422 , 0 , 1 , 2 , "0.851+/-0.042"
2038 , "PLCKERC857 G211.89-30.17" ,, 75.11875 , -12.43194 , 211.89328 , -30.17975 , "7668.6+/-846" , "1.71e+4+/-304.9" , "6490.7+/-561.8" , "1.3e+4+/-7468.98" , 0.462 , 0 , 1 , 2 , "0.883+/-0.043"
2039 , "PLCKERC857 G217.61-32.22" ,, 75.13292 , -17.73611 , 217.61469 , -32.22823 , "6582.8+/-1261" , "1.64e+4+/-142.1" , "6376.6+/-587.28" , "3703.8+/-4989.94" , 0.422 , 0 , 1 , 2 , "0.966+/-0.045"
2040 , "PLCKERC857 G188.76-18.08" ,, 75.24208 , 11.82056 , 188.76268 , -18.08364 , "2.5e+4+/-4252" , "4.50e+4+/-352.7" , "1.7e+4+/-1904.71" , "7.5e+4+/-8852.68" , 0.422 , 0 , 1 , 2 , "0.898+/-0.043"
2041 , "PLCKERC857 G209.09-28.88" ,, 75.26292 , -9.67417 , 209.09016 , -28.88444 , "7697.4+/-1450" , "1.12e+4+/-211.3" , "6681.3+/-770.84" , "2.8e+4+/-4841.31" , 0.422 , 0 , 1 , 2 , "0.836+/-0.042"
2042 , "PLCKERC857 G275.80-35.86" ,, 75.34458 , -65.3775 , 275.80646 , -35.86124 , "7392+/-1158" , "2.96e+4+/-322.6" , "5481.1+/-822.47" , "5.8e+4+/-4726.75" , 0.462 , 0 , 1 , 2 , "0.928+/-0.043"
2043 , "PLCKERC857 G159.36+03.76" ,, 75.42792 , 48.11444 , 159.36322 , 3.76896 , "3.1e+4+/-3555" , "5.27e+4+/-1390.1" , "2.9e+4+/-2491.93" , "1.1e+5+/-1.27e+4" , 0.422 , 0 , 1 , 3 , "0.877+/-0.043"
2044 , "PLCKERC857 G160.14+03.16" ,, 75.42792 , 47.13417 , 160.14053 , 3.16986 , "1.1e+5+/-9364" , "1.36e+5+/-1192.4" , "1.1e+5+/-8147.92" , "1.8e+5+/-1.19e+4" , 0.422 , 0 , 0 , 2 , "0.985+/-0.045"
2045 , "PLCKERC857 G208.36-28.38" ,, 75.43542 , -8.8825 , 208.36385 , -28.38505 , "9.4e+4+/-9597" , "2.60e+5+/-340.7" , "7.4e+4+/-7518.83" , "2.9e+5+/-2.36e+4" , 0.422 , 0 , 1 , 2 , "1+/-0.054"
2046 , "PLCKERC857 G280.14-34.87" ,, 75.54917 , -69.04556 , 280.14254 , -34.87981 , "3.8e+4+/-4176" , "5.71e+4+/-212.3" , "3.4e+4+/-2489.26" , "1.0e+5+/-1.03e+4" , 0.422 , 0 , 1 , 1 , "0.887+/-0.043"
2047 , "PLCKERC857 G169.95-04.28" ,, 75.56333 , 34.81778 , 169.95269 , -4.28487 , "4.1e+4+/-3264" , "6.64e+4+/-1333.8" , "3.0e+4+/-2415.48" , "1.0e+5+/-6791.99" , 0.422 , 0 , 1 , 2 , "0.915+/-0.043"
2048 , "PLCKERC857 G162.44+01.52" ,, 75.57542 , 44.30889 , 162.44061 , 1.52325 , "7.5e+4+/-1e+4" , "1.19e+5+/-658.3" , "3.8e+4+/-5009.36" , "6.4e+4+/-7.06e+4" , 0.422 , 0 , 1 , 2 , "0.945+/-0.044"
2049 , "PLCKERC857 G186.84-16.43" ,, 75.58958 , 14.26194 , 186.84726 , -16.43178 , "4.8e+4+/-7148" , "5.12e+4+/-552.2" , "4.0e+4+/-4579.96" , "1.7e+5+/-1.57e+4" , 0.422 , 0 , 1 , 2 , "0.988+/-0.045"
2050 , "PLCKERC857 G292.53-31.31" ,, 75.59083 , -80.00917 , 292.53226 , -31.31952 , "5470.5+/-743" , "1.20e+4+/-165.2" , "3858.4+/-397.04" , "2.4e+4+/-2314.35" , 0.462 , 0 , 1 , 6 , "0.845+/-0.041"
2051 , "PLCKERC857 G187.25-16.68" ,, 75.60458 , 13.79333 , 187.25954 , -16.68421 , "9.4e+4+/-1e+4" , "1.83e+5+/-676.9" , "7.5e+4+/-6731.94" , "2.1e+5+/-1.68e+4" , 0.422 , 0 , 1 , 3 , "1+/-0.047"
2052 , "PLCKERC857 G162.73+01.36" ,, 75.645 , 43.97806 , 162.73324 , 1.36039 , "9.4e+4+/-2e+4" , "1.88e+5+/-777" , "7.6e+4+/-1.15e+4" , "6.6e+5+/-5.14e+4" , 0.422 , 0 , 1 , 2 , "0.974+/-0.046"
2053 , "PLCKERC857 G208.23-28.06" ,, 75.67375 , -8.64194 , 208.23677 , -28.0674 , "7019+/-936" , "1.65e+4+/-235.6" , "6105.9+/-646.43" , "2.1e+4+/-1435.19" , 0.462 , 0 , 1 , 3 , "0.876+/-0.042"
2054 , "PLCKERC857 G261.69-37.43" ,, 75.68042 , -53.95889 , 261.69508 , -37.43693 , "947.5+/-98" , "1288.3+/-31.2" , "762.9+/-72.45" , "1878.9+/-251.59" , 0.305 , 0 , 1 , 7 , "0.834+/-0.042"
2055 , "PLCKERC857 G270.61-36.54" ,, 75.69042 , -61.13972 , 270.62 , -36.54837 , "1702.7+/-73" , "1704.26+/-60.9" , "1764.1+/-74.61" , "1698.4+/-173.28" , 0.305 , 0 , 0 , 1 , "0.902+/-0.043"
2056 , "PLCKERC857 G198.62-23.34" ,, 75.71167 , 1.21444 , 198.62504 , -23.34915 , "5126.4+/-837" , "1.52e+4+/-303.3" , "4010.3+/-349.46" , "1.2e+4+/-1156.14" , 0.422 , 0 , 1 , 2 , "0.941+/-0.043"
2057 , "PLCKERC857 G142.37+16.27" ,, 75.78417 , 68.96472 , 142.37938 , 16.27182 , "5228.8+/-879" , "1.48e+4+/-311.9" , "4207.1+/-456.43" , "2.1e+4+/-3132.87" , 0.462 , 0 , 1 , 2 , "0.823+/-0.041"
2058 , "PLCKERC857 G276.35-35.56" ,, 75.81042 , -65.88111 , 276.3574 , -35.56023 , "2.2e+4+/-2926" , "4.29e+4+/-246.1" , "1.8e+4+/-1865.11" , "9.7e+4+/-9616.9" , 0.422 , 0 , 1 , 1 , "0.929+/-0.043"
2059 , "PLCKERC857 G256.03-37.52" ,, 75.86 , -49.46889 , 256.03525 , -37.52719 , "1076.1+/-115" , "940.83+/-47.2" , "1003.2+/-76.32" , "1339.4+/-237.64" , 0.305 , 0 , 0 , 1 , "0.874+/-0.043"
2060 , "PLCKERC857 G277.89-35.23" ,, 75.86333 , -67.17667 , 277.89712 , -35.23891 , "3.1e+4+/-4796" , "6.49e+4+/-244.1" , "2.5e+4+/-2964.48" , "5.5e+4+/-9800.92" , 0.422 , 0 , 1 , 1 , "0.937+/-0.043"
2061 , "PLCKERC857 G162.31+01.88" ,, 75.86583 , 44.62694 , 162.31515 , 1.88139 , "3.4e+4+/-5196" , "6.09e+4+/-1026.9" , "2.5e+4+/-4153.7" , "2.2e+5+/-2.55e+4" , 0.462 , 0 , 1 , 2 , "0.82+/-0.041"
2062 , "PLCKERC857 G278.07-35.16" ,, 75.965 , -67.3325 , 278.07093 , -35.16328 , "3.8e+4+/-3995" , "4.08e+4+/-138.1" , "3.3e+4+/-2748.29" , "6.2e+4+/-5908.65" , 0.422 , 0 , 0 , 1 , "0.9+/-0.043"
2063 , "PLCKERC857 G164.14+00.56" ,, 75.96542 , 42.37222 , 164.14867 , 0.56683 , "4.8e+4+/-2360" , "6.57e+4+/-737.2" , "3.7e+4+/-2069.92" , "7.2e+4+/-3891.67" , 0.422 , 0 , 1 , 2 , "0.945+/-0.045"
2064 , "PLCKERC857 G171.84-05.22" ,, 76.03833 , 32.74861 , 171.84406 , -5.22513 , "1.1e+5+/-1e+4" , "1.39e+5+/-951.9" , "8.7e+4+/-6854.08" , "2.0e+5+/-8.01e+4" , 0.422 , 0 , 1 , 2 , "1+/-0.046"
2065 , "PLCKERC857 G282.48-34.15" ,, 76.05708 , -71.10028 , 282.48376 , -34.15186 , "1.3e+4+/-1874" , "1.89e+4+/-174.8" , "9853.3+/-1364.66" , "4.2e+4+/-3960.18" , 0.422 , 0 , 1 , 2 , "0.843+/-0.042"
2066 , "PLCKERC857 G177.97-09.70" ,, 76.08375 , 25.19917 , 177.97184 , -9.70854 , "1.7e+5+/-2e+4" , "4.04e+5+/-1030.2" , "1.3e+5+/-1.14e+4" , "4.7e+5+/-4.16e+4" , 0.422 , 0 , 1 , 2 , "0.997+/-0.049"
2067 , "PLCKERC857 G282.05-34.24" ,, 76.09292 , -70.73861 , 282.05983 , -34.24117 , "2.4e+4+/-2140" , "2.51e+4+/-164.1" , "2.1e+4+/-1567.99" , "2.4e+4+/-3270.95" , 0.422 , 0 , 0 , 1 , "0.894+/-0.043"
2068 , "PLCKERC857 G189.77-17.70" ,, 76.10833 , 11.22861 , 189.77501 , -17.70622 , "3.3e+4+/-4488" , "4.05e+4+/-266.6" , "2.3e+4+/-1784.08" , "7.1e+4+/-8429.84" , 0.422 , 0 , 1 , 2 , "0.872+/-0.043"
2069 , "PLCKERC857 G281.33-34.38" ,, 76.16167 , -70.11944 , 281.33085 , -34.38732 , "5.4e+4+/-4741" , "9.65e+4+/-218.1" , "4.3e+4+/-2998.82" , "8.2e+4+/-5018.11" , 0.422 , 0 , 0 , 1 , "0.967+/-0.045"
2070 , "PLCKERC857 G277.23-35.24" ,, 76.1675 , -66.65306 , 277.23967 , -35.24534 , "2.0e+4+/-3052" , "2.21e+4+/-174.4" , "1.3e+4+/-1586.79" , "4.2e+4+/-6375.36" , 0.422 , 0 , 1 , 1 , "0.834+/-0.042"
2071 , "PLCKERC857 G208.06-27.43" ,, 76.18125 , -8.22639 , 208.06679 , -27.43345 , "5.8e+4+/-3713" , "9.67e+4+/-314.7" , "4.5e+4+/-3389.58" , "9.3e+4+/-6317.44" , 0.422 , 0 , 1 , 2 , "1+/-0.047"
2072 , "PLCKERC857 G282.25-34.15" ,, 76.20125 , -70.91694 , 282.25543 , -34.15771 , "2.9e+4+/-2088" , "2.90e+4+/-160.7" , "2.5e+4+/-1461.22" , "3.6e+4+/-3348.76" , 0.422 , 0 , 0 , 1 , "0.94+/-0.044"
2073 , "PLCKERC857 G162.88+01.75" ,, 76.20667 , 44.09583 , 162.88549 , 1.75266 , "7.7e+4+/-5594" , "7.96e+4+/-595.7" , "6.4e+4+/-3859.9" , "1.3e+5+/-8479.07" , 0.422 , 0 , 1 , 2 , "0.941+/-0.045"
2074 , "PLCKERC857 G241.69-36.45" ,, 76.30792 , -37.9775 , 241.6916 , -36.45393 , "2.2e+4+/-401" , "2.34e+4+/-90.8" , "2.1e+4+/-831.04" , "2.4e+4+/-469.31" , 0.305 , 0 , 0 , 2 , "0.998+/-0.048"
2075 , "PLCKERC857 G160.27+03.82" ,, 76.31458 , 47.42806 , 160.27235 , 3.82608 , "1.9e+4+/-2922" , "4.50e+4+/-772.9" , "1.8e+4+/-1720.09" , "7.5e+4+/-1.35e+4" , 0.462 , 0 , 1 , 2 , "0.825+/-0.041"
2076 , "PLCKERC857 G284.99-33.43" ,, 76.31917 , -73.30278 , 284.99234 , -33.43655 , "3920.7+/-644" , "9415.73+/-174.7" , "2879.7+/-297.05" , "6958.7+/-941.69" , 0.462 , 0 , 1 , 1 , "0.858+/-0.042"
2077 , "PLCKERC857 G203.38-25.08" ,, 76.33417 , -3.41778 , 203.38491 , -25.08342 , "4.4e+4+/-6803" , "8.16e+4+/-167.3" , "3.4e+4+/-3588.39" , "2.5e+5+/-2.81e+4" , 0.422 , 0 , 1 , 2 , "1+/-0.047"
2078 , "PLCKERC857 G171.53-04.64" ,, 76.36708 , 33.3425 , 171.53467 , -4.64762 , "2.6e+4+/-3686" , "3.37e+4+/-1409.5" , "2.2e+4+/-2999.19" , "1.0e+5+/-1.19e+4" , 0.422 , 0 , 1 , 2 , "0.839+/-0.042"
2079 , "PLCKERC857 G298.82-28.86" ,, 76.36792 , -85.98222 , 298.82597 , -28.86047 , "5562.1+/-986" , "1.22e+4+/-204.3" , "4392.2+/-394.64" , "1.6e+4+/-2232.93" , 0.462 , 0 , 1 , 3 , "0.868+/-0.042"
2080 , "PLCKERC857 G256.16-37.19" ,, 76.36833 , -49.57194 , 256.16059 , -37.1963 , "1745+/-181" , "1672.14+/-56.8" , "1840.4+/-110.87" , "2326.4+/-203.85" , 0.305 , 0 , 0 , 2 , "0.89+/-0.043"
2081 , "PLCKERC857 G171.42-04.44" ,, 76.47792 , 33.55194 , 171.42262 , -4.44769 , "3.2e+4+/-4894" , "6.98e+4+/-1488" , "3.1e+4+/-3548.67" , "1.2e+5+/-1.14e+4" , 0.422 , 0 , 1 , 3 , "0.916+/-0.043"
2082 , "PLCKERC857 G278.94-34.76" ,, 76.53292 , -68.12667 , 278.94902 , -34.76429 , "3.2e+4+/-4221" , "9.96e+4+/-328.4" , "2.2e+4+/-2818.43" , "1.6e+5+/-2.13e+4" , 0.422 , 0 , 1 , 1 , "0.95+/-0.044"
2083 , "PLCKERC857 G204.01-25.13" ,, 76.56167 , -3.93944 , 204.01088 , -25.13129 , "9.8e+4+/-6583" , "1.34e+5+/-171.1" , "7.9e+4+/-4121.96" , "1.3e+5+/-1.07e+4" , 0.422 , 0 , 0 , 2 , "1+/-0.051"
2084 , "PLCKERC857 G172.94-05.48" ,, 76.57375 , 31.715 , 172.94746 , -5.48364 , "1.8e+5+/-1e+4" , "2.84e+5+/-1651.4" , "1.4e+5+/-1.06e+4" , "3.4e+5+/-1.57e+4" , 0.422 , 0 , 1 , 3 , "1+/-0.047"
2085 , "PLCKERC857 G281.67-34.15" ,, 76.59333 , -70.45694 , 281.67759 , -34.1572 , "2.8e+4+/-2032" , "3.26e+4+/-179.2" , "2.3e+4+/-1215.48" , "3.9e+4+/-2910.34" , 0.422 , 0 , 0 , 1 , "0.888+/-0.043"
2086 , "PLCKERC857 G203.50-24.72" ,, 76.70333 , -3.34111 , 203.50416 , -24.72286 , "3.7e+5+/-2e+4" , "6.02e+5+/-183.9" , "2.9e+5+/-1.57e+4" , "5.6e+5+/-3.05e+4" , 0.422 , 0 , 1 , 2 , "1+/-0.059"
2087 , "PLCKERC857 G268.80-36.26" ,, 76.7175 , -59.73667 , 268.80119 , -36.26089 , "1036.2+/-104" , "1405.76+/-76.1" , "899.4+/-76.34" , "1811.5+/-305.49" , 0.305 , 0 , 1 , 1 , "0.862+/-0.043"
2088 , "PLCKERC857 G155.58+07.67" ,, 76.78583 , 53.47083 , 155.58074 , 7.6761 , "2.0e+4+/-2275" , "5.80e+4+/-1658.6" , "1.5e+4+/-1367.96" , "5.9e+4+/-7081.32" , 0.462 , 0 , 1 , 2 , "0.893+/-0.043"
2089 , "PLCKERC857 G172.82-05.16" ,, 76.78708 , 32.00028 , 172.82621 , -5.16806 , "4.6e+4+/-5953" , "8.04e+4+/-1327.9" , "3.8e+4+/-3926.83" , "1.3e+5+/-9856.69" , 0.422 , 0 , 1 , 2 , "0.943+/-0.043"
2090 , "PLCKERC857 G182.39-12.01" ,, 76.8075 , 20.3225 , 182.3997 , -12.01509 , "3.5e+4+/-4632" , "1.13e+5+/-799.3" , "2.4e+4+/-3106.91" , "1.9e+5+/-1.92e+4" , 0.422 , 0 , 1 , 2 , "0.976+/-0.046"
2091 , "PLCKERC857 G206.36-25.94" ,, 76.82833 , -6.20278 , 206.36871 , -25.94813 , "1.8e+5+/-2e+4" , "3.69e+5+/-277.8" , "1.3e+5+/-1.08e+4" , "4.4e+5+/-2.73e+4" , 0.422 , 0 , 1 , 2 , "1+/-0.052"
2092 , "PLCKERC857 G242.88-36.13" ,, 76.87792 , -38.88472 , 242.88318 , -36.13836 , "3445.4+/-347" , "9121.99+/-112.8" , "2677.2+/-269.18" , "1.4e+4+/-1971.77" , 0.305 , 0 , 1 , 2 , "0.953+/-0.044"
2093 , "PLCKERC857 G241.20-35.90" ,, 76.92458 , -37.51028 , 241.20835 , -35.90257 , "2.6e+4+/-571" , "2.90e+4+/-91.1" , "2.5e+4+/-1057.91" , "2.9e+4+/-608.93" , 0.305 , 0 , 0 , 2 , "0.998+/-0.048"
2094 , "PLCKERC857 G195.70-20.26" ,, 76.96542 , 5.11889 , 195.70944 , -20.26899 , "9222.4+/-1423" , "1.72e+4+/-399.7" , "7676.7+/-909.66" , "6.0e+4+/-9203.48" , 0.422 , 0 , 1 , 2 , "0.896+/-0.043"
2095 , "PLCKERC857 G173.44-05.43" ,, 76.96917 , 31.34306 , 173.4493 , -5.43479 , "4.5e+4+/-4777" , "9.95e+4+/-1489.9" , "3.6e+4+/-2747.9" , "1.0e+5+/-5543" , 0.422 , 0 , 1 , 2 , "0.956+/-0.044"
2096 , "PLCKERC857 G172.67-04.85" ,, 76.9775 , 32.30139 , 172.6799 , -4.85913 , "3.0e+4+/-2182" , "5.39e+4+/-1304.2" , "2.3e+4+/-1766.96" , "5.4e+4+/-4423.47" , 0.422 , 0 , 1 , 2 , "0.875+/-0.042"
2097 , "PLCKERC857 G196.06-20.33" ,, 77.08583 , 4.80361 , 196.06324 , -20.33024 , "6702.9+/-903" , "1.55e+4+/-326.3" , "5835.8+/-614.4" , "3.8e+4+/-5268.03" , 0.462 , 0 , 1 , 2 , "0.88+/-0.043"
2098 , "PLCKERC857 G283.21-33.62" ,, 77.13917 , -71.83 , 283.21502 , -33.62032 , "1.1e+4+/-1342" , "2.04e+4+/-242.3" , "8649.8+/-956.37" , "4.1e+4+/-3144.73" , 0.422 , 0 , 1 , 2 , "0.892+/-0.043"
2099 , "PLCKERC857 G284.55-33.29" ,, 77.15625 , -72.99861 , 284.55957 , -33.29279 , "4412.7+/-669" , "1.04e+4+/-186" , "3203.6+/-329.94" , "1.6e+4+/-1724.18" , 0.462 , 0 , 1 , 2 , "0.862+/-0.042"
2100 , "PLCKERC857 G293.06-30.85" ,, 77.16167 , -80.60472 , 293.06581 , -30.85485 , "1.2e+4+/-1513" , "2.15e+4+/-82.8" , "9218.1+/-614.21" , "3.2e+4+/-2513.48" , 0.422 , 0 , 1 , 2 , "0.94+/-0.043"
2101 , "PLCKERC857 G280.37-34.23" ,, 77.16625 , -69.39389 , 280.37406 , -34.23641 , "4.7e+4+/-5752" , "6.99e+4+/-173.3" , "3.9e+4+/-3135.78" , "1.2e+5+/-1.34e+4" , 0.422 , 0 , 1 , 1 , "0.905+/-0.043"
2102 , "PLCKERC857 G154.20+08.97" ,, 77.20958 , 55.33611 , 154.20121 , 8.97106 , "3.0e+4+/-4896" , "6.30e+4+/-677.7" , "2.3e+4+/-1842.09" , "3.2e+4+/-1.03e+4" , 0.422 , 0 , 1 , 2 , "0.905+/-0.043"
2103 , "PLCKERC857 G279.26-34.39" ,, 77.34208 , -68.46889 , 279.26787 , -34.3933 , "3.5e+4+/-3340" , "4.45e+4+/-175.6" , "2.9e+4+/-2437.14" , "7.4e+4+/-9551.61" , 0.422 , 0 , 1 , 1 , "0.859+/-0.043"
2104 , "PLCKERC857 G173.60-05.10" ,, 77.38667 , 31.40694 , 173.60977 , -5.10986 , "2.6e+4+/-3582" , "6.57e+4+/-1544.9" , "1.7e+4+/-2333.68" , "3.6e+4+/-2.74e+4" , 0.462 , 0 , 1 , 2 , "0.887+/-0.043"
2105 , "PLCKERC857 G182.53-11.44" ,, 77.38917 , 20.5425 , 182.53535 , -11.44265 , "2.3e+4+/-2679" , "4.72e+4+/-706.3" , "1.7e+4+/-1942.65" , "9.6e+4+/-1.24e+4" , 0.422 , 0 , 1 , 2 , "0.9+/-0.043"
2106 , "PLCKERC857 G182.94-11.66" ,, 77.43958 , 20.09 , 182.94183 , -11.66273 , "2.4e+4+/-3218" , "4.03e+4+/-555.1" , "1.9e+4+/-1917.98" , "3.6e+4+/-2.78e+4" , 0.422 , 0 , 1 , 2 , "0.85+/-0.042"
2107 , "PLCKERC857 G196.25-19.98" ,, 77.47542 , 4.83 , 196.25371 , -19.98467 , "5827.3+/-526" , "1.29e+4+/-307.5" , "4296+/-418.71" , "1.3e+4+/-1607" , 0.462 , 0 , 1 , 3 , "0.851+/-0.042"
2108 , "PLCKERC857 G279.73-34.23" ,, 77.51208 , -68.88361 , 279.73908 , -34.23771 , "1.5e+5+/-6806" , "1.83e+5+/-200.9" , "1.3e+5+/-5893.19" , "1.8e+5+/-1.10e+4" , 0.422 , 0 , 0 , 1 , "1+/-0.046"
2109 , "PLCKERC857 G215.32-28.93" ,, 77.52792 , -14.66167 , 215.32382 , -28.93379 , "5829.4+/-689" , "1.91e+4+/-229.2" , "4252.9+/-480.13" , "1.9e+4+/-1452.77" , 0.462 , 0 , 1 , 3 , "0.849+/-0.042"
2110 , "PLCKERC857 G166.23+00.50" ,, 77.56875 , 40.66444 , 166.23524 , 0.50012 , "5.6e+4+/-1697" , "6.86e+4+/-738.5" , "5.2e+4+/-2131.16" , "6.3e+4+/-2632.32" , 0.422 , 0 , 0 , 2 , "0.918+/-0.044"
2111 , "PLCKERC857 G277.62-34.57" ,, 77.64542 , -67.10833 , 277.62666 , -34.57955 , "2.2e+4+/-3517" , "4.62e+4+/-218.4" , "1.8e+4+/-2289.06" , "5.8e+4+/-6348.14" , 0.462 , 0 , 1 , 2 , "0.844+/-0.041"
2112 , "PLCKERC857 G202.80-23.27" ,, 77.67417 , -2.09056 , 202.80999 , -23.27285 , "1.6e+4+/-1609" , "4.33e+4+/-311.4" , "1.2e+4+/-1163.27" , "2.1e+4+/-1.54e+4" , 0.422 , 0 , 1 , 2 , "0.977+/-0.046"
2113 , "PLCKERC857 G293.19-30.72" ,, 77.68042 , -80.75111 , 293.19075 , -30.72453 , "1.2e+4+/-2098" , "2.06e+4+/-214.6" , "9205+/-1511.87" , "9111.7+/-3.66e+4" , 0.422 , 0 , 1 , 3 , "0.932+/-0.043"
2114 , "PLCKERC857 G161.03+04.41" ,, 77.68125 , 47.17389 , 161.03097 , 4.41882 , "4.6e+4+/-4682" , "7.97e+4+/-752.3" , "4.2e+4+/-3086.64" , "7.4e+4+/-5304.01" , 0.422 , 0 , 0 , 2 , "0.952+/-0.044"
2115 , "PLCKERC857 G168.46-00.96" ,, 77.75167 , 37.995 , 168.46875 , -0.9685 , "7.0e+4+/-8723" , "1.15e+5+/-1020.9" , "5.9e+4+/-3357.85" , "9.4e+4+/-9619.07" , 0.422 , 0 , 0 , 2 , "0.913+/-0.043"
2116 , "PLCKERC857 G292.20-31.01" ,, 77.77208 , -79.86028 , 292.21 , -31.01715 , "1.8e+4+/-2828" , "6.63e+4+/-210.5" , "1.5e+4+/-2057.05" , "8.5e+4+/-5909.74" , 0.422 , 0 , 1 , 7 , "0.996+/-0.048"
2117 , "PLCKERC857 G191.04-16.42" ,, 77.88208 , 10.91278 , 191.04654 , -16.42027 , "1.0e+5+/-7742" , "1.77e+5+/-355.9" , "8.4e+4+/-5711.66" , "2.0e+5+/-1.26e+4" , 0.422 , 0 , 1 , 2 , "0.975+/-0.046"
2118 , "PLCKERC857 G221.65-30.73" ,, 77.90583 , -20.42806 , 221.65501 , -30.73101 , "2006.6+/-126" , "1989.31+/-94.9" , "1985.7+/-135.72" , "2283.7+/-379.58" , 0.305 , 0 , 0 , 2 , "0.838+/-0.042"
2119 , "PLCKERC857 G202.81-22.90" ,, 78.00083 , -1.91944 , 202.81766 , -22.9044 , "3.2e+4+/-925" , "3.65e+4+/-242.2" , "2.8e+4+/-949.06" , "3.7e+4+/-1196.53" , 0.422 , 0 , 0 , 2 , "0.981+/-0.045"
2120 , "PLCKERC857 G146.14+14.89" ,, 78.03542 , 65.18528 , 146.145 , 14.89642 , "9759.6+/-1371" , "3.09e+4+/-949.5" , "7779+/-885.73" , "1.4e+4+/-9220.46" , 0.462 , 0 , 1 , 2 , "0.909+/-0.043"
2121 , "PLCKERC857 G232.49-33.47" ,, 78.03958 , -30.00778 , 232.49832 , -33.47385 , "2111.8+/-352" , "2212.75+/-73.3" , "1649.8+/-254.21" , "1.4e+4+/-2543.88" , 0.305 , 0 , 1 , 2 , "0.865+/-0.043"
2122 , "PLCKERC857 G282.31-33.50" ,, 78.08833 , -71.13083 , 282.31089 , -33.50963 , "1.4e+4+/-1488" , "3.74e+4+/-271" , "1.1e+4+/-1079.38" , "6.2e+4+/-1.34e+4" , 0.422 , 0 , 1 , 1 , "0.946+/-0.044"
2123 , "PLCKERC857 G277.64-34.39" ,, 78.10167 , -67.15833 , 277.64193 , -34.39576 , "3.6e+4+/-2809" , "4.15e+4+/-162.6" , "2.8e+4+/-2385.66" , "6.7e+4+/-4436.3" , 0.422 , 0 , 1 , 1 , "0.871+/-0.043"
2124 , "PLCKERC857 G281.51-33.67" ,, 78.10542 , -70.44556 , 281.5111 , -33.67037 , "4.2e+4+/-3970" , "6.74e+4+/-212" , "3.0e+4+/-3448.21" , "9.2e+4+/-4762.62" , 0.422 , 0 , 1 , 1 , "0.945+/-0.044"
2125 , "PLCKERC857 G244.01-35.30" ,, 78.11292 , -39.68139 , 244.01714 , -35.30103 , "3428.4+/-476" , "5836.27+/-83.5" , "2479.3+/-270.18" , "9091.6+/-913.02" , 0.305 , 0 , 1 , 2 , "0.91+/-0.043"
2126 , "PLCKERC857 G244.51-35.34" ,, 78.12583 , -40.08611 , 244.51008 , -35.34625 , "2416.1+/-407" , "9690.29+/-141.4" , "2272.2+/-234.05" , "2409.2+/-3312.79" , 0.305 , 0 , 1 , 2 , "0.965+/-0.045"
2127 , "PLCKERC857 G183.96-11.52" ,, 78.1625 , 19.3475 , 183.96027 , -11.52436 , "3.6e+4+/-3934" , "9.23e+4+/-695.8" , "2.4e+4+/-2935.72" , "9.9e+4+/-1.27e+4" , 0.422 , 0 , 1 , 2 , "0.952+/-0.044"
2128 , "PLCKERC857 G146.17+14.99" ,, 78.26917 , 65.21389 , 146.17584 , 14.994 , "8077.5+/-1535" , "2.28e+4+/-254.2" , "6123.1+/-876.6" , "9705.4+/-4967.11" , 0.462 , 0 , 1 , 2 , "0.854+/-0.042"
2129 , "PLCKERC857 G169.16-00.93" ,, 78.31125 , 37.45167 , 169.16884 , -0.93125 , "2.8e+5+/-2e+4" , "4.43e+5+/-1340.4" , "1.9e+5+/-1.27e+4" , "5.4e+5+/-3.41e+4" , 0.422 , 0 , 1 , 2 , "1+/-0.047"
2130 , "PLCKERC857 G280.20-33.84" ,, 78.34125 , -69.34944 , 280.20571 , -33.84418 , "1.6e+5+/-8696" , "2.00e+5+/-221" , "1.2e+5+/-6813.43" , "2.1e+5+/-1.29e+4" , 0.422 , 0 , 0 , 1 , "1+/-0.046"
2131 , "PLCKERC857 G280.50-33.78" ,, 78.345 , -69.60389 , 280.50406 , -33.78581 , "7.1e+4+/-5804" , "8.31e+4+/-198.9" , "5.6e+4+/-4133.25" , "1.5e+5+/-6017.07" , 0.422 , 0 , 1 , 2 , "0.948+/-0.045"
