_id , ercsc_857_name , other_name , RA , Dec , LII , BII , flux density +/- err (mJy) , Detected flux +/- err (mJy) , PSF flux +/- err (mJy) , Gaussian fit flux +/- err (mJy) , PositionError (arcmin) , CMB subtracted , Extended , N. of observations , Reliability +/- err
2132 , "PLCKERC857 G190.97-15.77" ,, 78.39667 , 11.31833 , 190.97528 , -15.77637 , "3.0e+4+/-4098" , "8.21e+4+/-365.7" , "2.3e+4+/-3405.44" , "1.3e+5+/-1.61e+4" , 0.462 , 0 , 1 , 2 , "0.889+/-0.043"
2133 , "PLCKERC857 G194.96-18.17" ,, 78.39792 , 6.80944 , 194.96981 , -18.17131 , "1.1e+4+/-500" , "1.20e+4+/-313" , "1.0e+4+/-482.13" , "1.4e+4+/-563.76" , 0.422 , 0 , 0 , 2 , "0.844+/-0.042"
2134 , "PLCKERC857 G187.92-13.80" ,, 78.44542 , 14.86556 , 187.92714 , -13.80136 , "1.3e+4+/-2389" , "4.51e+4+/-821.1" , "1.2e+4+/-1232.73" , "5.6e+4+/-5834.15" , 0.462 , 0 , 1 , 2 , "0.879+/-0.043"
2135 , "PLCKERC857 G162.74+03.84" ,, 78.46 , 45.45222 , 162.74534 , 3.84502 , "3.0e+4+/-2795" , "4.00e+4+/-619.8" , "2.4e+4+/-2059.11" , "6.8e+4+/-5486.65" , 0.422 , 0 , 1 , 2 , "0.9+/-0.043"
2136 , "PLCKERC857 G277.95-34.18" ,, 78.49042 , -67.45417 , 277.95644 , -34.18959 , "5.7e+4+/-4869" , "1.05e+5+/-189.7" , "4.9e+4+/-3616.79" , "1.3e+5+/-1.50e+4" , 0.422 , 0 , 1 , 1 , "0.952+/-0.044"
2137 , "PLCKERC857 G171.32-02.26" ,, 78.53542 , 34.925 , 171.32369 , -2.26409 , "4.9e+4+/-8598" , "6.51e+4+/-1209.7" , "3.4e+4+/-2836.46" , "6.1e+4+/-3.79e+4" , 0.422 , 0 , 1 , 2 , "0.834+/-0.042"
2138 , "PLCKERC857 G183.88-11.02" ,, 78.55333 , 19.69417 , 183.88032 , -11.02483 , "1.9e+4+/-2678" , "4.46e+4+/-744.1" , "1.5e+4+/-1849.95" , "4.0e+4+/-5458.71" , 0.462 , 0 , 1 , 2 , "0.847+/-0.042"
2139 , "PLCKERC857 G281.17-33.58" ,, 78.56042 , -70.19389 , 281.17439 , -33.58003 , "4.1e+4+/-2380" , "5.28e+4+/-228.8" , "3.0e+4+/-2229.07" , "6.4e+4+/-3866.37" , 0.422 , 0 , 1 , 1 , "0.889+/-0.043"
2140 , "PLCKERC857 G202.73-22.22" ,, 78.56208 , -1.52611 , 202.73687 , -22.22343 , "1.5e+4+/-1659" , "1.43e+4+/-185.4" , "1.0e+4+/-695.3" , "2.3e+4+/-2242.19" , 0.422 , 0 , 1 , 2 , "0.855+/-0.043"
2141 , "PLCKERC857 G173.08-03.49" ,, 78.56917 , 32.78389 , 173.0814 , -3.49064 , "6.5e+4+/-7123" , "1.51e+5+/-1360.7" , "5.9e+4+/-3944.71" , "1.2e+5+/-9916.07" , 0.422 , 0 , 1 , 2 , "0.963+/-0.045"
2142 , "PLCKERC857 G175.00-04.82" ,, 78.6025 , 30.44611 , 175.00458 , -4.82741 , "3.2e+4+/-3207" , "5.55e+4+/-1204" , "3.0e+4+/-1945.34" , "5.5e+4+/-3826.86" , 0.422 , 0 , 1 , 2 , "0.899+/-0.043"
2143 , "PLCKERC857 G203.09-22.28" ,, 78.67083 , -1.84278 , 203.0934 , -22.28023 , "2.0e+4+/-2360" , "5.14e+4+/-302.3" , "1.4e+4+/-1483.94" , "7.1e+4+/-6747.73" , 0.422 , 0 , 1 , 2 , "0.962+/-0.045"
2144 , "PLCKERC857 G243.75-34.76" ,, 78.7575 , -39.39167 , 243.75376 , -34.76761 , "2269.2+/-404" , "4598.18+/-97.3" , "1640.6+/-170.84" , "6850.6+/-1092.18" , 0.349 , 0 , 1 , 3 , "0.867+/-0.042"
2145 , "PLCKERC857 G189.75-14.58" ,, 78.7725 , 12.95194 , 189.75848 , -14.58281 , "3.1e+4+/-4459" , "6.28e+4+/-810.3" , "2.0e+4+/-2319.26" , "8.5e+4+/-7524.22" , 0.422 , 0 , 1 , 2 , "0.892+/-0.043"
2146 , "PLCKERC857 G234.04-33.11" ,, 78.81708 , -31.16889 , 234.04154 , -33.11008 , "2573.9+/-369" , "6719.12+/-119" , "2054+/-265.5" , "1.2e+4+/-1708.87" , 0.305 , 0 , 1 , 3 , "0.964+/-0.045"
2147 , "PLCKERC857 G233.29-32.95" ,, 78.81875 , -30.52417 , 233.2962 , -32.95044 , "1905.9+/-183" , "2363.36+/-89" , "1583.5+/-120.45" , "3610.6+/-643.08" , 0.305 , 0 , 1 , 2 , "0.843+/-0.042"
2148 , "PLCKERC857 G187.06-12.80" ,, 78.82875 , 16.12 , 187.06137 , -12.80117 , "1.8e+4+/-1565" , "3.94e+4+/-743.9" , "1.3e+4+/-1284" , "5.1e+4+/-5319.92" , 0.462 , 0 , 1 , 2 , "0.863+/-0.042"
2149 , "PLCKERC857 G163.82+03.52" ,, 78.98208 , 44.38833 , 163.82842 , 3.5279 , "1.3e+4+/-1349" , "2.87e+4+/-1061.3" , "9952.1+/-970.47" , "4.5e+4+/-4681.4" , 0.462 , 0 , 1 , 2 , "0.819+/-0.041"
2150 , "PLCKERC857 G171.60-02.00" ,, 78.98583 , 34.84917 , 171.60074 , -2.00798 , "4.3e+4+/-7044" , "1.17e+5+/-1356.1" , "3.7e+4+/-3482.37" , "2.3e+5+/-2.52e+4" , 0.462 , 0 , 1 , 2 , "0.883+/-0.043"
2151 , "PLCKERC857 G169.74-00.66" ,, 79.0025 , 37.13944 , 169.74329 , -0.66702 , "4.0e+4+/-2520" , "4.94e+4+/-1077.4" , "3.2e+4+/-1751.77" , "3.9e+4+/-6286.59" , 0.422 , 0 , 0 , 3 , "0.837+/-0.042"
2152 , "PLCKERC857 G291.85-30.88" ,, 79.0225 , -79.6125 , 291.85203 , -30.88795 , "2.1e+4+/-3149" , "4.96e+4+/-153.4" , "1.6e+4+/-1575.08" , "2.9e+4+/-5.11e+4" , 0.422 , 0 , 1 , 6 , "0.983+/-0.046"
2153 , "PLCKERC857 G283.10-33.02" ,, 79.05458 , -71.88889 , 283.10163 , -33.0287 , "1.0e+4+/-1055" , "1.84e+4+/-258.1" , "8006.9+/-663.04" , "1.9e+4+/-2595.57" , 0.422 , 0 , 1 , 1 , "0.857+/-0.042"
2154 , "PLCKERC857 G178.47-06.75" ,, 79.0725 , 26.51611 , 178.47192 , -6.75521 , "6.9e+4+/-1e+4" , "2.80e+5+/-1858.1" , "4.9e+4+/-5716.71" , "3.8e+5+/-5.86e+4" , 0.422 , 0 , 1 , 2 , "0.989+/-0.047"
2155 , "PLCKERC857 G241.07-34.08" ,, 79.15958 , -37.09806 , 241.07341 , -34.08095 , "4458.9+/-555" , "5770.86+/-87.2" , "4580.2+/-179.46" , "5574+/-339.4" , 0.305 , 0 , 0 , 2 , "0.907+/-0.044"
2156 , "PLCKERC857 G242.49-34.25" ,, 79.19583 , -38.28333 , 242.49054 , -34.25663 , "3937.1+/-406" , "6466.25+/-91.2" , "2848+/-318.2" , "1.2e+4+/-1031" , 0.305 , 0 , 1 , 2 , "0.918+/-0.043"
2157 , "PLCKERC857 G243.09-34.31" ,, 79.22 , -38.7875 , 243.09644 , -34.3198 , "2710.4+/-197" , "3080.8+/-80.3" , "2101.9+/-168.36" , "4213.5+/-494.13" , 0.305 , 0 , 1 , 3 , "0.85+/-0.043"
2158 , "PLCKERC857 G169.94-00.59" ,, 79.2275 , 37.02028 , 169.94462 , -0.59002 , "4.4e+4+/-3524" , "5.21e+4+/-1077.4" , "4.0e+4+/-1877.62" , "5.5e+4+/-3427.46" , 0.422 , 0 , 0 , 2 , "0.841+/-0.042"
2159 , "PLCKERC857 G191.03-14.84" ,, 79.22917 , 11.77417 , 191.03218 , -14.84364 , "3.0e+4+/-2633" , "6.67e+4+/-960.5" , "2.1e+4+/-2205.27" , "6.8e+4+/-6951.5" , 0.422 , 0 , 1 , 2 , "0.886+/-0.043"
2160 , "PLCKERC857 G209.09-24.52" ,, 79.22958 , -7.76722 , 209.09929 , -24.52454 , "3.3e+4+/-1679" , "4.55e+4+/-305.3" , "2.7e+4+/-1488.2" , "4.4e+4+/-2535.14" , 0.422 , 0 , 0 , 2 , "0.984+/-0.045"
2161 , "PLCKERC857 G170.81-01.20" ,, 79.23 , 35.95306 , 170.81617 , -1.20608 , "3.1e+4+/-3873" , "8.80e+4+/-1485.7" , "2.3e+4+/-2632.64" , "1.4e+5+/-1.83e+4" , 0.462 , 0 , 1 , 2 , "0.847+/-0.042"
2162 , "PLCKERC857 G168.06+00.81" ,, 79.29833 , 39.36556 , 168.06412 , 0.81256 , "6.6e+4+/-2591" , "6.91e+4+/-697.6" , "6.3e+4+/-2240.97" , "7.4e+4+/-2796.63" , 0.422 , 0 , 0 , 3 , "0.897+/-0.043"
2163 , "PLCKERC857 G190.12-14.18" ,, 79.31542 , 12.87194 , 190.12367 , -14.18139 , "4.1e+4+/-7017" , "6.17e+4+/-768.6" , "2.9e+4+/-4369.11" , "1.8e+5+/-2.34e+4" , 0.422 , 0 , 1 , 2 , "0.893+/-0.043"
2164 , "PLCKERC857 G189.04-13.47" ,, 79.34 , 14.13361 , 189.04524 , -13.47718 , "5.0e+4+/-6954" , "6.81e+4+/-809" , "2.9e+4+/-3084.37" , "5.7e+4+/-2.25e+4" , 0.422 , 0 , 1 , 3 , "0.947+/-0.045"
2165 , "PLCKERC857 G282.32-33.07" ,, 79.3875 , -71.24167 , 282.32161 , -33.07623 , "3.5e+4+/-1823" , "4.79e+4+/-204.1" , "2.9e+4+/-1434.8" , "4.4e+4+/-3172.88" , 0.422 , 0 , 0 , 1 , "0.944+/-0.045"
2166 , "PLCKERC857 G178.98-06.74" ,, 79.41167 , 26.10222 , 178.98896 , -6.7417 , "1.4e+5+/-2e+4" , "3.28e+5+/-1704.1" , "8.4e+4+/-9629.14" , "3.1e+5+/-1.52e+4" , 0.422 , 0 , 1 , 3 , "0.992+/-0.047"
2167 , "PLCKERC857 G218.95-28.15" ,, 79.55 , -17.30278 , 218.9502 , -28.15415 , "2644.7+/-406" , "8775.66+/-190.4" , "2288.6+/-239.04" , "1.2e+4+/-1847.03" , 0.349 , 0 , 1 , 3 , "0.914+/-0.043"
2168 , "PLCKERC857 G187.05-11.94" ,, 79.56375 , 16.5975 , 187.05125 , -11.94941 , "2.2e+4+/-2642" , "6.02e+4+/-849.1" , "1.5e+4+/-1735.08" , "6.2e+4+/-7705" , 0.422 , 0 , 1 , 2 , "0.951+/-0.044"
2169 , "PLCKERC857 G195.25-16.96" ,, 79.57833 , 7.20167 , 195.25871 , -16.96706 , "3.3e+5+/-3e+4" , "5.63e+5+/-304" , "2.5e+5+/-1.85e+4" , "5.9e+5+/-5.04e+4" , 0.422 , 0 , 1 , 2 , "1+/-0.047"
2170 , "PLCKERC857 G189.73-13.62" ,, 79.5875 , 13.495 , 189.73118 , -13.62166 , "4.3e+4+/-4825" , "4.28e+4+/-505.5" , "3.7e+4+/-3236.15" , "1.2e+5+/-1.53e+4" , 0.422 , 0 , 1 , 3 , "0.909+/-0.044"
2171 , "PLCKERC857 G194.93-16.75" ,, 79.59583 , 7.57139 , 194.93816 , -16.75997 , "6.5e+4+/-8547" , "8.43e+4+/-326" , "5.3e+4+/-4931.29" , "1.7e+5+/-1.77e+4" , 0.422 , 0 , 1 , 2 , "0.841+/-0.042"
2172 , "PLCKERC857 G204.52-21.92" ,, 79.61333 , -2.84194 , 204.52561 , -21.92756 , "2.1e+4+/-2160" , "7.23e+4+/-514.4" , "1.5e+4+/-1869.69" , "1.0e+5+/-1.21e+4" , 0.462 , 0 , 1 , 2 , "0.95+/-0.044"
2173 , "PLCKERC857 G195.75-17.20" ,, 79.61625 , 6.67333 , 195.75177 , -17.20855 , "4.1e+4+/-3258" , "9.35e+4+/-394" , "3.5e+4+/-2598.17" , "1.1e+5+/-5588.78" , 0.422 , 0 , 1 , 2 , "0.996+/-0.048"
2174 , "PLCKERC857 G209.81-24.40" ,, 79.63375 , -8.29972 , 209.81851 , -24.40084 , "4607+/-472" , "1.38e+4+/-280.8" , "4162.9+/-376.9" , "1.2e+4+/-1499.16" , 0.462 , 0 , 1 , 2 , "0.82+/-0.041"
2175 , "PLCKERC857 G161.40+05.79" ,, 79.66083 , 47.66472 , 161.40844 , 5.7949 , "2.8e+4+/-3185" , "4.58e+4+/-690.6" , "2.2e+4+/-2007.99" , "4.0e+4+/-1.49e+4" , 0.422 , 0 , 1 , 2 , "0.865+/-0.042"
2176 , "PLCKERC857 G199.75-19.39" ,, 79.6625 , 2.28472 , 199.75974 , -19.39623 , "5138.4+/-582" , "1.00e+4+/-259.7" , "4009.8+/-298.63" , "1.1e+4+/-1015.89" , 0.462 , 0 , 1 , 2 , "0.859+/-0.042"
2177 , "PLCKERC857 G190.17-13.79" ,, 79.67375 , 13.03667 , 190.1749 , -13.79833 , "6.3e+4+/-7111" , "1.01e+5+/-606.4" , "5.4e+4+/-4279.44" , "1.2e+5+/-1.17e+4" , 0.422 , 0 , 1 , 2 , "0.956+/-0.044"
2178 , "PLCKERC857 G164.31+03.80" ,, 79.69458 , 44.15333 , 164.31508 , 3.80968 , "1.2e+4+/-2211" , "2.94e+4+/-867.4" , "1.1e+4+/-1263.52" , "1.2e+4+/-1.12e+4" , 0.462 , 0 , 1 , 2 , "0.827+/-0.041"
2179 , "PLCKERC857 G168.82+00.69" ,, 79.74 , 38.67944 , 168.82257 , 0.69747 , "3.2e+4+/-3060" , "7.01e+4+/-848.4" , "2.9e+4+/-2053.66" , "5.5e+4+/-1.28e+4" , 0.462 , 0 , 1 , 2 , "0.823+/-0.041"
2180 , "PLCKERC857 G280.41-33.28" ,, 79.7825 , -69.63944 , 280.41745 , -33.28922 , "9.0e+4+/-5740" , "1.10e+5+/-172.8" , "7.8e+4+/-4262.8" , "1.4e+5+/-1.29e+4" , 0.422 , 0 , 0 , 1 , "0.96+/-0.045"
2181 , "PLCKERC857 G213.15-25.64" ,, 79.80875 , -11.56556 , 213.15599 , -25.64612 , "3235.4+/-515" , "1.22e+4+/-224.6" , "2559.5+/-285.73" , "5150+/-5154.89" , 0.462 , 0 , 1 , 2 , "0.824+/-0.041"
2182 , "PLCKERC857 G207.06-22.92" ,, 79.82042 , -5.38833 , 207.06862 , -22.92859 , "1.9e+4+/-3270" , "3.70e+4+/-858.4" , "1.6e+4+/-1410.56" , "4.6e+4+/-2999.89" , 0.462 , 0 , 1 , 2 , "0.854+/-0.042"
2183 , "PLCKERC857 G203.76-21.30" ,, 79.82458 , -1.92222 , 203.76236 , -21.30557 , "1.5e+4+/-1871" , "4.92e+4+/-383.2" , "1.2e+4+/-951.18" , "2.5e+4+/-1.27e+4" , 0.462 , 0 , 1 , 2 , "0.899+/-0.043"
2184 , "PLCKERC857 G289.78-31.27" ,, 79.83708 , -77.80972 , 289.78864 , -31.27843 , "7502.4+/-1011" , "2.07e+4+/-191.9" , "5468.1+/-707.1" , "2.4e+4+/-1435.45" , 0.462 , 0 , 1 , 4 , "0.88+/-0.043"
2185 , "PLCKERC857 G279.86-33.35" ,, 79.84542 , -69.17389 , 279.86612 , -33.35996 , "8.9e+4+/-1e+4" , "1.52e+5+/-229.5" , "6.9e+4+/-7007.4" , "2.0e+5+/-1.53e+4" , 0.422 , 0 , 1 , 1 , "0.966+/-0.045"
2186 , "PLCKERC857 G190.07-13.50" ,, 79.87083 , 13.27667 , 190.07336 , -13.50759 , "6.2e+4+/-4850" , "7.15e+4+/-583.5" , "5.2e+4+/-3673.91" , "1.4e+5+/-1.23e+4" , 0.422 , 0 , 1 , 2 , "0.951+/-0.045"
2187 , "PLCKERC857 G215.22-26.41" ,, 79.87333 , -13.57694 , 215.2254 , -26.41552 , "1.0e+4+/-1092" , "2.30e+4+/-176.5" , "7860.3+/-799.66" , "2.7e+4+/-1798.32" , 0.422 , 0 , 1 , 3 , "0.949+/-0.044"
2188 , "PLCKERC857 G171.17-00.80" ,, 79.89083 , 35.89361 , 171.17296 , -0.80252 , "3.8e+4+/-7555" , "1.31e+5+/-1865.5" , "3.3e+4+/-5071.75" , "3.4e+5+/-2.48e+4" , 0.462 , 0 , 1 , 2 , "0.932+/-0.043"
2189 , "PLCKERC857 G199.79-19.14" ,, 79.90208 , 2.37917 , 199.79921 , -19.14161 , "6437.3+/-459" , "9049.75+/-198.9" , "5631.1+/-358.18" , "1.1e+4+/-1036.38" , 0.422 , 0 , 1 , 2 , "0.863+/-0.043"
2190 , "PLCKERC857 G207.58-23.03" ,, 79.94333 , -5.85528 , 207.58045 , -23.03269 , "2.9e+5+/-2e+4" , "3.85e+5+/-848.8" , "2.1e+5+/-1.08e+4" , "3.8e+5+/-2.46e+4" , 0.422 , 0 , 0 , 2 , "1+/-0.051"
2191 , "PLCKERC857 G179.15-06.26" ,, 79.95458 , 26.23944 , 179.1531 , -6.26274 , "4.5e+4+/-5621" , "9.70e+4+/-1487.8" , "3.9e+4+/-3377.06" , "7.5e+4+/-5875.85" , 0.422 , 0 , 1 , 2 , "0.9+/-0.043"
2192 , "PLCKERC857 G195.07-16.40" ,, 79.96542 , 7.64333 , 195.07255 , -16.4096 , "1.0e+5+/-1e+4" , "1.84e+5+/-248.7" , "9.1e+4+/-8785.84" , "4.4e+5+/-6.60e+4" , 0.422 , 0 , 1 , 2 , "0.93+/-0.043"
2193 , "PLCKERC857 G168.66+01.10" ,, 80.04875 , 39.03917 , 168.66539 , 1.10052 , "6.3e+4+/-8459" , "8.38e+4+/-956.6" , "5.9e+4+/-4773.6" , "1.2e+5+/-7637.46" , 0.422 , 0 , 0 , 2 , "0.893+/-0.043"
2194 , "PLCKERC857 G170.65-00.24" ,, 80.09042 , 36.63194 , 170.65952 , -0.24808 , "2.9e+5+/-1e+4" , "3.82e+5+/-1133.4" , "2.8e+5+/-1.26e+4" , "3.1e+5+/-2.28e+4" , 0.422 , 0 , 0 , 2 , "1+/-0.047"
2195 , "PLCKERC857 G276.22-33.77" ,, 80.17083 , -66.11667 , 276.22761 , -33.77459 , "1.9e+4+/-1794" , "1.93e+4+/-176.1" , "1.4e+4+/-1470.28" , "3.5e+4+/-3166.8" , 0.422 , 0 , 1 , 2 , "0.836+/-0.042"
2196 , "PLCKERC857 G193.93-15.49" ,, 80.17417 , 9.05444 , 193.93185 , -15.49786 , "6.3e+4+/-6963" , "1.30e+5+/-299" , "4.5e+4+/-4469.69" , "9.1e+4+/-6.04e+4" , 0.422 , 0 , 1 , 2 , "0.922+/-0.043"
2197 , "PLCKERC857 G165.59+03.37" ,, 80.20375 , 42.85694 , 165.59324 , 3.37349 , "4.0e+4+/-5492" , "5.11e+4+/-626.9" , "3.5e+4+/-2022.97" , "5.9e+4+/-3900.77" , 0.422 , 0 , 0 , 2 , "0.918+/-0.044"
2198 , "PLCKERC857 G232.75-31.57" ,, 80.22167 , -29.73111 , 232.75883 , -31.57402 , "2174.6+/-377" , "3298.42+/-78.3" , "1509.5+/-152.79" , "5275.3+/-1045.81" , 0.305 , 0 , 1 , 3 , "0.837+/-0.042"
2199 , "PLCKERC857 G286.05-32.05" ,, 80.24958 , -74.54222 , 286.05638 , -32.05167 , "4238.5+/-560" , "1.07e+4+/-182.3" , "3518.4+/-288.71" , "1.2e+4+/-1242.83" , 0.462 , 0 , 1 , 1 , "0.872+/-0.042"
2200 , "PLCKERC857 G279.37-33.27" ,, 80.29875 , -68.78444 , 279.37165 , -33.27395 , "4.9e+4+/-4228" , "7.66e+4+/-203.6" , "4.1e+4+/-3110.22" , "8.3e+4+/-9788.08" , 0.422 , 0 , 1 , 2 , "0.874+/-0.043"
2201 , "PLCKERC857 G280.81-33.03" ,, 80.30417 , -70.01139 , 280.81021 , -33.03894 , "5.2e+4+/-7010" , "5.99e+4+/-152.8" , "3.8e+4+/-4897.35" , "1.4e+5+/-6610.58" , 0.422 , 0 , 1 , 1 , "0.883+/-0.043"
2202 , "PLCKERC857 G234.67-31.90" ,, 80.33708 , -31.39528 , 234.67988 , -31.90645 , "2741+/-202" , "4228.55+/-76" , "2273.8+/-166.32" , "5625.1+/-605.32" , 0.305 , 0 , 1 , 2 , "0.93+/-0.043"
2203 , "PLCKERC857 G200.13-18.77" ,, 80.37625 , 2.28333 , 200.13572 , -18.77812 , "4200.3+/-533" , "9760.59+/-292.8" , "2947+/-400.4" , "1.5e+4+/-1615.32" , 0.462 , 0 , 1 , 2 , "0.836+/-0.041"
2204 , "PLCKERC857 G214.36-25.53" ,, 80.37875 , -12.51361 , 214.36867 , -25.53231 , "4185.8+/-682" , "1.46e+4+/-243.1" , "3210.6+/-517.22" , "1.9e+4+/-2044.06" , 0.462 , 0 , 1 , 2 , "0.854+/-0.042"
2205 , "PLCKERC857 G171.93-00.80" ,, 80.42417 , 35.26583 , 171.93613 , -0.8048 , "6.7e+4+/-3920" , "7.85e+4+/-1121.5" , "5.2e+4+/-2983.74" , "1.2e+5+/-8231.74" , 0.422 , 0 , 1 , 2 , "0.876+/-0.043"
2206 , "PLCKERC857 G192.10-14.10" ,, 80.43417 , 11.28667 , 192.10851 , -14.1048 , "3.8e+4+/-3035" , "5.82e+4+/-711.5" , "2.8e+4+/-2018.27" , "8.2e+4+/-4802.46" , 0.422 , 0 , 1 , 2 , "0.844+/-0.042"
2207 , "PLCKERC857 G280.40-33.04" ,, 80.48375 , -69.68028 , 280.40843 , -33.04218 , "8.0e+4+/-7545" , "7.00e+4+/-141.4" , "6.1e+4+/-3798.05" , "1.1e+5+/-1.03e+4" , 0.422 , 0 , 0 , 2 , "0.943+/-0.045"
2208 , "PLCKERC857 G170.80+00.04" ,, 80.49083 , 36.675 , 170.80734 , 0.04031 , "9.1e+4+/-8598" , "1.35e+5+/-856.8" , "7.0e+4+/-5387.83" , "1.2e+5+/-1.12e+4" , 0.422 , 0 , 0 , 2 , "0.922+/-0.044"
2209 , "PLCKERC857 G168.00+01.98" ,, 80.51042 , 40.08528 , 168.00788 , 1.98885 , "3.8e+4+/-2225" , "4.58e+4+/-768.2" , "3.2e+4+/-1834.12" , "5.3e+4+/-3087.87" , 0.422 , 0 , 0 , 2 , "0.838+/-0.042"
2210 , "PLCKERC857 G205.79-21.51" ,, 80.53 , -3.6925 , 205.79625 , -21.51817 , "1.2e+5+/-5394" , "1.67e+5+/-915.5" , "9.7e+4+/-4408.25" , "1.5e+5+/-1.06e+4" , 0.422 , 0 , 0 , 2 , "1+/-0.047"
2211 , "PLCKERC857 G173.35-01.66" ,, 80.54083 , 33.61056 , 173.35367 , -1.66561 , "1.1e+5+/-2e+4" , "2.89e+5+/-1654.4" , "5.2e+4+/-7798.39" , "1.2e+5+/-8.24e+4" , 0.422 , 0 , 1 , 2 , "0.978+/-0.046"
2212 , "PLCKERC857 G278.36-33.33" ,, 80.54458 , -67.94944 , 278.36928 , -33.33229 , "1.6e+5+/-2e+4" , "2.02e+5+/-151.1" , "1.1e+5+/-1.01e+4" , "1.8e+5+/-8.79e+4" , 0.422 , 0 , 1 , 1 , "1+/-0.046"
2213 , "PLCKERC857 G275.68-33.65" ,, 80.62583 , -65.6875 , 275.68412 , -33.65502 , "4.5e+4+/-3548" , "7.32e+4+/-151.9" , "3.3e+4+/-2436.49" , "9.2e+4+/-3523.06" , 0.422 , 0 , 1 , 1 , "0.981+/-0.045"
2214 , "PLCKERC857 G171.60-00.35" ,, 80.65292 , 35.79139 , 171.60888 , -0.35336 , "5.0e+4+/-4639" , "9.59e+4+/-1307.3" , "4.5e+4+/-3524.87" , "7.8e+4+/-9637.55" , 0.422 , 0 , 0 , 2 , "0.86+/-0.042"
2215 , "PLCKERC857 G222.83-28.31" ,, 80.71 , -20.55194 , 222.83874 , -28.31149 , "3840.8+/-509" , "8309.48+/-119.5" , "2733.4+/-248.93" , "7655.3+/-1273.73" , 0.305 , 0 , 1 , 2 , "0.939+/-0.043"
2216 , "PLCKERC857 G277.37-33.40" ,, 80.72083 , -67.11972 , 277.3758 , -33.40191 , "4.7e+4+/-4316" , "6.53e+4+/-162.2" , "3.4e+4+/-2719.03" , "1.0e+5+/-5903.59" , 0.422 , 0 , 1 , 2 , "0.912+/-0.044"
2217 , "PLCKERC857 G276.88-33.45" ,, 80.74375 , -66.70861 , 276.88745 , -33.45684 , "5.5e+4+/-3269" , "7.31e+4+/-190.7" , "4.4e+4+/-2368.42" , "9.4e+4+/-3897.23" , 0.422 , 0 , 1 , 2 , "0.95+/-0.045"
2218 , "PLCKERC857 G173.16-01.29" ,, 80.77667 , 33.97611 , 173.16311 , -1.297 , "2.6e+5+/-8105" , "2.99e+5+/-1251.5" , "2.4e+5+/-9479.04" , "3.1e+5+/-1.09e+4" , 0.422 , 0 , 0 , 2 , "1+/-0.046"
2219 , "PLCKERC857 G166.05+03.56" ,, 80.78 , 42.58278 , 166.05956 , 3.56755 , "2.8e+4+/-3139" , "3.61e+4+/-682.3" , "2.2e+4+/-2456.58" , "6.4e+4+/-5504.63" , 0.422 , 0 , 1 , 2 , "0.849+/-0.043"
2220 , "PLCKERC857 G166.26+03.55" ,, 80.92208 , 42.40361 , 166.26697 , 3.55329 , "3.2e+4+/-1974" , "3.61e+4+/-598.5" , "3.0e+4+/-1285.55" , "4.2e+4+/-2779.96" , 0.422 , 0 , 0 , 2 , "0.87+/-0.043"
2221 , "PLCKERC857 G191.83-13.32" ,, 80.965 , 11.92611 , 191.83341 , -13.3252 , "3.0e+4+/-3749" , "6.16e+4+/-780.4" , "2.7e+4+/-2054.22" , "5.4e+4+/-6019.06" , 0.462 , 0 , 0 , 2 , "0.82+/-0.041"
2222 , "PLCKERC857 G200.95-18.48" ,, 81.01042 , 1.74972 , 200.95553 , -18.49 , "5914.7+/-688" , "9781.81+/-208.6" , "5357.8+/-409.54" , "1.1e+4+/-699.13" , 0.462 , 0 , 1 , 2 , "0.817+/-0.041"
2223 , "PLCKERC857 G196.64-16.04" ,, 81.06417 , 6.53944 , 196.64276 , -16.04296 , "4.4e+4+/-7622" , "9.78e+4+/-248.7" , "4.1e+4+/-4694.57" , "1.3e+5+/-1.74e+4" , 0.462 , 0 , 1 , 2 , "0.837+/-0.041"
2224 , "PLCKERC857 G280.33-32.83" ,, 81.11458 , -69.65833 , 280.33434 , -32.83086 , "1.1e+5+/-8347" , "1.62e+5+/-227.4" , "8.5e+4+/-5998.66" , "2.3e+5+/-1.08e+4" , 0.422 , 0 , 1 , 1 , "0.961+/-0.045"
2225 , "PLCKERC857 G174.28-01.70" ,, 81.13167 , 32.82583 , 174.28091 , -1.70038 , "4.6e+4+/-6442" , "5.69e+4+/-1242.5" , "4.6e+4+/-2529.69" , "5.0e+4+/-1.47e+4" , 0.422 , 0 , 0 , 2 , "0.84+/-0.042"
2226 , "PLCKERC857 G278.91-33.00" ,, 81.20667 , -68.45861 , 278.91959 , -33.00481 , "6.8e+4+/-8206" , "9.68e+4+/-173.9" , "5.7e+4+/-3856.98" , "1.1e+5+/-8.28e+4" , 0.422 , 0 , 1 , 1 , "0.921+/-0.044"
2227 , "PLCKERC857 G200.24-17.88" ,, 81.20792 , 2.63583 , 200.24643 , -17.88134 , "4160.3+/-441" , "1.20e+4+/-305.1" , "3457.7+/-312.92" , "1.6e+4+/-2424.32" , 0.462 , 0 , 1 , 2 , "0.841+/-0.041"
2228 , "PLCKERC857 G230.74-30.12" ,, 81.25667 , -27.66667 , 230.74329 , -30.12756 , "3230.5+/-464" , "5165.01+/-80.9" , "2047.9+/-266.22" , "2.5e+4+/-9173.82" , 0.305 , 0 , 1 , 2 , "0.893+/-0.043"
