_id , gbmcatalog_name , other_name , RA, Dec, trigger time , LII , BII , Error Radius , Redshift , Swift Trigger , GBM trigger , T50, T50 error , T90 , T90 error , Detection Mask , Fitting Mask , best fitting model peak flux , best fitting model fluence , Reduced Chi2 peak model , Reduced Chi2 fln model , TSTART spe peak , TSTOP spe peak , TSTART spe fln , TSTOP spe fln , Fluence, Fluence error, Flux1.024s,Flux1.024sError
1 , GRB090703329 , 090703 , 0.77 , 9.68 , 268300444 , 103.621 , -51.369 , 5.25 , - , NULL , 090703329 , 3.072 , 0.92 , 8.96 , 1.86 , 11000000010000 , 11000000010010 , Power Law Model , Power Law Model , 1.05 , 1.07 , -1.02 , 0 , -2.05 , 5.12 , 8.46e-7 , 2.88e-8 , 2.46 , 0.209
2 , GRB090428552 , 090428B , 0.8 , 11.5 , 262617313 , 104.503 , -49.638 , 3.9 , - , NULL , 090428552 , 7.168 , 1.49 , 31.49 , 11.85 , 00001100000000 , 00001100000010 , Power Law Model , Power Law Model , 0.9 , 1.37 , 3.07 , 4.1 , -10.24 , 19.46 , 0.0000056 , 1.24e-7 , 7.61 , 0.24
3 , GRB090412061 , 090412 , 1.3 , -51.9 , 261192487 , 319.163 , -63.747 , 10.6 , - , NULL , 090412061 , 0.128 , 0.09 , 0.9 , 0.26 , 00011000100000 , 00011000100010 , Comptonized Model , Comptonized Model , 0.89 , 0.84 , 0 , 0.06 , -0.13 , 0.06 , 1.25e-7 , 1.36e-8 , 0.867 , 0.196
4 , GRB100212588 , 100212A , 1.82 , 45.96 , 287676444 , 114.963 , -16.227 , 5 , - , 412081 , 100212588 , 0.768 , 0.14 , 2.5 , 0.2 , 10010000000000 , 10010010000010 , Power Law Model , Power Law Model , 1.01 , 1.05 , -1.02 , 0 , -1.02 , 1.02 , 3.46e-7 , 1.61e-8 , 2.98 , 0.207
5 , GRB090625560 , 090625B , 2.26179 , -65.78028 , 267629184 , 309.785 , -50.78 , 0.0011 , - , 020105 , 090625560 , 4.092 , 0.72 , 11.78 , 2.67 , 00001000100000 , 00001000100010 , Comptonized Model , Comptonized Model , 0.87 , 1.14 , 3.07 , 4.1 , -2.05 , 6.14 , 0.00000246 , 8.72e-8 , 3.44 , 0.261
6 , GRB100507577 , 100507577 , 2.9 , -79.01 , 294933077 , 305.328 , -37.932 , 2.53 , - , NULL , 100507577 , 14.336 , 1.45 , 44.03 , 5.22 , 00000000011100 , 00000000011101 , Comptonized Model , Comptonized Model , 0.98 , 1.07 , 15.36 , 16.38 , -13.31 , 31.74 , 0.00000997 , 1.15e-7 , 3.29 , 0.204
7 , GRB090227310 , 090227A , 3.3 , -43 , 257412359 , 326.523 , -72.333 , 1.2 , - , NULL , 090227310 , 7.424 , 1.06 , 16.19 , 0.83 , 11010001000000 , 10010000000010 , Comptonized Model , Comptonized Model , 1.13 , 1.41 , 2.05 , 3.07 , 0 , 20.48 , 0.00000286 , 2.08e-8 , 3.94 , 0.267
8 , GRB100107074 , 100107074 , 6.31 , -21.24 , 284521593 , 76.127 , -81.615 , 5.97 , - , NULL , 100107074 , 0.032 , 0.18 , 0.58 , 0.47 , 10000000000000 , 01000000010010 , Power Law Model , Power Law Model , 1.1 , 1.1 , -0.06 , 0 , -0.06 , 0 , 1.68e-7 , 2.13e-8 , 1.37 , 0.23
9 , GRB100522157 , 100522157 , 6.98667 , 9.40228 , 296192754 , 113.27 , -53.028 , 0.0001 , - , NULL , 100522157 , 11.712 , 1.54 , 35.33 , 0.72 , 01110100000000 , 01110000000010 , Band Model , Comptonized Model , 0.95 , 1.15 , 0 , 1.02 , -1.02 , 35.84 , 0.00000386 , 4.07e-8 , 11.1 , 0.249
10 , GRB100424876 , 100424876 , 7.79 , 43.35 , 293835714 , 119.027 , -19.368 , 2.42 , - , NULL , 100424876 , 20.48 , 2.29 , 169.99 , 3.56 , 11000100000000 , 11000100000010 , Comptonized Model , Comptonized Model , 1.07 , 1.09 , 150.53 , 151.55 , -9.22 , 171.01 , 0.0000149 , 1.72e-7 , 4.53 , 0.18
11 , GRB090629543 , 090629543 , 8.48 , 17.67 , 267973283 , 117.026 , -45.001 , 7.37 , - , NULL , 090629543 , 9.728 , 1.49 , 20.48 , 4.76 , 00010011100000 , 00010011000001 , Power Law Model , Power Law Model , 0.96 , 1.11 , 8.19 , 9.22 , 0 , 9.22 , 4.39e-7 , 2.48e-8 , 1.07 , 0.207
12 , GRB100118100 , 100118100 , 9.26 , -37.37 , 285474215 , 318.547 , -79.318 , 5.87 , - , NULL , 100118100 , 2.56 , 0.92 , 9.22 , 6.72 , 01100100000000 , 01100100000010 , Smoothly Broken Power Law , Comptonized Model , 0.97 , 0.89 , 1.02 , 2.05 , -2.05 , 2.05 , 0.00000144 , 1.08e-7 , 3.2 , 0.17
13 , GRB100517243 , 100517243 , 10.44 , 4.43 , 295768194 , 118.331 , -58.355 , 11.81 , - , NULL , 100517243 , 10.816 , 0.89 , 29.63 , 4.48 , 01110100000000 , 01110000000010 , Power Law Model , Comptonized Model , 0.97 , 1.02 , -1.02 , 0 , -13.31 , 6.14 , 0.00000269 , 4.27e-8 , 4.65 , 0.22
14 , GRB090621185 , 090621 , 11.01979 , 61.94119 , 267251196 , 122.067 , -0.918 , 0.0014 , - , 355303 , 090621185 , 31.744 , 2.43 , 106.75 , 14.37 , 00000011010000 , 00000011010001 , Power Law Model , Band Model , 1.03 , 1.81 , 9.22 , 10.24 , -5.12 , 62.46 , 0.0000108 , 2.11e-7 , 3.63 , 0.194
15 , GRB100117879 , 100117A , 11.26 , -1.594 , 285455181 , 119.227 , -64.42 , 0.05 , - , 382941 , 100117879 , 0.064 , 0.18 , 0.26 , 0.83 , 00011000100000 , 00011000100010 , Power Law Model , Smoothly Broken Power Law , 0.87 , 0.88 , -0.06 , 0 , -0.06 , 0.13 , 4.23e-7 , 6.93e-8 , 1.59 , 0.135
16 , GRB090227772 , 090227B , 11.8 , 32.2 , 257452263 , 121.89 , -30.663 , 1.8 , - , NULL , 090227772 , 0.192 , 0.09 , 1.28 , 1.03 , 11100000000000 , 11100000000010 , Smoothly Broken Power Law , Smoothly Broken Power Law , 0.97 , 1.08 , 0 , 0.06 , -3.01 , 0.9 , 0.00000786 , 4.06e-8 , 17 , 0.928
17 , GRB090621447 , 090621D , 12.27 , -22.58 , 267273827 , 116.101 , -85.42 , 6.46 , - , NULL , 090621447 , 16.896 , 0.92 , 26.11 , 5.66 , 00011001100000 , 00001001100001 , Power Law Model , Power Law Model , 1.05 , 1.29 , 17.41 , 18.43 , -1.02 , 20.48 , 0.00000157 , 5.25e-8 , 2.84 , 0.225
18 , GRB090514006 , 090514 , 12.3 , -10.9 , 263952521 , 120.967 , -73.763 , 4.6 , - , NULL , 090514006 , 26.24 , 1.1 , 43.52 , 1.74 , 11010000000000 , 11010000000010 , Power Law Model , Power Law Model , 0.95 , 1.45 , 7.17 , 8.19 , 0 , 52.22 , 0.00000646 , 1.07e-7 , 6.01 , 0.201
19 , GRB091207333 , 091207333 , 12.67 , -50.19 , 281865612 , 303.241 , -66.938 , 1.59 , - , NULL , 091207333 , 8 , 0.61 , 27.07 , 0.92 , 11000000011000 , 11000000010001 , Comptonized Model , Comptonized Model , 0.97 , 1.37 , 1.02 , 2.05 , -1.02 , 30.72 , 0.00000537 , 1.15e-7 , 3.46 , 0.178
20 , GRB081213173 , 081213 , 12.9 , -33.9 , 250834182 , 302.646 , -83.228 , 13.2 , - , NULL , 081213173 , 0.192 , 0.2 , 0.26 , 0.29 , 11100100000000 , 11100000000010 , Comptonized Model , Smoothly Broken Power Law , 1.08 , 0.99 , -0.06 , 0 , -0.06 , 0.06 , 1.23e-7 , 1.87e-8 , 0.988 , 0.162
21 , GRB081130629 , 081130B , 13.2 , -5.5 , 249750316 , 123.852 , -68.369 , 3.8 , - , NULL , 081130629 , 28.417 , 1.86 , 45.57 , 3.91 , 00000000011100 , 00000000011101 , Power Law Model , Comptonized Model , 0.93 , 0.9 , 2.05 , 3.07 , -2.05 , 5.12 , 0.00000322 , 5.55e-8 , 4.37 , 0.189
22 , GRB091202219 , 091202219 , 13.86 , 9.08 , 281423744 , 124.604 , -53.779 , 5.75 , - , NULL , 091202219 , 40.449 , 2.56 , 111.11 , 3.69 , 00000000011100 , 00000000011001 , Power Law Model , Band Model , 0.86 , 1.4 , 1.02 , 2.05 , -2.05 , 68.61 , 0.0000068 , 1.51e-7 , 3.34 , 0.178
23 , GRB090516853 , 090516C , 15.7 , -13.7 , 264198522 , 134.672 , -76.312 , 3.5 , - , NULL , 090516853 , 6.173 , 1.47 , 14.46 , 3.09 , 00011000000000 , 00011000000010 , Band Model , Power Law Model , 0.98 , 1.32 , 0 , 1.02 , -1.02 , 15.36 , 0.000005 , 9.59e-8 , 7.98 , 0.239
24 , GRB081221681 , 081221 , 15.8 , -24.5 , 251569273 , 168.787 , -86.27 , 0 , - , 337889 , 081221681 , 7.488 , 0.14 , 29.7 , 0.41 , 01100000000000 , 01100000000010 , Band Model , Band Model , 999 , 999 , 20.48 , 21.5 , -1.02 , 75.78 , 0.00003 , 8.69e-8 , 25.4 , 0.325
25 , GRB100625773 , 100625A , 15.79488 , -39.08828 , 299183550 , 292.097 , -77.792 , 0.0011 , - , 425647 , 100625773 , 0.064 , 0.14 , 0.19 , 0.14 , 00001000000000 , 00001000000010 , Power Law Model , Comptonized Model , 1.07 , 1.11 , 0.06 , 0.13 , -0.13 , 0.19 , 0.0000011 , 6.4e-8 , 4.9 , 0.314
26 , GRB081028538 , 081028B , 16 , -27.2 , 246891309 , 215.119 , -87.205 , 6.9 , - , NULL , 081028538 , 2.816 , 0.36 , 13.31 , 1.28 , 00000000011100 , 00000000011101 , Band Model , Comptonized Model , 1.16 , 1.13 , 1.02 , 2.05 , -5.12 , 7.17 , 0.00000227 , 2.59e-8 , 6.34 , 0.215
27 , GRB090922539 , 090922A , 17.16 , 74.29997 , 275317004 , 124.118 , 11.468 , 1 , - , NULL , 090922539 , 4.864 , 0.57 , 87.04 , 0.81 , 11000011010000 , 10000010010001 , Band Model , Band Model , 1.11 , 1.14 , 1.02 , 2.05 , -1.02 , 99.33 , 0.000011 , 4.98e-8 , 14.7 , 0.237
28 , GRB090426066 , 090426B , 17.6 , -19.2 , 262402537 , 152.7 , -80.955 , 18.1 , - , NULL , 090426066 , 4.096 , 1.06 , 16.13 , 5.15 , 11011100000000 , 01010100000010 , Comptonized Model , Power Law Model , 1.01 , 0.99 , -2.05 , -1.02 , -2.05 , 0 , 6.77e-7 , 4.37e-8 , 2.03 , 0.182
29 , GRB090625234 , 090625 , 20.29 , -6.43 , 267601022 , 143.113 , -68.129 , 3.1 , - , NULL , 090625234 , 7.232 , 0.57 , 14.34 , 0.92 , 00000011010000 , 00000011010001 , Power Law Model , Smoothly Broken Power Law , 1 , 1.32 , 5.12 , 6.14 , -12.29 , 11.26 , 0.00000135 , 1.28e-8 , 1.43 , 0.133
30 , GRB100130729 , 100130A , 21.19 , -24.75 , 286565366 , 197.174 , -82.142 , 2.53 , - , NULL , 100130729 , 13.568 , 0.72 , 99.07 , 3.33 , 10011011000000 , 00001000000010 , Comptonized Model , Comptonized Model , 1 , 1.12 , 73.73 , 74.75 , -7.17 , 93.18 , 0.00000857 , 9.33e-8 , 5.49 , 0.197
31 , GRB090815438 , 090815B , 21.42 , 53.44 , 272025043 , 128.084 , -9.089 , 5.65 , - , NULL , 090815438 , 15.36 , 3.69 , 56.32 , 18.46 , 00000001100100 , 00000001100001 , Comptonized Model , Comptonized Model , 1.09 , 1.56 , 16.38 , 17.41 , -5.12 , 24.58 , 0.00000489 , 1.6e-7 , 11.4 , 0.276
32 , GRB090308734 , 090308B , 21.9 , -54.3 , 258226586 , 291.658 , -62.03 , 4.8 , - , NULL , 090308734 , 0.576 , 0.09 , 1.66 , 0.29 , 00011011100000 , 00010011000010 , Band Model , Comptonized Model , 1 , 0.97 , 0.64 , 0.7 , -0.19 , 1.47 , 0.00000255 , 2.89e-8 , 6.56 , 0.171
33 , GRB081222204 , 081222 , 22.7 , -34.1 , 251614441 , 254.822 , -79.041 , 0 , 2.77 , 337914 , 081222204 , 4.672 , 0.23 , 18.88 , 2.32 , 11100000000000 , 11100000000010 , Band Model , Band Model , 0.99 , 1.18 , 3.07 , 4.1 , -1.02 , 35.84 , 0.0000119 , 9.57e-8 , 12.8 , 0.235
34 , GRB100322045 , 100322A , 23.33 , -10.22 , 290912711 , 155.19 , -70.422 , 1.2 , - , NULL , 100322045 , 26.368 , 0.18 , 37.12 , 0.23 , 01100100000000 , 01100100000010 , Comptonized Model , Smoothly Broken Power Law , 1.08 , 1.73 , 1.02 , 2.05 , -3.07 , 76.8 , 0.0000571 , 2.13e-7 , 16.1 , 0.381
35 , GRB081226509 , 081226B , 25.5 , -47.4 , 251986391 , 280.223 , -67.437 , 0 , - , NULL , 081226509 , 0.128 , 0.14 , 0.19 , 0.14 , 00000011010000 , 00000011010001 , Power Law Model , Comptonized Model , 1.1 , 0.98 , 0 , 0.06 , -0.06 , 0.19 , 3.44e-7 , 2.71e-8 , 1.69 , 0.126
36 , GRB080912360 , 080912 , 25.8 , -7.2 , 242901536 , 156.935 , -66.591 , 7.1 , - , NULL , 080912360 , 5.114 , 2.42 , 16.38 , 2.9 , 00000011100100 , 00000011100001 , Power Law Model , Power Law Model , 0.96 , 1.02 , 1.02 , 2.05 , -3.07 , 13.31 , 0.00000213 , 2.97e-8 , 2.48 , 0.145
37 , GRB090219074 , 090219 , 26.5 , 59.2 , 256700780 , 129.877 , -2.934 , 5.2 , - , NULL , 090219074 , 0.256 , 0.34 , 0.45 , 0.27 , 00000100000000 , 00000100000010 , Power Law Model , Power Law Model , 1.17 , 1.17 , -0.06 , 0 , -0.06 , 0 , 2.12e-7 , 5.42e-8 , 3.18 , 0.596
38 , GRB100221368 , 100221368 , 27.12 , -17.41 , 288435028 , 179.462 , -73.634 , 7.99 , - , NULL , 100221368 , 8.96 , 0.55 , 23.55 , 1.03 , 00011100000000 , 00011100000010 , Power Law Model , Comptonized Model , 1.1 , 1.05 , 0 , 1.02 , -4.1 , 20.48 , 0.00000183 , 3.13e-8 , 1.77 , 0.144
39 , GRB081024245 , 081024A , 27.9 , 61.29997 , 246520390 , 130.091 , -0.733 , 0 , - , 332516 , 081024245 , 0.512 , 0.23 , 0.83 , 1.28 , 00000000101100 , 00000000100101 , Comptonized Model , Comptonized Model , 1.06 , 0.98 , -0.06 , 0 , -0.13 , 0 , 1.99e-7 , 1.69e-8 , 1.85 , 0.294
40 , GRB091201089 , 091201089 , 27.84 , 11.94 , 281326054 , 145.283 , -48.314 , 11.43 , - , NULL , 091201089 , 5.952 , 0.95 , 12.99 , 2.01 , 00000011110100 , 00000001100101 , Power Law Model , Power Law Model , 0.93 , 1.01 , -4.1 , -3.07 , -8.19 , 2.05 , 9.43e-7 , 2.09e-8 , 1.48 , 0.114
41 , GRB091208410 , 091208B , 29.392 , 16.88989 , 281958599 , 144.846 , -43.15 , 0.0006 , 1.063 , 378559 , 091208410 , 7.168 , 0.63 , 12.48 , 5.02 , 10000000011000 , 00000000011001 , Band Model , Smoothly Broken Power Law , 0.87 , 1.29 , 8.19 , 9.22 , -1.02 , 66.56 , 0.00000619 , 1.9e-7 , 20.6 , 0.317
42 , GRB091101143 , 091101143 , 29.8 , -33.68 , 278738794 , 241.233 , -74.015 , 2.2 , - , NULL , 091101143 , 5.056 , 0.32 , 10.69 , 0.84 , 00000000001100 , 00000000001101 , Comptonized Model , Comptonized Model , 0.97 , 1.1 , 4.1 , 5.12 , -1.02 , 14.34 , 0.00000784 , 7.88e-8 , 12.3 , 0.276
43 , GRB081012549 , 081012 , 30.2 , -17.6 , 245509824 , 185.768 , -71.378 , 0 , - , 331475 , 081012549 , 6.912 , 0.72 , 30.72 , 5.61 , 00000010011100 , 00000000011101 , Comptonized Model , Comptonized Model , 0.88 , 0.78 , 2.05 , 3.07 , -1.02 , 8.19 , 0.00000451 , 1.12e-7 , 2.05 , 0.13
44 , GRB100608382 , 100608382 , 30.54 , 20.45 , 297681008 , 144.552 , -39.434 , 5.33 , - , NULL , 100608382 , 14.848 , 1.62 , 30.21 , 1.62 , 00010011000000 , 00010011000001 , Power Law Model , Comptonized Model , 0.99 , 1.09 , 0 , 1.02 , -9.22 , 20.48 , 0.0000017 , 2.05e-8 , 2.29 , 0.19
45 , GRB090113778 , 090113 , 32.1 , 33.4 , 253564842 , 140.88 , -26.775 , 0 , - , 339852 , 090113778 , 6.141 , 1.45 , 17.41 , 3.24 , 11100000010000 , 11000000010010 , Comptonized Model , Power Law Model , 0.9 , 1.08 , 0 , 1.02 , -2.05 , 7.17 , 0.00000157 , 4.83e-8 , 3.77 , 0.16
46 , GRB090909487 , 090909487 , 32.3 , 53.92 , 274189279 , 134.327 , -7.222 , 8.05 , - , NULL , 090909487 , 7.168 , 2.9 , 14.34 , 2.9 , 00000000100000 , 00000000100001 , Power Law Model , Comptonized Model , 0.94 , 0.93 , 3.07 , 4.1 , -1.02 , 8.19 , 0.00000573 , 1.97e-7 , 5.84 , 0.795
47 , GRB080727964 , 080727964 , 32.6 , 64.09997 , 238892867 , 131.424 , 2.538 , 0 , - , 318170 , 080727964 , 21.504 , 2.29 , 89.09 , 6.48 , 10011011000000 , 10010000000010 , Comptonized Model , Comptonized Model , 1.06 , 1.45 , 14.34 , 15.36 , -13.31 , 56.32 , 0.0000133 , 7.91e-8 , 3.53 , 0.179
48 , GRB090327404 , 090327 , 33.1 , -41.5 , 259839703 , 259.037 , -68.055 , 3.1 , - , NULL , 090327404 , 5.888 , 0.81 , 14.08 , 1.38 , 11100100000000 , 11100000000010 , Comptonized Model , Comptonized Model , 1.01 , 1.21 , 9.22 , 10.24 , -2.05 , 18.43 , 0.00000282 , 6.06e-8 , 3.04 , 0.178
49 , GRB080808565 , 080808565 , 33.6 , 5.4 , 239895229 , 157.678 , -51.786 , 2.6 , - , NULL , 080808565 , 5.248 , 0.32 , 17.73 , 1.49 , 00000011100100 , 00000011100001 , Band Model , Comptonized Model , 1.08 , 1.3 , 6.14 , 7.17 , -2.05 , 40.96 , 0.00000397 , 4.22e-8 , 5.98 , 0.222
50 , GRB081130212 , 081130 , 34.2 , 45.4 , 249714281 , 138.265 , -14.915 , 7.2 , - , NULL , 081130212 , 1.28 , 0.91 , 2.24 , 1 , 00000001100100 , 00000001100101 , Comptonized Model , Comptonized Model , 1.14 , 1.16 , 0 , 1.02 , -1.02 , 3.07 , 2.64e-7 , 2.05e-8 , 2.17 , 0.23
51 , GRB091127976 , 091127 , 36.58287 , -18.95239 , 281057147 , 197.398 , -66.738 , 0.000169 , 0.49 , 377179 , 091127976 , 5.12 , 0.36 , 8.7 , 0.57 , 00000011010000 , 00000011010001 , Smoothly Broken Power Law , Smoothly Broken Power Law , 1.01 , 1.17 , 0 , 1.02 , -1.02 , 15.36 , 0.0000207 , 3.7e-8 , 68.2 , 0.468
52 , GRB090411991 , 090411B , 38.5 , 5.1 , 261186466 , 164.35 , -49.344 , 2.4 , - , NULL , 090411991 , 6.912 , 0.72 , 14.34 , 1.09 , 00001100000000 , 00001100000010 , Power Law Model , Band Model , 1.03 , 1.02 , 7.17 , 8.19 , -1.02 , 17.41 , 0.00000621 , 8.85e-8 , 4.72 , 0.246
53 , GRB090120627 , 090120627 , 38.1 , -72.2 , 254156544 , 292.688 , -42.863 , 11.2 , - , NULL , 090120627 , 1.024 , 0.14 , 1.86 , 0.18 , 01100100000000 , 01100100000010 , Smoothly Broken Power Law , Comptonized Model , 0.91 , 0.82 , 1.34 , 1.41 , -0.51 , -0.13 , 7.68e-7 , 2.08e-8 , 1.84 , 0.149
54 , GRB090922605 , 090922605 , 38.36 , -73.07997 , 275322643 , 293.215 , -42.069 , 3.34 , - , NULL , 090922605 , 20.224 , 1.06 , 52.74 , 1.81 , 00000000100100 , 00000000100101 , Comptonized Model , Band Model , 0.85 , 1.35 , 0 , 1.02 , 0 , 29.7 , 0.00000451 , 1.03e-7 , 4.82 , 0.643
55 , GRB100324172 , 100324172 , 39.672 , -19.287 , 291096458 , 200.976 , -64.202 , 0.06 , - , NULL , 100324172 , 3.84 , 0.36 , 17.92 , 2.06 , 01100100000000 , 01100100000010 , Comptonized Model , Comptonized Model , 1.03 , 1.15 , 5.12 , 6.14 , -1.02 , 36.86 , 0.0000428 , 1.72e-7 , 29.5 , 0.304
56 , GRB100517132 , 100517132 , 40.63 , -44.31997 , 295758592 , 257.914 , -61.882 , 5.16 , - , NULL , 100517132 , 9.856 , 1.71 , 19.84 , 3.62 , 00010011000000 , 00010011000001 , Power Law Model , Power Law Model , 1 , 1 , -1.02 , 0 , -1.02 , 12.29 , 0.00000127 , 4.62e-8 , 1.95 , 0.15
57 , GRB090815300 , 090815 , 41.03 , -2.73 , 272013134 , 175.64 , -53.648 , 7.84 , - , NULL , 090815300 , 20.224 , 1.28 , 48.38 , 1.09 , 00000001100000 , 00000001100001 , Power Law Model , Comptonized Model , 0.96 , 1 , 3.07 , 4.1 , -5.12 , 94.21 , 0.00000143 , 4.44e-8 , 1.59 , 0.256
58 , GRB091030828 , 091030 , 41.67 , 21.54 , 278625148 , 155.626 , -33.914 , 1.2 , - , NULL , 091030828 , 24.832 , 1.49 , 98.05 , 4.13 , 00000000101100 , 00000000101101 , Band Model , Comptonized Model , 0.94 , 1.53 , 17.41 , 18.43 , -1.02 , 192.51 , 0.0000296 , 2.02e-7 , 9.4 , 0.225
59 , GRB090623913 , 090623913 , 41.7 , 1.8 , 267486867 , 171.39 , -49.897 , 1.5 , - , NULL , 090623913 , 3.328 , 0.72 , 7.17 , 3.11 , 11000010010000 , 11000000010010 , Power Law Model , Comptonized Model , 1.03 , 1.1 , 2.05 , 3.07 , 0 , 66.56 , 0.00000216 , 5.54e-8 , 3.6 , 0.243
60 , GRB080714086 , 080714086 , 41.9 , 8.5 , 237693853 , 165.329 , -44.6 , 7.5 , - , NULL , 080714086 , 2.816 , 0.81 , 5.38 , 2.36 , 00011000100000 , 00011000100010 , Comptonized Model , Power Law Model , 1.07 , 1.08 , -1.02 , 0 , -1.02 , 3.07 , 6.76e-7 , 4.07e-8 , 1.54 , 0.177
61 , GRB091002685 , 091002685 , 41.92 , -14.01 , 276193573 , 192.961 , -59.905 , 4.15 , - , NULL , 091002685 , 0.64 , 0.29 , 2.75 , 3.09 , 00000011010000 , 00000011010001 , Power Law Model , Power Law Model , 1.01 , 1.03 , -1.02 , 0 , -1.02 , 1.02 , 3.37e-7 , 1.49e-8 , 2.45 , 0.167
62 , GRB081125496 , 081125 , 42.7 , -18.9 , 249306820 , 202.589 , -61.41 , 1 , - , NULL , 081125496 , 3.2 , 0.18 , 9.28 , 0.61 , 00000000001100 , 00000000001101 , Comptonized Model , Smoothly Broken Power Law , 0.94 , 1.24 , 2.05 , 3.07 , -1.02 , 12.29 , 0.0000185 , 1.33e-7 , 23.2 , 0.435
63 , GRB091005679 , 091005679 , 43.14 , 12.12 , 276452252 , 163.697 , -40.972 , 5.14 , - , NULL , 091005679 , 3.136 , 0.73 , 6.98 , 0.57 , 00000011100100 , 00000001100101 , Power Law Model , Power Law Model , 1.04 , 1.15 , -1.02 , 0 , -5.12 , 3.07 , 0.00000141 , 7.18e-8 , 2.18 , 0.144
64 , GRB100701490 , 100701B , 43.109 , -2.224 , 299677525 , 177.432 , -51.806 , 0.12 , - , NULL , 100701490 , 4.992 , 0.26 , 22.02 , 5.57 , 00001100000000 , 00001100000010 , Smoothly Broken Power Law , Smoothly Broken Power Law , 0.98 , 1.27 , 3.07 , 4.1 , -1.02 , 30.72 , 0.000026 , 4.26e-8 , 22.9 , 0.313
65 , GRB081209981 , 081209 , 45.3 , 63.5 , 250558317 , 136.818 , 4.183 , 4.9 , - , NULL , 081209981 , 0.128 , 0.14 , 0.19 , 0.14 , 00000000100100 , 00000000100101 , Smoothly Broken Power Law , Band Model , 0.95 , 0.9 , 0 , 0.06 , -0.06 , 0.19 , 0.00000147 , 1.49e-8 , 4.28 , 0.216
66 , GRB080913735 , 080913B , 45.1 , -3 , 243020312 , 180.495 , -50.859 , 5.9 , - , NULL , 080913735 , 10.24 , 3.24 , 41.22 , 7.28 , 00000000011000 , 00000000011001 , Comptonized Model , Comptonized Model , 1.13 , 1.61 , 17.41 , 18.43 , -1.02 , 26.62 , 0.00000354 , 8.67e-8 , 3.4 , 0.182
67 , GRB090824918 , 090824918 , 46.65 , 59.81 , 272844141 , 139.177 , 1.271 , 12.22 , - , NULL , 090824918 , 34.817 , 1.84 , 59.9 , 10.01 , 00100000000000 , 00100000001010 , Power Law Model , Band Model , 0.92 , 1 , 2.05 , 3.07 , -5.12 , 35.84 , 0.00000365 , 7.51e-8 , 3.27 , 0.303
68 , GRB090926914 , 090926B , 46.318 , -39.011 , 275694930 , 244.636 , -59.765 , 0.05 , 1.24 , 370791 , 090926914 , 17.984 , 1.26 , 55.55 , 7.64 , 00000001100100 , 00000001100101 , Comptonized Model , Comptonized Model , 1.11 , 1.18 , 19.46 , 20.48 , -1.02 , 55.3 , 0.0000108 , 1.49e-7 , 4.61 , 0.221
69 , GRB100206563 , 100206A , 47.16167 , 13.15789 , 287155807 , 166.876 , -37.741 , 0.001 , - , 411412 , 100206563 , 0.064 , 0.14 , 0.13 , 0.09 , 11010000000000 , 11010000000010 , Smoothly Broken Power Law , Band Model , 1.11 , 1.08 , 0 , 0.06 , -0.06 , 0.19 , 8.69e-7 , 1.88e-8 , 2.62 , 0.138
70 , GRB091106762 , 091106762 , 49.13 , 60.32 , 279224234 , 139.98 , 2.342 , 5.6 , - , NULL , 091106762 , 11.008 , 0.92 , 14.59 , 16.15 , 00000000001000 , 00000000001001 , Power Law Model , Comptonized Model , 0.79 , 1.03 , 0 , 2.05 , -3.07 , 13.31 , 0.00000183 , 7.75e-8 , 2.98 , 0.334
71 , GRB090819607 , 090819607 , 49.08 , -67.11997 , 272385269 , 284.186 , -44.368 , 3.29 , - , NULL , 090819607 , 0.064 , 0.09 , 0.19 , 0.2 , 00010011100000 , 00010011000001 , Power Law Model , Smoothly Broken Power Law , 0.89 , 0.9 , -0.06 , 0 , -0.06 , 0.06 , 2.72e-7 , 1.95e-8 , 1.05 , 0.126
72 , GRB090823133 , 090823133 , 49.53 , -17.58 , 272689855 , 204.948 , -54.908 , 10.4 , - , NULL , 090823133 , 42.177 , 1.62 , 63.36 , 4.55 , 00000011100100 , 00000001100101 , Power Law Model , Power Law Model , 1.04 , 1.18 , -2.05 , -1.02 , -2.05 , 6.14 , 0.00000254 , 4.98e-8 , 2.77 , 0.208
73 , GRB091230712 , 091230712 , 51.65 , 77.17 , 283885516 , 131.292 , 16.891 , 5.07 , - , NULL , 091230712 , 7.424 , 0.94 , 35.14 , 3.97 , 00000000100100 , 00000000100101 , Power Law Model , Comptonized Model , 1.02 , 1.12 , 3.07 , 4.1 , -1.02 , 14.34 , 0.00000258 , 8.68e-8 , 2.76 , 0.233
74 , GRB090802235 , 090802 , 51.03 , 37.88 , 270884345 , 153.392 , -15.8 , 4.9 , - , NULL , 090802235 , 0.064 , 0.09 , 0.13 , 0.09 , 00100100000000 , 00100100000010 , Comptonized Model , Band Model , 0.86 , 1.03 , 0 , 0.06 , -0.06 , 0.06 , 0.00000114 , 3.58e-8 , 5.49 , 0.202
75 , GRB081107321 , 081107 , 51 , 17.1 , 247736522 , 167.252 , -32.341 , 3.5 , - , NULL , 081107321 , 0.896 , 0.14 , 1.66 , 0.23 , 00000011011100 , 00000001010101 , Power Law Model , Comptonized Model , 1.11 , 1.18 , 1.22 , 1.28 , -0.19 , 1.73 , 0.00000122 , 3.19e-8 , 9.96 , 0.193
