_id , gbmcatalog_name , other_name , RA, Dec, trigger time , LII , BII , Error Radius , Redshift , Swift Trigger , GBM trigger , T50, T50 error , T90 , T90 error , Detection Mask , Fitting Mask , best fitting model peak flux , best fitting model fluence , Reduced Chi2 peak model , Reduced Chi2 fln model , TSTART spe peak , TSTOP spe peak , TSTART spe fln , TSTOP spe fln , Fluence, Fluence error, Flux1.024s,Flux1.024sError
283 , GRB081120618 , 081120618 , 205.39996 , -9.1 , 248885375 , 323.211 , 51.786 , 6 , - , NULL , 081120618 , 4.608 , 0.57 , 25.34 , 0.92 , 01100100000000 , 01100100000010 , Power Law Model , Comptonized Model , 1.1 , 1.21 , 0 , 1.02 , -2.05 , 26.62 , 0.00000194 , 2.42e-8 , 4.25 , 0.278
284 , GRB081022364 , 081022364 , 205.4 , 16.6 , 246357885 , 353.307 , 74.326 , 7.9 , - , NULL , 081022364 , 5.376 , 1.31 , 17.15 , 3.73 , 00011100000000 , 00011100000010 , Band Model , Power Law Model , 1.02 , 1.06 , 0 , 1.02 , -2.05 , 5.12 , 0.00000116 , 2.9e-8 , 2.16 , 0.226
285 , GRB100218194 , 100218A , 206.63996 , -11.94 , 288160727 , 323.612 , 48.706 , 2.22 , - , NULL , 100218194 , 13.696 , 2.03 , 29.18 , 5.81 , 11000000010000 , 11000000010001 , Power Law Model , Comptonized Model , 1.03 , 1.47 , 6.14 , 7.17 , -3.07 , 28.67 , 0.00000264 , 9.87e-8 , 1.41 , 0.136
286 , GRB081101532 , 081101B , 207.5 , -28 , 247236325 , 318.384 , 33.108 , 1.1 , - , NULL , 081101532 , 4.416 , 0.32 , 8.26 , 0.89 , 00100100000000 , 00100100000010 , Comptonized Model , Comptonized Model , 0.96 , 1.03 , 1.02 , 2.05 , -1.02 , 9.22 , 0.0000151 , 3.46e-7 , 9.75 , 0.312
287 , GRB081230871 , 081230871 , 207.59996 , -17.3 , 252363221 , 322.441 , 43.327 , 7.7 , - , NULL , 081230871 , 0.256 , 0.2 , 0.51 , 0.27 , 11000011010000 , 00000010010001 , Power Law Model , Power Law Model , 0.98 , 0.98 , -0.06 , 0 , -0.06 , 0 , 1.81e-7 , 1.6e-8 , 1.27 , 0.146
288 , GRB090704242 , 090704 , 208.205 , 22.79 , 268379270 , 18.971 , 75.439 , 0.0283 , - , NULL , 090704242 , 32.257 , 1.49 , 69.89 , 5.72 , 01100000000000 , 01100000000010 , Power Law Model , Comptonized Model , 0.91 , 1.54 , 14.34 , 15.36 , -1.02 , 63.49 , 0.00000848 , 9.96e-8 , 2.57 , 0.215
289 , GRB100325246 , 100325246 , 209.13996 , -79.09997 , 291189285 , 306.103 , -16.631 , 7.18 , - , NULL , 100325246 , 4.608 , 0.57 , 8.19 , 1.09 , 11010000000000 , 11010000000010 , Power Law Model , Band Model , 1.08 , 0.99 , -1.02 , 0 , -2.05 , 7.17 , 0.00000133 , 1.74e-8 , 4.9 , 0.237
290 , GRB081231140 , 081231 , 208.6 , -35.8 , 252386463 , 317.023 , 25.343 , 1 , - , NULL , 081231140 , 16.832 , 0.46 , 28.74 , 2.61 , 00000011010000 , 00000011010001 , Comptonized Model , Band Model , 0.98 , 1.32 , 25.6 , 26.62 , -4.1 , 45.06 , 0.0000161 , 1.17e-7 , 11.2 , 0.229
291 , GRB091112928 , 091112928 , 208.40996 , 37.17 , 279756953 , 74.231 , 73.48 , 4.54 , - , NULL , 091112928 , 9.664 , 0.66 , 21.18 , 0.98 , 01011100000000 , 01010100000010 , Comptonized Model , Smoothly Broken Power Law , 1.04 , 1.07 , 11.26 , 12.29 , -2.05 , 19.46 , 0.00000457 , 4.55e-8 , 2.93 , 0.172
292 , GRB100315361 , 100315361 , 208.89996 , 30.14 , 290335154 , 48.793 , 75.616 , 5.53 , - , NULL , 100315361 , 16.896 , 1.09 , 35.58 , 2.29 , 11010000000000 , 11010000000010 , Power Law Model , Power Law Model , 1.11 , 1.03 , -2.05 , -1.02 , -5.12 , 10.24 , 0.00000258 , 4.35e-8 , 1.01 , 0.171
293 , GRB090427644 , 090427B , 210 , -45.7 , 262538822 , 315.267 , 15.523 , 11.8 , - , NULL , 090427644 , 0.256 , 0.57 , 1.02 , 0.36 , 00000011010000 , , undefined , undefined , 0 , 0 , 0 , 0 , 0 , 0 , 2.65e-7 , 2.22e-8 , 1.71 , 0.146
294 , GRB090428441 , 090428A , 210.1 , 39.5 , 262607680 , 78.102 , 71.071 , 4.2 , - , NULL , 090428441 , 1.152 , 0.72 , 3.97 , 1.51 , 00000000100100 , 00000000100101 , Comptonized Model , Comptonized Model , 0.89 , 0.85 , 1.02 , 2.05 , -1.02 , 4.1 , 0.00000104 , 6.27e-8 , 6.29 , 0.247
295 , GRB090331681 , 090331 , 210.5 , 3.1 , 260209222 , 341.043 , 60.64 , 9.3 , - , NULL , 090331681 , 0.704 , 0.18 , 0.83 , 0.14 , 00000011010000 , 00000011010001 , Comptonized Model , Comptonized Model , 0.96 , 0.93 , -0.06 , 0 , -0.06 , 0.83 , 3.45e-7 , 3.46e-8 , 1.97 , 0.158
296 , GRB100411516 , 100411516 , 210.61 , 47.91 , 292681379 , 93.977 , 65.031 , 31.62 , - , NULL , 100411516 , 0.448 , 0.14 , 0.51 , 0.23 , 00000000011100 , 00000000011101 , Power Law Model , Power Law Model , 0.92 , 0.92 , 0 , 1.02 , 0 , 1.02 , 2.14e-7 , 2.03e-8 , 1.42 , 0.218
297 , GRB091017861 , 091017861 , 210.79996 , 25.49 , 277504826 , 31.165 , 73.848 , 8.54 , - , NULL , 091017861 , 0.96 , 0.23 , 2.62 , 0.46 , 00011100000000 , 00011100000010 , Power Law Model , Power Law Model , 1.02 , 0.96 , -1.02 , 0 , -1.02 , 2.05 , 4.5e-7 , 1.37e-8 , 3.32 , 0.255
298 , GRB100318611 , 100318611 , 210.96 , 21.19 , 290615966 , 17.05 , 72.472 , 10.67 , - , NULL , 100318611 , 7.168 , 0.72 , 18.43 , 0.92 , 00000000011100 , 00000000011101 , Power Law Model , Comptonized Model , 0.97 , 1.3 , -1.02 , 0 , -2.05 , 16.38 , 0.0000019 , 1.97e-8 , 2.62 , 0.215
299 , GRB080831053 , 080831053 , 211.19996 , -51.69997 , 241838175 , 314.338 , 9.54 , 11.5 , - , NULL , 080831053 , 0.064 , 0.63 , 0.58 , 1.17 , 00100100000000 , 01100100000010 , Power Law Model , Power Law Model , 0.98 , 0.98 , -0.06 , 0 , -0.06 , 0 , 5.62e-8 , 1.74e-8 , 0.328 , 0.202
300 , GRB090518244 , 090518B , 211.2 , -16.7 , 264318666 , 327.142 , 42.697 , 4.5 , - , NULL , 090518244 , 3.072 , 1.14 , 6.78 , 1 , 00000000100100 , 00000000100101 , Smoothly Broken Power Law , Comptonized Model , 1.03 , 1.13 , 0 , 1.02 , -1.02 , 7.17 , 0.00000211 , 6.83e-8 , 4.96 , 0.222
301 , GRB081101167 , 081101167 , 213.29996 , -18.5 , 247204840 , 328.651 , 40.253 , 8.1 , - , NULL , 081101167 , 4.096 , 1.09 , 9.98 , 9.05 , 00001100000000 , 00001100000010 , Power Law Model , Power Law Model , 1.06 , 1.06 , -2.05 , -1.02 , -2.05 , -1.02 , 0.00000139 , 6.23e-8 , 1.36 , 0.243
302 , GRB091017985 , 091017985 , 214.39996 , -64.74 , 277515539 , 311.962 , -3.39 , 1.71 , - , NULL , 091017985 , 16.64 , 2.36 , 44.8 , 3.37 , 11010001010000 , 11000000010010 , Power Law Model , Power Law Model , 0.99 , 1.26 , 2.05 , 3.07 , -2.05 , 9.22 , 0.00000215 , 3.28e-8 , 2.13 , 0.218
303 , GRB080904886 , 080904 , 214.2 , -30.3 , 242255765 , 323.998 , 29.056 , 2.1 , - , NULL , 080904886 , 4.608 , 0.37 , 17.34 , 1.38 , 11010000010000 , 01010000010010 , Smoothly Broken Power Law , Smoothly Broken Power Law , 1.04 , 1.22 , 6.14 , 7.17 , -3.07 , 16.38 , 0.00000524 , 7.07e-8 , 15.8 , 0.273
304 , GRB080715950 , 080715950 , 214.7 , 9.9 , 237854921 , 357.171 , 63.151 , 2 , - , NULL , 080715950 , 6.144 , 0.26 , 7.87 , 0.27 , 11100000011000 , 00100000011010 , Power Law Model , Comptonized Model , 1.03 , 1.08 , 1.02 , 2.05 , -1.02 , 9.22 , 0.00000504 , 7.95e-8 , 9.91 , 0.219
305 , GRB091023021 , 091023021 , 215.41996 , 25.95 , 277950586 , 34.727 , 69.809 , 7.23 , - , NULL , 091023021 , 1.792 , 0.34 , 6.53 , 1.86 , 00101100000000 , 00101100000010 , Power Law Model , Power Law Model , 0.97 , 1.06 , 0 , 1.02 , -1.02 , 2.05 , 5.34e-7 , 2.23e-8 , 4.3 , 0.309
306 , GRB081105614 , 081105B , 215.8 , 38.7 , 247589032 , 69.873 , 67.629 , 11.4 , - , NULL , 081105614 , 0.128 , 0.09 , 1.28 , 1.37 , 01100100000000 , 01100100000010 , Smoothly Broken Power Law , Smoothly Broken Power Law , 0.94 , 0.94 , -0.06 , 0 , -0.06 , 0 , 2.75e-7 , 1.84e-8 , 0.811 , 0.18
307 , GRB100306199 , 100306199 , 216.04 , -29.37 , 289543587 , 326.095 , 29.298 , 17.12 , - , NULL , 100306199 , 3.328 , 0.57 , 7.17 , 2.06 , 00000011100100 , 00000001100001 , Power Law Model , Power Law Model , 0.92 , 0.92 , -3.07 , -2.05 , -3.07 , -2.05 , 5.68e-7 , 2.24e-8 , 1.32 , 0.195
308 , GRB080919790 , 080919790 , 219.49996 , 44.39997 , 243543456 , 78.91 , 62.548 , 18.1 , - , NULL , 080919790 , 0.128 , 0.09 , 0.51 , 0.4 , 01100100000000 , 01100100000010 , Power Law Model , Power Law Model , 0.88 , 0.94 , 0 , 0.06 , -0.06 , 0.06 , 4.59e-8 , 5.06e-9 , 0.676 , 0.18
309 , GRB080828189 , 080828189 , 221.3 , -12.3 , 241590732 , 341.606 , 41.872 , 16.9 , - , NULL , 080828189 , 1.28 , 0.2 , 3.01 , 3.33 , 01100000000000 , 01100000000010 , Comptonized Model , Comptonized Model , 1.04 , 1.04 , 0 , 1.02 , 0 , 1.02 , 4.11e-7 , 1.68e-8 , 1.4 , 0.15
310 , GRB090405663 , 090405 , 221.89996 , -9.2 , 260639683 , 344.738 , 44.042 , 10.4 , - , NULL , 090405663 , 0.192 , 0.23 , 0.45 , 1.5 , 00000001100100 , 00000001100101 , Comptonized Model , Comptonized Model , 0.96 , 0.97 , -0.06 , 0 , -0.06 , 0.06 , 2.54e-7 , 3.1e-8 , 1.16 , 0.184
311 , GRB080829790 , 080829790 , 221.89996 , 3.2 , 241729057 , 357.226 , 53.354 , 4.3 , - , NULL , 080829790 , 3.52 , 0.26 , 7.68 , 0.38 , 01100000000000 , 01100000000010 , Comptonized Model , Comptonized Model , 0.91 , 1.08 , 1.02 , 2.05 , 0 , 9.22 , 0.00000252 , 2.18e-8 , 4.48 , 0.237
312 , GRB100614498 , 100614498 , 224.76 , 40.87 , 298209445 , 68.865 , 60.427 , 2.99 , - , NULL , 100614498 , 72.193 , 5.35 , 172.29 , 12.45 , 00000011011100 , 00000010010001 , Comptonized Model , Smoothly Broken Power Law , 1.13 , 1.02 , -4.1 , 0 , -90.11 , 17.41 , 0.0000196 , 3.26e-7 , 5.46 , 0.159
313 , GRB090126245 , 090126C , 224.9 , 41.2 , 254641955 , 69.434 , 60.226 , 11.1 , - , NULL , 090126245 , 0.64 , 0.14 , 0.96 , 0.23 , 00011011100000 , , undefined , undefined , 0 , 0 , 0 , 0 , 0 , 0 , 3.58e-7 , 1.93e-8 , 1.37 , 0.108
314 , GRB081102365 , 081102B , 225.3 , 22 , 247308301 , 30.237 , 60.138 , 8.6 , - , NULL , 081102365 , 1.216 , 0.14 , 1.73 , 0.23 , 11100100000000 , 11000100000010 , Power Law Model , Comptonized Model , 0.96 , 1 , 1.41 , 1.47 , -0.19 , 1.73 , 0.00000109 , 3.23e-8 , 2.64 , 0.138
315 , GRB091120191 , 091120 , 226.80996 , -21.79 , 280384482 , 340.197 , 31.081 , 0.5 , - , NULL , 091120191 , 20.992 , 2.29 , 50.18 , 2.11 , 11010100000000 , 11010000000010 , Comptonized Model , Comptonized Model , 1 , 1.43 , 26.62 , 27.65 , -2.05 , 56.32 , 0.0000285 , 4.09e-7 , 19.7 , 0.264
316 , GRB100527795 , 100527795 , 226.83 , 19.78 , 296679879 , 26.996 , 58.087 , 1.92 , - , NULL , 100527795 , 51.905 , 2.01 , 184.58 , 3.24 , 00000000011100 , 00000010010101 , Smoothly Broken Power Law , Comptonized Model , 1.04 , 1.93 , 61.44 , 62.46 , -4.1 , 92.16 , 0.0000139 , 4.47e-8 , 6.49 , 0.314
317 , GRB090117335 , 090117B , 227.29996 , -41.5 , 253872124 , 328.856 , 14.334 , 4.8 , - , NULL , 090117335 , 25.152 , 0.32 , 27.26 , 1.29 , 00011001100000 , 00011001000010 , Power Law Model , Power Law Model , 1.12 , 1.28 , 24.58 , 25.6 , -1.02 , 36.86 , 0.0000011 , 3.5e-8 , 3.67 , 0.273
318 , GRB091019750 , 091019750 , 226.03 , 80.32997 , 277668042 , 116.484 , 35.074 , 12.78 , - , NULL , 091019750 , 0.016 , 0.04 , 0.21 , 0.17 , 11100000000000 , 11100000000010 , Power Law Model , Power Law Model , 0.92 , 0.92 , -0.06 , 0 , -0.06 , 0 , 9.06e-8 , 6.16e-9 , 0.648 , 0.126
319 , GRB081215880 , 081215B , 228.59996 , -50.69997 , 251068014 , 324.772 , 6.009 , 5.4 , - , NULL , 081215880 , 5.632 , 0.72 , 7.68 , 2.06 , 00100100000000 , 00100100000010 , Power Law Model , Comptonized Model , 1.14 , 1.1 , 0 , 1.02 , -1.02 , 82.94 , 0.00000178 , 3.58e-8 , 4.56 , 0.421
320 , GRB090917661 , 090917661 , 230.34 , -11.69 , 274895500 , 351.031 , 36.814 , 5.88 , - , NULL , 090917661 , 15.36 , 0.69 , 26.62 , 1.13 , 10011010000000 , 10010000000010 , Power Law Model , Comptonized Model , 1.06 , 1.22 , 0 , 1.02 , -1.02 , 3.07 , 0.00000108 , 3.8e-8 , 2.71 , 0.249
321 , GRB100629801 , 100629801 , 231.21 , 27.81 , 299531645 , 43.15 , 56.106 , 3.32 , - , NULL , 100629801 , 0.32 , 0.14 , 0.83 , 0.37 , 00000000001100 , 00000000001101 , Power Law Model , Band Model , 0.98 , 1.14 , 0.06 , 0.13 , -0.13 , 0.51 , 0.00000115 , 1.05e-7 , 8.76 , 0.401
322 , GRB090529310 , 090529B , 231.2 , 32.19997 , 265274784 , 51.036 , 56.477 , 7.2 , - , NULL , 090529310 , 1.792 , 0.57 , 3.07 , 0.36 , 00000011010100 , 00000011010001 , Power Law Model , Power Law Model , 1.04 , 1.35 , 0 , 1.02 , -9.22 , 7.17 , 8.34e-7 , 3.71e-8 , 3.28 , 0.165
323 , GRB091223511 , 091223511 , 231.27 , 54.73 , 283263355 , 88.345 , 50.802 , 2.39 , - , NULL , 091223511 , 19.84 , 0.46 , 49.73 , 1.38 , 01100000011000 , 00100000011001 , Power Law Model , Smoothly Broken Power Law , 1.03 , 1.12 , 16.38 , 17.41 , -1.02 , 102.4 , 0.00000869 , 5.5e-8 , 2.28 , 0.154
324 , UNCERT09101398 , , 231.88 , 0.3 , -999 , 3.89 , 43.934 , 11.98 , - , , 091013989 , 0 , 0 , 0 , 0 , , 00011100000010 , Power Law Model , Comptonized Model , 0.99 , 1.27 , 0 , 1.02 , -5.12 , 33.79 , 0 , 0 , 0 , 0
325 , GRB081225257 , 081225257 , 234.1 , -64.59997 , 251878162 , 319.49 , -7.172 , 6.9 , - , NULL , 081225257 , 14.592 , 0.92 , 41.22 , 5.67 , 11100100000000 , 01100100000010 , Power Law Model , Comptonized Model , 0.96 , 1.08 , 4.1 , 5.12 , -18.43 , 12.29 , 0.00000675 , 8.95e-8 , 2.15 , 0.145
326 , GRB080825593 , 080825C , 234 , -4.7 , 241366429 , 0.591 , 39.097 , 1.5 , - , NULL , 080825593 , 12.16 , 0.09 , 20.99 , 0.23 , 11100000011000 , 01000000011001 , Smoothly Broken Power Law , Band Model , 1.05 , 1.18 , 1.02 , 2.05 , -1.02 , 31.74 , 0.0000342 , 9.7e-8 , 25.3 , 0.272
327 , GRB090813174 , 090813 , 225.802 , 88.56869 , 271829444 , 122.048 , 28.327 , 0.0017 , - , 359884 , 090813174 , 5.888 , 0.29 , 7.55 , 0.36 , 00000011010000 , 00000010010001 , Smoothly Broken Power Law , Band Model , 1.05 , 1.04 , 1.02 , 2.05 , 0 , 9.22 , 0.00000333 , 4.15e-8 , 13.6 , 0.254
328 , GRB090320418 , 090320A , 237.99996 , -46.5 , 259236108 , 332.303 , 5.818 , 12 , - , NULL , 090320418 , 2.624 , 0.79 , 7.94 , 1.3 , 00000011100100 , 00000011100001 , Comptonized Model , Power Law Model , 1.07 , 1.05 , -1.02 , 0 , -2.05 , 2.05 , 0.000001 , 3.85e-8 , 1.6 , 0.143
329 , GRB090620400 , 090620 , 237.34996 , 61.15 , 267183385 , 94.424 , 44.889 , 1 , - , NULL , 090620400 , 3.84 , 0.36 , 13.57 , 0.72 , 00000011100100 , 00000011000101 , Smoothly Broken Power Law , Smoothly Broken Power Law , 1.11 , 1.21 , 4.1 , 5.12 , -1.02 , 24.58 , 0.0000133 , 4.27e-8 , 15.4 , 0.285
330 , GRB090915650 , 090915 , 238.02 , 15.48778 , 274721737 , 26.901 , 46.596 , 0.00092 , - , NULL , 090915650 , 25.792 , 1.79 , 76.61 , 1.56 , 11100000000000 , 11100000000010 , Power Law Model , Comptonized Model , 1.09 , 1.18 , 5.12 , 6.14 , -2.05 , 48.13 , 0.00000299 , 4.43e-8 , 2.83 , 0.201
331 , GRB080821332 , 080821332 , 238.6 , 32.6 , 240998247 , 52.241 , 50.259 , 3.6 , - , NULL , 080821332 , 1.92 , 0.18 , 5.89 , 0.26 , 00011000000000 , 00011000000010 , Comptonized Model , Comptonized Model , 0.93 , 1.06 , 0 , 1.02 , -2.05 , 5.12 , 0.00000359 , 1.76e-8 , 9.64 , 0.274
332 , GRB100112418 , 100112418 , 240.13996 , -75.1 , 284983279 , 314.3 , -16.583 , 14.84 , - , NULL , 100112418 , 9.472 , 0.92 , 23.04 , 0.57 , 11011100000000 , 00011100000010 , Power Law Model , Power Law Model , 1.12 , 1.06 , -4.1 , -3.07 , -5.12 , 5.12 , 0.00000105 , 1.1e-8 , 2.11 , 0.216
333 , GRB090726218 , 090726218 , 240.44996 , 36.75 , 270278049 , 58.74 , 48.917 , 7.06 , - , NULL , 090726218 , 3.84 , 0.57 , 7.68 , 0.72 , 11100000000000 , , undefined , undefined , 0 , 0 , 0 , 0 , 0 , 0 , 5.22e-7 , 2.06e-8 , 1.31 , 0.203
334 , GRB080815917 , 080815917 , 240.89996 , -47.8 , 240530406 , 332.963 , 3.55 , 6.3 , - , NULL , 080815917 , 0.384 , 0.18 , 0.83 , 0.32 , 00000000011000 , 00000000011001 , Power Law Model , Power Law Model , 1.11 , 1.18 , -0.13 , -0.06 , -0.13 , 0.38 , 4.69e-7 , 2.73e-8 , 3.26 , 0.206
335 , GRB090620901 , 090620901 , 241.38 , -43.02 , 267226657 , 336.417 , 6.885 , 8.27 , - , NULL , 090620901 , 0.448 , 0.23 , 0.96 , 0.27 , 00000001011100 , 00000000011101 , Power Law Model , Power Law Model , 1.02 , 0.96 , -0.45 , -0.38 , -0.51 , 0.38 , 4.31e-7 , 3.23e-8 , 2.08 , 0.142
336 , GRB090509215 , 090509 , 241.4 , -28.4 , 263538607 , 346.673 , 17.545 , 0 , - , 351525 , 090509215 , 245.763 , 1.45 , 283.84 , 2.46 , 00000001110100 , 00000001100101 , Comptonized Model , Comptonized Model , 1.12 , 1.34 , 18.43 , 19.46 , -2.05 , 23.55 , 0.00000542 , 7.36e-8 , 2.32 , 0.168
337 , GRB091231540 , 091231540 , 241.26 , 3.29 , 283957070 , 14.338 , 38.03 , 12.63 , - , NULL , 091231540 , 4.352 , 0.72 , 15.62 , 2.76 , 00011100000000 , 00011100000010 , Power Law Model , Power Law Model , 1.04 , 1.31 , -1.02 , 0 , -6.14 , 28.67 , 7.09e-7 , 2.75e-8 , 1.88 , 0.23
338 , GRB080806896 , 080806896 , 241.79996 , 46.7 , 239750981 , 73.472 , 47.119 , 2.9 , - , NULL , 080806896 , 28.032 , 1.38 , 75.78 , 4.19 , 11100000010000 , 11100000000010 , Comptonized Model , Smoothly Broken Power Law , 1.07 , 1.17 , 27.65 , 28.67 , -45.06 , 73.73 , 0.0000133 , 1.94e-7 , 8.18 , 0.209
339 , GRB091006360 , 091006360 , 243.11 , -31.04 , 276511128 , 345.839 , 14.624 , 12.85 , - , NULL , 091006360 , 0.064 , 0.18 , 0.19 , 0.09 , 01100100000000 , 01100100000010 , Power Law Model , Power Law Model , 1.02 , 0.98 , 0 , 0.06 , -0.19 , 0.13 , 1.14e-7 , 1.65e-8 , 1.7 , 0.211
340 , GRB100517154 , 100517154 , 243.59 , -10.37 , 295760530 , 2.682 , 28.168 , 4.21 , - , NULL , 100517154 , 24.576 , 0.57 , 30.46 , 0.81 , 00000001100100 , 00000001100101 , Smoothly Broken Power Law , Comptonized Model , 0.98 , 1.09 , 0 , 1.02 , -1.02 , 31.74 , 0.00000279 , 3.27e-8 , 9.12 , 0.367
341 , GRB090718720 , 090718 , 243.76 , -6.68 , 269630204 , 6.144 , 30.294 , 5.86 , - , NULL , 090718720 , 31.681 , 2.08 , 76.48 , 3.42 , 00010011000000 , 00010011000010 , Smoothly Broken Power Law , Power Law Model , 1.12 , 1.05 , 34.82 , 35.84 , -2.05 , 35.84 , 0.00000332 , 4.42e-8 , 1.73 , 0.196
342 , GRB100210101 , 100210101 , 244.37996 , 16.08 , 287461491 , 30.943 , 41.179 , 6.09 , - , NULL , 100210101 , 5.632 , 1.14 , 29.18 , 5.66 , 11100000011000 , 01100000010010 , Power Law Model , Power Law Model , 1.07 , 1.15 , 2.56 , 3.58 , -15.87 , 5.63 , 0.00000211 , 2.99e-8 , 3.23 , 0.17
343 , GRB080730520 , 080730 , 245.4 , 4.6 , 239113756 , 18.402 , 35.178 , 2.1 , - , NULL , 080730520 , 4.096 , 1.45 , 17.41 , 6.23 , 11000000011000 , 00000000011001 , Band Model , Band Model , 1.1 , 0.99 , 5.12 , 6.14 , -1.02 , 29.7 , 0.00000487 , 9.89e-8 , 5.6 , 0.224
344 , GRB091117080 , 091117080 , 246.54 , -73.93997 , 280115726 , 316.411 , -16.999 , 6.81 , - , NULL , 091117080 , 96 , 1.14 , 113.66 , 2.36 , 00100100000000 , 00100100000010 , Power Law Model , Comptonized Model , 0.94 , 1.37 , 100.35 , 101.38 , -7.17 , 107.52 , 0.00000368 , 4.23e-8 , 2.64 , 0.32
345 , GRB081025349 , 081025 , 245.39996 , 60.5 , 246615786 , 91.439 , 41.561 , 0 , - , 020089 , 081025349 , 16.384 , 0.92 , 22.53 , 0.72 , 00011001100000 , 00011000100001 , Comptonized Model , Comptonized Model , 1.04 , 1.16 , 1.02 , 2.05 , -1.02 , 45.06 , 0.00000632 , 1.18e-7 , 4.09 , 0.169
346 , GRB100424729 , 100424729 , 246.72 , -48.85 , 293823012 , 335.033 , 0.116 , 4.09 , - , NULL , 100424729 , 83.201 , 1.72 , 175.11 , 1.49 , 00000001100100 , 00000001100101 , Comptonized Model , Comptonized Model , 1.01 , 1.21 , 99.33 , 100.35 , -25.6 , 160.77 , 0.00000741 , 5.66e-8 , 2.75 , 0.286
347 , GRB080730786 , 080730786 , 246.6 , 28.7 , 239136699 , 48.032 , 42.897 , 2.1 , - , NULL , 080730786 , 4.096 , 1.45 , 13.31 , 4.22 , 11000010011000 , 11000000010001 , Band Model , Comptonized Model , 1.03 , 1.3 , 1.02 , 2.05 , -1.02 , 13.31 , 0.00000635 , 8.31e-8 , 14.6 , 0.225
348 , GRB090717111 , 090717B , 246.95 , 22.97 , 269491233 , 40.652 , 41.189 , 3.9 , - , NULL , 090717111 , 0.192 , 0.14 , 0.38 , 0.18 , 00010011100000 , 00010011000001 , Comptonized Model , Comptonized Model , 0.99 , 0.95 , 0 , 0.06 , -0.19 , 0.13 , 3.08e-7 , 2.59e-8 , 1.61 , 0.127
349 , GRB100111176 , 100111A , 247.04796 , 15.55089 , 284875971 , 31.58 , 38.604 , 0.001 , - , 382399 , 100111176 , 6.784 , 0.81 , 19.52 , 5.37 , 00010011000000 , 00010011000001 , Power Law Model , Power Law Model , 0.99 , 1.09 , 0 , 1.02 , -5.12 , 5.12 , 0.00000115 , 2.17e-8 , 2.75 , 0.161
350 , GRB100604287 , 100604287 , 248.29996 , -73.18997 , 297327216 , 317.344 , -16.888 , 3.64 , - , NULL , 100604287 , 3.968 , 0.23 , 13.44 , 0.87 , 11100000011000 , 00000000011001 , Comptonized Model , Comptonized Model , 0.95 , 1.08 , 3.07 , 4.1 , -3.07 , 21.5 , 0.00000551 , 4.22e-8 , 7.48 , 0.274
351 , GRB091109895 , 091109895 , 247.71996 , 42.31 , 279494922 , 66.743 , 43.295 , 4.09 , - , NULL , 091109895 , 20.224 , 2.06 , 30.98 , 4.58 , 11010000000000 , 11010000000010 , Comptonized Model , Comptonized Model , 1.01 , 1.15 , 1.02 , 2.05 , -2.05 , 25.6 , 0.00000202 , 4.19e-8 , 6.22 , 0.294
352 , GRB090602564 , 090602 , 248.94 , -65.02 , 265642344 , 323.905 , -11.747 , 3.38 , - , NULL , 090602564 , 7.168 , 1.09 , 20.74 , 7.21 , 00000000001100 , 00000000001101 , Comptonized Model , Comptonized Model , 1.14 , 1.11 , 0 , 1.02 , -2.05 , 9.22 , 0.00000279 , 5.69e-8 , 2.51 , 0.315
353 , GRB091030613 , 091030613 , 249 , 23.54 , 278606598 , 42.076 , 39.547 , 5.58 , - , NULL , 091030613 , 9.472 , 0.34 , 19.2 , 0.87 , 00011011000000 , 00011000000010 , Comptonized Model , Comptonized Model , 0.93 , 1.21 , 8.19 , 9.22 , -1.02 , 20.48 , 0.00000448 , 4.24e-8 , 3.8 , 0.203
354 , GRB081009140 , 081009 , 250.5 , 18.4 , 245215259 , 36.455 , 36.579 , 1 , - , NULL , 081009140 , 2.688 , 0.09 , 41.34 , 0.26 , 00011001100000 , 00011000000001 , Band Model , Band Model , 999 , 999 , 2.05 , 3.07 , -1.02 , 55.3 , 0.0000383 , 4.53e-8 , 117 , 0.617
355 , GRB090815946 , 090815946 , 251.26 , 52.93 , 272068908 , 80.726 , 40.16 , 2.35 , - , NULL , 090815946 , 186.624 , 2.11 , 212.99 , 1.95 , 11100000010000 , 11100000000010 , Power Law Model , Comptonized Model , 1.02 , 1.08 , -1.02 , 0 , -4.1 , 210.94 , 0.00000288 , 2.76e-8 , 1.47 , 0.187
356 , GRB091003191 , 091003A , 251.52 , 36.62469 , 276237347 , 59.354 , 40.055 , 0.00047 , 0.897 , 020115 , 091003191 , 13.312 , 0.72 , 20.22 , 0.36 , 00000001010000 , 00010010000001 , Band Model , Band Model , 1.04 , 1.23 , 18.43 , 19.46 , -1.02 , 32.77 , 0.0000233 , 7.77e-8 , 29.2 , 0.495
357 , GRB090531775 , 090531B , 252.06 , -36.05 , 265487758 , 347.197 , 5.745 , 0 , - , 353728 , 090531775 , 0.384 , 0.23 , 0.77 , 0.23 , 00000011010000 , 00000011010001 , Band Model , Comptonized Model , 1.12 , 1.17 , -0.06 , 0 , -1.09 , 0.83 , 3.18e-7 , 1.84e-8 , 3.4 , 0.248
