_id , roxa_name , RA, Dec, Redshift , Rmag , Bjmag , Vmag , Gmag , Radio_Flux_Density , X-ray_Flux, Source_classification , aox , aro , arx , X-rayLuminosityat0.1-2.4 keV, Radio_powerat1.4 GHz, Alpha_radio, other_name, LII, BII
409 , "ROXA J122906.59+020308.49" , 187.2775 , 2.05236 , 0.16 , 12.9 , 0 , 0 , 13 , 54992.2 , 1.1e-10 , "QSO RLoud flat radio sp." , 1.26 , 0.61 , 0.84 , "7.499e+45" , "3.749e+34" , "--" , "1RXS J122906.5+0203" , "289.95" , "64.35"
410 , "ROXA J122916.3+042321.01" , 187.31792 , 4.38917 , 1.03 , 18.5 , 0 , 0 , 18.7 , 256.8 , 3.9e-13 , "QSO RLoud flat radio sp." , 1.29 , 0.56 , 0.85 , "2.170e+45" , "1.429e+34" , 0.32 , "1RXS J122917.3+0422" , "288.87" , "66.65"
411 , "ROXA J123106.79+475907.8" , 187.77833 , 47.9855 , 1.83 , 20.6 , 0 , 0 , 20.5 , 145.7 , 2.4e-13 , "QSO RLoud steep radio sp." , 1.05 , 0.66 , 0.85 , "5.553e+45" , "3.371e+34" , "--" , "1RXS J123107.5+4759" , "132.35" , "68.77"
412 , "ROXA J123131.3+641418.31" , 187.88042 , 64.23842 , 0.16 , 16.5 , 0 , 0 , 17.3 , 58.9 , 4.4e-12 , "BL Lac" , 1.2 , 0.31 , 0.62 , "3.212e+44" , "4.300e+31" , 0.41 , "1RXS J123132.5+6414" , "126.5" , "52.75"
413 , "ROXA J123159.99-022404.71" , 188 , -2.40131 , 1.04 , 16.8 , 0 , 0 , 17.1 , 1647.8 , 6.2e-13 , "QSO RLoud flat radio sp." , 1.47 , 0.58 , 0.92 , "3.593e+45" , "9.550e+34" , 0.4 , "1RXS J123201.4-0224" , "293.15" , "60.09"
414 , "ROXA J123157.0+542028.71" , 187.9875 , 54.34131 , 0.52 , 19.2 , 0 , 0 , 19.1 , 61.9 , 4.6e-13 , "QSO RLoud steep radio sp." , 1.2 , 0.46 , 0.73 , "4.763e+44" , "6.409e+32" , 0.72 , "1RXS J123157.5+5420" , "129.09" , "62.55"
415 , "ROXA J123304.09-003140.58" , 188.26708 , -0.52794 , 0.47 , 17.8 , 16.9 , 0 , 17.7 , 92.1 , 4.1e-13 , "QSO RLoud flat radio sp." , 1.16 , 0.59 , 0.81 , "3.411e+44" , "7.662e+32" , 0.04 , "1RXS J123304.2-0031" , "293.11" , "61.99"
416 , "ROXA J123349.2+502622.7" , 188.455 , 50.43964 , 0.21 , 17.5 , 0 , 0 , 18.3 , 283.4 , 2e-13 , "BL Lac" , 1.56 , 0.53 , 0.88 , "2.482e+43" , "3.516e+32" , 0.4 , "1RXS J123348.2+5026" , "129.96" , "66.44"
417 , "ROXA J123413.3+475351.28" , 188.55542 , 47.89758 , 0.37 , 16.8 , 0 , 0 , 17.1 , 356.5 , 5.8e-13 , "QSO RLoud flat radio sp." , 1.51 , 0.48 , 0.85 , "2.777e+44" , "1.707e+33" , "--" , "1RXS J123413.3+4753" , "130.98" , "68.96"
418 , "ROXA J123709.29+663518.38" , 189.28875 , 66.58844 , 0.85 , 18.1 , 0 , 0 , 18.3 , 335.3 , 3e-13 , "QSO RLoud steep radio sp." , 1.06 , 0.69 , 0.85 , "1.055e+45" , "1.179e+34" , 0.72 , "1RXS J123706.9+6635" , "125.16" , "50.47"
419 , "ROXA J123738.99+625842.81" , 189.4125 , 62.97856 , 0.3 , 17.9 , 0 , 0 , 18.4 , 12.6 , 4e-12 , "BL Lac" , 0.75 , 0.42 , 0.55 , "1.127e+45" , "3.550e+31" , "--" , "1RXS J123739.2+6258" , "125.6" , "54.07"
420 , "ROXA J123807.69+532555.99" , 189.53208 , 53.43222 , 0.35 , 17.3 , 0 , 0 , 17.3 , 116.8 , 3.3e-12 , "QSO RLoud flat radio sp." , 1.17 , 0.38 , 0.66 , "1.334e+45" , "4.721e+32" , 0.61 , "1RXS J123808.3+5326" , "127.38" , "63.58"
421 , "ROXA J123825.99+443137.09" , 189.60833 , 44.52697 , 0.31 , 19.4 , 0 , 0 , 20.2 , 12.9 , 3.2e-13 , "BL Lac" , 1.18 , 0.42 , 0.69 , "1.010e+44" , "4.073e+31" , "--" , "1RXS J123826.1+4431" , "130.61" , "72.4"
422 , "ROXA J123859.1+360921.49" , 189.74625 , 36.15597 , "--" , 19.3 , 0 , 0 , 19.4 , 16.7 , 1.4e-12 , "QSO RLoud" , 1.02 , 0.42 , 0.62 , "0.000" , "0.000" , "--" , "1RXS J123859.9+3609" , "138.49" , "80.59"
423 , "ROXA J123922.69+413251.5" , 189.84458 , 41.54764 , "--" , 19.7 , 0 , 0 , 19.9 , 9.2 , 2.7e-12 , "BL Lac" , 0.84 , 0.41 , 0.55 , "0.000" , "0.000" , "--" , "1RXS J123923.1+4132" , "131.89" , "75.37"
424 , "ROXA J123932.69+044305.3" , 189.88625 , 4.71814 , 1.76 , 20.3 , 0 , 0 , 20.5 , 354.5 , 4.2e-13 , "QSO RLoud flat radio sp." , 0.98 , 0.74 , 0.88 , "8.890e+45" , "7.503e+34" , 0.09 , "1RXS J123933.9+0443" , "295.19" , "67.4"
425 , "ROXA J124140.9+344038.49" , 190.42042 , 34.67736 , "--" , 19.5 , 0 , 0 , 19.8 , 10.4 , 2.2e-12 , "BL Lac" , 0.66 , 0.53 , 0.57 , "0.000" , "0.000" , "--" , "1RXS J124141.2+3440" , "137.81" , "82.16"
426 , "ROXA J124148.19+063601.11" , 190.45083 , 6.60031 , 0.15 , 18.5 , 0 , 0 , 18.7 , 16.6 , 1.8e-12 , "BL Lac" , 1.08 , 0.36 , 0.61 , "1.095e+44" , "1.010e+31" , "--" , "1RXS J124148.3+0636" , "296.13" , "69.34"
427 , "ROXA J124312.7+362743.99" , 190.80292 , 36.46222 , "--" , 15.9 , 0 , 0 , 16.1 , 148 , 1.6e-11 , "BL Lac" , 1.13 , 0.35 , 0.61 , "0.000" , "0.000" , "--" , "1RXS J124312.5+3627" , "133" , "80.5"
428 , "ROXA J124308.89+521244.99" , 190.78708 , 52.2125 , 0.2 , 17.2 , 0 , 0 , 18.4 , 38.9 , 2.4e-13 , "BL Lac" , 1.54 , 0.33 , 0.75 , "2.757e+43" , "4.469e+31" , 0.55 , "1RXS J124308.9+5212" , "125.92" , "64.86"
429 , "ROXA J124323.8+051446.28" , 190.84917 , 5.24619 , 0.16 , 16.6 , 0 , 0 , 17.3 , 12.5 , 1.1e-12 , "QSO RLoud" , 1.42 , 0.2 , 0.62 , "8.139e+43" , "9.249e+30" , "--" , "1RXS J124324.1+0514" , "297.57" , "68.03"
430 , "ROXA J124510.0+570954.28" , 191.29167 , 57.16508 , "--" , 17.4 , 0 , 0 , 17.8 , 83.9 , 5.3e-13 , "BL Lac" , 1.45 , 0.46 , 0.8 , "0.000" , "0.000" , -0.15 , "1RXS J124510.5+5710" , "124.62" , "59.94"
431 , "ROXA J124538.29+551132.6" , 191.40958 , 55.19239 , 1.55 , 18.7 , 0 , 0 , 19 , 279.5 , 2.9e-13 , "QSO RLoud steep radio sp." , 1.29 , 0.52 , 0.83 , "4.512e+45" , "4.349e+34" , 0.9 , "1RXS J124537.4+5511" , "124.69" , "61.91"
432 , "ROXA J124559.89+434626.9" , 191.49958 , 43.77414 , 1.15 , 17.7 , 0 , 0 , 17.8 , 76.5 , 3.2e-13 , "QSO RLoud flat radio sp." , 1.45 , 0.4 , 0.79 , "2.361e+45" , "5.645e+33" , "--" , "1RXS J124601.9+4346" , "126.35" , "73.31"
433 , "ROXA J124700.7+442318.7" , 191.75292 , 44.38853 , 0.6 , 18.6 , 0 , 0 , 18.9 , 10.7 , 3.6e-12 , "BL Lac" , 0.92 , 0.32 , 0.55 , "5.280e+45" , "1.569e+32" , "--" , "1RXS J124701.3+4423" , "125.59" , "72.71"
434 , "ROXA J124720.7+320900.68" , 191.83625 , 32.15019 , 0.95 , 17.6 , 0 , 0 , 17.9 , 477.6 , 1e-12 , "QSO RLoud steep radio sp." , 1.27 , 0.56 , 0.83 , "4.589e+45" , "2.191e+34" , "--" , "1RXS J124720.9+3209" , "132.72" , "84.9"
435 , "ROXA J124818.7+582028.89" , 192.07792 , 58.34136 , "--" , 15.3 , 0 , 0 , 15.6 , 245.4 , 6.4e-12 , "BL Lac" , 1.36 , 0.4 , 0.73 , "0.000" , "0.000" , -0.31 , "1RXS J124818.9+5820" , "123.72" , "58.78"
436 , "ROXA J124834.3+512807.78" , 192.14292 , 51.46883 , 0.35 , 17.6 , 0 , 0 , 18.2 , 114.9 , 5.2e-13 , "BL Lac" , 1.39 , 0.46 , 0.79 , "2.159e+44" , "4.771e+32" , 0.22 , "1RXS J124832.1+5128" , "124.01" , "65.65"
437 , "ROXA J124944.29+655753.78" , 192.43458 , 65.96494 , 0.72 , 18.2 , 0 , 0 , 18.1 , 199.1 , 5.6e-13 , "QSO RLoud steep radio sp." , 1.31 , 0.48 , 0.79 , "1.289e+45" , "4.583e+33" , 0.63 , "1RXS J124944.8+6558" , "123.2" , "51.16"
438 , "ROXA J125227.0+442737.9" , 193.1125 , 44.46053 , 1.35 , 18.5 , 0 , 0 , 18.8 , 303.7 , 2.7e-13 , "QSO RLoud steep radio sp." , 1.34 , 0.58 , 0.88 , "2.947e+45" , "3.314e+34" , "--" , "1RXS J125227.4+4428" , "122.32" , "72.66"
439 , "ROXA J125226.29+563419.7" , 193.10958 , 56.57214 , 0.32 , 17.6 , 0 , 0 , 17.9 , 2288.9 , 2.8e-12 , "QSO RLoud steep radio sp." , 1.13 , 0.64 , 0.82 , "9.374e+44" , "7.663e+33" , 0.85 , "1RXS J125228.7+5634" , "122.65" , "60.55"
440 , "ROXA J125224.7+645135.99" , 193.10292 , 64.86 , 0.31 , 17.9 , 0 , 0 , 18.1 , 43.3 , 1.8e-12 , "QSO RLoud flat radio sp." , 1.16 , 0.37 , 0.65 , "5.683e+44" , "1.367e+32" , 0.46 , "1RXS J125223.7+6451" , "122.76" , "52.26"
441 , "ROXA J125248.19+474043.71" , 193.20083 , 47.67881 , 0.92 , 18.8 , 0 , 0 , 19.1 , 130.2 , 3e-13 , "QSO RLoud steep radio sp." , 1.29 , 0.54 , 0.83 , "1.278e+45" , "5.548e+33" , "--" , "1RXS J125247.3+4740" , "122.27" , "69.44"
442 , "ROXA J125300.89+382625.69" , 193.25375 , 38.44047 , 0.37 , 18.9 , 0 , 0 , 19.6 , 4.9 , 6.5e-12 , "BL Lac" , 0.76 , 0.3 , 0.47 , "3.092e+45" , "2.331e+31" , "--" , "1RXS J125301.0+3826" , "121.35" , "78.68"
443 , "ROXA J125311.89+530111.6" , 193.29958 , 53.01989 , "--" , 17.3 , 0 , 0 , 17.7 , 488.3 , 4.8e-13 , "BL Lac" , 1.48 , 0.57 , 0.88 , "0.000" , "0.000" , 0.25 , "1RXS J125311.9+5301" , "122.32" , "64.1"
444 , "ROXA J125346.99+032630.29" , 193.44583 , 3.44175 , 0.07 , 14.8 , 0 , 0 , 15.6 , 107.1 , 2.9e-12 , "BL Lac" , 1.53 , 0.24 , 0.68 , "3.055e+43" , "1.128e+31" , 0.37 , "1RXS J125347.3+0326" , "304.38" , "66.3"
445 , "ROXA J125359.29+624257.6" , 193.49708 , 62.716 , 0.32 , 18.8 , 0 , 0 , 19.3 , 12.1 , 5.7e-13 , "BL Lac" , 1.2 , 0.36 , 0.66 , "1.854e+44" , "3.935e+31" , "--" , "1RXS J125400.1+6243" , "122.42" , "54.41"
446 , "ROXA J125438.2+114105.78" , 193.65917 , 11.68494 , 0.87 , 16.7 , 0 , 0 , 16.8 , 793.3 , 1.3e-12 , "QSO RLoud flat radio sp." , 1.38 , 0.52 , 0.85 , "4.827e+45" , "2.946e+34" , "--" , "1RXS J125438.5+1141" , "305.87" , "74.53"
447 , "ROXA J125436.89+421644.18" , 193.65375 , 42.27894 , 0.9 , 19.2 , 0 , 0 , 19.3 , 3.8 , 2.9e-13 , "QSO RLoud" , 1.25 , 0.26 , 0.63 , "1.174e+45" , "1.538e+32" , "--" , "1RXS J125436.6+4216" , "120.68" , "74.83"
448 , "ROXA J125500.4+034042.99" , 193.75167 , 3.67861 , 0.44 , 17.9 , 0 , 0 , 17.9 , 117.9 , 1.3e-12 , "QSO RLoud flat radio sp." , 1.22 , 0.45 , 0.73 , "9.047e+44" , "8.205e+32" , 0.35 , "1RXS J125458.4+0340" , "305.16" , "66.53"
449 , "ROXA J125544.89+612450.79" , 193.93708 , 61.41411 , 2.06 , 19.8 , 0 , 0 , 19.9 , 98.9 , 3.2e-13 , "QSO RLoud flat radio sp." , 1.1 , 0.6 , 0.82 , "9.889e+45" , "3.056e+34" , 0.02 , "1RXS J125544.4+6125" , "122.01" , "55.7"
450 , "ROXA J125638.99+060906.58" , 194.1625 , 6.15183 , 0.42 , 18.5 , 0 , 0 , 19.4 , 64.9 , 1.4e-12 , "BL Lac" , 1.06 , 0.47 , 0.69 , "9.018e+44" , "4.181e+32" , 0.44 , "1RXS J125639.3+0609" , "306.54" , "68.98"
451 , "ROXA J125716.09+364719.21" , 194.31708 , 36.78867 , 0.28 , 17.7 , 0 , 0 , 18 , 72.7 , 7.1e-13 , "Radio Galaxy radio loud/flat spectrum" , 1.34 , 0.42 , 0.75 , "1.747e+44" , "1.789e+32" , "--" , "1RXS J125716.0+3647" , "116.01" , "80.26"
452 , "ROXA J125945.1+031726.19" , 194.93792 , 3.29061 , 1.53 , 19.1 , 0 , 0 , 19.4 , 55 , 4e-13 , "QSO RLoud" , 1.17 , 0.48 , 0.76 , "5.960e+45" , "8.195e+33" , "--" , "1RXS J125944.5+0317" , "308.05" , "66.07"
453 , "ROXA J130123.39+501832.0" , 195.3475 , 50.30889 , 0.39 , 18.8 , 0 , 0 , 18.9 , 56.4 , 4.4e-13 , "QSO RLoud flat radio sp." , 1.27 , 0.44 , 0.74 , "2.283e+44" , "2.927e+32" , 0.58 , "1RXS J130123.8+5018" , "118.9" , "66.74"
454 , "ROXA J130145.6+405624.61" , 195.44 , 40.94017 , "--" , 18.1 , 0 , 0 , 18.4 , 29.1 , 1.4e-12 , "BL Lac" , 1.19 , 0.38 , 0.66 , "0.000" , "0.000" , "--" , "1RXS J130145.3+4056" , "114.83" , "76.02"
455 , "ROXA J130217.2+481917.68" , 195.57167 , 48.32158 , 0.87 , 17.9 , 0 , 0 , 18.1 , 129.5 , 5.6e-13 , "QSO RLoud flat radio sp." , 1.33 , 0.54 , 0.84 , "2.097e+45" , "4.849e+33" , -0.43 , "1RXS J130217.5+4819" , "117.96" , "68.7"
456 , "ROXA J130252.39+574837.58" , 195.71833 , 57.81044 , "--" , 19.5 , 0 , 0 , 20 , 321.1 , 3.1e-13 , "BL Lac" , 1.21 , 0.79 , 0.93 , "0.000" , "0.000" , -0.52 , "1RXS J130251.7+5748" , "119.95" , "59.25"
457 , "ROXA J130349.99+484846.8" , 195.95833 , 48.813 , 0.6 , 18.8 , 0 , 0 , 18.8 , 79.1 , 6.6e-13 , "QSO RLoud flat radio sp." , 1.19 , 0.45 , 0.72 , "9.958e+44" , "1.193e+33" , 0.7 , "1RXS J130350.8+4848" , "117.43" , "68.18"
458 , "ROXA J130412.19+044016.78" , 196.05083 , 4.67133 , 0.43 , 18.6 , 0 , 0 , 23.7 , 36.1 , 1.5e-12 , "QSO RLoud" , 0.74 , 0.6 , 0.66 , "1.021e+45" , "2.458e+32" , "--" , "1RXS J130412.1+0440" , "311.21" , "67.33"
459 , "ROXA J130603.29+552943.79" , 196.51375 , 55.4955 , 1.6 , 18.2 , 0 , 0 , 18.3 , 133.2 , 3.1e-13 , "QSO RLoud flat radio sp." , 1.37 , 0.56 , 0.88 , "5.183e+45" , "2.227e+34" , -0.52 , "1RXS J130604.0+5529" , "118.59" , "61.51"
460 , "ROXA J130629.89+474132.31" , 196.62458 , 47.69231 , 2.52 , 18.3 , 0 , 0 , 18.5 , 54.1 , 3e-13 , "QSO RLoud flat radio sp." , 1.33 , 0.4 , 0.78 , "1.526e+46" , "2.752e+34" , "--" , "1RXS J130627.8+4741" , "115.77" , "69.22"
461 , "ROXA J130753.89+064213.78" , 196.97458 , 6.70383 , 0.6 , 17 , 0 , 0 , 16.9 , 1123.2 , 1.3e-12 , "QSO RLoud steep radio sp." , 1.36 , 0.58 , 0.87 , "1.930e+45" , "1.667e+34" , "--" , "1RXS J130753.0+0642" , "314.51" , "69.2"
462 , "ROXA J130851.3+472954.88" , 197.21375 , 47.49858 , 0.88 , 18.9 , 0 , 0 , 19 , 77.7 , 5.3e-13 , "QSO RLoud flat radio sp." , 1.19 , 0.5 , 0.77 , "2.041e+45" , "2.992e+33" , "--" , "1RXS J130853.4+4729" , "114.56" , "69.34"
463 , "ROXA J130925.49+430505.49" , 197.35625 , 43.08486 , "--" , 17 , 0 , 0 , 17.3 , 60.1 , 7.1e-13 , "BL Lac" , 1.47 , 0.36 , 0.74 , "0.000" , "0.000" , "--" , "1RXS J130925.2+4305" , "111.2" , "73.63"
464 , "ROXA J131027.79+322034.11" , 197.61583 , 32.34281 , 1 , 17.6 , 0 , 0 , 18 , 1687.2 , 8.5e-13 , "BL Lac" , 1.29 , 0.67 , 0.91 , "4.406e+45" , "8.746e+34" , "--" , "1RXS J131028.7+3220" , "85.69" , "83.35"
465 , "ROXA J131106.4+003509.99" , 197.77667 , 0.58611 , "--" , 17.8 , 18.1 , 0 , 18.2 , 17.8 , 1.7e-12 , "BL Lac" , 1.19 , 0.32 , 0.62 , "0.000" , "0.000" , "--" , "1RXS J131106.4+0035" , "313.82" , "63.03"
466 , "ROXA J131103.19+551354.4" , 197.76333 , 55.23178 , 0.92 , 19.2 , 0 , 0 , 19.5 , 425.3 , 3.2e-13 , "QSO RLoud flat radio sp." , 1.22 , 0.71 , 0.92 , "1.375e+45" , "1.827e+34" , -0.11 , "1RXS J131101.8+5513" , "117.03" , "61.67"
467 , "ROXA J131059.69+635410.9" , 197.74875 , 63.90303 , 0.13 , 15.2 , 0 , 0 , 16.3 , 493.4 , 3.6e-13 , "Radio Galaxy" , 1.79 , 0.37 , 0.86 , "1.685e+43" , "2.310e+32" , 0.79 , "1RXS J131100.8+6353" , "119.35" , "53.09"
468 , "ROXA J131155.69+085340.88" , 197.98208 , 8.89469 , 0.47 , 19.3 , 0 , 0 , 20 , 5.5 , 4.7e-12 , "BL Lac" , 0.75 , 0.34 , 0.49 , "3.871e+45" , "4.530e+31" , "--" , "1RXS J131156.0+0853" , "318.76" , "71.13"
469 , "ROXA J131211.09+480925.3" , 198.04625 , 48.15703 , 0.71 , 17.1 , 0 , 0 , 17.2 , 161.5 , 9.3e-13 , "QSO RLoud flat radio sp." , 1.38 , 0.39 , 0.76 , "2.126e+45" , "3.692e+33" , 0.53 , "1RXS J131211.3+4809" , "113.42" , "68.58"
470 , "ROXA J131330.1+020105.8" , 198.37542 , 2.01828 , 0.36 , 18.4 , 18.6 , 0 , 21.5 , 61.3 , 6.9e-13 , "BL Lac" , 1.04 , 0.56 , 0.74 , "2.961e+44" , "2.631e+32" , 0.26 , "1RXS J131330.9+0201" , "315.74" , "64.33"
471 , "ROXA J131548.4+420150.48" , 198.95167 , 42.03069 , "--" , 18.2 , 0 , 0 , 19.5 , 265.3 , 7.6e-13 , "Starburst galaxy" , 1.16 , 0.59 , 0.82 , "6.690e+39" , "2.335e+28" , "--" , "1RXS J131549.3+4201" , "106" , "74.28"
472 , "ROXA J131614.5+023938.91" , 199.06042 , 2.66081 , 0.85 , 19.1 , 0 , 0 , 19.1 , 167.1 , 4.9e-13 , "QSO RLoud steep radio sp." , 1.18 , 0.52 , 0.77 , "1.723e+45" , "5.876e+33" , 0.85 , "1RXS J131614.2+0239" , "317.62" , "64.82"
473 , "ROXA J131706.0+465034.9" , 199.275 , 46.84303 , 1.03 , 20.2 , 0 , 0 , 20.6 , 3.3 , 1.6e-13 , "QSO RLoud" , 1.17 , 0.34 , 0.66 , "8.903e+44" , "1.836e+32" , "--" , "1RXS J131705.4+4650" , "110.23" , "69.64"
474 , "ROXA J131931.9+140518.2" , 199.88292 , 14.08839 , 0.57 , 17.7 , 0 , 0 , 18 , 77.1 , 9.7e-12 , "BL Lac" , 0.89 , 0.42 , 0.6 , "1.293e+46" , "1.028e+33" , "--" , "1RXS J131931.7+1405" , "331" , "75.4"
475 , "ROXA J131946.09+514805.68" , 199.94208 , 51.80158 , 1.06 , 16.8 , 0 , 0 , 17 , 1093.4 , 6.3e-13 , "QSO RLoud flat radio sp." , 1.47 , 0.56 , 0.91 , "3.800e+45" , "6.595e+34" , "--" , "1RXS J131946.5+5148" , "112.63" , "64.75"
476 , "ROXA J132010.19+452208.29" , 200.0425 , 45.36897 , 0.6 , 19.7 , 0 , 0 , 19.8 , 16.5 , 3.9e-13 , "QSO RLoud" , 1.13 , 0.44 , 0.7 , "5.720e+44" , "2.420e+32" , "--" , "1RXS J132010.7+4521" , "107.37" , "70.88"
477 , "ROXA J132103.4+123748.21" , 200.26417 , 12.63006 , 0.69 , 18.6 , 0 , 0 , 18.6 , 53.8 , 4.3e-13 , "QSO RLoud" , 1.29 , 0.44 , 0.76 , "8.914e+44" , "1.115e+33" , "--" , "1RXS J132102.4+1237" , "329.94" , "73.92"
478 , "ROXA J132139.49+002357.51" , 200.41458 , 0.39931 , 1.62 , 17.6 , 0 , 0 , 17.8 , 163.2 , 4e-13 , "QSO RLoud flat radio sp." , 1.41 , 0.44 , 0.81 , "6.864e+45" , "2.800e+34" , 0.4 , "1RXS J132139.2+0024" , "319.36" , "62.3"
479 , "ROXA J132301.0+043951.3" , 200.75417 , 4.66425 , 0.22 , 17.6 , 0 , 0 , 19 , 37.1 , 4.5e-12 , "BL Lac" , 0.98 , 0.4 , 0.6 , "6.667e+44" , "5.496e+31" , "--" , "1RXS J132301.1+0440" , "322.84" , "66.3"
480 , "ROXA J132419.6+041906.99" , 201.08167 , 4.31861 , 0.26 , 16.7 , 0 , 0 , 18.2 , 158.8 , 2.4e-12 , "QSO RLoud steep radio sp." , 1.21 , 0.37 , 0.67 , "5.117e+44" , "3.386e+32" , 1.03 , "1RXS J132419.9+0419" , "323.35" , "65.87"
481 , "ROXA J132400.89+573916.41" , 201.00375 , 57.65456 , 0.12 , 15.8 , 0 , 0 , 16.8 , 44.3 , 2.3e-12 , "BL Lac" , 1.4 , 0.26 , 0.65 , "7.864e+43" , "1.515e+31" , "--" , "1RXS J132400.2+5739" , "114.48" , "58.93"
482 , "ROXA J132437.0+115329.5" , 201.15417 , 11.89153 , 0.56 , 20.4 , 0 , 0 , 21.9 , 2.6 , 5.4e-13 , "BL Lac" , 0.88 , 0.38 , 0.57 , "6.929e+44" , "3.336e+31" , "--" , "1RXS J132435.0+1153" , "331.6" , "72.88"
483 , "ROXA J132541.89-022810.09" , 201.42458 , -2.46947 , 0.81 , 19.9 , 20 , 0 , 20.1 , 9.1 , 2.8e-12 , "BL Lac" , 0.76 , 0.4 , 0.55 , "8.615e+45" , "2.800e+32" , "--" , "1RXS J132542.1-0228" , "319.86" , "59.26"
484 , "ROXA J132558.9+411506.08" , 201.49542 , 41.25169 , 0.31 , 18.6 , 0 , 0 , 19.4 , 147.4 , 2.8e-13 , "BL Lac" , 1.33 , 0.57 , 0.84 , "8.710e+43" , "4.585e+32" , "--" , "1RXS J132559.0+4115" , "98.44" , "74.19"
485 , "ROXA J132626.59+032627.7" , 201.61083 , 3.44103 , 1 , 17.3 , 0 , 0 , 17.5 , 426.8 , 4.6e-13 , "QSO RLoud steep radio sp." , 1.45 , 0.48 , 0.84 , "2.432e+45" , "2.257e+34" , 0.68 , "1RXS J132626.5+0326" , "323.89" , "64.87"
486 , "ROXA J132614.89+293330.88" , 201.56208 , 29.55858 , 0.43 , 18.1 , 0 , 0 , 18.4 , 5.7 , 3.9e-12 , "BL Lac" , 0.29 , 0.59 , 0.51 , "2.626e+45" , "3.839e+31" , "--" , "1RXS J132615.0+2933" , "52.56" , "81.96"
487 , "ROXA J132722.9+033724.99" , 201.84542 , 3.62361 , 0.22 , 18.1 , 0 , 0 , 19.7 , 7.3 , 1.2e-12 , "BL Lac" , 1.36 , 0.18 , 0.59 , "1.796e+44" , "1.092e+31" , "--" , "1RXS J132722.8+0337" , "324.55" , "64.97"
488 , "ROXA J132731.6+455228.59" , 201.88167 , 45.87461 , 0.79 , 18.9 , 0 , 0 , 18.9 , 80.8 , 5.6e-13 , "QSO RLoud steep radio sp." , 1.19 , 0.5 , 0.77 , "1.640e+45" , "2.367e+33" , "--" , "1RXS J132729.9+4553" , "104.37" , "69.93"
489 , "ROXA J132830.49+113132.8" , 202.12708 , 11.52578 , "--" , 20.8 , 0 , 0 , 21.1 , 75.3 , 4.2e-13 , "BL Lac candidate " , 0.97 , 0.68 , 0.78 , "0.000" , "0.000" , "--" , "1RXS J132829.4+1131" , "333.88" , "72.13"
490 , "ROXA J132909.19+480109.58" , 202.28833 , 48.01933 , 0.93 , 16.4 , 0 , 0 , 16.5 , 50.4 , 4.8e-13 , "QSO RLoud" , 1.59 , 0.26 , 0.75 , "2.084e+45" , "2.188e+33" , "--" , "1RXS J132911.8+4801" , "106.03" , "67.85"
491 , "ROXA J133005.29+541451.5" , 202.52208 , 54.24764 , 0.84 , 18.4 , 0 , 0 , 18.4 , 89.7 , 2.2e-13 , "QSO RLoud steep radio sp." , 1.42 , 0.44 , 0.81 , "7.449e+44" , "3.037e+33" , 0.54 , "1RXS J133008.3+5414" , "110.88" , "61.96"
492 , "ROXA J133021.49+444120.29" , 202.58958 , 44.68897 , "--" , 18.5 , 0 , 0 , 18.8 , 21.2 , 1.3e-12 , "BL Lac" , 1.14 , 0.39 , 0.64 , "0.000" , "0.000" , "--" , "1RXS J133021.4+4441" , "101.51" , "70.78"
493 , "ROXA J133105.59-002221.21" , 202.77333 , -0.37256 , 0.24 , 18.3 , 18.3 , 0 , 19.4 , 10.1 , 5.2e-13 , "BL Lac" , 1.25 , 0.33 , 0.65 , "9.260e+43" , "1.799e+31" , "--" , "1RXS J133106.0-0022" , "323.65" , "60.89"
494 , "ROXA J133107.3+303016.2" , 202.78042 , 30.5045 , 0.85 , 17.2 , 0 , 0 , 17.3 , 14903.3 , 3.4e-13 , "QSO RLoud steep radio sp." , 1.53 , 0.82 , 1.09 , "1.175e+45" , "5.150e+35" , "--" , "1RXS J133108.2+3030" , "56.49" , "80.68"
495 , "ROXA J133235.89+541900.98" , 203.14958 , 54.31694 , 0.11 , 15.1 , 0 , 0 , 16.2 , 12.9 , 1.1e-12 , "Radio Galaxy" , 1.63 , 0.1 , 0.62 , "3.222e+43" , "3.778e+30" , "--" , "1RXS J133236.5+5418" , "110.2" , "61.78"
496 , "ROXA J133245.19+472222.58" , 203.18833 , 47.37294 , 0.67 , 17.4 , 0 , 0 , 17.7 , 233.7 , 4.5e-13 , "QSO RLoud flat radio sp." , 1.45 , 0.54 , 0.88 , "8.743e+44" , "4.541e+33" , -0.29 , "1RXS J133243.8+4722" , "103.84" , "68.19"
497 , "ROXA J133301.69+394909.08" , 203.25708 , 39.81919 , 0.81 , 19 , 0 , 0 , 19 , 67.2 , 2e-13 , "QSO RLoud steep radio sp." , 1.35 , 0.49 , 0.81 , "6.135e+44" , "2.061e+33" , "--" , "1RXS J133300.9+3949" , "91.34" , "74.65"
498 , "ROXA J133248.49+533120.6" , 203.20208 , 53.52239 , 1.56 , 19 , 0 , 0 , 19.1 , 26.5 , 4.2e-13 , "QSO RLoud" , 1.19 , 0.4 , 0.72 , "6.576e+45" , "4.149e+33" , "--" , "1RXS J133247.5+5331" , "109.55" , "62.52"
