_id , roxa_name , RA, Dec, Redshift , Rmag , Bjmag , Vmag , Gmag , Radio_Flux_Density , X-ray_Flux, Source_classification , aox , aro , arx , X-rayLuminosityat0.1-2.4 keV, Radio_powerat1.4 GHz, Alpha_radio, other_name, LII, BII
140 , "ROXA J085220.4+473458.4" , 133.085 , 47.58289 , 2.42 , 20.2 , 0 , 0 , 20.4 , 67.7 , 1.4e-12 , "QSO RLoud flat radio sp." , 0.78 , 0.55 , 0.69 , "6.437e+46" , "3.113e+34" , 0.44 , "1RXS J085218.0+4734" , "172.18" , "39.7"
141 , "ROXA J085205.1+283359.68" , 133.02125 , 28.56658 , 1.28 , 19 , 0 , 0 , 19.3 , 232.7 , 5.3e-13 , "QSO RLoud flat radio sp." , 1.15 , 0.6 , 0.83 , "5.118e+45" , "2.247e+34" , "--" , "1RXS J085205.3+2834" , "196.47" , "37.64"
142 , "ROXA J085409.79+440830.19" , 133.54083 , 44.14172 , "--" , 16.9 , 0 , 0 , 17.1 , 79.9 , 3.5e-12 , "BL Lac" , 1.23 , 0.39 , 0.68 , "0.000" , "0.000" , 0.03 , "1RXS J085407.7+4408" , "176.66" , "40.05"
143 , "ROXA J085442.0+575729.91" , 133.675 , 57.95831 , 1.32 , 17.7 , 0 , 0 , 18.1 , 1102.2 , 5.6e-13 , "QSO RLoud flat radio sp." , 1.33 , 0.67 , 0.93 , "5.780e+45" , "1.138e+35" , -0.06 , "1RXS J085441.7+5757" , "158.78" , "38.93"
144 , "ROXA J085456.59+481211.01" , 133.73583 , 48.20306 , 0.19 , 16.6 , 0 , 0 , 17.8 , 5.7 , 6.2e-13 , "Radio Galaxy" , 1.48 , 0.15 , 0.61 , "6.060e+43" , "5.571e+30" , "--" , "1RXS J085500.0+4812" , "171.35" , "40.11"
145 , "ROXA J085516.19+561656.78" , 133.8175 , 56.28244 , 0.44 , 18.2 , 0 , 0 , 18.1 , 5.6 , 6.4e-13 , "QSO RLoud" , 1.3 , 0.22 , 0.61 , "4.576e+44" , "4.004e+31" , "--" , "1RXS J085517.4+5616" , "160.89" , "39.3"
146 , "ROXA J085500.19+302052.29" , 133.75083 , 30.34786 , 0.29 , 17.8 , 0 , 0 , 19.3 , 35.2 , 1e-12 , "Radio Galaxy-galaxy dominated" , 1.19 , 0.41 , 0.69 , "2.583e+44" , "9.093e+31" , "--" , "1RXS J085459.3+3021" , "194.44" , "38.66"
147 , "ROXA J085608.5+541854.79" , 134.03542 , 54.31522 , 0.26 , 16.5 , 0 , 0 , 18 , 58.7 , 2.4e-12 , "BL Lac" , 1.24 , 0.31 , 0.64 , "4.941e+44" , "1.208e+32" , 0.68 , "1RXS J085610.0+5418" , "163.39" , "39.72"
148 , "ROXA J085548.49+423712.79" , 133.95208 , 42.62022 , 0.52 , 20.2 , 0 , 0 , 20.9 , 4 , 9.5e-13 , "BL Lac" , 0.87 , 0.38 , 0.57 , "9.882e+44" , "4.161e+31" , "--" , "1RXS J085549.3+4237" , "178.66" , "40.31"
149 , "ROXA J085556.09+371342.38" , 133.98375 , 37.22844 , "--" , 17.4 , 0 , 0 , 17.9 , 74.2 , 9.2e-13 , "Star unknown type" , 1.35 , 0.39 , 0.71 , "0.000" , "0.000" , 0.53 , "1RXS J085557.0+3713" , "185.7" , "39.95"
150 , "ROXA J085602.59+060400.8" , 134.01083 , 6.06689 , 0.34 , 18.4 , 0 , 0 , 18.9 , 15.6 , 8.4e-13 , "QSO RLoud" , 1.19 , 0.35 , 0.65 , "3.238e+44" , "6.013e+31" , "--" , "1RXS J085602.8+0604" , "222.3" , "30.39"
151 , "ROXA J085749.8+013530.3" , 134.4575 , 1.59175 , 0.28 , 17.4 , 0 , 0 , 18.1 , 89.1 , 1.6e-12 , "BL Lac" , 1.23 , 0.44 , 0.72 , "3.969e+44" , "2.210e+32" , 0.11 , "1RXS J085749.8+0135" , "227.04" , "28.6"
152 , "ROXA J085920.5+004712.08" , 134.83542 , 0.78669 , "--" , 18.8 , 0 , 0 , 19.1 , 39.1 , 5.6e-12 , "BL Lac" , 0.85 , 0.46 , 0.59 , "0.000" , "0.000" , "--" , "1RXS J085920.6+0047" , "228.05" , "28.52"
153 , "ROXA J090304.0+465104.21" , 135.76667 , 46.85117 , 1.46 , 19 , 0 , 0 , 19.3 , 1755.4 , 4.4e-13 , "QSO RLoud flat radio sp." , 1.17 , 0.77 , 0.95 , "5.879e+45" , "2.346e+35" , 0.27 , "1RXS J090304.4+4650" , "173.04" , "41.55"
154 , "ROXA J090314.69+405559.8" , 135.81125 , 40.93328 , 0.19 , 17.1 , 0 , 0 , 18.1 , 38.3 , 8.2e-12 , "BL Lac" , 0.99 , 0.35 , 0.57 , "8.208e+44" , "3.834e+31" , 0.26 , "1RXS J090315.3+4056" , "180.95" , "41.64"
155 , "ROXA J090731.9+441613.11" , 136.88292 , 44.27031 , 0.7 , 19.6 , 0 , 0 , 19.5 , 19.1 , 4e-13 , "QSO RLoud" , 1.15 , 0.43 , 0.7 , "8.712e+44" , "4.160e+32" , "--" , "1RXS J090732.0+4416" , "176.46" , "42.44"
156 , "ROXA J090835.8+415046.28" , 137.14917 , 41.84619 , 0.73 , 18.6 , 0 , 0 , 18.8 , 229.8 , 1e-12 , "QSO RLoud flat radio sp." , 1.13 , 0.6 , 0.81 , "2.438e+45" , "5.602e+33" , 0.03 , "1RXS J090834.8+4150" , "179.75" , "42.66"
157 , "ROXA J090924.59+521632.59" , 137.3525 , 52.27572 , 0.41 , 17.7 , 0 , 0 , 18 , 87.6 , 9.8e-13 , "QSO RLoud flat radio sp." , 1.28 , 0.41 , 0.72 , "5.863e+44" , "5.241e+32" , 0.5 , "1RXS J090924.3+5216" , "165.66" , "41.99"
158 , "ROXA J090912.1+083540.99" , 137.30042 , 8.59472 , 1.75 , 17.8 , 0 , 0 , 18.1 , 132.6 , 5.1e-13 , "QSO RLoud flat radio sp." , 1.33 , 0.45 , 0.8 , "1.069e+46" , "2.779e+34" , "--" , "1RXS J090911.7+0835" , "221.44" , "34.45"
159 , "ROXA J090910.0+012135.6" , 137.29167 , 1.35989 , 1.02 , 17 , 0 , 0 , 17.2 , 760.3 , 1.5e-12 , "QSO RLoud flat radio sp." , 1.3 , 0.59 , 0.86 , "8.187e+45" , "4.150e+34" , -0.14 , "1RXS J090911.8+0121" , "228.94" , "30.92"
160 , "ROXA J091037.0+332924.39" , 137.65417 , 33.49011 , "--" , 15.6 , 0 , 0 , 15.9 , 105.7 , 2.3e-12 , "BL Lac" , 1.49 , 0.3 , 0.7 , "0.000" , "0.000" , "--" , "1RXS J091037.2+3329" , "191.12" , "42.46"
161 , "ROXA J091133.79+442250.08" , 137.89083 , 44.38058 , 0.3 , 17.9 , 0 , 0 , 18.4 , 447 , 1.7e-12 , "BLRG" , 1.15 , 0.53 , 0.76 , "4.827e+44" , "1.269e+33" , 0.87 , "1RXS J091133.8+4423" , "176.28" , "43.16"
162 , "ROXA J091201.6+532036.7" , 138.00667 , 53.34353 , 0.1 , 15.9 , 0 , 0 , 16.9 , 170.4 , 3.9e-13 , "QSO RLoud BL/FSRQ transition obj." , 1.68 , 0.36 , 0.81 , "1.031e+43" , "4.505e+31" , 0.5 , "1RXS J091201.6+5320" , "164.15" , "42.19"
163 , "ROXA J091205.1+543141.3" , 138.02125 , 54.52814 , 0.45 , 18.9 , 0 , 0 , 19 , 25.3 , 4e-13 , "QSO RLoud" , 1.26 , 0.41 , 0.72 , "2.953e+44" , "1.868e+32" , "--" , "1RXS J091203.3+5431" , "162.58" , "41.97"
164 , "ROXA J091153.59+372413.28" , 137.97333 , 37.40369 , 0.1 , 14.9 , 0 , 0 , 15.9 , 670.4 , 2.8e-13 , "Radio Galaxy" , 1.89 , 0.38 , 0.89 , "7.402e+42" , "1.772e+32" , 0.7 , "1RXS J091151.8+3723" , "185.85" , "43.12"
165 , "ROXA J091227.19+423545.09" , 138.11333 , 42.59586 , 0.27 , 17.7 , 0 , 0 , 19.3 , 87.2 , 8.2e-13 , "BL Lac" , 1.23 , 0.42 , 0.71 , "1.794e+44" , "1.908e+32" , 0.89 , "1RXS J091227.7+4235" , "178.72" , "43.37"
166 , "ROXA J091437.9+024559.18" , 138.65792 , 2.76644 , 0.43 , 19.5 , 0 , 0 , 19.6 , 442.8 , 7.8e-13 , "QSO RLoud flat radio sp." , 1.06 , 0.79 , 0.9 , "5.138e+44" , "2.917e+33" , -0.58 , "1RXS J091438.8+0246" , "228.35" , "32.81"
167 , "ROXA J091552.9+473828.39" , 138.97042 , 47.64122 , 0.41 , 19.1 , 0 , 0 , 20.9 , 7.1 , 3.9e-13 , "BL Lac" , 1.12 , 0.38 , 0.65 , "2.306e+44" , "4.199e+31" , "--" , "1RXS J091553.3+4738" , "171.72" , "43.65"
168 , "ROXA J091552.3+293324.01" , 138.96792 , 29.55667 , "--" , 15.9 , 0 , 0 , 16.1 , 342.1 , 1.2e-11 , "BL Lac" , 1.17 , 0.42 , 0.67 , "0.000" , "0.000" , "--" , "1RXS J091552.2+2933" , "196.65" , "42.93"
169 , "ROXA J091635.4+541426.91" , 139.1475 , 54.24081 , 0.28 , 18.4 , 0 , 0 , 18.7 , 17.7 , 6.1e-13 , "QSO RLoud" , 1.26 , 0.36 , 0.68 , "1.551e+44" , "4.499e+31" , "--" , "1RXS J091632.2+5414" , "162.77" , "42.67"
170 , "ROXA J091650.89+523833.79" , 139.21208 , 52.64272 , 0.19 , 16.7 , 0 , 0 , 17.6 , 139 , 6.8e-12 , "BL Lac" , 1.08 , 0.42 , 0.66 , "6.968e+44" , "1.424e+32" , "--" , "1RXS J091651.8+5238" , "164.89" , "43.04"
171 , "ROXA J091648.9+385428.11" , 139.20375 , 38.90781 , 1.27 , 18.9 , 0 , 0 , 19.4 , 1005.5 , 3.4e-13 , "QSO RLoud flat radio sp." , 1.23 , 0.7 , 0.92 , "3.189e+45" , "9.431e+34" , 0.5 , "1RXS J091648.1+3854" , "183.84" , "44.17"
172 , "ROXA J091925.6+110659.4" , 139.85667 , 11.1165 , 0.43 , 18.9 , 0 , 0 , 19.9 , 35.4 , 2.6e-12 , "BL Lac" , 0.89 , 0.47 , 0.63 , "1.694e+45" , "2.306e+32" , "--" , "1RXS J091926.6+1106" , "220.03" , "37.83"
173 , "ROXA J092015.6+391014.01" , 140.065 , 39.17056 , 0.61 , 20.4 , 0 , 0 , 21 , 8.9 , 9.4e-13 , "BL Lac" , 0.84 , 0.46 , 0.61 , "1.441e+45" , "1.365e+32" , "--" , "1RXS J092013.9+3910" , "183.5" , "44.84"
174 , "ROXA J092058.39+444153.98" , 140.24333 , 44.69833 , 2.19 , 17.9 , 0 , 0 , 18.1 , 1017.8 , 1.8e-12 , "QSO RLoud flat radio sp." , 1.1 , 0.66 , 0.86 , "6.490e+46" , "3.670e+35" , -0.05 , "1RXS J092057.9+4442" , "175.7" , "44.81"
175 , "ROXA J092133.29+602824.88" , 140.38875 , 60.47358 , 0.26 , 18.6 , 0 , 0 , 20.2 , 21.2 , 1e-12 , "BL Lac" , 1.06 , 0.44 , 0.66 , "2.150e+44" , "4.559e+31" , "--" , "1RXS J092134.5+6028" , "154.44" , "41.6"
176 , "ROXA J092401.0+053345.39" , 141.00417 , 5.56261 , "--" , 18.3 , 0 , 0 , 18.5 , 7.6 , 5.1e-12 , "BL Lac" , 0.95 , 0.28 , 0.51 , "0.000" , "0.000" , "--" , "1RXS J092401.1+0533" , "226.85" , "36.24"
177 , "ROXA J092414.7+030900.79" , 141.06125 , 3.15022 , 0.13 , 16.2 , 0 , 0 , 17 , 26.4 , 2e-12 , "QSO RLoud flat radio sp." , 1.38 , 0.31 , 0.68 , "8.616e+43" , "1.137e+31" , -0.46 , "1RXS J092414.5+0309" , "229.44" , "35.07"
178 , "ROXA J092542.9+595816.49" , 141.42875 , 59.97125 , "--" , 19.1 , 0 , 0 , 19.4 , 10.1 , 1.1e-12 , "BL Lac" , 1.07 , 0.37 , 0.61 , "0.000" , "0.000" , "--" , "1RXS J092543.0+5958" , "154.84" , "42.25"
179 , "ROXA J092554.7+400414.08" , 141.47792 , 40.07058 , 0.47 , 17.7 , 0 , 0 , 17.6 , 13.2 , 2.8e-12 , "Radio Galaxy" , 1.13 , 0.32 , 0.62 , "2.329e+45" , "1.098e+32" , -0.39 , "1RXS J092554.3+4004" , "182.22" , "45.94"
180 , "ROXA J092710.6+532731.6" , 141.79417 , 53.45878 , 0.2 , 17 , 0 , 0 , 18.2 , 5.4 , 1.9e-12 , "BL Lac" , 1.23 , 0.18 , 0.54 , "2.207e+44" , "6.274e+30" , "--" , "1RXS J092710.8+5327" , "163.32" , "44.37"
181 , "ROXA J092702.99+390220.79" , 141.7625 , 39.03911 , 0.7 , 16.6 , 0 , 0 , 16.8 , 2885.2 , 3.8e-12 , "QSO RLoud flat radio sp." , 1.22 , 0.74 , 0.93 , "8.218e+45" , "6.240e+34" , -0.73 , "1RXS J092702.8+3902" , "183.71" , "46.16"
182 , "ROXA J092740.6+554547.98" , 141.91917 , 55.76333 , 0.22 , 17.5 , 0 , 0 , 18.6 , 78.9 , 3.5e-13 , "BL Lac" , 1.44 , 0.41 , 0.77 , "5.030e+43" , "1.134e+32" , 0.59 , "1RXS J092742.3+5546" , "160.2" , "43.82"
183 , "ROXA J092837.9+602520.99" , 142.15792 , 60.4225 , 0.3 , 16.9 , 0 , 0 , 17.2 , 295.1 , 1.8e-12 , "QSO RLoud flat radio sp." , 1.31 , 0.42 , 0.74 , "5.032e+44" , "8.250e+32" , 0.76 , "1RXS J092837.3+6025" , "154.1" , "42.43"
184 , "ROXA J092837.39+404845.21" , 142.15583 , 40.81256 , "--" , 18.3 , 0 , 0 , 18.5 , 7.1 , 5.3e-13 , "BL Lac" , 1.33 , 0.28 , 0.63 , "0.000" , "0.000" , "--" , "1RXS J092837.8+4048" , "181.13" , "46.43"
185 , "ROXA J092915.4+501336.08" , 142.31417 , 50.22669 , "--" , 16.5 , 0 , 0 , 16.9 , 522.6 , 9.4e-13 , "BL Lac" , 1.49 , 0.54 , 0.86 , "0.000" , "0.000" , -0.03 , "1RXS J092916.4+5013" , "167.66" , "45.42"
186 , "ROXA J093037.49+495025.58" , 142.65625 , 49.84044 , 0.19 , 17.7 , 0 , 0 , 18.2 , 21.6 , 2.7e-11 , "BL Lac" , 0.73 , 0.33 , 0.47 , "2.671e+45" , "2.137e+31" , "--" , "1RXS J093037.1+4950" , "168.13" , "45.71"
187 , "ROXA J093034.99+464408.41" , 142.64583 , 46.73567 , 2.03 , 18.6 , 0 , 0 , 18.9 , 356.9 , 8.3e-13 , "QSO RLoud flat radio sp." , 1.11 , 0.57 , 0.81 , "2.495e+46" , "1.073e+35" , 0.47 , "1RXS J093034.7+4644" , "172.54" , "46.25"
188 , "ROXA J093056.8+393335.6" , 142.73667 , 39.55989 , 0.64 , 20.5 , 0 , 0 , 21 , 13.1 , 2.1e-12 , "BL Lac" , 0.7 , 0.49 , 0.59 , "3.662e+45" , "2.284e+32" , "--" , "1RXS J093056.2+3933" , "182.94" , "46.91"
189 , "ROXA J093309.29+461535.38" , 143.28875 , 46.25983 , 0.78 , 18.4 , 0 , 0 , 18.5 , 29.5 , 2.9e-13 , "QSO RLoud flat radio sp." , 1.37 , 0.37 , 0.74 , "8.155e+44" , "8.296e+32" , 0.37 , "1RXS J093310.3+4616" , "173.12" , "46.76"
190 , "ROXA J093239.29+104235.09" , 143.16375 , 10.70975 , 0.36 , 18 , 0 , 0 , 18.7 , 33 , 1.2e-12 , "BL Lac" , 1.18 , 0.39 , 0.67 , "5.321e+44" , "1.463e+32" , "--" , "1RXS J093239.6+1042" , "222.36" , "40.57"
191 , "ROXA J093311.59+351627.91" , 143.29833 , 35.27442 , 1.12 , 18.6 , 0 , 0 , 19 , 3.9 , 3.4e-13 , "QSO RLoud" , 1.28 , 0.23 , 0.62 , "2.345e+45" , "2.690e+32" , "--" , "1RXS J093309.8+3517" , "189.25" , "47.27"
192 , "ROXA J093349.79+451957.79" , 143.4575 , 45.33272 , 0.13 , 15.9 , 0 , 0 , 17.1 , 316.7 , 2.2e-13 , "Radio Galaxy" , 1.76 , 0.38 , 0.86 , "1.047e+43" , "1.507e+32" , 0.85 , "1RXS J093352.1+4519" , "174.44" , "47"
193 , "ROXA J093513.6+091507.81" , 143.80667 , 9.25217 , 1.48 , 19.3 , 0 , 0 , 19.6 , 200.1 , 6.7e-13 , "QSO RLoud flat radio sp." , 1.06 , 0.61 , 0.81 , "9.289e+45" , "2.774e+34" , "--" , "1RXS J093513.9+0915" , "224.44" , "40.46"
194 , "ROXA J093528.09+073038.59" , 143.86708 , 7.51072 , 0.22 , 16.7 , 0 , 0 , 18.1 , 3.6 , 1e-12 , "Radio Galaxy-galaxy dominated" , 1.37 , 0.13 , 0.56 , "1.351e+44" , "4.863e+30" , "--" , "1RXS J093528.2+0730" , "226.48" , "39.68"
195 , "ROXA J093712.3+500852.11" , 144.30125 , 50.14781 , 0.28 , 18.5 , 0 , 0 , 19.1 , 167.2 , 1.3e-12 , "QSO RLoud flat radio sp." , 1.1 , 0.65 , 0.81 , "3.095e+44" , "3.980e+32" , -0.53 , "1RXS J093711.5+5008" , "167.37" , "46.68"
196 , "ROXA J093640.99+101415.79" , 144.17083 , 10.23772 , 0.06 , 15.2 , 0 , 0 , 16 , 11.7 , 2.3e-12 , "QSO radio quiet" , 1.51 , 0.09 , 0.58 , "1.986e+43" , "1.010e+30" , "--" , "1RXS J093641.0+1014" , "223.51" , "41.23"
197 , "ROXA J093857.7+424833.8" , 144.74042 , 42.80939 , 2.05 , 18.7 , 0 , 0 , 19 , 5.9 , 1.8e-13 , "QSO RLoud" , 0.97 , 0.45 , 0.68 , "5.523e+45" , "1.810e+33" , "--" , "1RXS J093858.3+4248" , "178" , "48.22"
198 , "ROXA J094022.39+614826.2" , 145.09333 , 61.80728 , 0.21 , 17.6 , 0 , 0 , 18.6 , 12.9 , 2.5e-12 , "BL Lac" , 1.1 , 0.29 , 0.58 , "3.238e+44" , "1.671e+31" , "--" , "1RXS J094020.7+6148" , "151.6" , "43.19"
199 , "ROXA J094128.8+444742.79" , 145.37 , 44.79522 , 0.8 , 18.5 , 0 , 0 , 18.6 , 68.2 , 2.6e-13 , "QSO RLoud steep radio sp." , 1.38 , 0.4 , 0.76 , "7.854e+44" , "2.060e+33" , 0.8 , "1RXS J094126.3+4447" , "174.95" , "48.42"
200 , "ROXA J094139.3+085051.39" , 145.41375 , 8.84761 , 0.94 , 20.1 , 0 , 0 , 20.2 , 90.2 , 7.7e-13 , "QSO RLoud flat radio sp." , 0.94 , 0.61 , 0.75 , "3.442e+45" , "4.032e+33" , "--" , "1RXS J094139.0+0850" , "225.91" , "41.67"
201 , "ROXA J094525.9+352103.59" , 146.35792 , 35.351 , 0.21 , 17.6 , 0 , 0 , 18.3 , 156.4 , 4e-13 , "Galaxy NELG" , 1.43 , 0.5 , 0.82 , "5.017e+43" , "1.962e+32" , "--" , "1RXS J094525.0+3521" , "189.29" , "49.77"
202 , "ROXA J094538.09+353455.09" , 146.40875 , 35.58197 , 1.13 , 18.1 , 0 , 0 , 18.3 , 329.9 , 2.6e-13 , "QSO RLoud flat radio sp." , 1.42 , 0.56 , 0.89 , "1.825e+45" , "2.316e+34" , "--" , "1RXS J094538.6+3535" , "188.94" , "49.81"
203 , "ROXA J094620.2+010451.99" , 146.58417 , 1.08111 , 0.58 , 19.7 , 0 , 0 , 20.3 , 15.1 , 4.3e-12 , "BL Lac" , 0.7 , 0.45 , 0.56 , "5.830e+45" , "2.047e+32" , "--" , "1RXS J094620.5+0104" , "235.36" , "38.58"
